wage,gender,age,city,institution,interest
10351,1,25,4,2,0
13837,2,25,6,12,1
5411,2,24,6,39,1
14244,1,20,6,26,1
5447,1,22,2,15,1
5009,1,26,5,26,1
4211,1,26,4,28,1
3532,2,25,4,35,1
13964,2,23,1,30,1
7970,1,18,6,2,1
10856,2,22,2,13,0
7054,1,22,8,39,0
3601,1,22,6,35,0
5766,2,25,7,7,0
5948,1,21,5,25,0
13164,1,18,6,40,0
13078,1,20,4,37,1
10689,1,22,5,28,0
10678,2,23,1,19,1
4324,1,19,8,18,0
5458,1,26,7,39,1
4016,1,22,3,32,0
3317,1,25,7,2,0
9408,2,26,5,13,0
4729,2,18,1,38,1
6305,2,21,1,10,0
8712,1,22,6,2,1
10633,1,25,2,15,1
13687,2,26,2,27,0
3160,1,22,4,34,1
7289,1,18,6,27,0
3218,2,20,5,6,1
4511,2,18,4,3,0
8875,2,20,7,8,0
5339,1,22,4,26,1
12122,1,24,7,18,0
10477,1,18,3,26,1
3452,1,25,8,24,1
12282,1,24,3,14,1
9358,1,19,7,31,1
3035,1,20,8,17,1
13034,1,22,5,2,1
7984,1,24,7,15,1
9650,2,19,4,11,1
14140,1,21,8,27,1
10350,2,24,5,1,0
10663,2,20,1,14,1
13256,1,23,3,35,1
5723,2,25,2,14,0
9246,1,21,3,18,1
7106,1,22,8,37,1
5812,1,24,1,9,0
12537,1,19,4,15,1
14307,1,26,5,18,0
5269,1,21,2,14,1
14325,2,18,7,21,0
12374,2,25,5,32,0
3897,1,26,2,24,0
6232,2,24,3,3,0
7310,1,25,7,27,0
8137,1,21,3,16,1
5249,1,21,7,27,1
8276,1,20,4,17,1
12074,1,25,1,8,1
9208,1,25,1,27,1
3592,2,20,2,9,0
5394,2,24,3,35,1
13839,1,21,2,36,0
10460,1,22,5,27,1
12006,1,20,8,29,1
8452,2,23,6,11,1
4566,2,19,3,19,1
4698,1,23,4,29,1
14001,1,25,3,34,0
10751,2,22,5,26,1
9680,1,26,8,7,1
13082,2,25,7,9,0
10878,1,21,2,7,0
14720,1,22,5,17,1
11991,1,22,5,18,1
9847,1,25,1,33,0
3578,2,23,4,32,1
10248,2,26,7,1,1
14347,1,18,6,14,0
7371,2,18,5,13,1
5026,2,25,1,19,1
9710,2,24,3,9,0
5880,2,19,5,20,0
3649,1,20,7,24,0
9090,2,22,7,2,0
3714,1,18,3,16,0
7004,2,18,8,6,0
7031,1,25,1,40,0
5754,2,24,1,23,1
10682,2,25,5,19,0
4571,1,21,7,39,0
14359,1,24,5,19,0
14808,1,24,2,7,1
12330,1,20,1,26,1
9005,1,18,3,36,1
10352,1,19,7,38,1
4927,2,24,7,26,1
4187,2,19,1,28,0
11834,2,24,2,9,1
14426,1,25,7,32,1
6701,2,18,8,28,1
9530,1,22,1,38,0
3301,1,23,3,21,1
3500,1,19,8,29,1
5311,1,19,6,14,0
10998,1,19,8,28,1
13422,1,23,7,11,0
7027,2,19,5,40,1
9253,2,25,6,17,1
11053,1,20,5,11,0
5430,1,23,6,21,1
14586,2,21,2,30,0
13256,2,19,3,17,0
5208,1,23,1,27,0
4751,2,25,5,29,0
10861,1,22,8,9,0
9142,1,21,7,14,1
14885,2,19,8,35,1
5067,2,25,7,4,1
7849,2,19,3,33,0
6237,1,23,3,25,1
4243,1,21,2,3,0
10804,1,22,5,32,0
12452,2,25,3,12,0
7984,2,20,4,34,0
3624,1,20,7,6,0
3531,1,20,5,40,0
9506,2,23,8,22,1
8750,2,21,3,5,1
14359,1,22,6,26,0
9958,1,25,4,22,1
4574,2,21,2,15,0
14611,1,20,2,26,0
14472,1,22,3,35,1
3232,2,20,6,38,0
9595,2,25,8,9,1
8710,2,23,5,13,0
6636,2,19,8,6,1
14750,1,19,8,16,0
8533,2,19,5,23,1
14858,1,22,7,4,1
5481,2,19,7,19,0
11038,2,22,5,3,1
3275,2,18,7,8,0
13148,1,21,3,17,0
3817,2,20,5,20,0
9759,2,26,6,12,0
3912,1,26,5,12,0
11990,1,20,2,20,1
14320,1,24,6,34,1
7863,1,26,4,36,1
5152,1,20,4,8,0
8842,1,26,2,21,1
5423,2,21,6,30,1
8162,2,20,3,26,1
8055,1,18,6,37,1
9821,1,18,4,2,0
4302,2,23,3,37,1
4534,2,23,1,22,0
4183,1,18,5,6,1
6325,1,24,7,38,1
10293,2,24,3,16,0
9628,2,25,1,39,1
11899,2,21,1,18,0
4458,1,20,6,16,0
12318,1,18,1,18,0
10887,1,20,3,29,0
12412,1,18,6,20,0
3770,1,18,4,11,1
12579,2,24,3,35,1
8194,1,21,5,22,1
8945,2,23,4,37,0
12443,2,18,4,20,0
8624,1,18,7,4,0
8082,1,23,6,21,1
3720,1,24,5,23,0
4009,1,22,3,2,0
9625,1,19,1,30,0
4907,2,20,4,27,1
5339,1,23,5,29,1
7548,1,25,1,18,1
5777,2,24,3,11,0
13682,1,19,5,25,1
10432,1,24,1,4,0
11234,1,21,4,6,1
9399,2,21,7,34,0
13831,2,18,3,12,1
3991,2,18,6,25,1
6900,1,19,8,24,1
5851,2,23,6,11,1
5188,2,25,8,20,0
13701,2,24,4,6,0
14813,1,18,5,7,1
11070,1,24,6,5,1
10925,2,22,4,20,0
14842,1,19,5,33,0
7675,2,21,1,28,0
10708,1,19,6,17,1
4810,1,26,2,11,0
4709,1,24,6,2,0
8791,2,23,1,39,0
11558,1,24,3,16,0
13272,2,22,7,28,1
3293,2,26,2,29,0
8727,2,23,5,37,0
6131,2,19,1,8,0
4239,1,24,8,26,1
10591,2,26,1,23,1
6695,2,20,1,34,1
8728,2,22,6,8,0
11917,1,26,8,2,0
9803,1,18,3,34,1
4212,1,24,4,30,0
12562,2,25,4,10,0
14853,2,19,7,20,0
4748,1,18,8,38,1
6595,1,21,1,7,0
9710,2,22,8,31,1
5047,2,22,3,29,1
13702,1,19,8,33,0
12970,1,18,6,14,1
5419,2,24,4,26,1
4356,1,19,7,25,1
7362,2,24,8,8,1
14966,1,25,6,4,0
12979,2,23,7,33,0
6539,2,24,8,20,1
4726,1,19,3,13,1
12019,1,22,4,40,1
14708,2,18,3,37,1
9455,2,22,2,15,1
9205,2,22,4,29,0
8965,2,23,3,24,1
14925,1,19,7,32,1
8414,1,20,1,27,0
7576,1,20,8,17,0
13036,2,19,6,26,1
6810,2,22,8,23,0
4132,1,24,4,9,0
4800,1,22,4,29,0
8707,1,24,5,12,1
9429,2,25,3,40,0
5290,1,21,6,34,0
12546,2,21,4,32,0
5078,2,26,5,35,0
7229,2,26,3,24,0
3025,2,23,3,6,0
3480,2,25,7,16,1
4269,2,21,8,16,1
10481,1,24,4,19,1
8022,2,18,6,3,1
12255,1,22,7,18,1
7752,1,25,3,12,1
13951,2,23,4,30,1
9951,1,23,8,25,1
9237,1,22,1,5,1
6980,1,21,2,37,0
11069,2,24,5,39,1
4166,2,20,1,8,0
10631,2,18,7,3,1
4018,1,24,2,39,0
5145,2,22,7,3,1
4976,1,19,1,15,1
14855,1,25,8,37,0
14786,1,25,6,1,1
4904,2,18,2,34,1
13380,1,19,6,25,1
5213,2,24,8,6,0
7361,2,22,3,27,1
11213,2,23,1,8,0
9666,1,22,8,30,1
5607,2,22,7,5,1
4223,1,23,1,7,0
13402,1,18,7,37,1
12533,2,21,4,37,1
4100,2,20,7,23,0
6376,2,21,3,10,0
14786,2,18,7,29,1
7895,1,24,7,20,0
10328,2,26,5,7,0
9333,2,18,4,1,0
8411,1,26,8,14,0
3771,2,26,8,4,1
9687,2,26,8,18,0
3892,1,20,6,3,1
12285,2,25,5,16,0
6064,1,23,8,5,1
7744,1,22,1,31,0
7604,2,19,8,16,1
6807,2,23,6,21,1
3741,2,19,3,21,0
14503,1,18,6,11,0
6514,1,21,4,4,1
6702,1,23,7,39,1
6661,1,18,8,25,0
6824,1,21,3,40,1
10206,2,25,2,3,0
14399,2,18,1,27,0
5824,1,25,2,22,1
3318,2,18,3,25,0
10817,2,18,1,10,1
13182,2,25,2,27,0
6287,2,26,2,38,0
3041,2,18,2,30,1
4747,2,23,1,19,0
3930,1,21,5,36,1
6121,1,19,7,13,1
8393,2,22,7,8,0
11805,1,19,2,18,0
13408,2,25,2,6,1
7789,1,19,1,24,0
11937,2,22,1,39,0
13845,1,20,8,14,0
5063,2,20,3,28,0
14065,2,24,2,2,1
9861,1,25,2,33,0
6971,1,21,6,32,1
9500,2,18,2,37,0
6571,1,22,5,30,1
7326,1,19,6,6,0
10871,1,21,1,21,0
8141,1,18,2,26,1
12012,1,22,2,3,1
5388,2,18,2,8,1
3809,1,25,5,10,0
14542,2,19,8,7,0
9233,1,22,8,22,1
10686,1,20,7,36,1
6373,2,22,7,32,0
12401,1,21,2,2,0
13866,1,25,2,20,1
9531,2,25,3,32,0
6229,1,23,6,10,1
9647,2,18,7,12,1
13089,1,24,7,37,0
8242,1,20,1,32,0
13096,2,18,7,4,1
4905,2,26,2,6,1
14148,2,21,2,15,1
8642,2,20,7,7,1
4281,2,20,7,23,1
8868,1,20,1,2,0
10348,1,18,2,11,1
14215,2,20,2,11,1
5398,2,26,7,39,0
5372,1,22,3,14,0
12884,1,23,8,13,1
14501,2,19,4,5,1
8949,2,26,8,23,1
5056,1,18,1,34,1
11060,2,22,3,28,0
3142,1,24,6,21,0
13416,1,19,4,21,0
9260,1,18,8,23,0
6551,1,23,5,27,1
12140,2,22,4,1,0
9434,2,19,2,29,0
14222,2,25,7,17,0
7885,1,26,8,35,0
8134,2,24,6,26,0
10660,1,21,6,10,0
11195,1,20,1,26,1
5666,2,22,2,27,1
3791,1,23,1,38,1
9452,1,19,5,8,0
3333,1,20,1,17,1
3776,2,24,3,30,1
6147,1,26,7,21,0
12668,2,23,8,29,0
3327,1,19,6,14,0
14428,2,24,2,15,0
9216,1,20,1,27,0
10039,2,25,5,30,1
6266,2,20,3,19,1
12001,2,18,2,14,1
10309,2,23,3,21,0
13572,1,21,1,27,1
8168,1,22,8,21,0
9989,1,21,6,14,0
3217,2,26,7,8,1
7002,2,25,8,18,0
13666,1,21,4,24,0
11405,1,25,8,40,0
3262,2,23,6,23,0
11775,1,26,1,15,1
11135,2,19,3,15,1
4964,2,23,3,4,0
13077,1,22,7,24,1
11098,2,22,4,32,1
10645,1,18,3,16,0
7466,1,20,7,4,0
10162,1,19,3,40,0
10372,1,25,4,21,0
9922,2,23,6,13,1
7743,1,26,7,6,0
10978,2,18,1,5,0
4306,1,24,5,29,0
5518,2,25,4,34,0
7251,2,25,8,12,1
5553,1,20,5,12,0
9144,2,26,8,18,1
13322,1,23,5,1,1
10199,2,19,3,31,0
3381,2,22,7,17,0
8375,1,22,3,23,0
7317,2,23,1,11,1
4385,2,19,5,11,0
3712,2,19,1,22,1
8437,2,20,1,19,0
5724,2,21,6,35,0
13077,1,22,5,14,0
7662,1,21,8,34,1
13009,1,25,4,1,1
3420,2,25,4,14,0
13607,2,26,1,3,0
5431,2,22,2,29,1
6881,1,26,3,4,0
9237,1,19,3,4,0
5183,1,24,3,24,0
13824,1,25,1,31,0
9654,1,24,7,32,0
6719,2,22,6,31,1
12558,2,25,2,40,0
11846,1,24,2,7,1
8207,1,18,7,6,0
5298,1,18,2,35,1
10021,1,25,1,30,0
7859,1,21,7,36,0
10984,2,23,2,28,1
11529,2,24,8,33,1
6503,2,20,3,4,1
3819,2,26,3,27,0
9370,1,19,1,11,1
5899,2,24,3,17,1
7647,2,23,5,35,1
8199,1,25,3,17,0
3725,1,20,2,26,0
14269,2,24,1,26,1
8449,2,18,1,19,1
14978,2,20,3,4,1
13196,2,25,2,27,1
14133,1,23,7,40,1
9212,2,23,2,33,1
4951,2,24,8,25,1
4337,1,18,1,19,1
6682,1,23,7,26,1
14881,1,22,3,19,0
14794,2,20,1,19,1
10269,1,24,1,38,1
13776,1,21,1,36,0
7512,1,21,3,27,0
9001,2,26,2,26,1
9644,2,26,1,17,1
9963,2,22,4,37,0
6159,2,20,3,7,1
9639,1,21,8,18,0
14117,2,23,8,26,1
11902,1,25,2,26,0
6077,1,24,4,25,1
6921,2,23,7,26,1
13261,1,22,2,1,0
13640,2,20,6,11,0
12450,2,24,5,39,0
8138,1,19,4,21,1
6236,1,22,2,39,0
8085,1,18,3,9,0
13380,1,21,6,19,1
8698,1,23,5,20,0
7784,2,21,2,24,0
9974,2,22,6,40,1
3247,2,18,8,40,1
11300,1,25,4,7,1
14765,2,25,1,17,0
10175,2,19,3,32,1
9797,1,19,5,19,1
7634,1,25,2,1,1
3704,1,25,5,28,0
13175,1,22,4,7,0
7433,1,23,6,1,1
7524,2,20,1,40,0
14588,2,18,2,37,0
4929,1,20,8,30,0
7213,1,25,3,40,0
5852,1,24,3,26,0
5574,1,25,7,39,1
12841,2,20,1,20,1
12563,1,23,1,18,0
7249,2,22,6,6,0
11732,2,26,1,22,1
3453,2,26,3,22,1
5073,1,24,7,33,0
14462,1,25,6,23,1
8528,2,26,5,37,1
6138,1,22,3,2,0
12442,1,18,8,35,0
8974,1,25,2,38,1
8073,1,21,6,23,1
10029,1,25,7,1,1
4338,1,23,2,6,0
11930,2,24,7,22,0
5749,2,25,2,15,1
10075,2,19,2,26,1
6508,2,19,7,5,0
6952,1,25,5,5,0
14420,2,24,5,18,1
5998,1,23,6,10,1
4509,1,22,4,31,1
9912,1,20,4,20,1
5503,2,23,7,5,1
3080,2,25,1,6,1
13412,2,22,1,21,0
5441,1,25,1,40,1
9774,1,22,1,34,0
5075,1,21,2,39,0
12195,1,23,8,30,0
12057,1,20,2,22,0
8756,2,20,5,13,0
3985,2,26,7,11,0
14554,1,24,6,2,0
6446,2,19,5,7,0
9177,1,21,1,7,1
10185,1,26,4,9,1
11472,1,24,8,4,1
13524,1,23,3,28,0
10321,1,23,4,31,0
10132,2,25,1,14,0
5479,1,19,5,11,0
12870,1,23,6,31,0
4972,2,24,1,32,0
13219,2,24,4,10,0
12726,1,25,2,4,1
4517,1,26,3,21,1
8063,1,20,3,7,1
3515,2,22,1,2,0
14546,1,21,6,4,0
13085,2,25,4,20,1
8184,1,25,4,30,0
6956,2,20,7,5,1
7169,1,25,5,8,1
13129,2,18,8,28,0
14808,1,20,3,3,1
6265,1,18,6,25,1
14517,1,26,3,28,0
14635,2,22,2,35,1
10908,2,18,1,32,0
12582,2,23,1,20,0
10668,1,18,3,34,0
3154,1,26,2,8,1
12171,2,25,8,39,1
13611,2,22,8,34,1
14767,2,23,6,31,0
12373,2,25,2,33,1
10249,2,20,3,9,1
6166,2,22,1,15,1
8819,2,21,5,21,1
10987,2,21,4,38,0
5149,2,23,8,15,1
3508,2,22,7,34,1
12937,1,23,8,39,0
5871,1,21,8,28,0
11365,2,26,1,17,0
6792,2,21,1,34,1
3338,1,21,6,13,1
10246,1,26,5,21,0
10143,2,19,4,26,0
6414,2,25,2,7,1
12471,2,24,6,25,1
14181,2,22,1,5,0
13982,1,22,3,32,0
9880,2,18,3,6,1
4658,2,19,2,6,0
8878,1,21,1,28,1
11732,1,24,4,5,1
6647,1,18,3,15,1
10680,2,19,5,40,0
14593,2,21,1,13,0
5041,2,22,2,27,1
8739,1,24,8,40,1
13728,2,26,3,9,0
8828,1,24,5,30,0
13907,1,18,2,12,0
3053,1,22,8,8,1
3537,2,20,6,2,0
11498,1,24,6,21,1
12272,2,23,4,25,1
9721,1,20,1,22,0
6711,2,25,6,28,0
6640,2,19,3,29,1
6250,1,23,3,35,1
7622,2,25,4,13,1
6434,2,18,4,19,1
12004,1,24,4,37,1
14396,2,22,4,34,0
3632,1,20,5,31,0
11673,2,21,8,8,1
5633,1,18,6,27,0
4549,1,24,7,16,0
6364,1,18,1,14,1
3032,2,25,3,38,1
6092,1,20,3,30,0
11517,1,21,1,33,0
14592,2,25,7,10,1
14928,2,18,7,33,0
12523,1,22,7,9,1
11632,1,23,7,9,1
14317,1,24,1,28,1
7055,2,20,6,10,1
5115,2,25,1,23,0
9497,2,20,5,21,0
8246,1,21,1,34,1
14978,2,21,4,36,0
6798,2,24,2,35,1
12517,1,26,6,17,0
8463,1,24,7,22,1
9003,2,22,3,23,1
13520,2,24,7,32,0
11954,2,20,6,23,1
4712,1,21,2,20,0
14096,1,19,2,38,1
5638,1,19,4,31,0
3796,1,23,2,19,0
9788,1,26,2,37,0
13568,2,20,2,35,0
9665,2,19,8,17,1
10029,2,26,6,21,0
9278,2,25,7,23,1
5195,1,19,4,21,0
8601,2,24,8,16,0
7737,1,21,5,24,0
10701,1,18,8,40,1
8446,2,19,1,33,1
4566,2,18,7,23,0
6781,2,21,8,40,0
14870,2,22,4,30,0
11054,2,23,5,16,1
6280,1,20,6,34,0
4099,1,20,2,20,0
11587,2,24,1,37,0
3473,2,21,2,26,1
11119,1,25,7,34,1
6297,1,21,4,4,1
4871,1,23,6,29,1
8564,1,22,7,14,0
13881,1,19,6,26,1
10423,2,19,1,23,0
14869,2,24,3,39,0
11303,1,24,4,23,0
6156,1,22,8,10,1
5071,1,24,3,30,1
13419,1,22,5,22,0
9516,1,18,3,20,0
3165,2,21,5,6,1
10821,1,26,7,14,1
13958,2,20,7,20,0
6500,2,18,6,2,1
7582,1,20,5,11,1
14958,1,19,2,1,0
5786,2,19,6,20,0
12400,1,18,1,31,1
8158,2,21,4,14,1
6886,2,22,2,5,1
6656,1,18,3,25,1
3982,1,23,7,11,0
6415,1,25,4,24,1
10716,2,22,6,17,1
9683,2,24,7,32,1
7664,1,20,6,9,1
6601,2,19,7,16,1
14583,2,23,1,16,0
13152,1,26,6,20,1
3947,2,24,5,17,0
12869,2,26,4,32,1
7408,1,19,8,7,1
13346,2,20,3,16,0
9585,1,20,7,34,0
5582,1,21,2,21,1
6161,2,20,7,39,0
13334,2,25,4,25,1
3742,2,22,1,7,1
10687,1,26,2,5,0
11623,2,23,4,6,1
14524,1,18,6,33,0
4212,2,21,4,24,1
7262,1,21,5,12,1
3102,2,25,7,30,1
9977,2,23,1,37,1
12137,2,23,8,2,1
7611,1,24,8,26,1
6508,1,22,6,19,0
3977,1,20,6,25,1
7975,1,19,5,17,0
8528,2,20,4,24,0
12521,2,23,4,21,1
4592,2,22,3,14,1
10999,1,22,5,33,1
10658,1,23,8,34,1
4015,2,24,1,25,1
10734,2,23,8,17,0
3260,1,21,5,3,0
10776,1,25,3,10,1
11173,2,26,1,10,0
7330,1,21,2,15,0
11397,2,20,4,6,0
8041,2,23,8,7,1
8071,2,23,2,18,0
13313,2,23,2,1,1
13355,1,23,6,29,1
13436,1,24,5,10,1
5226,1,22,6,16,1
6317,1,24,8,8,1
9192,1,26,2,32,1
9458,2,21,6,25,1
8303,2,20,2,27,1
14619,1,25,6,13,0
10200,2,19,3,22,0
11314,2,19,5,5,0
8011,1,23,2,33,1
6851,2,22,8,38,0
13241,2,23,5,1,0
6136,2,19,2,16,0
10351,2,18,2,36,1
14849,1,23,3,9,0
7659,2,21,8,3,1
5331,2,26,3,33,0
5488,1,19,5,12,0
13345,2,20,3,11,1
4381,2,24,6,17,1
4786,1,18,1,33,1
3058,2,20,4,29,1
9923,1,24,7,28,1
3079,2,22,5,40,0
14704,1,26,6,12,1
4623,1,25,3,11,1
8876,1,25,7,2,1
5741,1,25,8,36,0
10602,2,18,5,28,1
11009,2,21,3,9,0
4183,1,20,2,37,0
10444,1,21,5,15,1
8317,1,18,4,6,1
5354,1,25,1,7,0
9771,2,19,4,3,1
13548,1,21,1,30,1
9860,1,24,5,33,1
6818,2,24,5,26,1
5231,2,19,7,3,0
6633,1,21,5,9,0
14940,2,25,4,33,1
14717,2,26,5,11,1
14316,1,20,6,23,1
4233,2,22,6,26,1
12448,1,24,4,2,1
5850,2,18,8,12,1
9707,2,19,7,26,1
7520,2,20,6,7,1
8993,1,26,7,25,0
8749,2,24,4,28,1
9146,2,20,7,20,0
7988,2,18,6,24,1
4171,2,25,1,38,1
13027,2,25,5,16,1
7504,1,23,1,11,0
11014,1,26,1,6,1
9077,2,23,6,16,0
13430,2,24,1,19,0
3133,1,19,4,6,0
12168,1,22,6,12,0
9720,1,24,8,3,1
11243,1,19,7,7,1
13587,1,19,2,28,0
9956,1,18,1,17,1
10116,1,22,5,30,0
13013,2,23,2,25,1
5389,2,21,5,18,1
7998,2,23,8,12,1
4258,1,20,5,11,1
9108,2,18,6,7,0
14515,2,20,1,2,0
10467,2,19,6,12,1
12386,1,25,3,25,1
10640,1,21,2,30,1
8795,1,22,6,32,1
14427,1,22,8,32,1
10036,1,23,3,3,0
14230,1,22,4,29,1
5178,1,21,7,19,1
13104,2,24,6,19,0
7261,1,20,5,34,1
10724,1,23,7,16,1
11207,2,20,2,30,1
9687,1,18,8,36,0
3094,2,26,7,36,0
14354,1,21,7,5,1
4294,1,23,8,22,0
6178,1,20,4,7,1
13789,1,21,4,18,1
10297,1,21,7,35,0
12945,2,25,6,9,1
10506,1,23,6,23,1
14668,2,25,7,15,1
10263,2,21,4,13,0
5757,1,21,3,8,0
10009,2,20,8,13,1
9218,2,18,1,19,1
3141,1,21,1,9,1
8717,2,18,6,1,0
5014,2,21,7,25,1
14431,1,25,1,6,1
14546,1,20,5,28,0
11636,2,20,7,27,1
3766,2,22,4,36,0
8785,1,24,3,36,1
12560,2,24,2,24,0
13534,2,19,3,33,1
10216,1,24,2,24,0
10619,1,18,5,19,1
6430,1,20,3,25,0
7866,1,18,1,4,1
13405,2,22,5,40,0
9795,1,26,8,36,0
9631,1,23,3,16,1
5051,2,23,7,20,0
14593,2,23,1,12,0
9391,2,24,5,26,0
5930,2,20,8,32,1
13448,1,22,6,2,0
3020,2,22,3,21,1
8597,2,23,7,40,1
8423,1,21,6,39,1
11615,2,18,5,3,1
9664,1,20,2,13,1
3792,2,26,6,38,0
8860,1,26,1,25,1
10623,1,22,1,32,1
3338,1,19,1,11,1
10698,1,20,7,21,0
7959,2,26,1,17,0
9455,2,20,3,15,1
7346,1,18,3,1,0
6835,2,25,8,6,1
11477,2,18,8,38,0
11942,1,19,6,10,0
11982,1,21,1,37,1
14260,1,25,4,39,1
3651,1,25,4,2,0
14597,1,24,1,21,1
9920,2,18,2,12,0
7974,1,22,8,25,0
4885,1,21,1,40,1
6331,1,25,8,29,1
6542,2,22,3,36,1
11853,2,23,7,11,1
5363,1,20,7,40,0
6561,2,18,2,19,1
6355,1,18,3,7,1
10694,2,24,3,17,0
5537,2,18,3,15,1
5923,1,18,7,1,1
10200,2,20,4,13,1
5127,2,25,8,23,0
9521,2,18,7,3,0
10836,2,21,1,17,1
14850,2,21,8,13,1
12484,1,20,7,31,1
5208,1,20,4,39,0
7318,1,23,7,7,1
14384,2,21,3,1,1
4349,2,26,6,18,0
14047,2,22,8,5,1
6901,1,20,4,1,0
6292,2,20,7,5,0
10961,2,23,4,28,0
13343,1,20,5,30,0
9235,2,18,8,34,1
13650,1,26,1,6,0
10886,1,18,3,40,1
5284,1,22,7,7,1
12692,2,23,8,25,0
9643,1,20,1,6,0
4087,2,22,1,9,0
13257,2,23,4,4,0
12115,2,20,7,27,0
8514,1,18,8,9,1
6608,1,20,7,30,0
6123,2,25,8,38,0
8332,1,24,8,19,0
4406,2,20,2,18,0
8240,2,23,3,14,1
14906,1,18,4,9,0
3777,1,18,3,33,1
5864,1,21,4,26,1
13724,1,18,2,37,1
8868,1,20,8,16,0
8289,2,26,2,31,1
8640,2,22,5,27,0
10514,1,22,7,21,1
10997,2,18,2,19,0
8787,1,25,1,12,1
6757,2,19,6,33,0
13586,1,25,7,7,1
9993,1,18,4,28,1
12431,2,19,2,25,1
3018,2,21,6,20,1
6667,2,20,5,26,0
6697,2,21,5,14,0
14497,1,22,4,31,0
5708,2,18,3,14,0
13528,2,20,5,22,1
11196,2,22,8,9,1
12204,1,18,4,9,0
7963,2,23,1,29,1
7374,2,19,1,27,0
4990,1,21,2,7,1
7842,2,25,5,14,0
3756,2,24,2,35,0
11018,1,21,5,40,0
3064,1,22,2,19,0
14168,2,22,1,37,0
3056,1,22,7,34,1
8059,2,24,6,16,0
6213,2,24,3,6,1
9222,1,19,6,21,1
8484,1,18,5,20,1
13138,1,25,2,24,0
4526,1,24,1,26,1
12423,1,18,2,29,0
10170,1,21,5,28,0
4302,2,20,6,29,0
3147,2,21,6,22,1
11028,2,19,6,10,0
8950,1,21,6,30,1
7396,2,23,2,37,1
14397,2,25,2,3,1
3648,1,26,8,23,0
6778,1,24,5,4,0
3789,2,24,3,37,0
8811,1,26,3,34,1
7733,2,18,8,11,0
13630,2,18,5,1,1
3960,1,23,8,1,0
13912,2,25,1,11,0
5073,2,24,3,38,0
5144,1,21,7,22,1
14177,2,20,3,22,1
10520,1,22,3,9,1
14553,1,25,1,32,1
7089,1,18,1,36,1
11023,2,25,7,40,1
9102,1,18,6,21,1
5978,2,20,4,38,0
13800,2,22,1,9,0
6568,1,19,2,21,1
7569,1,25,7,8,0
6695,1,18,6,16,1
13370,1,21,5,21,1
9640,1,24,8,10,1
13632,1,25,1,37,1
13287,2,21,4,22,1
11350,2,23,5,20,1
7586,2,19,4,19,0
13625,1,26,2,33,1
4214,1,26,5,4,0
14900,1,20,4,27,1
10033,2,21,1,2,0
4283,1,24,1,12,0
7343,1,18,8,17,1
10905,2,19,4,15,0
10405,2,24,2,13,1
11203,1,19,6,4,1
14076,1,19,7,34,1
14962,2,22,6,17,1
9917,2,18,3,7,0
8374,1,22,3,34,0
10731,2,21,3,9,1
6738,2,26,3,13,1
3432,2,26,2,40,0
11290,2,22,3,8,0
3036,1,18,6,15,1
9997,2,18,3,32,0
5031,2,24,2,36,0
5833,2,21,6,16,1
4262,2,23,7,17,1
13811,2,22,1,2,0
9208,1,24,5,11,0
10056,2,19,3,18,1
9784,2,22,1,36,1
11220,2,23,4,4,0
3815,2,21,2,22,0
10979,1,26,6,36,0
13250,2,22,4,18,1
9544,1,23,4,13,0
11651,2,18,1,6,1
9475,2,24,2,32,0
12698,2,23,1,23,1
5842,1,20,3,22,0
7665,2,26,2,5,1
11256,2,22,2,28,1
4817,1,20,2,25,1
14813,2,22,8,28,1
12868,2,26,4,16,1
13371,2,22,4,9,0
11434,1,21,1,13,1
12453,1,18,5,30,1
3257,2,23,4,24,0
7066,1,25,8,9,0
5783,1,21,4,2,1
5524,2,23,5,1,0
9918,1,19,1,35,1
13541,2,26,7,7,1
3198,2,19,8,11,1
11142,1,18,5,6,0
6412,2,19,5,23,1
11009,1,23,8,4,0
10554,2,18,7,27,1
13754,1,20,6,19,0
8243,1,22,3,40,1
13532,1,25,4,32,0
9107,1,19,8,34,1
8682,1,26,4,31,0
5531,2,20,7,31,0
5161,1,18,8,19,1
5618,1,22,2,2,1
13283,2,24,3,25,0
5384,2,18,5,39,1
13229,2,20,1,38,1
11764,2,22,1,11,1
13120,2,21,4,37,0
4165,1,25,2,2,1
5606,1,24,1,7,0
9765,1,23,2,4,1
5698,1,19,7,28,0
11083,1,20,4,18,1
7110,1,21,5,40,1
10666,1,22,2,3,0
9723,1,21,2,26,1
13748,2,26,1,9,1
12496,2,19,2,34,1
13506,2,25,5,15,0
13517,2,20,2,13,1
14518,2,24,7,21,1
6863,1,24,4,24,1
14269,1,19,7,39,1
13619,2,19,6,25,0
9362,2,18,8,31,0
14583,1,21,6,40,1
8697,1,24,3,13,1
8049,2,26,4,21,1
13164,2,23,1,12,0
13806,2,25,8,4,1
10153,2,22,1,29,1
12534,1,23,8,33,1
6213,1,23,1,1,1
7403,1,18,1,18,0
11236,1,20,1,13,1
13180,1,25,6,12,1
13729,1,22,2,37,1
4402,1,20,4,13,1
7829,1,26,5,12,0
4070,2,22,5,38,0
6813,1,20,3,30,0
3475,1,21,8,6,0
10217,1,21,5,1,1
5752,2,22,6,31,1
10172,1,22,7,22,1
3799,2,23,4,36,0
9513,2,22,7,3,0
7640,1,24,8,40,0
4078,1,24,2,29,0
4408,2,21,8,38,0
5127,1,20,8,25,0
