Tuition,ParentWage,CanAfford
30000,6023,0
30000,5578,0
30000,10928,1
30000,13309,1
30000,13056,1
30000,6382,0
30000,13420,1
30000,13391,1
30000,9264,1
30000,13719,1
30000,10727,1
30000,6069,0
30000,8917,1
30000,6387,0
30000,7684,0
30000,5964,0
30000,12978,1
30000,5169,0
30000,3287,0
30000,4843,0
30000,11254,1
30000,3913,0
30000,8083,0
30000,8207,0
30000,8564,1
30000,3708,0
30000,3392,0
30000,7332,0
30000,13729,1
30000,6312,0
30000,4875,0
30000,9398,1
30000,3493,0
30000,3738,0
30000,7119,0
30000,8048,0
30000,6061,0
30000,6974,0
30000,3821,0
30000,9112,1
30000,7451,0
30000,10037,1
30000,7179,0
30000,10976,1
30000,6669,0
30000,9554,1
30000,10969,1
30000,12429,1
30000,5786,0
30000,4896,0
30000,9417,1
30000,4470,0
30000,9116,1
30000,9898,1
30000,8825,1
30000,6617,0
30000,6112,0
30000,11811,1
30000,12518,1
30000,5769,0
30000,8139,0
30000,5619,0
30000,12436,1
30000,5993,0
30000,3488,0
30000,3601,0
30000,13822,1
30000,5097,0
30000,3473,0
30000,13368,1
30000,7619,0
30000,13740,1
30000,12890,1
30000,9737,1
30000,12641,1
30000,10480,1
30000,8045,0
30000,14000,1
30000,13433,1
30000,7500,0
30000,12630,1
30000,13517,1
30000,11423,1
30000,7634,0
30000,9473,1
30000,13862,1
30000,10110,1
30000,7233,0
30000,7657,0
30000,10485,1
30000,13334,1
30000,13302,1
30000,5751,0
30000,9554,1
30000,3999,0
30000,12370,1
30000,3401,0
30000,7151,0
30000,7701,0
30000,9674,1
30000,8553,1
30000,10795,1
30000,10884,1
30000,8634,1
30000,4551,0
30000,8667,1
30000,5979,0
30000,3874,0
30000,9799,1
30000,13921,1
30000,10027,1
30000,13061,1
30000,6454,0
30000,4319,0
30000,6622,0
30000,6209,0
30000,8424,1
30000,4274,0
30000,4108,0
30000,12304,1
30000,4760,0
30000,3420,0
30000,6541,0
30000,3776,0
30000,10088,1
30000,4804,0
30000,4774,0
30000,10474,1
30000,10659,1
30000,12622,1
30000,9632,1
30000,10927,1
30000,13270,1
30000,10850,1
30000,4578,0
30000,6004,0
30000,12449,1
30000,7130,0
30000,11494,1
30000,11201,1
30000,3327,0
30000,4571,0
30000,12992,1
30000,7671,0
30000,5573,0
30000,6688,0
30000,10140,1
30000,9238,1
30000,3001,0
30000,7217,0
30000,3740,0
30000,12264,1
30000,11013,1
30000,8137,0
30000,13134,1
30000,9685,1
30000,6054,0
30000,12159,1
30000,5644,0
30000,4002,0
30000,10154,1
30000,11842,1
30000,6505,0
30000,9884,1
30000,9003,1
30000,11158,1
30000,5360,0
30000,5166,0
30000,5647,0
30000,11427,1
30000,3601,0
30000,10121,1
30000,3072,0
30000,7401,0
30000,10359,1
30000,9286,1
30000,10325,1
30000,6079,0
30000,11275,1
30000,8243,0
30000,12482,1
30000,7691,0
30000,10709,1
30000,7386,0
30000,3083,0
30000,12263,1
30000,5075,0
30000,5434,0
30000,3129,0
30000,6519,0
30000,4072,0
30000,5813,0
30000,8425,1
30000,3399,0
30000,4475,0
30000,13940,1
30000,9115,1
30000,3263,0
30000,7647,0
30000,4493,0
30000,3123,0
30000,3735,0
30000,12538,1
30000,3179,0
30000,5744,0
30000,8523,1
30000,3359,0
30000,5930,0
30000,4716,0
30000,13538,1
30000,8438,1
30000,9428,1
30000,12875,1
30000,3256,0
30000,9134,1
30000,3445,0
30000,11838,1
30000,12695,1
30000,11622,1
30000,12701,1
30000,12004,1
30000,3392,0
30000,3733,0
30000,13030,1
30000,4101,0
30000,4044,0
30000,11336,1
30000,6387,0
30000,10951,1
30000,7783,0
30000,11657,1
30000,8970,1
30000,3221,0
30000,8203,0
30000,10213,1
30000,3416,0
30000,9705,1
30000,11027,1
30000,6655,0
30000,11911,1
30000,5976,0
30000,7341,0
30000,4902,0
30000,4820,0
30000,8669,1
30000,5556,0
30000,3172,0
30000,10270,1
30000,5761,0
30000,13975,1
30000,12170,1
30000,7180,0
30000,10886,1
30000,3478,0
30000,10414,1
30000,13521,1
30000,5320,0
30000,10123,1
30000,6910,0
30000,10939,1
30000,9102,1
30000,13960,1
30000,7955,0
30000,3335,0
30000,8631,1
30000,10398,1
30000,13902,1
30000,3462,0
30000,12311,1
30000,10311,1
30000,13606,1
30000,7485,0
30000,6054,0
30000,7425,0
30000,14000,1
30000,5043,0
30000,13586,1
30000,4346,0
30000,4785,0
30000,5483,0
30000,9958,1
30000,9098,1
30000,10671,1
30000,12531,1
30000,12955,1
30000,9949,1
30000,3547,0
30000,7771,0
30000,13893,1
30000,4119,0
30000,13103,1
30000,11327,1
30000,8716,1
30000,10045,1
30000,5557,0
30000,5269,0
30000,5346,0
30000,6214,0
30000,4518,0
30000,6870,0
30000,3837,0
30000,7108,0
30000,11851,1
30000,4307,0
30000,9331,1
30000,9417,1
30000,12484,1
30000,5623,0
30000,13240,1
30000,8323,0
30000,9837,1
30000,11081,1
30000,5842,0
30000,7842,0
30000,6732,0
30000,7924,0
30000,8024,0
30000,5484,0
30000,13197,1
30000,13273,1
30000,11507,1
30000,9585,1
30000,12564,1
30000,4054,0
30000,9540,1
30000,11239,1
30000,6251,0
30000,7474,0
30000,6062,0
30000,8904,1
30000,10529,1
30000,5018,0
30000,12310,1
30000,6614,0
30000,12532,1
30000,11431,1
30000,8286,0
30000,8142,0
30000,8664,1
30000,4842,0
30000,10088,1
30000,7896,0
30000,5018,0
30000,9291,1
30000,8983,1
30000,6013,0
30000,3355,0
30000,8857,1
30000,9738,1
30000,13878,1
30000,9602,1
30000,11310,1
30000,10205,1
30000,3145,0
30000,4965,0
30000,4861,0
30000,5957,0
30000,4069,0
30000,11875,1
30000,5793,0
30000,6818,0
30000,6366,0
30000,13868,1
30000,12477,1
30000,10704,1
30000,8327,0
30000,13285,1
30000,6894,0
30000,3336,0
30000,11115,1
30000,13945,1
30000,13074,1
30000,6527,0
30000,6304,0
30000,12374,1
30000,11880,1
30000,3713,0
30000,4469,0
30000,7524,0
30000,9603,1
30000,11135,1
30000,3954,0
30000,11690,1
30000,3843,0
30000,8208,0
30000,13416,1
30000,13132,1
30000,4425,0
30000,13906,1
30000,8834,1
30000,9339,1
30000,7840,0
30000,12369,1
30000,7314,0
30000,9192,1
30000,5202,0
30000,9027,1
30000,11041,1
30000,12547,1
30000,5766,0
30000,4899,0
30000,4645,0
30000,12902,1
30000,11034,1
30000,10871,1
30000,8425,1
30000,9839,1
30000,5087,0
30000,10786,1
30000,7314,0
30000,10992,1
30000,3432,0
30000,10917,1
30000,4754,0
30000,8684,1
30000,8913,1
30000,9868,1
30000,5614,0
30000,13214,1
30000,10693,1
30000,12665,1
30000,3040,0
30000,10202,1
30000,3902,0
30000,9866,1
30000,9984,1
30000,12661,1
30000,13182,1
30000,5624,0
30000,12780,1
30000,7539,0
30000,13476,1
30000,5840,0
30000,4373,0
30000,3085,0
30000,8051,0
30000,7968,0
30000,5685,0
30000,10385,1
30000,8151,0
30000,3312,0
30000,8098,0
30000,11012,1
30000,4877,0
30000,5787,0
30000,3911,0
30000,11999,1
30000,6666,0
30000,10374,1
30000,5859,0
30000,6305,0
30000,10012,1
30000,6079,0
30000,13253,1
30000,7227,0
30000,13901,1
30000,10562,1
30000,3793,0
30000,9543,1
30000,9972,1
30000,3805,0
30000,8539,1
30000,9279,1
30000,9999,1
30000,8785,1
30000,4395,0
30000,12704,1
30000,6255,0
30000,5256,0
30000,4296,0
30000,6325,0
30000,5403,0
30000,4751,0
30000,12401,1
30000,9426,1
30000,6186,0
30000,11577,1
30000,11910,1
30000,11794,1
30000,6742,0
30000,7935,0
30000,9595,1
30000,13852,1
30000,8980,1
30000,6639,0
30000,6788,0
30000,12315,1
30000,9303,1
30000,10197,1
30000,3902,0
30000,12633,1
30000,12016,1
30000,8502,1
30000,4235,0
30000,3513,0
30000,8771,1
30000,6408,0
30000,7880,0
30000,4370,0
30000,13045,1
30000,5992,0
30000,9404,1
30000,8930,1
30000,6991,0
30000,3160,0
30000,8454,1
30000,10546,1
30000,5791,0
30000,11060,1
30000,3411,0
30000,5171,0
30000,13437,1
30000,7420,0
30000,5210,0
30000,9336,1
30000,7287,0
30000,3199,0
30000,12273,1
30000,11173,1
30000,11234,1
30000,9724,1
30000,7684,0
30000,7484,0
30000,12663,1
30000,5554,0
30000,12651,1
30000,13112,1
30000,4663,0
30000,13212,1
30000,12809,1
30000,4532,0
30000,4876,0
30000,9320,1
30000,3410,0
30000,3583,0
30000,4999,0
30000,6855,0
30000,11568,1
30000,6800,0
30000,9321,1
30000,10885,1
30000,11042,1
30000,3897,0
30000,11494,1
30000,9130,1
30000,13678,1
30000,10494,1
30000,3624,0
30000,12845,1
30000,13592,1
30000,4300,0
30000,3224,0
30000,11610,1
30000,7534,0
30000,4473,0
30000,11659,1
30000,10221,1
30000,11712,1
30000,4703,0
30000,13098,1
30000,8026,0
30000,4212,0
30000,6344,0
30000,3655,0
30000,11147,1
30000,12259,1
30000,13410,1
30000,13251,1
30000,8145,0
30000,13547,1
30000,13140,1
30000,7791,0
30000,13195,1
30000,11139,1
30000,9922,1
30000,5676,0
30000,4507,0
30000,10661,1
30000,10053,1
30000,10591,1
30000,4705,0
30000,9441,1
30000,3415,0
30000,5418,0
30000,4589,0
30000,10793,1
30000,13332,1
30000,5908,0
30000,7212,0
30000,5873,0
30000,7349,0
30000,8087,0
30000,6103,0
30000,13097,1
30000,8813,1
30000,9913,1
30000,7159,0
30000,5235,0
30000,12555,1
30000,3126,0
30000,12748,1
30000,6835,0
30000,8503,1
30000,10091,1
30000,9901,1
30000,5976,0
30000,4525,0
30000,13285,1
30000,12980,1
30000,5293,0
30000,3060,0
30000,12064,1
30000,10325,1
30000,13565,1
30000,8980,1
30000,13151,1
30000,9387,1
30000,4957,0
30000,11438,1
30000,6348,0
30000,12464,1
30000,13335,1
30000,7286,0
30000,8391,1
30000,9047,1
30000,5691,0
30000,5525,0
30000,9430,1
30000,8091,0
30000,4597,0
30000,13833,1
30000,5443,0
30000,10830,1
30000,7133,0
30000,4844,0
30000,5345,0
30000,8049,0
30000,13801,1
30000,13224,1
30000,9852,1
30000,7651,0
30000,3472,0
30000,6067,0
30000,5211,0
30000,9488,1
30000,5890,0
30000,3187,0
30000,10238,1
30000,5334,0
30000,4154,0
30000,13570,1
30000,12259,1
30000,5276,0
30000,9048,1
30000,7086,0
30000,7067,0
30000,7095,0
30000,10010,1
30000,13976,1
30000,12940,1
30000,13123,1
30000,5275,0
30000,10345,1
30000,8613,1
30000,6702,0
30000,10903,1
30000,13342,1
30000,5521,0
30000,11424,1
30000,5502,0
30000,4355,0
30000,13309,1
30000,3807,0
30000,5714,0
30000,8024,0
30000,5215,0
30000,7545,0
30000,13223,1
30000,9964,1
30000,8201,0
30000,10049,1
30000,6534,0
30000,12730,1
30000,5576,0
30000,12622,1
30000,6623,0
30000,12013,1
30000,5516,0
30000,3959,0
30000,9420,1
30000,6984,0
30000,5939,0
30000,8541,1
30000,7822,0
30000,13312,1
30000,5909,0
30000,9695,1
30000,4448,0
30000,7121,0
30000,6153,0
30000,6502,0
30000,7065,0
30000,13670,1
30000,6848,0
30000,8167,0
30000,4300,0
30000,8700,1
30000,7567,0
30000,6378,0
30000,5833,0
30000,3596,0
30000,13463,1
30000,12811,1
30000,12720,1
30000,4900,0
30000,13104,1
30000,13294,1
30000,6643,0
30000,11252,1
30000,4598,0
30000,8049,0
30000,11884,1
30000,3722,0
30000,5685,0
30000,4105,0
30000,6532,0
30000,12155,1
30000,7918,0
30000,6513,0
30000,11094,1
30000,7884,0
30000,6111,0
30000,10021,1
30000,5753,0
30000,13397,1
30000,6522,0
30000,12459,1
30000,9062,1
30000,4986,0
30000,11023,1
30000,9434,1
30000,9907,1
30000,6231,0
30000,4075,0
30000,7975,0
30000,8493,1
30000,6731,0
30000,12191,1
30000,8287,0
30000,5725,0
30000,11615,1
30000,3557,0
30000,3110,0
30000,6827,0
30000,6285,0
30000,8397,1
30000,12013,1
30000,8389,1
30000,13711,1
30000,8673,1
30000,7073,0
30000,3838,0
30000,4228,0
30000,9463,1
30000,10505,1
30000,9740,1
30000,5241,0
30000,6603,0
30000,3491,0
30000,4967,0
30000,13562,1
30000,13545,1
30000,8492,1
30000,9759,1
30000,4284,0
30000,9273,1
30000,10618,1
30000,9504,1
30000,11375,1
30000,13932,1
30000,9147,1
30000,8796,1
30000,10145,1
30000,4597,0
30000,5970,0
30000,4084,0
30000,7433,0
30000,7012,0
30000,7193,0
30000,13649,1
30000,3358,0
30000,12836,1
30000,7213,0
30000,6335,0
30000,3859,0
30000,8321,0
30000,12216,1
30000,6073,0
30000,8872,1
30000,12467,1
30000,11249,1
30000,3064,0
30000,8176,0
30000,5385,0
30000,10046,1
30000,4086,0
30000,4108,0
30000,5184,0
30000,9342,1
30000,5830,0
30000,4078,0
30000,8914,1
30000,10501,1
30000,3988,0
30000,5989,0
30000,13252,1
30000,4295,0
30000,11846,1
30000,6280,0
30000,3361,0
30000,11465,1
30000,9441,1
30000,8319,0
30000,9258,1
30000,11942,1
30000,9559,1
30000,6792,0
30000,12691,1
30000,12578,1
30000,9703,1
30000,7132,0
30000,4835,0
30000,11510,1
30000,4670,0
30000,7492,0
30000,11443,1
30000,7245,0
30000,10950,1
30000,13095,1
30000,3775,0
30000,9940,1
30000,8559,1
30000,10135,1
30000,6104,0
30000,5688,0
30000,5257,0
30000,12544,1
30000,10633,1
30000,3960,0
30000,11122,1
30000,5538,0
30000,12245,1
30000,3198,0
30000,6657,0
30000,9859,1
30000,9528,1
30000,9552,1
30000,12729,1
30000,11863,1
30000,6036,0
30000,6518,0
30000,12676,1
30000,3918,0
30000,6754,0
30000,4866,0
30000,13733,1
30000,12111,1
30000,11486,1
30000,4390,0
30000,3693,0
30000,3411,0
30000,13749,1
30000,3420,0
30000,12001,1
30000,9571,1
30000,8608,1
30000,13140,1
30000,10849,1
30000,8124,0
30000,3786,0
30000,6286,0
30000,7188,0
30000,13508,1
30000,10327,1
30000,11099,1
30000,9625,1
30000,12067,1
30000,9206,1
30000,13493,1
30000,5443,0
30000,8516,1
30000,9680,1
30000,10422,1
30000,11148,1
30000,4081,0
30000,4956,0
30000,7792,0
30000,4189,0
30000,12969,1
30000,3685,0
30000,10223,1
30000,9407,1
30000,4354,0
30000,9653,1
30000,10580,1
30000,8944,1
30000,7049,0
30000,3457,0
30000,11434,1
30000,9021,1
30000,10062,1
30000,10010,1
30000,9546,1
30000,9702,1
30000,6746,0
30000,7690,0
30000,3973,0
30000,6239,0
30000,3120,0
30000,13853,1
30000,12894,1
30000,6835,0
30000,12402,1
30000,3711,0
30000,3687,0
30000,7094,0
30000,3475,0
30000,5133,0
30000,3805,0
30000,4562,0
30000,8746,1
30000,9988,1
30000,5304,0
30000,9740,1
30000,10092,1
30000,7428,0
30000,3919,0
30000,5414,0
30000,13692,1
30000,6303,0
30000,13143,1
30000,3915,0
30000,7771,0
30000,13518,1
30000,12537,1
30000,9154,1
30000,4416,0
30000,3393,0
30000,5219,0
30000,5948,0
30000,5409,0
30000,6439,0
30000,7871,0
30000,12923,1
30000,5627,0
30000,5223,0
30000,9757,1
30000,4332,0
30000,7591,0
30000,10261,1
30000,3263,0
30000,6813,0
30000,10100,1
30000,8356,1
30000,10710,1
30000,4302,0
30000,13310,1
30000,9566,1
30000,13778,1
30000,6856,0
30000,13314,1
30000,9015,1
30000,6306,0
30000,3865,0
30000,12937,1
30000,9254,1
30000,3120,0
30000,11720,1
30000,3376,0
30000,5583,0
30000,6476,0
30000,6351,0
30000,6321,0
30000,3424,0
30000,6566,0
30000,4121,0
30000,12992,1
30000,12629,1
30000,8995,1
30000,5647,0
30000,6506,0
30000,13625,1
30000,8930,1
30000,9939,1
30000,9840,1
30000,5857,0
30000,6204,0
30000,9549,1
30000,10370,1
30000,3935,0
30000,13802,1
30000,12725,1
30000,8513,1
30000,7560,0
30000,8221,0
30000,6500,0
30000,9035,1
30000,7462,0
30000,13914,1
30000,11404,1
30000,10423,1
30000,10049,1
30000,10918,1
30000,10980,1
30000,4642,0
30000,4552,0
30000,11500,1
30000,7658,0
30000,7649,0
30000,8045,0
30000,13001,1
30000,10175,1
30000,5774,0
30000,8253,0
30000,8892,1
30000,6551,0
30000,4039,0
30000,9829,1
30000,5529,0
30000,5716,0
30000,4000,0
30000,6197,0
30000,10301,1
30000,8903,1
30000,8739,1
30000,12172,1
30000,13231,1
30000,4844,0
30000,13911,1
30000,5035,0
30000,3502,0
30000,6782,0
30000,13420,1
30000,12472,1
30000,4244,0
30000,10508,1
30000,3538,0
30000,3012,0
30000,6397,0
30000,3518,0
30000,4773,0
30000,13190,1
30000,13710,1
30000,7311,0
30000,11420,1
30000,6464,0
30000,11675,1
30000,9155,1
30000,8195,0
30000,12018,1
30000,11203,1
30000,13489,1
30000,10764,1
30000,6264,0
30000,10800,1
30000,9975,1
30000,3085,0
30000,6539,0
30000,9429,1
30000,12760,1
30000,8583,1
30000,6229,0
30000,6079,0
30000,3337,0
30000,8362,1
30000,4932,0
30000,11686,1
30000,6978,0
30000,11192,1
30000,7137,0
30000,8138,0
30000,10946,1
30000,7626,0
30000,9503,1
30000,7057,0
30000,7828,0
30000,7486,0
30000,5901,0
30000,10629,1
30000,10484,1
30000,13482,1
30000,9825,1
30000,9460,1
30000,13179,1
30000,10611,1
30000,6364,0
30000,7524,0
30000,13977,1
30000,12996,1
30000,4014,0
30000,8256,0
30000,3919,0
30000,9422,1
30000,12038,1
30000,12488,1
30000,7741,0
30000,6098,0
30000,7016,0
30000,12023,1
30000,10819,1
30000,7224,0
30000,13906,1
30000,12356,1
30000,10970,1
30000,3824,0
30000,3976,0
30000,8836,1
30000,6321,0
30000,12916,1
30000,6956,0
30000,9541,1
30000,13992,1
30000,13912,1
30000,7717,0
30000,7254,0
30000,5517,0
30000,8228,0
30000,9482,1
30000,7571,0
30000,8879,1
30000,12141,1
30000,9570,1
30000,4468,0
30000,6203,0
30000,5745,0
30000,6406,0
30000,6348,0
30000,9864,1
30000,13345,1
30000,10198,1
30000,6449,0
30000,3318,0
30000,12309,1
30000,9205,1
30000,13831,1
30000,3864,0
30000,8081,0
30000,9274,1
30000,11891,1
30000,5742,0
30000,3940,0
30000,3128,0
30000,10818,1
30000,7138,0
30000,6316,0
30000,7789,0
30000,11222,1
30000,8542,1
30000,5705,0
30000,13631,1
30000,10533,1
30000,10493,1
30000,12816,1
30000,9701,1
30000,6003,0
30000,11610,1
30000,5216,0
30000,11472,1
30000,9985,1
30000,5702,0
30000,7807,0
30000,3885,0
30000,4754,0
30000,7859,0
30000,4353,0
30000,4714,0
30000,9412,1
30000,13139,1
30000,11133,1
30000,12296,1
30000,3305,0
30000,12328,1
30000,12515,1
30000,6914,0
30000,10721,1
30000,8538,1
30000,9316,1
30000,12238,1
30000,12440,1
30000,4567,0
30000,10176,1
30000,4569,0
30000,11616,1
30000,7820,0
30000,7013,0
30000,7668,0
30000,4251,0
30000,10821,1
30000,5577,0
30000,7931,0
30000,9739,1
30000,11935,1
30000,7383,0
30000,10908,1
30000,4188,0
30000,7303,0
30000,4769,0
30000,4397,0
30000,9737,1
30000,8572,1
30000,11027,1
30000,12596,1
30000,6906,0
30000,5148,0
30000,8827,1
30000,11826,1
30000,8269,0
30000,7231,0
30000,7003,0
30000,10014,1
30000,3202,0
30000,6285,0
30000,7614,0
30000,11301,1
30000,7251,0
30000,8758,1
30000,8063,0
30000,4670,0
30000,3914,0
30000,6156,0
30000,3559,0
30000,10963,1
30000,12375,1
30000,7403,0
30000,4298,0
30000,9951,1
30000,12295,1
30000,10411,1
30000,12513,1
30000,7621,0
30000,12904,1
30000,8847,1
30000,5128,0
30000,5518,0
30000,6954,0
30000,3265,0
30000,12113,1
30000,13444,1
30000,12362,1
30000,13484,1
30000,13800,1
30000,12518,1
30000,13010,1
30000,5938,0
30000,6961,0
30000,9975,1
30000,5262,0
30000,6680,0
30000,12234,1
30000,12959,1
30000,13974,1
30000,11658,1
30000,13241,1
30000,8785,1
30000,9580,1
30000,7086,0
30000,11887,1
30000,11175,1
30000,3789,0
30000,8525,1
30000,12384,1
30000,5181,0
30000,10005,1
30000,6317,0
30000,13623,1
30000,10217,1
30000,11796,1
30000,12508,1
30000,8540,1
30000,10177,1
30000,9294,1
30000,11863,1
30000,6164,0
30000,9657,1
30000,13152,1
30000,3638,0
30000,9045,1
30000,12730,1
30000,4225,0
30000,7060,0
30000,8942,1
30000,5886,0
30000,7427,0
30000,13876,1
30000,13982,1
30000,7010,0
30000,7298,0
30000,12441,1
30000,10753,1
30000,7908,0
30000,8419,1
30000,12470,1
30000,6191,0
30000,11535,1
30000,3129,0
30000,5166,0
30000,4879,0
30000,3034,0
30000,4276,0
30000,13482,1
30000,3316,0
30000,10997,1
30000,5749,0
30000,4625,0
30000,5472,0
30000,7736,0
30000,4141,0
30000,9535,1
30000,11574,1
30000,6759,0
30000,7881,0
30000,8419,1
30000,11520,1
30000,8265,0
30000,6400,0
30000,11437,1
30000,10305,1
30000,13260,1
30000,7677,0
30000,9321,1
30000,4521,0
30000,9013,1
30000,10877,1
30000,8409,1
30000,8243,0
30000,8901,1
30000,4792,0
30000,9091,1
30000,8900,1
30000,9005,1
30000,5718,0
30000,13041,1
30000,6943,0
30000,8883,1
30000,3685,0
30000,5145,0
30000,11617,1
30000,3181,0
30000,6122,0
30000,11639,1
30000,5428,0
30000,12326,1
30000,8335,1
30000,13696,1
30000,13159,1
30000,11559,1
30000,11795,1
30000,13444,1
30000,13363,1
30000,11684,1
30000,9118,1
30000,6311,0
30000,5253,0
30000,10138,1
30000,8176,0
30000,3086,0
30000,6994,0
30000,7691,0
30000,10446,1
30000,9558,1
30000,11189,1
30000,9730,1
30000,6235,0
30000,6140,0
30000,3796,0
30000,10282,1
30000,11669,1
30000,13055,1
30000,7698,0
30000,5656,0
30000,11731,1
30000,4915,0
30000,11457,1
30000,13681,1
30000,12670,1
30000,7615,0
30000,13952,1
30000,4604,0
30000,10454,1
30000,4287,0
30000,5310,0
30000,6412,0
30000,10132,1
30000,9846,1
30000,12409,1
30000,6740,0
30000,11533,1
30000,11480,1
30000,12047,1
30000,6439,0
30000,11458,1
30000,4502,0
30000,9183,1
30000,4406,0
30000,4635,0
30000,4474,0
30000,6237,0
30000,4134,0
30000,12765,1
30000,12161,1
30000,9871,1
30000,6383,0
30000,6055,0
30000,3331,0
30000,9955,1
30000,6999,0
30000,11232,1
30000,8863,1
30000,6640,0
30000,4993,0
30000,9648,1
30000,10771,1
30000,11218,1
30000,8678,1
30000,11148,1
30000,3418,0
30000,13196,1
30000,5519,0
30000,9552,1
30000,4927,0
30000,3755,0
30000,5052,0
30000,9182,1
30000,13110,1
30000,9050,1
30000,5519,0
30000,6984,0
30000,13169,1
30000,3650,0
30000,11897,1
30000,6232,0
30000,4761,0
30000,11907,1
30000,8526,1
30000,4645,0
30000,11934,1
30000,5044,0
30000,12989,1
30000,7219,0
30000,11145,1
30000,11600,1
30000,9827,1
30000,11228,1
30000,4087,0
30000,10787,1
30000,10749,1
30000,11609,1
30000,12815,1
30000,10165,1
30000,4811,0
30000,6658,0
30000,4925,0
30000,6478,0
30000,9651,1
30000,5180,0
30000,10265,1
30000,3273,0
30000,5448,0
30000,5590,0
30000,3573,0
30000,5391,0
30000,7407,0
30000,9453,1
30000,3747,0
30000,7607,0
30000,11208,1
30000,6662,0
30000,6059,0
30000,4758,0
30000,5729,0
30000,6982,0
30000,12831,1
30000,9393,1
30000,11171,1
30000,7969,0
30000,6561,0
30000,13555,1
30000,11700,1
30000,10279,1
30000,12414,1
30000,12016,1
30000,4729,0
30000,7891,0
30000,7801,0
30000,12920,1
30000,7997,0
30000,8825,1
30000,12867,1
30000,7692,0
30000,11271,1
30000,3356,0
30000,5381,0
30000,11308,1
30000,6333,0
30000,3051,0
30000,6601,0
30000,9400,1
30000,5957,0
30000,13921,1
30000,9010,1
30000,10329,1
30000,7458,0
30000,11619,1
30000,11457,1
30000,5936,0
30000,9107,1
30000,8277,0
30000,8978,1
30000,13189,1
30000,9603,1
30000,4488,0
30000,4467,0
30000,8493,1
30000,4430,0
30000,4847,0
30000,11374,1
30000,4789,0
30000,10216,1
30000,11227,1
30000,12198,1
30000,4067,0
30000,10506,1
30000,12417,1
30000,8512,1
30000,3571,0
30000,7114,0
30000,9359,1
30000,6703,0
30000,10021,1
30000,13782,1
30000,7145,0
30000,11679,1
30000,9626,1
30000,8750,1
30000,6184,0
30000,4064,0
30000,6752,0
30000,11664,1
30000,7640,0
30000,13284,1
30000,7632,0
30000,3196,0
30000,9646,1
30000,10373,1
30000,3615,0
30000,9912,1
30000,3180,0
30000,12807,1
30000,9142,1
30000,6273,0
30000,12187,1
30000,8383,1
30000,6219,0
30000,5005,0
30000,10592,1
30000,6135,0
30000,13423,1
30000,6391,0
30000,11752,1
30000,9183,1
30000,8307,0
30000,4083,0
30000,7021,0
30000,4066,0
30000,7802,0
30000,6824,0
30000,4367,0
30000,8272,0
30000,11081,1
30000,13180,1
30000,6189,0
30000,5002,0
30000,10476,1
30000,7961,0
30000,9657,1
30000,8722,1
30000,12161,1
30000,4861,0
30000,11421,1
30000,11754,1
30000,3266,0
30000,9058,1
30000,5828,0
30000,8174,0
30000,7510,0
30000,4716,0
30000,3981,0
30000,11772,1
30000,12944,1
30000,9780,1
30000,5198,0
30000,5371,0
30000,3824,0
30000,13221,1
30000,3008,0
30000,8954,1
30000,13805,1
30000,3044,0
30000,11408,1
30000,9975,1
30000,11421,1
30000,12925,1
30000,4757,0
30000,6937,0
30000,4001,0
30000,10392,1
30000,4246,0
30000,5028,0
30000,8598,1
30000,8941,1
30000,3656,0
30000,7927,0
30000,9824,1
30000,7537,0
30000,6809,0
30000,8134,0
30000,12299,1
30000,12657,1
30000,8895,1
30000,8882,1
30000,6456,0
30000,6731,0
30000,4298,0
30000,7381,0
30000,3468,0
30000,3529,0
30000,7474,0
30000,10579,1
30000,12338,1
30000,6304,0
30000,8512,1
30000,6088,0
30000,5871,0
30000,13327,1
30000,10911,1
30000,11741,1
30000,10590,1
30000,10892,1
30000,11195,1
30000,11674,1
30000,4450,0
30000,7728,0
30000,13639,1
30000,4733,0
30000,11897,1
30000,9254,1
30000,7010,0
30000,4800,0
30000,13898,1
30000,9857,1
30000,6672,0
30000,10708,1
30000,8431,1
30000,5391,0
30000,6549,0
30000,6830,0
30000,8394,1
30000,6225,0
30000,6407,0
30000,4530,0
30000,11767,1
30000,7822,0
30000,4383,0
30000,12635,1
30000,3838,0
30000,8882,1
30000,6400,0
30000,7248,0
30000,8035,0
30000,10479,1
30000,8693,1
30000,13904,1
30000,11056,1
30000,5555,0
30000,12984,1
30000,8535,1
30000,5970,0
30000,5017,0
30000,8786,1
30000,6180,0
30000,3930,0
30000,9588,1
30000,13837,1
30000,7799,0
30000,12754,1
30000,12385,1
30000,6466,0
30000,7924,0
30000,3631,0
30000,6132,0
30000,5166,0
30000,5155,0
30000,9093,1
30000,10607,1
30000,4797,0
30000,4824,0
30000,9786,1
30000,4760,0
30000,12890,1
30000,5057,0
30000,6068,0
30000,4031,0
30000,13048,1
30000,10670,1
30000,12297,1
30000,10960,1
30000,3406,0
30000,7269,0
30000,9380,1
30000,3136,0
30000,8978,1
30000,3319,0
30000,4877,0
30000,7535,0
30000,13637,1
30000,12940,1
30000,12958,1
30000,10234,1
30000,8688,1
30000,5404,0
30000,5422,0
30000,3108,0
30000,3812,0
30000,12780,1
30000,12278,1
30000,5042,0
30000,7279,0
30000,12124,1
30000,3109,0
30000,12576,1
30000,5819,0
30000,4802,0
30000,9368,1
30000,5678,0
30000,11539,1
30000,3433,0
30000,11866,1
