Gender,Age,City,Tuition,Signup,Grades,ParentWage,CanAfford
2,24,4,30000,3000,1,6356,0
1,18,7,30000,3000,4,3898,0
1,25,5,30000,3000,1,5549,0
2,20,6,30000,3000,4,5651,0
1,23,8,30000,3000,2,4951,0
2,22,3,30000,3000,4,13785,1
1,20,3,30000,3000,2,8751,1
1,18,5,30000,3000,4,12503,1
2,22,1,30000,3000,1,7058,0
1,19,6,30000,3000,3,11894,1
1,19,2,30000,3000,3,8451,1
2,22,1,30000,3000,2,10254,1
2,20,5,30000,3000,3,8547,1
2,25,1,30000,3000,3,11883,1
1,25,3,30000,3000,1,13450,1
2,18,7,30000,3000,3,7102,0
1,22,1,30000,3000,3,12458,1
2,25,8,30000,3000,1,13296,1
1,25,6,30000,3000,4,12747,1
1,20,8,30000,3000,1,7717,0
1,18,6,30000,3000,4,6662,0
2,22,8,30000,3000,1,9513,1
2,20,1,30000,3000,4,4339,0
1,19,5,30000,3000,3,8816,1
2,20,7,30000,3000,3,9107,1
2,23,6,30000,3000,4,12607,1
2,22,2,30000,3000,2,3874,0
1,23,7,30000,3000,4,8860,1
1,22,8,30000,3000,3,5695,0
1,20,6,30000,3000,4,5983,0
2,25,3,30000,3000,1,12398,1
2,25,7,30000,3000,4,3805,0
2,24,8,30000,3000,4,13537,1
2,25,5,30000,3000,1,12531,1
2,24,2,30000,3000,4,8230,0
1,25,2,30000,3000,3,12671,1
2,24,1,30000,3000,3,10852,1
1,25,4,30000,3000,4,7336,0
1,19,7,30000,3000,3,6533,0
2,23,7,30000,3000,3,9829,1
1,25,1,30000,3000,1,9679,1
1,18,8,30000,3000,4,6722,0
2,23,6,30000,3000,2,11875,1
1,22,3,30000,3000,3,10838,1
1,25,7,30000,3000,3,11522,1
1,18,3,30000,3000,2,13179,1
1,21,2,30000,3000,3,8000,0
1,18,7,30000,3000,1,6737,0
1,18,2,30000,3000,4,9848,1
1,18,5,30000,3000,3,5032,0
2,22,1,30000,3000,4,5646,0
1,22,2,30000,3000,4,6762,0
1,20,7,30000,3000,1,11009,1
2,21,4,30000,3000,2,12780,1
2,19,1,30000,3000,1,9197,1
1,24,2,30000,3000,1,4793,0
1,25,2,30000,3000,4,10903,1
1,25,4,30000,3000,4,12196,1
2,24,8,30000,3000,1,10587,1
2,19,3,30000,3000,2,8763,1
1,20,5,30000,3000,4,11865,1
1,25,8,30000,3000,4,5365,0
2,18,7,30000,3000,3,6179,0
1,25,7,30000,3000,1,13685,1
2,19,3,30000,3000,4,3760,0
2,21,1,30000,3000,2,13658,1
1,19,6,30000,3000,4,4740,0
2,23,6,30000,3000,3,5420,0
1,18,3,30000,3000,1,12751,1
1,25,7,30000,3000,3,12879,1
1,24,2,30000,3000,2,12852,1
2,25,5,30000,3000,3,10340,1
2,23,4,30000,3000,1,11985,1
1,24,1,30000,3000,1,12412,1
1,24,3,30000,3000,3,4156,0
2,19,1,30000,3000,2,12767,1
1,20,3,30000,3000,4,3645,0
1,18,6,30000,3000,2,8459,1
2,24,7,30000,3000,1,6974,0
1,20,3,30000,3000,4,9780,1
2,21,7,30000,3000,4,3168,0
1,24,3,30000,3000,2,8371,1
1,21,2,30000,3000,3,3504,0
2,21,2,30000,3000,3,4188,0
1,23,7,30000,3000,1,5178,0
1,23,6,30000,3000,4,12291,1
2,18,8,30000,3000,1,6219,0
2,21,1,30000,3000,4,12348,1
2,19,5,30000,3000,2,13860,1
2,21,2,30000,3000,3,4741,0
1,20,8,30000,3000,4,7935,0
2,22,3,30000,3000,1,9560,1
1,25,4,30000,3000,4,11247,1
2,24,6,30000,3000,2,3916,0
1,24,8,30000,3000,4,13895,1
2,22,5,30000,3000,1,11743,1
2,24,3,30000,3000,1,4374,0
2,19,4,30000,3000,1,12257,1
1,21,6,30000,3000,3,13781,1
2,19,8,30000,3000,1,7297,0
1,23,3,30000,3000,2,5935,0
2,24,1,30000,3000,1,3241,0
1,22,2,30000,3000,3,3618,0
2,22,5,30000,3000,2,12542,1
2,18,8,30000,3000,3,6471,0
2,23,3,30000,3000,3,6348,0
1,24,1,30000,3000,1,6917,0
2,22,2,30000,3000,1,8430,1
1,20,4,30000,3000,2,13509,1
1,20,1,30000,3000,1,12668,1
2,23,1,30000,3000,2,13341,1
1,24,6,30000,3000,2,4668,0
2,24,2,30000,3000,3,9562,1
1,23,4,30000,3000,3,4257,0
1,18,2,30000,3000,4,6898,0
2,21,7,30000,3000,4,5729,0
2,22,1,30000,3000,4,4650,0
1,25,6,30000,3000,4,8212,0
1,24,6,30000,3000,4,4311,0
1,22,8,30000,3000,3,3290,0
2,24,8,30000,3000,3,3309,0
2,20,4,30000,3000,1,8454,1
1,22,5,30000,3000,4,5865,0
1,22,3,30000,3000,2,6531,0
1,24,8,30000,3000,4,7870,0
2,18,4,30000,3000,2,6823,0
1,20,2,30000,3000,1,7121,0
2,23,3,30000,3000,1,10592,1
1,20,4,30000,3000,3,10267,1
2,21,5,30000,3000,4,10189,1
1,19,3,30000,3000,3,4006,0
1,20,2,30000,3000,4,6990,0
1,18,4,30000,3000,2,11849,1
2,20,1,30000,3000,1,8085,0
1,24,4,30000,3000,2,10474,1
2,18,6,30000,3000,2,10930,1
1,20,3,30000,3000,4,7445,0
1,20,8,30000,3000,4,7458,0
1,19,4,30000,3000,4,9239,1
2,19,2,30000,3000,3,8919,1
1,19,6,30000,3000,3,11470,1
1,20,2,30000,3000,3,6748,0
2,20,4,30000,3000,3,12454,1
1,22,2,30000,3000,3,10268,1
1,21,3,30000,3000,1,7148,0
1,24,1,30000,3000,4,8877,1
2,20,7,30000,3000,4,9716,1
1,23,2,30000,3000,3,7659,0
2,24,4,30000,3000,2,11321,1
1,25,6,30000,3000,3,5889,0
1,20,5,30000,3000,1,7633,0
2,22,8,30000,3000,2,3721,0
2,23,4,30000,3000,2,11236,1
2,18,3,30000,3000,1,4217,0
2,24,5,30000,3000,1,8862,1
2,18,3,30000,3000,3,10727,1
2,23,8,30000,3000,4,10514,1
2,22,2,30000,3000,4,8184,0
1,22,5,30000,3000,1,11849,1
2,19,3,30000,3000,2,3455,0
1,23,1,30000,3000,1,3064,0
1,24,2,30000,3000,3,4649,0
1,23,5,30000,3000,1,7673,0
2,18,3,30000,3000,1,10546,1
2,24,1,30000,3000,3,9799,1
1,21,4,30000,3000,4,8570,1
2,19,1,30000,3000,2,9880,1
1,24,2,30000,3000,4,3361,0
1,18,1,30000,3000,3,11765,1
1,22,6,30000,3000,1,6539,0
1,21,8,30000,3000,3,4489,0
1,18,5,30000,3000,4,12625,1
1,25,7,30000,3000,2,7815,0
2,20,6,30000,3000,2,7781,0
1,24,6,30000,3000,2,11079,1
1,25,4,30000,3000,4,11038,1
2,18,5,30000,3000,2,10503,1
1,20,4,30000,3000,3,11274,1
2,25,2,30000,3000,4,6139,0
1,25,5,30000,3000,2,7935,0
2,20,6,30000,3000,2,8446,1
1,23,8,30000,3000,1,11789,1
1,18,5,30000,3000,4,8067,0
1,19,2,30000,3000,4,9729,1
2,23,5,30000,3000,3,11949,1
2,20,2,30000,3000,4,12310,1
1,20,5,30000,3000,1,12040,1
2,19,8,30000,3000,2,8894,1
1,23,3,30000,3000,2,4324,0
2,20,7,30000,3000,2,5824,0
2,19,6,30000,3000,4,3665,0
1,21,6,30000,3000,4,5925,0
2,23,6,30000,3000,3,6098,0
2,18,7,30000,3000,2,13860,1
1,23,1,30000,3000,2,12078,1
2,18,5,30000,3000,2,3038,0
2,25,3,30000,3000,4,5423,0
1,23,5,30000,3000,4,4907,0
2,20,1,30000,3000,4,6515,0
1,19,1,30000,3000,3,13492,1
2,21,3,30000,3000,2,4389,0
1,21,3,30000,3000,4,4467,0
1,18,8,30000,3000,3,8748,1
1,21,1,30000,3000,2,7034,0
1,19,4,30000,3000,1,9085,1
1,25,5,30000,3000,3,11798,1
1,21,3,30000,3000,2,8734,1
2,18,1,30000,3000,3,12202,1
1,23,5,30000,3000,2,9639,1
1,24,4,30000,3000,2,4129,0
2,19,1,30000,3000,4,12702,1
1,23,6,30000,3000,3,12922,1
1,18,1,30000,3000,2,6770,0
2,18,7,30000,3000,1,12342,1
2,18,2,30000,3000,4,5952,0
2,21,7,30000,3000,2,4224,0
2,23,5,30000,3000,2,7985,0
1,23,1,30000,3000,3,6039,0
1,24,4,30000,3000,4,10447,1
1,22,3,30000,3000,3,5634,0
1,22,6,30000,3000,4,4359,0
2,23,6,30000,3000,4,4202,0
2,25,5,30000,3000,4,9465,1
2,21,6,30000,3000,4,5764,0
2,19,5,30000,3000,4,3238,0
2,25,4,30000,3000,4,9986,1
1,18,6,30000,3000,2,3353,0
1,22,1,30000,3000,1,12682,1
1,18,1,30000,3000,4,10394,1
2,20,4,30000,3000,2,9940,1
2,20,1,30000,3000,1,10311,1
2,21,5,30000,3000,4,3535,0
1,21,6,30000,3000,3,9604,1
1,19,7,30000,3000,2,11670,1
1,19,8,30000,3000,4,4658,0
1,18,4,30000,3000,1,9531,1
1,18,4,30000,3000,4,3103,0
1,19,6,30000,3000,3,11809,1
2,25,2,30000,3000,4,3567,0
1,25,8,30000,3000,4,11534,1
2,20,2,30000,3000,3,9180,1
1,21,8,30000,3000,3,4007,0
1,24,4,30000,3000,4,12565,1
1,21,3,30000,3000,1,6679,0
1,22,4,30000,3000,2,13394,1
2,18,3,30000,3000,4,12847,1
1,25,6,30000,3000,2,3657,0
1,24,6,30000,3000,2,13775,1
1,25,4,30000,3000,4,3416,0
2,21,3,30000,3000,3,8682,1
2,18,7,30000,3000,2,4068,0
1,21,1,30000,3000,2,7451,0
2,19,5,30000,3000,2,8864,1
1,22,1,30000,3000,1,5844,0
2,20,8,30000,3000,4,6687,0
1,24,7,30000,3000,4,10835,1
2,21,1,30000,3000,2,3921,0
2,23,8,30000,3000,2,11645,1
1,23,2,30000,3000,4,5005,0
2,19,6,30000,3000,2,8811,1
1,24,2,30000,3000,4,11515,1
1,23,6,30000,3000,4,6838,0
1,25,4,30000,3000,1,11481,1
1,25,2,30000,3000,4,3406,0
2,18,2,30000,3000,4,10043,1
1,22,1,30000,3000,3,6870,0
1,19,8,30000,3000,2,10916,1
2,19,2,30000,3000,1,13434,1
1,20,4,30000,3000,4,4199,0
2,24,7,30000,3000,3,6027,0
2,21,6,30000,3000,3,10800,1
1,23,3,30000,3000,3,11985,1
1,25,8,30000,3000,3,3106,0
1,18,8,30000,3000,3,6779,0
2,22,6,30000,3000,2,4732,0
1,22,6,30000,3000,1,8813,1
2,25,5,30000,3000,3,10064,1
1,19,7,30000,3000,4,5319,0
1,23,2,30000,3000,2,7645,0
2,20,4,30000,3000,2,6987,0
1,23,7,30000,3000,2,11823,1
2,20,3,30000,3000,3,5251,0
2,24,3,30000,3000,3,10726,1
1,23,8,30000,3000,2,10342,1
1,25,5,30000,3000,3,8302,0
1,25,1,30000,3000,1,10746,1
1,18,6,30000,3000,4,8084,0
2,25,3,30000,3000,1,8553,1
2,24,3,30000,3000,4,5099,0
1,20,4,30000,3000,3,12200,1
1,20,3,30000,3000,4,8521,1
1,21,4,30000,3000,2,8619,1
1,21,2,30000,3000,4,11371,1
2,21,5,30000,3000,2,3579,0
1,23,8,30000,3000,2,4849,0
1,19,7,30000,3000,2,10476,1
1,19,7,30000,3000,1,3091,0
2,20,2,30000,3000,1,6700,0
1,21,8,30000,3000,3,4522,0
1,21,1,30000,3000,1,8227,0
2,24,2,30000,3000,2,12330,1
1,20,8,30000,3000,4,12479,1
1,18,3,30000,3000,1,13372,1
2,21,1,30000,3000,3,3597,0
1,25,8,30000,3000,2,5686,0
1,23,5,30000,3000,1,10111,1
2,23,3,30000,3000,2,5612,0
2,20,7,30000,3000,3,5456,0
1,22,1,30000,3000,3,13872,1
2,24,7,30000,3000,2,7932,0
2,25,2,30000,3000,3,8556,1
2,22,2,30000,3000,4,7839,0
1,24,7,30000,3000,3,13941,1
1,22,1,30000,3000,2,7536,0
2,24,8,30000,3000,2,3775,0
2,24,7,30000,3000,4,10446,1
1,20,3,30000,3000,3,9379,1
1,21,8,30000,3000,2,3331,0
1,23,3,30000,3000,2,12275,1
1,25,8,30000,3000,4,11487,1
2,19,7,30000,3000,4,8260,0
1,22,6,30000,3000,3,10602,1
2,25,8,30000,3000,3,9602,1
1,24,4,30000,3000,2,8374,1
2,24,6,30000,3000,4,13514,1
2,19,1,30000,3000,4,10446,1
2,23,5,30000,3000,4,8210,0
1,23,5,30000,3000,4,5309,0
2,23,1,30000,3000,1,4644,0
2,18,5,30000,3000,4,7053,0
2,18,5,30000,3000,3,8789,1
1,20,8,30000,3000,3,12013,1
1,21,5,30000,3000,3,8977,1
2,18,3,30000,3000,2,10589,1
1,24,1,30000,3000,1,6881,0
2,21,2,30000,3000,3,13256,1
1,22,4,30000,3000,4,12403,1
1,23,3,30000,3000,3,6587,0
2,21,6,30000,3000,4,3047,0
1,21,6,30000,3000,2,13135,1
1,23,8,30000,3000,2,3941,0
2,23,1,30000,3000,3,7765,0
1,25,5,30000,3000,1,5541,0
1,19,7,30000,3000,1,5758,0
2,18,6,30000,3000,3,10148,1
1,23,4,30000,3000,4,3074,0
1,18,5,30000,3000,4,5168,0
1,24,8,30000,3000,1,6383,0
1,18,4,30000,3000,2,5969,0
1,20,6,30000,3000,3,11371,1
1,24,6,30000,3000,2,11291,1
1,22,5,30000,3000,3,4591,0
1,18,8,30000,3000,1,6526,0
1,21,2,30000,3000,4,10194,1
2,23,8,30000,3000,3,4382,0
1,21,1,30000,3000,1,12963,1
1,24,5,30000,3000,2,9173,1
1,22,1,30000,3000,3,5479,0
2,24,6,30000,3000,1,10225,1
2,23,3,30000,3000,3,9936,1
1,25,8,30000,3000,1,3194,0
2,25,5,30000,3000,4,7278,0
2,19,6,30000,3000,1,6504,0
2,24,2,30000,3000,1,12451,1
2,20,5,30000,3000,3,7360,0
2,25,4,30000,3000,1,12091,1
2,25,6,30000,3000,2,12472,1
2,20,3,30000,3000,4,8806,1
2,23,5,30000,3000,2,8851,1
1,22,2,30000,3000,3,9549,1
2,18,3,30000,3000,2,3485,0
2,18,3,30000,3000,1,3385,0
1,20,6,30000,3000,4,13746,1
1,19,3,30000,3000,3,11912,1
1,25,5,30000,3000,4,12456,1
2,18,1,30000,3000,2,7740,0
2,20,1,30000,3000,1,11763,1
1,21,6,30000,3000,1,11354,1
2,20,6,30000,3000,1,4609,0
1,23,6,30000,3000,1,4004,0
2,23,2,30000,3000,3,4854,0
2,19,1,30000,3000,3,10890,1
1,19,4,30000,3000,1,11283,1
1,21,8,30000,3000,2,10763,1
2,25,7,30000,3000,3,10849,1
1,18,2,30000,3000,1,10275,1
1,18,4,30000,3000,3,9112,1
2,24,2,30000,3000,1,8196,0
1,22,8,30000,3000,2,6171,0
1,21,3,30000,3000,1,11456,1
1,18,2,30000,3000,1,6634,0
2,22,8,30000,3000,3,8747,1
1,21,3,30000,3000,2,6951,0
2,23,4,30000,3000,2,10945,1
2,24,5,30000,3000,4,9781,1
2,21,1,30000,3000,4,13183,1
2,24,2,30000,3000,3,13680,1
1,24,5,30000,3000,1,6081,0
2,24,4,30000,3000,3,6114,0
1,21,3,30000,3000,3,8219,0
1,21,2,30000,3000,2,10595,1
2,19,3,30000,3000,3,12186,1
1,19,6,30000,3000,4,10763,1
1,18,3,30000,3000,3,10686,1
2,20,8,30000,3000,3,10914,1
2,25,6,30000,3000,2,10709,1
2,22,8,30000,3000,3,5479,0
2,25,2,30000,3000,1,6151,0
2,24,8,30000,3000,3,7561,0
1,23,3,30000,3000,4,13049,1
1,24,1,30000,3000,2,10541,1
2,19,8,30000,3000,3,7339,0
2,19,4,30000,3000,3,8387,1
2,23,7,30000,3000,4,8640,1
2,25,8,30000,3000,1,9481,1
1,24,1,30000,3000,3,5600,0
1,21,8,30000,3000,3,10048,1
2,21,5,30000,3000,3,12732,1
2,19,6,30000,3000,2,3919,0
1,18,6,30000,3000,1,5387,0
2,18,2,30000,3000,2,4114,0
2,24,1,30000,3000,3,11770,1
1,25,7,30000,3000,2,9865,1
2,25,6,30000,3000,1,11590,1
1,19,5,30000,3000,1,10381,1
2,22,3,30000,3000,1,5955,0
1,18,5,30000,3000,3,7407,0
2,19,3,30000,3000,2,11462,1
1,25,1,30000,3000,1,13418,1
2,22,7,30000,3000,3,9738,1
2,18,7,30000,3000,2,5963,0
2,24,1,30000,3000,2,5894,0
1,23,1,30000,3000,2,12363,1
2,21,4,30000,3000,1,7039,0
2,24,6,30000,3000,4,10743,1
1,19,4,30000,3000,3,7878,0
1,21,1,30000,3000,2,3349,0
1,21,1,30000,3000,2,7945,0
2,22,5,30000,3000,2,13605,1
1,20,3,30000,3000,4,10355,1
1,21,2,30000,3000,3,13370,1
1,25,1,30000,3000,2,3141,0
1,22,1,30000,3000,1,8762,1
2,20,1,30000,3000,2,9856,1
1,21,8,30000,3000,2,5246,0
2,20,2,30000,3000,2,9814,1
2,20,8,30000,3000,2,3009,0
2,24,6,30000,3000,2,7060,0
2,18,2,30000,3000,1,8522,1
1,20,4,30000,3000,2,4041,0
2,21,4,30000,3000,3,13323,1
1,19,3,30000,3000,1,7955,0
1,24,7,30000,3000,2,11167,1
1,21,4,30000,3000,4,7687,0
2,23,3,30000,3000,1,9818,1
2,24,4,30000,3000,1,5197,0
1,21,1,30000,3000,3,6813,0
2,19,7,30000,3000,2,3042,0
1,23,1,30000,3000,1,6047,0
2,18,2,30000,3000,3,5066,0
2,21,8,30000,3000,3,12056,1
2,21,7,30000,3000,3,6034,0
1,22,3,30000,3000,3,12130,1
1,24,5,30000,3000,4,5302,0
2,21,1,30000,3000,1,3722,0
1,22,7,30000,3000,3,11319,1
2,24,2,30000,3000,3,4133,0
2,24,6,30000,3000,4,10183,1
1,24,7,30000,3000,3,6957,0
1,22,2,30000,3000,3,13761,1
2,24,2,30000,3000,1,6080,0
2,21,7,30000,3000,1,9452,1
1,18,6,30000,3000,1,8927,1
2,23,2,30000,3000,1,4534,0
1,25,2,30000,3000,2,13182,1
2,21,8,30000,3000,2,10040,1
1,18,7,30000,3000,4,7270,0
2,21,1,30000,3000,3,3902,0
2,18,1,30000,3000,3,6986,0
1,24,7,30000,3000,2,7649,0
1,24,2,30000,3000,4,3049,0
1,19,7,30000,3000,1,11417,1
2,22,2,30000,3000,2,10667,1
1,20,4,30000,3000,1,6139,0
1,24,1,30000,3000,2,5132,0
2,20,5,30000,3000,3,4927,0
2,23,6,30000,3000,1,8064,0
2,20,8,30000,3000,4,8195,0
1,18,1,30000,3000,2,9278,1
2,21,5,30000,3000,3,4179,0
2,18,1,30000,3000,1,12670,1
1,18,5,30000,3000,3,7213,0
2,24,3,30000,3000,2,4360,0
2,24,4,30000,3000,1,10692,1
2,19,5,30000,3000,4,11397,1
1,21,5,30000,3000,3,9854,1
2,23,6,30000,3000,2,12278,1
2,21,8,30000,3000,3,3386,0
2,23,1,30000,3000,3,10631,1
2,18,4,30000,3000,2,4456,0
2,21,6,30000,3000,1,8442,1
1,22,8,30000,3000,1,4399,0
2,23,8,30000,3000,4,11624,1
2,22,3,30000,3000,3,5839,0
1,24,5,30000,3000,2,12322,1
2,21,3,30000,3000,1,4667,0
1,25,4,30000,3000,1,13541,1
1,21,7,30000,3000,3,6955,0
2,25,5,30000,3000,4,8273,0
1,20,6,30000,3000,1,7463,0
2,19,2,30000,3000,4,11262,1
1,20,6,30000,3000,2,5012,0
2,22,5,30000,3000,2,10311,1
2,20,4,30000,3000,4,13809,1
1,20,1,30000,3000,4,6046,0
1,22,8,30000,3000,3,13166,1
2,25,2,30000,3000,1,6919,0
2,21,3,30000,3000,1,9962,1
1,18,7,30000,3000,1,6153,0
2,24,3,30000,3000,1,3345,0
1,18,8,30000,3000,1,12111,1
1,24,6,30000,3000,4,6562,0
2,25,6,30000,3000,4,9349,1
2,19,3,30000,3000,1,13408,1
2,18,2,30000,3000,1,12272,1
1,21,1,30000,3000,2,11819,1
2,22,8,30000,3000,1,6269,0
1,18,2,30000,3000,1,5577,0
2,20,3,30000,3000,4,6813,0
2,21,5,30000,3000,4,8503,1
2,21,2,30000,3000,3,10128,1
1,20,7,30000,3000,2,7816,0
1,22,4,30000,3000,3,8098,0
2,25,8,30000,3000,2,5589,0
1,23,4,30000,3000,3,11746,1
2,19,6,30000,3000,3,12907,1
2,24,3,30000,3000,4,8767,1
2,20,3,30000,3000,3,12416,1
2,18,5,30000,3000,1,7734,0
1,20,6,30000,3000,3,11686,1
2,20,2,30000,3000,2,12490,1
1,21,8,30000,3000,4,7122,0
1,22,5,30000,3000,1,6751,0
1,25,6,30000,3000,2,12343,1
2,18,5,30000,3000,4,8586,1
2,20,5,30000,3000,1,11198,1
1,25,6,30000,3000,3,11807,1
2,24,1,30000,3000,3,13899,1
1,24,7,30000,3000,2,7506,0
1,21,5,30000,3000,4,6844,0
1,25,2,30000,3000,4,5747,0
1,21,3,30000,3000,1,6649,0
2,19,8,30000,3000,1,7834,0
2,24,3,30000,3000,1,7577,0
1,20,1,30000,3000,4,3067,0
2,21,3,30000,3000,1,6394,0
2,21,5,30000,3000,1,8777,1
1,19,1,30000,3000,1,8738,1
1,22,4,30000,3000,4,9848,1
2,21,5,30000,3000,2,3755,0
2,25,1,30000,3000,4,9415,1
1,18,6,30000,3000,4,8472,1
1,24,7,30000,3000,1,11300,1
2,23,7,30000,3000,4,12252,1
2,18,8,30000,3000,1,4169,0
1,22,4,30000,3000,2,6808,0
1,25,8,30000,3000,1,4229,0
2,19,1,30000,3000,2,11407,1
2,18,5,30000,3000,2,3972,0
2,18,8,30000,3000,4,3199,0
2,20,2,30000,3000,4,6601,0
1,18,4,30000,3000,3,10796,1
1,22,8,30000,3000,4,12263,1
2,25,4,30000,3000,2,6198,0
2,24,6,30000,3000,1,6073,0
1,21,3,30000,3000,1,8114,0
1,24,2,30000,3000,3,9651,1
2,25,5,30000,3000,1,3025,0
2,23,2,30000,3000,2,4654,0
1,20,1,30000,3000,1,7439,0
2,24,8,30000,3000,2,5880,0
2,19,7,30000,3000,2,10801,1
2,25,4,30000,3000,3,9320,1
1,20,3,30000,3000,4,9383,1
1,22,5,30000,3000,4,8142,0
1,25,4,30000,3000,4,3474,0
1,22,4,30000,3000,1,4224,0
1,19,8,30000,3000,1,6423,0
1,20,8,30000,3000,4,13844,1
2,24,7,30000,3000,2,8101,0
2,20,1,30000,3000,4,4913,0
1,25,4,30000,3000,2,4269,0
2,23,1,30000,3000,1,5575,0
1,21,2,30000,3000,4,6716,0
2,19,3,30000,3000,1,5938,0
1,20,5,30000,3000,2,9036,1
1,22,8,30000,3000,4,6625,0
1,20,2,30000,3000,1,8586,1
2,24,5,30000,3000,3,4079,0
1,24,3,30000,3000,4,12467,1
2,25,5,30000,3000,3,13799,1
2,24,1,30000,3000,4,4205,0
2,20,1,30000,3000,2,13694,1
2,18,1,30000,3000,3,6683,0
2,24,3,30000,3000,1,4854,0
2,23,6,30000,3000,4,9650,1
2,25,7,30000,3000,4,6524,0
1,21,4,30000,3000,4,6155,0
1,23,8,30000,3000,2,8910,1
1,20,8,30000,3000,2,13327,1
1,21,4,30000,3000,3,12374,1
2,20,8,30000,3000,3,3884,0
2,23,2,30000,3000,4,7664,0
2,23,2,30000,3000,1,10934,1
2,22,6,30000,3000,1,12530,1
1,24,7,30000,3000,2,10149,1
2,23,7,30000,3000,2,4550,0
2,22,2,30000,3000,3,12644,1
1,18,5,30000,3000,1,10343,1
1,21,5,30000,3000,1,13969,1
1,22,4,30000,3000,1,12522,1
1,20,2,30000,3000,3,8611,1
1,19,1,30000,3000,3,6493,0
1,22,7,30000,3000,3,4765,0
1,20,7,30000,3000,1,13412,1
2,19,7,30000,3000,3,12718,1
1,23,2,30000,3000,2,8539,1
1,18,5,30000,3000,2,9476,1
1,25,2,30000,3000,4,9856,1
1,18,6,30000,3000,4,13547,1
2,23,4,30000,3000,1,3400,0
2,21,5,30000,3000,4,4761,0
2,18,2,30000,3000,2,8180,0
2,19,7,30000,3000,4,5023,0
1,20,3,30000,3000,2,6488,0
1,25,1,30000,3000,1,6390,0
1,18,7,30000,3000,3,10058,1
1,23,7,30000,3000,2,6943,0
2,20,2,30000,3000,3,13118,1
1,24,3,30000,3000,2,9703,1
1,18,5,30000,3000,1,12007,1
2,18,3,30000,3000,1,5244,0
2,24,2,30000,3000,2,6226,0
2,21,1,30000,3000,3,7834,0
2,21,7,30000,3000,1,10783,1
2,20,6,30000,3000,2,11570,1
1,23,5,30000,3000,2,8222,0
2,23,2,30000,3000,1,13953,1
1,18,4,30000,3000,3,8319,0
2,25,8,30000,3000,1,4767,0
2,19,4,30000,3000,4,8960,1
2,18,7,30000,3000,1,12677,1
1,19,1,30000,3000,3,10984,1
2,20,3,30000,3000,3,4580,0
2,24,5,30000,3000,4,3547,0
2,21,4,30000,3000,1,12973,1
2,22,4,30000,3000,2,3984,0
1,21,6,30000,3000,3,10099,1
1,21,1,30000,3000,4,12403,1
2,21,7,30000,3000,2,13144,1
1,19,8,30000,3000,2,8640,1
1,24,3,30000,3000,2,6897,0
1,20,4,30000,3000,3,6629,0
1,25,2,30000,3000,3,10241,1
2,23,5,30000,3000,3,7953,0
1,24,2,30000,3000,1,5242,0
2,21,3,30000,3000,4,8254,0
2,24,8,30000,3000,4,13896,1
2,19,2,30000,3000,3,5380,0
1,20,3,30000,3000,4,4887,0
1,20,8,30000,3000,2,5462,0
2,20,1,30000,3000,1,7028,0
1,19,6,30000,3000,1,8266,0
1,19,2,30000,3000,1,8534,1
1,25,6,30000,3000,2,8780,1
2,25,2,30000,3000,1,4199,0
1,23,5,30000,3000,2,10801,1
1,25,6,30000,3000,2,5438,0
2,18,8,30000,3000,1,5929,0
1,24,4,30000,3000,3,5370,0
2,20,5,30000,3000,4,3637,0
2,25,2,30000,3000,1,13231,1
2,22,8,30000,3000,4,9078,1
2,20,3,30000,3000,2,5962,0
2,22,3,30000,3000,2,4905,0
2,18,7,30000,3000,1,5245,0
2,22,6,30000,3000,2,3618,0
2,22,1,30000,3000,2,7569,0
1,22,6,30000,3000,1,11123,1
1,22,1,30000,3000,1,7102,0
1,23,7,30000,3000,4,3406,0
2,20,5,30000,3000,4,9593,1
2,18,5,30000,3000,3,13990,1
1,21,1,30000,3000,4,10362,1
1,23,8,30000,3000,2,13832,1
1,21,3,30000,3000,2,9101,1
2,21,1,30000,3000,3,10815,1
1,24,1,30000,3000,2,4034,0
1,18,7,30000,3000,1,9180,1
2,24,5,30000,3000,4,8494,1
1,24,6,30000,3000,1,12307,1
1,21,8,30000,3000,3,9517,1
2,22,7,30000,3000,3,12186,1
2,20,8,30000,3000,2,3639,0
2,22,5,30000,3000,3,13397,1
2,25,3,30000,3000,1,4013,0
2,24,8,30000,3000,1,12216,1
2,25,3,30000,3000,4,4268,0
1,25,8,30000,3000,4,4334,0
1,20,2,30000,3000,2,10601,1
2,23,3,30000,3000,4,4066,0
2,21,7,30000,3000,4,9624,1
2,19,7,30000,3000,4,10274,1
1,25,7,30000,3000,4,7915,0
1,22,7,30000,3000,1,3893,0
2,19,8,30000,3000,2,10437,1
1,19,5,30000,3000,2,13005,1
1,20,3,30000,3000,2,12194,1
1,19,6,30000,3000,4,12229,1
2,19,5,30000,3000,2,12463,1
1,18,4,30000,3000,3,12152,1
1,18,4,30000,3000,4,11401,1
2,18,1,30000,3000,3,3460,0
1,20,1,30000,3000,1,7120,0
2,23,1,30000,3000,2,3012,0
1,20,7,30000,3000,3,10494,1
2,22,7,30000,3000,4,13685,1
1,22,3,30000,3000,3,7907,0
2,18,5,30000,3000,1,12013,1
1,22,5,30000,3000,1,12906,1
2,19,7,30000,3000,4,5160,0
1,22,2,30000,3000,2,5786,0
1,18,2,30000,3000,2,13132,1
1,19,3,30000,3000,3,11796,1
1,24,4,30000,3000,3,13292,1
