gender,age,city,institution,userexperience
18,19,3,44,162
15,24,8,40,85
18,20,7,13,396
16,23,13,15,796
14,21,4,5,310
10,26,14,1,536
5,23,19,41,552
19,22,17,22,686
15,23,3,22,328
13,20,2,40,513
7,19,7,32,337
7,24,7,1,662
7,20,19,13,127
16,26,2,57,661
7,25,8,43,303
16,24,18,47,176
2,23,8,55,547
9,19,16,40,781
15,21,16,18,6
8,22,5,3,665
17,23,20,24,713
5,20,9,7,588
8,20,16,10,38
20,23,20,28,138
19,24,3,40,779
1,21,7,58,421
1,22,2,32,989
3,25,19,34,845
18,19,6,39,518
3,20,2,2,889
5,21,1,53,787
18,21,2,32,25
2,25,8,33,136
7,22,15,27,600
12,19,3,16,897
10,24,1,57,618
11,21,10,48,571
11,26,2,23,524
3,24,9,6,819
7,19,11,50,289
13,23,10,46,977
15,19,7,24,57
19,18,12,3,933
2,23,15,13,815
1,26,20,16,884
18,21,17,55,929
11,23,4,10,937
1,20,9,41,328
5,23,14,4,426
15,19,4,34,56
7,19,5,8,444
4,18,2,53,545
12,21,12,47,755
8,19,13,60,567
6,22,15,58,225
7,19,14,21,106
4,24,13,33,745
20,25,1,36,507
7,26,7,45,664
6,24,2,29,730
1,21,20,54,481
14,24,11,45,236
18,22,17,34,977
13,22,8,34,301
3,21,6,17,722
5,18,15,16,2
13,26,13,4,583
16,23,19,36,888
3,18,10,44,761
15,20,15,57,784
13,26,9,25,935
12,26,15,12,606
5,23,16,50,828
17,18,2,37,852
10,21,14,27,331
20,19,8,15,847
20,18,6,44,18
15,21,12,46,205
10,18,8,41,499
15,19,19,5,858
6,26,17,18,184
13,19,13,10,353
1,25,15,26,235
11,21,8,36,321
7,19,5,27,410
10,24,19,11,604
4,25,15,44,661
19,25,10,57,825
7,20,6,30,208
1,23,4,56,709
17,24,13,10,766
16,19,16,37,561
13,20,4,41,149
12,18,7,38,352
13,21,20,35,739
3,19,16,59,941
5,19,20,30,687
17,23,18,45,176
8,18,4,36,367
9,24,19,51,172
15,19,3,26,150
8,22,13,53,532
3,20,13,32,629
16,25,4,57,445
13,25,5,22,270
19,18,16,42,344
16,25,16,15,66
11,18,13,59,672
19,20,4,34,629
20,25,9,3,135
6,22,15,27,852
1,22,9,54,640
20,26,9,21,477
8,21,16,33,1000
13,22,18,45,311
16,21,9,2,150
13,19,1,17,416
19,25,6,51,877
17,23,1,9,703
17,26,11,16,384
18,20,15,14,819
4,21,4,58,668
7,24,1,10,91
8,19,15,39,470
18,19,1,27,507
9,19,7,21,29
16,18,8,43,1
5,25,19,48,655
10,19,12,3,359
12,22,8,21,190
2,22,16,15,819
19,24,14,2,390
17,25,6,20,968
9,20,16,54,641
12,18,11,17,540
7,22,4,41,776
15,20,3,19,479
5,18,19,6,662
1,20,8,34,418
13,24,3,4,20
14,24,1,21,142
20,26,18,16,133
12,25,7,43,381
4,19,5,6,873
15,20,10,30,288
3,20,16,20,202
3,23,9,57,197
20,25,9,3,566
4,19,14,41,191
4,22,1,46,733
16,20,6,38,169
6,25,14,23,276
19,21,10,50,266
4,19,9,29,619
12,19,10,54,512
16,24,12,34,558
9,21,9,34,397
6,23,1,28,459
10,23,9,31,951
18,24,6,7,556
11,20,18,8,610
14,19,9,39,530
9,24,7,54,246
11,24,4,53,404
7,24,7,13,760
2,23,13,14,14
8,23,17,46,732
17,21,9,27,223
12,19,19,35,283
12,26,17,4,125
4,23,2,53,661
14,22,9,17,724
10,19,4,50,633
19,20,10,25,622
20,20,8,32,693
18,18,12,52,201
19,20,4,11,295
15,25,16,48,612
10,24,19,11,947
14,18,17,39,328
1,25,2,56,234
6,22,13,26,411
4,24,5,9,96
20,26,4,7,269
9,25,4,13,834
7,23,11,12,842
19,25,15,56,436
11,20,15,27,249
17,21,6,37,960
18,23,4,29,765
18,18,16,2,457
19,22,13,50,927
19,26,2,9,138
3,26,10,49,491
19,26,18,31,329
15,20,4,43,258
1,18,11,21,542
13,25,14,21,397
16,21,11,50,200
3,19,19,12,978
17,23,20,45,726
3,24,14,16,253
11,22,13,18,341
13,22,2,58,560
20,26,8,11,638
1,21,17,51,676
2,24,7,4,762
5,20,13,27,416
7,24,10,21,990
7,18,12,30,148
6,22,13,26,220
16,24,6,53,764
20,25,7,43,847
15,18,8,31,318
13,19,14,8,224
11,20,17,17,231
10,21,20,12,941
18,23,4,31,694
4,25,7,4,253
18,18,4,33,607
19,23,16,56,742
16,24,1,14,622
19,25,11,26,314
1,21,19,45,359
16,25,15,46,456
4,20,2,54,782
20,26,11,42,86
14,24,8,29,805
4,26,4,51,27
20,19,12,9,584
5,23,14,37,320
15,26,16,11,434
4,20,16,38,419
9,23,13,19,839
15,22,3,44,696
9,20,8,7,361
5,23,4,6,765
9,19,2,27,909
13,22,8,15,511
18,25,2,50,247
15,22,1,54,599
18,20,11,17,781
10,21,16,12,422
20,22,13,53,809
20,22,1,58,807
19,22,17,21,492
14,19,5,7,270
7,24,7,35,9
4,22,15,49,961
1,21,15,2,116
20,19,19,20,526
2,21,1,42,26
6,20,19,59,568
4,18,18,48,121
11,26,14,18,114
10,18,7,10,650
17,25,13,55,321
2,24,5,40,490
10,20,17,33,606
5,19,11,11,128
16,19,15,30,36
5,24,11,54,402
19,26,7,34,214
11,21,6,34,239
14,19,5,41,646
10,24,20,37,424
11,19,3,13,880
12,25,2,17,937
20,22,12,32,57
11,24,20,30,142
17,19,12,27,947
10,19,20,13,761
3,20,5,31,738
1,25,9,46,265
4,25,13,46,879
19,23,17,32,83
14,21,20,55,941
12,26,15,33,51
11,26,4,57,298
19,21,1,33,710
4,19,1,60,851
12,23,11,25,785
5,25,19,59,199
3,26,13,17,451
18,20,1,12,539
11,18,15,25,987
6,19,5,2,49
12,18,14,37,12
6,18,8,19,987
7,24,16,48,261
20,21,13,1,369
4,23,5,48,951
8,18,10,25,414
11,18,1,53,451
4,26,3,29,111
2,22,2,38,25
6,24,16,21,678
20,20,14,53,810
4,26,15,14,985
9,18,3,13,402
3,18,2,51,620
18,22,4,26,28
16,26,18,52,54
16,19,2,37,483
19,25,19,37,138
10,20,1,32,397
10,23,6,28,394
8,26,20,25,536
20,18,15,6,726
6,18,7,20,846
15,26,10,15,890
17,23,8,50,282
6,22,9,54,566
12,25,6,38,296
13,26,4,50,74
3,26,6,10,101
8,24,14,33,589
4,20,2,18,754
8,25,9,10,120
11,19,8,42,756
14,26,17,56,294
1,23,12,33,675
6,21,8,29,405
19,19,18,43,481
19,22,18,25,330
6,20,19,6,750
6,19,12,25,204
5,22,10,49,176
12,23,5,26,787
1,26,17,57,627
12,19,18,33,485
15,18,20,15,788
14,22,3,11,271
17,23,7,35,537
14,23,14,11,556
5,26,16,54,562
4,22,15,1,512
8,25,13,18,512
18,20,10,6,509
18,23,20,53,854
4,19,5,6,108
16,22,9,44,344
12,20,4,20,820
7,24,12,29,95
18,25,17,4,386
10,24,6,38,525
4,18,3,6,786
15,19,17,4,911
14,25,19,39,75
20,18,7,27,169
12,19,7,10,399
20,24,3,26,266
6,25,11,26,337
16,19,11,58,737
18,24,5,3,900
8,19,7,58,385
14,26,8,11,252
12,23,3,51,196
7,20,15,28,98
14,18,1,3,525
16,23,9,42,480
12,24,14,10,956
11,26,18,34,393
16,26,18,24,317
17,22,7,52,444
3,19,3,59,687
12,23,5,41,99
12,26,16,36,633
2,18,9,38,323
14,20,16,26,291
10,26,10,48,290
11,19,1,3,174
6,24,5,22,496
14,20,4,22,144
3,26,7,3,805
2,19,9,49,74
13,21,18,22,102
4,19,11,24,146
9,23,5,53,571
4,26,8,39,139
1,18,10,13,532
7,18,3,37,394
12,25,3,3,310
4,24,16,15,583
5,24,5,5,384
4,19,15,38,613
20,21,20,28,668
7,21,19,53,144
11,20,5,24,954
18,22,6,48,1
4,24,5,56,729
16,20,11,9,877
6,24,11,42,541
8,18,16,35,116
12,20,5,54,709
5,23,20,9,739
16,26,3,52,145
8,24,3,34,90
16,18,4,38,161
7,22,10,31,821
3,24,13,38,3
15,18,5,58,257
10,26,9,8,410
12,20,9,23,152
10,24,10,52,41
18,25,4,20,538
12,22,4,20,907
16,21,7,31,596
13,22,6,53,934
6,24,8,36,216
2,24,5,24,922
14,23,1,15,193
16,26,8,39,443
20,21,10,25,51
12,23,18,25,477
9,25,10,5,434
18,20,12,9,795
1,24,5,30,905
6,21,12,38,481
11,20,4,44,652
12,26,4,29,420
7,20,18,12,747
7,18,14,5,180
19,20,6,46,389
10,18,1,60,812
1,24,1,10,444
10,19,14,49,556
6,24,9,53,618
11,25,18,13,892
5,21,12,15,291
8,26,18,12,706
13,22,4,39,541
11,21,11,10,425
17,25,16,1,424
11,21,8,54,565
6,21,4,13,517
9,23,4,16,143
6,26,12,14,735
10,20,7,35,997
20,20,13,60,262
3,23,1,27,963
17,25,12,54,711
10,23,13,17,464
6,23,1,30,716
12,24,14,26,296
7,24,10,18,942
12,21,16,36,31
15,20,1,48,14
14,21,8,52,578
18,20,17,16,712
11,20,15,38,541
10,21,12,44,796
5,19,17,45,180
7,18,6,23,246
10,18,19,21,179
5,24,14,47,820
11,18,6,27,688
3,25,19,35,346
13,18,12,34,947
19,26,6,50,793
16,25,18,10,362
5,22,8,17,661
8,19,20,24,11
20,22,8,42,999
15,23,15,43,732
18,20,9,41,439
15,21,5,38,120
16,25,1,57,824
16,24,10,31,487
4,23,5,52,78
1,21,17,36,146
15,21,18,49,284
15,19,19,37,730
19,25,19,3,575
17,20,19,31,722
6,20,14,60,354
14,23,20,22,396
4,19,10,2,689
20,26,2,15,507
7,18,8,54,402
1,24,12,23,325
8,19,14,19,595
3,18,3,32,56
14,19,15,35,569
13,22,1,12,220
15,19,16,2,66
15,23,10,17,413
7,22,12,26,16
5,18,4,29,732
7,22,20,14,684
16,26,18,10,459
9,19,7,29,50
18,20,9,30,863
3,25,14,53,31
3,25,12,32,353
2,25,13,25,302
14,21,8,35,582
16,24,3,17,218
8,19,4,14,135
12,24,8,34,991
15,18,17,48,279
6,18,3,49,204
4,24,14,25,131
12,22,15,14,121
7,18,14,20,865
4,24,11,19,424
18,26,4,42,342
13,25,13,33,627
11,22,20,21,281
5,25,7,18,371
16,22,4,47,371
17,26,6,47,631
8,20,20,30,396
18,18,4,36,676
16,18,12,52,689
17,23,4,5,294
10,19,2,58,216
15,19,17,41,480
15,24,15,19,280
2,24,9,56,597
12,20,13,13,427
12,19,7,22,165
13,18,19,17,663
15,21,19,50,20
9,25,11,29,602
12,26,4,1,350
2,20,17,49,276
7,21,17,20,100
19,23,6,28,486
13,25,14,45,961
17,20,16,12,504
19,22,1,4,328
2,22,18,35,901
6,18,2,17,691
10,19,3,49,355
19,19,6,58,413
17,18,3,27,425
17,26,13,16,773
15,26,6,30,286
10,22,15,58,809
7,21,9,28,702
18,22,11,6,148
12,20,12,13,923
4,21,20,42,138
3,18,8,16,414
2,18,1,35,22
9,23,5,49,974
19,23,2,15,265
8,19,5,26,467
13,20,7,13,156
14,24,14,31,396
1,20,13,21,840
12,22,10,19,358
8,21,5,20,168
20,24,7,19,642
5,24,2,9,190
9,20,5,36,805
1,21,5,22,192
2,23,7,52,477
6,20,8,28,682
19,21,2,20,617
4,19,7,60,779
6,22,15,46,926
5,21,16,54,791
15,18,7,1,165
8,18,12,4,375
7,23,16,38,533
1,23,12,9,881
18,21,11,40,740
6,18,18,50,224
16,26,15,45,145
2,23,20,33,677
12,23,18,42,261
12,19,10,17,881
1,26,11,60,856
2,24,10,7,726
4,20,6,11,614
13,24,13,27,227
12,25,16,19,68
17,18,13,45,825
13,20,5,37,21
9,20,13,45,194
8,20,6,15,90
3,23,7,40,647
10,19,16,37,933
14,25,6,3,837
13,23,9,31,122
1,19,1,35,692
15,23,11,28,590
17,18,4,23,482
11,19,18,58,487
12,25,2,36,417
4,21,12,56,76
3,19,7,43,298
4,25,9,21,612
17,24,4,34,580
6,21,7,24,509
17,25,5,7,449
18,21,18,46,314
19,22,20,10,362
10,18,2,16,991
17,18,19,16,199
15,21,3,8,311
2,26,7,6,422
1,22,5,39,743
11,19,12,57,925
2,18,14,9,275
9,24,7,26,660
1,24,16,6,494
6,20,5,40,37
19,19,6,9,546
15,21,7,31,759
11,25,19,14,798
8,25,3,31,90
9,26,7,18,822
17,21,16,31,850
19,24,9,34,606
17,22,2,23,765
8,18,13,32,405
3,22,7,45,37
2,22,8,45,493
13,24,2,53,395
19,19,4,3,589
3,20,3,38,175
20,18,8,23,619
7,19,16,39,443
4,21,10,31,661
14,23,15,54,223
11,21,15,42,616
16,19,10,42,589
15,18,20,50,662
10,21,10,55,256
13,19,6,13,481
8,19,9,40,209
14,23,11,45,686
2,18,18,59,291
12,19,10,8,116
11,20,15,53,520
6,20,8,35,743
18,25,10,46,989
2,18,16,30,996
3,18,3,39,99
8,26,13,4,698
15,20,5,35,354
7,20,19,8,968
16,26,11,57,574
4,24,3,34,953
19,20,15,50,48
18,22,11,18,910
2,19,19,34,17
4,18,17,58,407
9,25,13,33,134
16,24,9,25,578
9,19,2,36,107
2,22,12,38,610
4,18,4,12,886
11,24,6,2,504
14,25,1,31,343
1,21,13,46,936
9,20,7,7,932
20,20,4,19,171
6,20,5,49,995
5,18,11,6,915
9,25,19,59,356
19,21,2,18,264
16,21,12,7,237
2,24,12,49,563
12,21,14,8,817
7,21,3,50,98
10,26,5,21,264
10,19,10,50,871
11,24,1,2,3
17,22,6,58,869
7,19,17,14,823
4,20,17,50,672
1,19,12,12,206
5,26,10,4,962
17,19,8,27,173
3,18,10,37,992
3,20,11,19,916
7,24,20,12,934
11,25,16,29,717
4,22,1,14,980
16,22,18,7,704
7,21,13,42,665
13,21,16,55,662
20,24,9,12,675
6,22,17,22,141
9,26,2,44,483
2,18,20,34,323
4,25,20,24,832
14,24,4,35,455
15,20,12,34,888
2,19,9,1,887
14,18,18,49,251
9,25,9,14,815
4,19,8,56,348
5,22,20,43,959
5,22,6,38,807
3,22,2,46,332
20,24,4,2,567
6,23,7,32,430
13,19,5,5,735
3,21,4,1,73
10,24,11,20,746
15,23,4,6,179
4,19,15,20,354
1,23,9,29,66
16,25,17,6,24
10,26,18,60,832
13,26,20,19,52
2,19,10,38,130
17,18,19,54,647
12,18,2,51,367
12,25,16,50,369
1,19,15,18,330
14,19,2,20,310
6,24,6,42,629
7,25,12,15,87
10,21,5,3,760
1,18,6,55,345
20,22,7,32,379
7,22,5,34,558
11,24,12,50,133
1,19,11,24,655
5,18,5,41,690
6,22,7,48,626
13,20,11,4,866
1,25,16,44,722
18,24,8,50,194
18,24,20,41,64
11,19,15,35,971
3,23,14,55,862
12,25,4,12,681
12,18,13,30,542
5,22,2,41,239
8,21,2,21,724
15,24,16,23,743
16,19,6,9,679
16,25,3,16,370
17,23,15,26,521
19,24,6,50,553
2,19,7,58,157
7,24,8,14,6
16,21,2,22,554
15,18,7,15,954
19,20,17,20,648
18,24,2,59,435
2,24,15,4,132
14,22,6,40,848
16,19,16,19,739
11,26,9,43,598
13,26,20,58,106
18,25,7,45,741
16,21,15,21,688
16,24,3,38,576
14,25,16,25,262
18,20,1,35,932
14,19,5,42,802
2,23,1,10,403
5,23,15,60,609
4,19,10,48,19
17,25,1,17,566
10,25,18,33,515
3,21,1,54,641
19,21,3,59,48
5,24,9,53,19
7,21,2,42,204
12,20,8,42,505
13,19,13,33,663
15,21,13,56,109
9,22,20,10,285
16,25,19,18,876
2,19,14,18,943
3,26,17,34,455
11,25,11,45,190
11,19,16,29,207
10,23,4,6,588
8,22,19,60,101
4,20,17,8,496
20,21,4,16,365
12,18,6,8,95
3,18,6,6,87
16,22,17,59,792
1,26,2,2,371
19,22,8,13,937
11,22,5,35,907
3,26,18,30,506
14,22,15,49,704
18,25,19,25,391
5,18,13,39,994
11,23,18,54,800
16,19,13,33,141
20,18,7,56,878
7,25,17,44,968
7,24,13,52,685
7,21,20,48,228
5,25,19,28,246
5,20,17,26,504
18,23,4,56,969
12,20,7,32,50
10,26,16,11,445
6,24,20,18,907
17,26,9,7,656
6,25,4,35,178
11,24,19,4,438
1,18,4,8,339
1,23,16,52,997
13,18,8,46,986
14,22,14,2,788
1,19,11,11,427
2,22,16,47,782
6,20,1,19,902
15,22,5,24,526
10,25,15,22,531
5,21,2,5,501
12,19,18,36,804
7,26,19,4,791
13,26,11,20,140
11,25,17,27,589
12,23,12,17,888
13,21,13,48,7
2,22,2,32,896
3,25,14,10,503
8,22,10,33,70
4,18,8,2,571
15,19,2,1,351
20,26,14,45,763
2,18,18,30,992
9,19,20,49,550
7,20,18,23,253
3,19,14,28,342
14,22,8,3,169
18,18,13,43,18
13,18,13,21,632
2,22,5,27,590
15,25,3,48,463
8,23,14,34,175
13,22,3,48,201
16,24,9,27,99
17,26,9,5,952
18,24,14,19,928
5,26,17,35,270
14,25,19,14,256
6,24,10,14,371
1,21,16,15,889
3,21,5,34,260
3,26,18,13,984
12,26,16,45,559
17,24,4,56,231
20,22,3,54,195
12,22,16,54,160
17,18,19,9,385
9,22,5,18,380
7,26,12,1,97
2,26,14,39,940
9,21,7,16,674
16,19,15,31,628
5,21,17,58,700
13,23,8,46,193
2,18,2,6,162
5,23,1,31,737
18,26,9,56,572
7,23,13,3,669
7,24,4,43,243
10,26,20,34,672
18,23,13,6,883
20,20,9,59,889
4,26,8,25,63
17,22,3,18,495
13,21,15,34,722
13,24,8,43,314
6,24,6,29,149
7,18,13,30,516
7,22,11,50,84
5,18,19,11,289
11,20,9,15,966
13,19,16,11,422
15,26,16,25,658
4,18,13,29,747
10,18,16,17,211
4,23,3,7,286
6,22,2,60,123
6,22,8,59,315
8,19,4,22,969
5,25,2,52,700
13,19,2,47,56
20,21,2,12,454
4,19,8,7,678
15,22,16,57,527
17,21,3,38,61
14,23,5,37,484
12,23,13,53,94
4,21,1,27,438
14,20,15,27,275
19,18,7,38,812
9,26,11,41,270
16,18,6,52,50
8,26,13,3,64
16,21,14,33,391
12,18,3,19,505
8,18,12,21,121
2,22,3,15,828
3,18,17,30,477
5,26,19,43,467
12,19,17,19,872
4,25,16,41,640
20,20,9,41,909
5,20,10,39,965
18,26,1,13,535
12,21,1,51,505
1,19,17,23,579
19,20,9,33,132
1,24,19,21,732
13,23,15,35,421
10,19,3,15,836
4,19,12,54,785
16,26,17,36,144
5,19,6,1,70
14,23,19,34,740
18,22,4,52,529
6,21,14,26,106
7,21,9,23,278
11,19,14,29,536
1,22,12,58,609
7,22,6,49,760
8,25,18,6,241
15,22,6,27,360
15,22,9,51,266
8,23,15,42,480
14,22,13,34,475
7,25,20,17,129
19,23,2,24,230
10,22,19,4,207
1,25,11,45,104
11,21,8,20,181
19,23,1,9,104
19,22,18,19,202
19,26,12,30,403
16,21,10,44,953
5,19,9,7,14
20,24,5,58,715
11,23,9,43,321
19,19,8,1,589
13,23,5,34,18
9,22,9,24,944
2,22,3,47,508
8,23,8,13,802
10,25,14,59,674
3,23,4,10,513
20,25,5,20,736
20,18,15,50,13
9,20,10,45,724
14,19,17,39,988
14,20,6,59,855
14,26,18,14,616
19,25,13,30,772
14,21,1,25,621
6,22,11,18,517
11,22,8,59,957
13,25,11,13,222
2,22,7,31,900
2,21,2,40,604
19,19,6,33,863
11,19,16,38,189
19,19,8,37,735
11,25,19,30,587
20,26,19,51,171
12,26,20,9,325
1,25,16,16,710
7,20,20,58,968
17,24,17,29,29
5,19,4,18,474
7,24,14,52,531
2,19,2,59,963
11,21,18,59,410
2,25,18,55,714
6,20,20,28,114
16,23,4,51,709
19,22,16,34,321
5,23,16,7,988
5,25,13,33,492
5,26,12,4,686
18,19,7,50,185
3,18,6,23,749
12,18,6,35,842
11,21,18,43,367
12,24,7,14,914
6,23,19,4,235
1,26,4,43,73
1,21,20,23,470
20,25,12,11,923
5,25,18,36,554
10,23,7,13,96
11,26,8,46,343
14,25,6,40,181
14,25,2,29,471
10,26,12,1,310
5,22,16,38,920
7,25,7,54,258
9,26,11,30,312
1,26,8,29,17
7,21,20,34,149
3,23,20,55,68
3,19,16,40,320
3,26,20,16,114
4,25,1,50,424
13,26,2,20,73
19,19,7,35,420
13,26,4,18,121
3,22,9,25,100
16,24,5,5,107
12,24,11,17,678
9,21,20,10,233
7,25,4,37,606
15,18,18,7,959
2,19,9,45,411
5,23,10,37,213
14,21,7,26,599
5,18,7,4,68
20,20,17,5,706
8,26,17,20,269
11,21,6,22,196
2,22,4,31,380
20,18,8,5,559
2,21,9,58,960
18,23,12,12,282
19,24,10,23,85
16,23,13,21,673
14,19,17,56,850
10,24,14,44,424
17,21,18,48,790
15,21,17,3,719
7,20,1,59,606
14,25,15,44,557
19,19,7,30,815
15,22,18,44,43
15,19,6,7,189
20,24,17,18,650
7,19,7,5,327
2,22,17,1,666
11,23,6,48,518
5,18,18,26,287
10,22,8,47,726
8,21,20,58,13
11,18,15,46,473
11,23,2,45,253
15,22,4,50,807
19,24,20,27,489
6,26,14,48,797
9,24,9,27,12
17,21,15,20,502
16,26,3,36,834
10,19,13,39,942
10,21,11,1,70
1,23,6,7,306
10,22,4,41,252
14,25,20,32,81
12,20,5,36,245
2,23,16,8,846
14,24,13,1,187
3,23,12,38,741
8,19,18,11,435
6,22,3,6,959
9,21,12,3,547
12,21,5,37,50
12,19,14,3,646
13,21,4,50,680
13,18,16,3,708
6,19,17,57,910
1,22,12,29,298
7,18,14,1,885
17,24,5,39,508
12,26,9,9,399
7,19,7,22,626
11,20,7,29,780
17,22,5,54,620
18,26,14,60,599
6,20,5,59,90
3,21,11,55,384
2,21,10,59,952
7,19,15,4,107
8,19,12,47,988
11,20,9,48,765
7,22,14,21,221
11,19,11,29,273
5,24,8,14,905
16,19,4,32,773
9,19,1,12,896
18,20,14,10,523
6,24,5,56,617
1,21,18,52,430
13,24,5,8,442
15,21,8,48,290
4,18,15,38,627
12,21,14,1,14
7,24,3,5,246
5,25,2,5,349
14,26,11,16,981
8,19,12,57,686
10,20,6,54,108
12,19,9,56,718
2,20,4,9,814
12,20,15,36,328
15,18,15,3,89
11,26,10,23,431
11,20,1,47,85
5,21,20,18,34
16,25,12,56,529
9,19,2,24,941
7,23,20,39,729
10,23,4,53,883
1,22,9,28,920
19,18,4,8,491
13,19,19,50,947
11,26,5,11,919
3,26,16,15,787
1,26,17,44,747
6,24,17,60,236
3,19,14,44,929
4,18,2,32,687
3,19,7,47,650
4,26,3,5,991
3,19,14,53,398
19,23,9,7,977
20,18,2,26,93
4,25,20,23,696
5,25,15,33,285
2,21,5,16,644
11,19,17,18,337
2,26,12,7,322
9,20,1,28,842
20,19,9,9,90
10,26,10,1,65
16,18,5,57,715
14,22,18,57,676
5,20,12,47,128
1,18,5,37,959
10,18,19,45,166
19,21,17,17,594
5,26,11,5,479
12,26,11,13,871
19,26,10,39,236
2,18,2,27,280
13,18,12,24,149
8,19,20,52,341
12,21,9,16,359
5,21,19,43,694
14,18,6,11,196
10,21,4,47,36
14,18,2,37,257
17,19,6,53,68
1,23,2,10,527
6,23,10,7,561
6,22,15,26,234
10,22,20,26,424
19,25,19,11,23
15,23,16,46,472
6,22,18,28,403
9,21,1,30,752
13,24,1,17,334
19,23,9,56,179
4,22,3,30,50
20,25,17,52,989
6,22,13,41,788
1,22,18,2,439
11,25,3,30,10
9,18,7,13,45
4,18,2,35,4
1,22,15,49,691
9,23,12,47,761
4,26,9,1,157
14,19,7,12,435
1,23,3,48,443
7,23,19,47,127
11,22,16,42,401
5,22,16,5,152
15,22,18,34,717
8,20,16,14,739
13,20,19,17,492
16,19,17,18,724
5,18,2,52,982
12,19,11,49,621
5,18,11,11,97
20,25,6,27,7
14,26,2,10,805
4,26,19,9,861
19,24,14,51,348
9,21,13,40,295
20,18,18,33,546
17,24,19,59,2
16,26,1,5,940
7,22,19,3,944
16,21,19,29,959
7,23,1,56,899
10,20,12,16,807
15,22,4,50,305
14,26,7,17,10
4,26,11,26,187
5,26,20,20,880
7,21,1,42,674
13,21,14,38,481
18,20,16,27,211
15,23,17,33,538
7,24,1,3,945
19,20,7,59,774
6,20,8,57,251
2,24,2,48,472
1,23,19,30,381
9,21,13,33,71
10,18,20,54,957
14,22,8,10,260
4,20,8,2,172
10,20,12,36,344
7,20,11,25,42
14,25,8,6,904
19,18,3,21,812
15,24,18,11,231
15,21,15,4,435
17,21,18,4,372
16,25,12,3,233
11,25,18,38,892
10,20,11,1,424
18,25,11,15,470
20,26,6,36,882
4,20,16,11,906
13,25,2,1,345
20,23,5,57,5
20,26,11,25,852
13,24,15,56,70
8,25,18,4,984
6,23,6,23,444
5,26,15,55,191
19,24,16,56,232
17,25,19,48,209
19,18,12,35,450
2,20,16,4,324
7,25,12,40,647
19,21,14,5,692
18,22,7,46,783
5,26,19,32,928
7,23,10,26,646
3,21,16,50,307
11,25,13,46,334
14,25,1,13,35
1,21,20,48,388
13,19,2,15,894
10,18,10,39,973
19,18,12,35,21
5,24,17,53,269
12,18,5,38,482
13,19,18,30,234
13,26,6,15,457
13,21,15,9,201
5,22,19,55,358
8,22,14,9,60
15,25,5,51,673
1,25,12,8,464
6,21,4,58,460
2,22,2,60,91
13,19,5,55,112
13,18,13,45,824
12,22,15,11,401
10,20,15,30,483
4,19,9,17,249
3,18,3,3,6
15,20,6,19,480
14,25,16,42,353
10,20,5,15,140
6,21,7,47,942
9,21,5,56,110
6,25,18,55,443
17,24,2,60,349
11,23,20,17,105
2,24,16,7,281
13,21,3,51,849
6,18,8,48,650
10,22,3,17,669
18,23,17,35,404
7,21,6,48,943
3,23,7,1,360
2,19,18,48,295
6,21,18,38,811
1,18,13,50,443
9,21,11,60,120
17,24,11,15,511
11,24,6,25,173
9,26,6,56,27
4,20,1,7,94
20,18,5,42,202
18,19,1,3,895
11,21,3,13,284
9,25,19,53,745
17,21,1,31,704
14,25,19,35,87
16,24,14,20,975
4,25,19,25,57
1,25,10,41,296
14,20,19,28,806
12,22,1,23,724
13,26,5,60,966
15,20,13,48,824
7,21,12,45,488
9,18,2,56,822
4,19,14,38,38
17,23,3,32,388
13,25,14,11,62
7,22,18,31,492
2,25,15,33,787
14,22,16,10,101
6,22,17,39,859
15,25,6,54,600
3,19,5,58,230
7,22,5,19,771
9,18,2,3,150
6,20,12,54,647
7,26,11,11,752
8,20,2,47,983
12,18,5,24,888
3,23,1,33,813
18,19,2,46,987
16,26,3,2,857
4,21,3,52,824
12,26,2,50,707
17,18,10,25,290
5,24,6,45,280
16,26,8,47,848
7,22,7,40,229
11,21,19,25,205
11,18,11,45,814
14,22,15,16,858
1,19,8,53,672
6,21,5,36,180
7,22,19,57,959
20,25,2,26,340
16,18,11,3,932
18,19,5,60,266
2,26,17,28,231
13,18,11,3,748
7,26,16,21,745
19,21,20,29,43
18,23,12,30,575
2,20,5,50,837
4,25,8,6,762
17,24,3,56,520
4,18,20,18,383
17,18,14,1,997
10,21,19,7,392
19,26,14,39,702
9,19,5,59,132
16,25,12,58,848
3,21,9,36,864
3,23,4,53,292
9,26,16,23,656
11,24,1,46,572
18,18,8,14,435
19,18,17,6,250
9,23,2,9,283
19,20,7,36,702
10,21,10,33,773
11,19,4,54,668
18,18,17,57,756
14,24,6,17,694
14,21,17,37,597
8,21,9,36,807
2,25,9,6,700
12,22,15,9,249
17,21,6,8,93
12,25,17,25,933
20,20,18,28,900
8,24,6,10,711
1,20,9,57,401
13,20,14,11,954
10,18,19,25,413
17,25,13,43,923
15,20,3,7,888
14,22,3,43,727
18,21,19,34,619
1,23,6,5,167
7,21,2,29,912
7,22,15,18,831
17,25,7,55,448
13,19,6,36,573
7,26,11,26,919
15,20,14,22,226
19,25,4,58,810
3,24,4,5,116
2,24,1,35,681
15,21,14,15,138
14,25,9,37,891
2,20,6,14,289
8,25,14,25,143
16,26,9,44,74
8,24,17,9,914
10,20,12,5,619
13,26,4,18,639
13,20,15,35,22
11,25,19,56,651
