wage,costliving,gender,age,branch,userexperience,city,competence,merite
14903,1799,1,20,1,64,4,3,2
11762,988,1,17,1,17,1,1,2
10177,1907,2,20,2,92,3,2,3
7164,648,2,20,2,62,6,4,3
6812,1803,1,21,2,98,4,4,4
12121,792,2,20,1,18,2,4,3
10844,1009,2,18,1,46,3,2,1
12857,1350,1,21,2,12,1,3,3
6309,1034,1,20,2,82,1,4,1
8949,1020,2,21,2,45,1,2,3
12507,1636,1,20,1,91,4,1,2
8887,1942,1,21,1,70,6,4,1
11723,1263,2,19,1,45,5,4,2
6545,1852,2,20,1,65,4,1,3
14769,785,2,18,1,67,5,2,4
5154,622,2,19,1,8,1,3,3
11760,1092,1,20,1,46,2,3,2
11721,1639,2,17,2,80,5,1,4
8119,1115,1,18,2,68,2,2,2
10361,2066,1,17,2,100,1,1,1
5118,1812,1,20,2,95,1,1,1
11269,2096,2,17,2,13,3,4,1
11731,1057,2,17,1,83,5,1,4
12738,1271,2,19,1,6,5,1,3
6133,1597,1,21,2,69,2,1,2
4202,1266,2,18,2,59,5,1,3
11963,1751,2,17,2,61,2,4,2
11218,707,1,17,2,88,1,4,3
5189,1673,2,17,2,39,4,2,3
9751,842,1,21,1,82,5,1,3
6099,1030,1,21,2,80,2,4,2
11424,1461,2,17,2,22,1,1,4
12636,991,2,19,2,100,1,4,3
9490,1406,2,20,1,60,5,4,4
7772,1746,1,17,2,68,3,2,4
9597,1217,2,18,1,15,5,2,1
7012,2087,1,18,1,4,1,3,4
6376,976,1,18,2,32,3,4,4
12369,1082,2,19,1,12,6,3,2
4775,1438,2,21,2,8,5,2,3
10245,792,1,17,2,97,1,2,1
10179,1513,2,20,1,17,1,3,1
4447,1844,2,18,1,48,6,1,2
12799,1279,2,18,1,51,3,3,3
6027,2026,2,20,2,52,1,4,4
4125,623,1,18,1,38,6,2,3
9843,2024,1,17,1,57,2,4,1
4948,1100,1,17,1,88,3,3,1
4350,984,2,19,1,81,3,2,1
7375,1101,1,17,2,14,5,4,3
4866,1112,2,21,2,60,3,2,3
9036,1248,1,18,1,26,6,2,4
10952,1403,1,21,1,12,3,1,3
10263,843,2,19,1,90,6,3,3
9107,1963,2,19,1,77,5,2,3
13730,898,1,21,1,29,4,1,1
8253,653,2,18,1,66,6,4,4
7959,1310,1,17,1,93,1,4,2
6724,971,2,20,2,50,5,4,2
6594,625,2,20,1,62,2,1,4
6908,1923,2,17,1,57,1,4,4
5019,1307,2,21,2,7,4,2,3
14519,1235,1,17,1,90,5,1,4
8170,1313,2,21,2,17,1,2,4
6401,1759,2,21,1,13,5,4,3
14006,1573,2,20,1,61,2,3,2
9413,823,1,18,2,95,2,1,4
12673,730,2,19,2,5,2,4,4
6999,1040,2,21,1,35,3,3,1
5263,1093,2,18,2,58,2,1,1
13071,1884,2,21,1,60,4,1,1
7747,1618,1,21,1,76,5,2,3
4181,1583,1,17,1,41,2,4,1
8577,1694,2,20,2,55,2,4,1
7143,2079,2,18,2,3,6,2,3
9922,1351,2,21,1,41,3,4,2
9074,1587,2,19,2,53,3,1,4
11076,2069,2,21,1,58,6,4,3
8023,1906,2,21,2,68,3,4,2
14498,1504,1,20,1,76,3,4,3
12379,1327,2,20,2,84,2,4,3
9330,1112,2,17,1,58,1,3,4
4404,1817,2,18,1,69,1,3,4
5428,1099,2,20,1,59,1,1,1
4625,1846,2,21,2,12,3,3,1
10974,1780,1,18,2,38,4,3,1
7954,1527,1,17,1,21,3,3,2
4864,2033,2,19,1,82,3,1,2
8320,855,1,20,2,37,2,2,2
7429,1208,2,18,1,81,6,2,2
9280,1191,1,21,1,3,1,3,1
13618,845,1,21,2,24,5,3,1
7504,784,2,17,2,23,5,3,2
9317,959,2,20,1,87,5,1,1
8710,2058,2,20,2,31,6,1,1
10137,1686,1,18,2,1,2,4,4
6532,725,2,18,1,31,6,3,4
14700,2087,2,21,2,26,2,1,1
10551,741,2,19,1,13,3,1,4
11478,1318,1,17,2,34,1,1,1
9723,1558,2,19,1,47,1,1,3
13541,2017,2,21,1,68,5,2,2
7300,1189,1,19,2,84,1,3,4
13243,2087,1,20,2,36,5,2,2
10238,1430,1,21,1,62,2,1,3
5034,2016,1,17,1,10,5,4,4
8158,1946,2,17,2,4,2,2,3
11399,680,2,19,2,16,1,4,2
9145,1508,1,18,2,92,2,2,4
13084,1472,1,19,1,84,4,3,4
8243,1448,1,20,1,30,3,3,3
13015,2085,1,17,2,56,4,4,2
14183,671,1,17,2,6,6,3,4
10542,803,2,18,1,59,4,3,1
11766,758,2,17,1,54,4,4,4
11208,913,2,20,1,99,2,1,1
12089,1534,1,18,2,67,3,1,3
9457,1198,1,21,1,4,3,3,2
14859,1502,2,18,2,65,4,1,2
14399,1663,2,18,1,11,3,3,2
7800,1925,1,19,1,8,6,4,1
13520,784,1,17,1,2,2,4,1
7366,2060,1,19,1,33,5,4,2
8576,1058,1,19,1,14,4,2,3
6112,979,1,20,1,21,3,3,4
7639,1972,1,18,2,58,1,4,1
4929,2076,1,17,2,60,1,3,1
9414,1699,2,20,2,52,3,1,1
4503,1223,2,18,1,26,6,4,1
6462,1189,1,21,2,41,1,3,1
9895,705,1,18,2,47,1,2,3
11265,968,1,19,1,1,1,3,2
7264,1818,2,19,1,9,6,3,2
8998,1469,1,17,2,76,6,1,3
5212,1242,2,17,2,3,5,3,2
6507,1404,1,17,2,29,4,4,3
14014,1348,1,17,1,19,6,1,3
7037,1084,1,17,1,3,1,2,4
8453,1874,1,20,1,97,4,4,4
4682,1150,1,18,2,36,5,1,4
4453,657,1,20,2,78,1,3,3
10134,943,1,17,2,84,5,2,2
8221,699,2,20,1,41,2,2,3
12926,1063,2,20,2,36,1,1,2
13109,645,2,19,2,87,2,3,4
8747,1198,2,19,1,24,6,4,4
8519,2062,2,19,1,63,4,3,4
5743,986,2,17,2,42,2,2,1
7344,1094,1,17,2,7,6,3,4
6082,1266,2,20,1,32,1,2,2
6294,842,1,20,1,72,5,4,3
14548,805,1,17,2,94,5,2,1
12743,2076,1,19,2,16,3,4,3
8255,1336,1,20,1,21,1,2,2
12923,632,2,18,1,77,6,1,1
5722,677,2,18,1,32,3,3,2
7301,691,1,21,1,26,6,4,4
13395,2093,2,20,2,4,2,2,2
12518,1216,2,20,2,66,3,2,4
8782,1276,1,17,1,26,6,3,3
11275,1450,1,19,2,97,1,2,4
14607,983,2,21,2,53,4,1,3
12848,1987,1,18,1,44,6,2,4
13898,1652,1,20,2,85,1,1,4
7345,1929,2,21,2,58,5,1,3
10859,778,1,18,2,5,3,4,3
12669,1723,2,17,2,30,3,2,2
13925,1987,1,20,1,55,1,1,4
7489,690,1,19,2,71,1,3,4
12865,881,1,21,1,44,5,3,2
4239,1231,1,21,1,7,3,1,1
4642,1739,2,21,2,93,6,3,3
6768,1512,2,19,2,34,2,2,4
6171,799,2,17,2,87,5,4,1
6947,1293,2,18,1,49,3,2,3
4556,1237,2,19,1,37,5,3,2
12787,1002,1,18,1,31,6,4,4
7799,1463,1,20,1,70,1,1,3
11042,1578,1,17,2,40,5,2,4
14018,1950,2,19,2,22,3,1,3
10574,1934,1,18,2,84,6,3,1
11368,1697,1,19,2,92,4,2,2
9101,794,2,18,2,28,3,4,1
4191,1682,2,21,1,50,6,3,3
9182,1520,2,17,2,65,1,4,2
12952,1942,2,18,1,79,3,4,1
11282,1950,2,19,2,28,4,1,1
9771,942,2,18,1,68,3,1,4
5540,1100,1,18,1,98,5,2,3
14792,1950,1,21,1,73,6,3,2
10037,1641,1,21,2,37,3,4,1
12296,1576,2,20,2,46,5,1,3
10149,1585,2,17,1,61,5,4,4
8116,1005,1,19,2,65,6,2,4
11578,1430,2,20,2,78,6,4,1
14170,1615,2,21,1,76,1,1,1
10289,1996,2,19,2,64,5,1,1
11687,1805,1,19,2,77,1,1,4
7996,1357,1,20,1,56,3,3,3
11443,703,1,18,2,38,4,3,1
11134,1101,1,21,2,74,3,3,1
12689,1573,2,19,1,27,5,1,3
13579,767,2,21,2,96,1,4,2
9315,1684,2,17,1,90,6,1,2
14252,1893,1,20,1,36,6,4,4
10170,1635,1,18,2,5,6,2,3
13785,1737,1,20,2,46,5,1,1
5311,1038,1,17,2,27,1,4,3
9258,1083,1,21,2,55,1,1,4
9382,1272,1,21,1,25,2,1,3
14767,1041,1,20,1,11,4,2,4
10360,2059,2,18,2,52,6,2,4
9473,1900,2,21,1,65,2,2,3
12850,1569,1,18,1,2,1,1,4
9780,1545,1,18,1,11,1,3,1
14167,1800,1,18,1,53,1,4,4
10259,2010,2,20,2,65,2,1,3
4561,1736,1,20,2,68,3,4,3
12349,1052,2,21,2,86,5,3,4
12749,1784,2,18,1,17,1,2,1
7158,872,1,17,2,72,2,2,2
9054,1543,1,18,1,95,5,3,2
8354,768,2,21,1,30,2,3,1
5946,1135,1,17,1,18,6,4,1
12660,1259,2,19,2,82,3,2,1
14417,1065,2,17,1,9,4,4,4
13280,1767,1,17,2,90,3,3,3
11400,1951,2,17,2,14,4,2,3
5688,2071,2,21,1,37,2,3,3
11528,1039,1,19,1,3,1,1,4
5985,1872,2,19,1,77,6,3,3
11625,857,2,17,1,53,3,1,3
5170,831,1,21,1,88,5,4,1
10171,837,2,19,1,96,1,1,1
8305,1860,2,21,1,45,6,2,2
7029,707,2,20,2,94,1,1,2
4746,1921,1,21,2,3,4,1,1
7340,700,2,19,1,92,4,3,4
13094,1086,1,18,2,51,3,2,3
10801,705,2,21,1,21,1,1,3
9816,776,1,18,1,21,3,2,2
10293,1320,1,21,1,43,2,2,3
11005,710,2,21,1,43,1,2,3
5346,1569,2,19,1,58,6,3,2
6902,1398,2,21,1,57,1,1,3
10580,1252,1,17,1,70,5,4,3
12637,912,1,19,2,23,3,1,4
12074,1825,1,18,1,90,2,4,1
14821,621,1,20,1,5,5,4,2
7306,820,1,17,1,9,2,1,3
6920,1277,2,20,2,36,3,3,1
12600,1547,1,17,1,51,4,3,1
12604,1547,1,18,1,2,3,1,2
8855,1861,2,17,2,36,1,1,1
4974,767,1,17,1,91,2,2,2
14450,1911,1,17,1,62,2,4,1
12604,2037,2,20,2,3,4,1,2
8561,1505,2,18,2,68,1,2,2
6484,966,2,20,2,100,2,4,1
10018,1403,1,18,2,13,3,1,4
9990,1381,1,20,2,4,6,3,2
4499,1675,2,19,1,25,5,1,4
6391,1755,2,20,2,95,3,2,2
10574,1131,2,21,1,31,1,1,1
10003,1997,2,19,1,57,1,4,3
7189,796,1,19,2,56,3,4,2
10414,1593,1,20,2,23,5,4,2
6794,1798,1,20,2,69,4,3,2
4506,808,2,21,2,57,6,1,4
10138,1479,1,20,2,42,1,2,1
14264,1735,1,18,1,64,6,3,2
8290,640,1,20,1,92,5,3,3
12861,1352,1,19,1,61,3,1,4
14711,1350,1,17,2,44,6,2,4
10908,988,2,19,2,64,2,4,3
11842,686,1,21,1,7,4,1,2
5045,1555,1,20,2,7,2,3,2
11187,2093,2,18,2,70,2,1,2
5016,1469,2,20,2,21,2,3,1
9437,954,2,21,2,53,3,2,4
10823,1953,2,17,2,87,5,2,1
9431,1274,1,17,2,24,5,3,4
11645,977,1,21,1,58,5,1,3
7515,1170,2,17,2,61,6,1,1
13913,2026,1,20,2,25,5,2,1
9115,1045,1,17,1,26,5,2,1
11619,2019,2,19,1,80,3,1,2
4854,1102,2,18,1,2,4,3,3
8230,1900,2,18,2,31,6,2,2
6276,1303,2,20,2,82,5,4,3
5629,1350,1,17,1,27,5,2,3
4766,2009,1,19,1,82,6,2,3
6485,1047,2,18,1,45,6,3,4
4814,1841,2,21,1,43,3,2,1
7884,1128,1,20,2,56,1,1,4
4372,819,1,18,2,47,2,4,3
13400,901,2,20,1,75,4,4,4
4822,1274,2,21,2,92,3,2,1
6671,1107,2,19,1,23,5,2,4
5411,1454,1,19,1,13,2,4,4
9404,2039,2,19,1,5,3,2,1
8843,1648,2,19,2,56,2,4,2
12822,1843,1,20,2,36,6,4,3
9448,682,1,18,2,64,4,2,3
6028,1561,2,21,1,12,5,3,4
12149,1942,2,17,2,58,6,4,4
11874,1803,1,18,2,33,3,4,2
14126,1969,1,20,2,1,6,3,1
8184,1397,2,19,1,10,3,1,1
6440,1608,1,18,1,2,3,4,2
7274,1954,1,18,2,69,2,2,3
12410,1428,2,20,1,3,1,2,2
13245,847,1,17,1,77,3,4,4
6937,1677,1,20,2,87,1,3,4
7510,1243,2,18,1,39,4,4,4
7955,1358,1,21,1,31,2,1,2
4764,1087,1,20,2,1,1,1,3
12681,1845,1,18,2,66,3,3,1
13636,2052,1,17,2,20,2,2,2
5587,1076,2,21,1,3,1,2,3
11201,1974,1,20,2,32,2,3,2
11878,1964,1,20,2,42,2,1,4
11262,879,2,17,1,57,6,1,1
10733,1980,1,18,1,84,1,3,1
5414,671,2,19,1,80,1,3,2
5295,743,1,21,2,21,2,2,3
14281,684,1,21,1,16,1,1,2
6141,1706,1,20,2,24,3,1,2
4883,1614,2,20,1,90,3,2,4
9968,1356,1,19,2,60,1,2,2
5369,715,2,17,2,64,4,1,2
9700,1631,2,20,1,41,6,1,4
4755,1720,2,19,2,92,1,2,3
4659,833,1,18,1,38,2,2,2
10441,906,2,19,2,84,4,1,3
9043,852,2,21,1,25,4,4,3
9326,2071,2,17,1,79,2,4,3
9966,1559,2,17,2,80,6,4,1
7943,1742,1,18,2,76,4,4,3
10206,1186,1,18,2,16,1,4,1
7761,712,2,20,1,9,6,1,4
12675,1764,2,19,2,18,3,1,1
10139,968,2,21,1,53,1,3,4
9327,2035,2,18,1,39,3,1,2
11007,2010,2,17,1,100,2,2,2
7084,1752,1,19,1,35,1,2,4
13162,1836,1,21,2,62,3,4,4
4742,1255,1,20,1,57,1,1,3
10914,982,1,18,2,35,2,4,4
12752,1791,1,20,2,100,2,2,4
10039,1773,2,17,1,19,4,4,3
10225,1838,2,18,1,13,5,3,3
6527,1187,2,17,1,35,2,3,3
13318,2060,1,20,2,29,5,1,4
7997,2008,1,19,2,52,1,1,1
12404,1332,1,19,2,61,3,2,4
11842,1248,2,17,2,55,3,2,4
11125,1906,2,20,1,77,4,3,1
8678,1503,1,17,2,1,6,3,3
11144,1573,1,17,1,98,6,1,1
4985,1340,2,20,1,97,4,3,4
10897,676,1,17,1,86,1,3,2
14975,1009,1,19,1,29,4,1,3
12097,1002,2,18,1,18,1,3,2
7681,1659,2,21,2,19,2,1,2
10788,1096,1,17,1,94,5,3,1
14702,1074,1,18,1,21,4,3,3
12401,1072,1,20,1,44,3,2,3
13807,807,2,21,2,49,4,1,3
5721,1673,2,17,1,37,2,1,4
5165,977,1,19,1,100,6,1,4
9891,1079,1,17,2,10,4,1,3
8057,954,1,19,2,21,5,2,1
12611,765,2,19,2,70,3,1,2
12113,691,2,21,1,63,4,2,4
10931,661,1,19,1,97,1,1,1
5607,711,1,20,1,27,6,2,3
6776,1560,1,17,2,56,6,2,1
13066,873,2,17,2,48,5,4,2
12532,1452,2,18,2,25,4,4,1
9183,2040,2,21,2,40,2,1,1
11566,1238,1,18,2,100,2,4,3
14415,664,2,19,2,47,6,3,1
4753,1469,2,18,1,66,5,2,1
7375,1489,2,19,2,92,2,1,1
4239,1688,2,18,2,94,1,3,2
10080,1918,2,21,2,100,6,2,4
14551,1368,1,21,2,28,5,3,3
13315,1601,1,17,1,39,6,2,4
12043,1118,1,17,1,77,6,4,4
4224,2061,1,20,1,28,4,2,1
6448,1179,1,20,1,32,1,1,4
5958,1896,1,19,1,23,4,3,1
4881,1733,2,19,2,41,6,3,2
4766,891,1,21,2,21,4,3,4
7901,1028,2,21,1,3,2,1,4
7336,1269,2,19,1,72,3,4,3
4376,1168,1,18,1,60,6,4,2
10070,925,2,17,1,58,4,1,2
4266,1014,2,20,2,88,1,1,4
11752,1202,2,21,1,19,6,2,3
5704,1021,2,20,1,33,5,1,4
7582,1300,1,21,2,12,1,1,4
12311,1748,2,18,2,21,2,1,4
8968,1567,2,18,1,54,3,3,3
6778,1883,2,17,1,13,4,4,4
5824,2084,1,17,1,27,5,4,4
4339,1072,1,20,2,50,1,3,3
12761,1524,1,19,2,16,5,2,2
7492,1808,1,19,1,38,4,2,3
10788,726,2,19,1,35,2,4,2
14467,783,1,19,2,38,4,2,4
6369,712,1,21,2,14,3,3,1
7976,1076,2,21,2,6,5,4,3
9569,773,2,17,1,39,3,3,3
4137,699,1,20,2,49,6,4,3
12903,758,1,17,1,34,1,2,1
14331,1466,2,17,2,9,5,2,1
9924,1122,1,20,1,98,1,1,1
13926,1895,1,17,2,77,2,4,4
6508,1618,2,20,1,30,3,2,3
8194,1146,1,21,1,17,5,3,3
11507,1947,2,19,2,61,5,3,4
13075,1645,1,18,1,72,4,2,2
8063,1802,2,20,2,33,5,1,4
14237,2043,1,20,2,2,6,1,3
11635,897,1,19,1,97,5,3,1
9801,717,1,20,2,1,1,2,3
6294,1365,2,18,1,7,6,1,2
13846,1320,1,17,1,83,2,1,4
13425,1804,2,21,2,45,1,1,2
14862,1444,2,18,1,47,2,3,1
7929,1361,2,18,1,45,1,3,1
6761,1753,1,20,2,24,3,1,1
4798,616,2,18,1,14,3,4,3
10115,675,2,20,1,31,3,3,1
10989,1501,2,19,1,78,4,2,2
10079,998,1,21,1,88,1,1,1
8892,1694,1,21,2,69,2,2,2
10407,962,2,17,1,31,1,2,2
7680,1693,2,18,1,7,3,3,4
6946,1435,2,21,2,84,4,1,4
6072,914,2,20,1,26,6,4,3
10327,2058,2,20,2,95,1,2,4
6617,1391,2,17,1,60,3,1,1
10394,1265,2,17,1,9,5,1,3
14813,1321,1,20,2,8,2,1,2
10188,862,2,20,2,23,3,4,4
12785,1256,2,21,2,90,3,2,3
13394,1730,1,21,1,74,6,4,2
8745,689,2,19,2,35,6,2,2
4384,1440,2,21,2,97,1,4,2
5214,704,2,21,2,79,4,4,1
9244,1636,1,17,1,18,4,4,3
6895,1210,2,17,2,72,1,3,3
13176,943,1,20,2,74,3,1,1
9136,1470,1,21,1,62,5,1,4
6214,1711,1,20,1,76,5,2,1
12805,1203,1,17,2,58,2,4,2
8125,916,1,17,2,89,6,2,4
13115,1976,2,18,2,14,3,2,2
14807,852,2,20,2,12,1,1,2
10465,1027,1,17,1,23,3,3,4
11493,605,2,18,1,47,4,4,3
9839,857,2,18,2,25,5,4,1
5705,943,1,17,1,31,5,1,4
10020,1748,1,17,2,66,3,4,3
8078,1358,1,20,2,62,4,1,2
7521,767,1,19,2,68,5,3,1
12622,1244,2,17,2,17,6,2,2
7729,1600,2,19,1,16,3,1,3
5541,685,1,18,1,42,4,2,2
12477,1908,2,20,1,54,4,2,2
13992,1791,1,20,2,22,4,4,2
5172,1434,1,17,1,52,1,1,4
10130,2082,2,18,1,50,1,4,2
11160,1812,2,17,1,61,1,3,2
13044,2067,2,20,2,81,5,3,1
12468,1404,2,21,2,2,4,1,1
12435,1831,2,21,2,37,5,2,2
5779,987,2,17,2,26,2,1,1
12771,1515,1,21,1,68,4,2,3
7755,1406,2,17,2,56,2,4,4
9473,1784,1,18,1,11,2,1,2
10303,899,2,19,1,50,6,4,4
4111,955,1,21,1,90,5,3,3
8092,1214,1,17,2,97,6,3,1
4891,1651,1,18,2,30,6,1,3
11895,1086,1,17,1,31,6,1,3
7887,1939,1,18,1,60,4,3,3
13998,2089,1,19,2,79,4,3,4
7653,1349,2,21,2,71,5,4,3
8855,1185,1,18,1,46,2,2,2
9047,1086,2,20,2,85,3,1,2
8362,1147,2,18,2,20,4,3,1
12816,1668,1,19,2,19,1,1,4
10272,1561,1,21,2,25,5,4,1
7262,875,1,20,2,53,6,3,1
9017,612,2,18,1,51,3,2,4
5351,1965,1,18,2,45,4,1,4
11060,1893,1,20,2,29,1,4,3
6646,1416,2,17,2,97,4,1,4
9570,1750,2,19,2,67,1,3,3
8209,2015,1,17,1,13,2,4,3
8339,1474,1,18,1,35,6,2,2
11492,1546,2,20,2,96,6,3,1
6211,1251,2,21,1,35,4,3,1
5758,765,2,19,2,39,5,3,2
5856,1438,1,21,1,71,5,3,1
4036,1777,1,20,1,29,5,4,1
13623,1325,2,19,1,19,1,4,4
14525,1207,2,17,2,54,3,4,2
11008,666,1,20,1,58,2,2,1
4986,1260,1,17,2,26,3,1,2
10054,1010,1,21,1,97,2,3,1
9753,2007,2,20,1,90,1,4,4
10345,1534,2,18,2,94,4,2,3
8307,1379,1,21,1,7,5,2,2
13605,1441,1,21,1,96,1,4,1
7211,1460,1,21,1,21,2,4,3
8312,813,2,18,2,13,1,2,1
9029,2059,2,17,1,39,3,1,4
12759,1368,1,21,1,15,1,4,2
7079,1284,1,21,2,63,5,3,3
5411,2027,2,17,1,63,1,2,1
14602,1450,2,18,1,86,2,1,2
12101,904,1,21,1,29,4,2,4
8807,1621,1,19,2,55,6,4,4
9381,1465,1,21,2,6,1,4,1
4895,811,1,19,2,91,5,3,3
12252,727,1,20,2,78,6,2,2
8904,1511,2,19,2,81,2,3,3
5759,1407,2,19,2,61,2,1,2
13049,1653,1,19,2,16,2,1,2
9726,1521,1,19,2,79,3,1,3
7475,1192,1,20,1,37,1,4,3
12885,1252,2,17,2,87,3,2,3
13263,1893,1,18,2,27,3,1,4
4650,2002,2,20,1,35,6,1,2
7205,934,2,20,2,58,4,3,2
8851,1294,2,17,1,35,1,1,4
9876,1191,1,19,2,62,3,2,2
5231,1168,1,18,2,1,6,2,4
5326,1696,2,21,1,73,4,1,1
6552,1979,2,17,1,33,3,2,4
14251,612,2,21,2,36,2,1,2
8203,1561,1,17,2,20,5,4,3
12252,2027,1,20,1,65,1,1,2
10879,956,2,17,1,66,5,2,3
8960,1882,2,21,2,47,6,4,4
8808,1713,2,17,1,29,3,3,4
8961,1521,1,18,2,65,3,1,3
12551,654,1,18,1,7,5,4,4
4953,1831,1,19,1,81,1,3,3
5646,1789,1,21,2,43,6,4,3
4055,995,1,21,2,94,4,2,1
9423,1117,1,17,1,4,3,3,4
10455,2046,1,20,2,42,5,4,3
10884,1937,1,19,1,29,3,4,1
14196,1122,1,17,2,33,3,1,3
8813,1457,1,20,1,67,5,2,2
5639,2005,2,19,1,29,2,3,3
4418,1899,2,17,1,71,1,1,1
4782,1500,2,21,2,9,2,1,2
7252,742,1,21,1,48,2,3,2
6301,901,2,17,2,67,6,4,3
8854,1058,2,18,2,39,2,2,4
4404,1967,2,20,2,99,4,4,1
5017,1726,1,21,1,81,6,2,3
10848,1643,1,18,1,69,3,3,3
9814,1817,2,20,1,26,6,4,3
7669,1764,2,17,1,27,6,2,4
13867,1823,2,20,1,79,6,2,2
11816,2059,1,21,2,35,4,1,1
8480,1854,2,20,2,45,2,1,1
7204,1601,2,19,1,20,4,2,3
10133,1022,1,19,1,42,2,4,1
7855,2004,2,21,2,59,6,3,3
12373,1816,1,21,1,82,1,4,2
14858,1775,2,17,2,1,2,1,3
10587,885,2,21,2,1,1,3,4
5239,809,1,18,2,64,4,1,3
11455,1953,2,18,2,15,4,1,3
7819,834,1,17,1,57,4,4,3
11159,920,2,21,1,43,4,2,4
5059,916,2,18,1,69,2,4,3
4746,662,2,21,1,21,3,1,3
11268,637,2,18,2,58,6,4,1
15000,1661,1,20,1,87,3,4,1
14031,923,1,17,2,83,6,2,3
9918,1959,2,19,1,44,3,1,4
9745,1022,2,18,1,7,2,3,3
6117,1358,1,18,2,10,3,1,2
6351,887,1,19,1,38,1,4,1
6910,2056,2,21,2,55,6,1,2
8499,693,1,21,2,20,5,2,2
11641,649,2,18,2,11,6,4,2
8492,1418,1,20,1,53,5,4,1
5610,1352,2,17,1,5,1,4,1
11230,609,1,21,1,63,4,4,2
14008,1177,1,21,2,66,2,1,1
14485,1397,1,21,1,25,4,3,4
10828,1547,1,17,1,48,1,4,3
10212,1263,1,21,1,58,2,4,3
7340,1745,1,18,1,52,4,3,3
13238,1194,2,18,2,16,2,2,2
4193,1959,2,20,1,78,2,1,2
6482,1109,1,18,2,38,5,1,1
7816,1982,1,20,1,1,4,3,2
7519,1145,1,20,1,40,1,4,3
14909,1845,1,21,2,90,5,2,4
13330,1548,1,20,2,66,2,4,4
4078,1980,1,18,1,20,4,4,1
8897,1170,2,21,1,13,3,1,4
14175,1300,2,20,2,61,1,2,4
4206,1074,2,20,1,42,1,4,1
13140,2018,1,18,2,34,2,2,1
5237,1076,1,19,1,95,3,3,3
14340,1338,1,19,2,47,2,4,2
9424,1816,2,19,1,71,1,2,3
12797,1577,1,21,1,31,1,2,1
9887,1203,1,21,2,18,5,2,1
6098,1586,1,19,1,91,3,1,1
8423,1432,2,20,2,63,2,1,3
13345,1916,2,17,1,83,2,2,4
14281,1119,2,21,1,44,6,4,2
9864,1048,2,20,2,81,2,3,2
4201,2012,1,21,2,30,2,4,1
6018,864,1,18,1,79,1,1,1
5734,1907,1,18,2,88,4,3,4
5783,1400,1,20,1,64,6,2,1
14457,2098,2,21,2,60,1,2,3
4255,1854,2,21,1,12,3,2,1
8814,2013,1,21,1,59,3,3,4
12971,1841,2,18,1,70,1,4,3
9018,924,1,19,2,47,2,3,4
11175,1324,2,20,2,91,6,2,3
8768,1342,2,19,2,13,4,3,3
9702,2041,1,20,2,57,4,2,2
13718,1139,2,17,1,39,4,2,4
12788,1756,2,18,2,30,6,2,4
4751,625,1,18,2,77,5,3,3
12936,1826,1,17,2,2,1,3,2
8107,2011,1,18,1,50,1,1,3
10065,1630,2,21,2,91,5,1,2
12825,1692,2,20,1,29,5,3,4
10324,1695,2,20,1,15,3,2,1
8690,1137,1,19,2,4,4,4,1
14156,1687,1,21,1,29,4,3,2
7674,798,1,20,1,12,1,1,4
4750,1005,1,19,2,87,3,3,3
9401,1590,2,18,1,99,2,2,1
7962,1369,2,18,2,85,6,4,3
7367,1406,2,18,1,4,1,2,3
14553,1406,1,18,2,19,3,4,1
14003,1487,1,20,1,44,6,1,2
10961,891,2,17,1,23,1,2,3
10278,733,1,21,1,85,6,1,2
10493,1872,2,18,2,51,1,4,2
7016,1491,2,18,1,25,3,3,4
10637,1595,2,18,2,56,6,2,2
7610,1927,1,20,1,3,2,1,3
7807,1060,1,17,2,59,5,2,2
10188,1287,1,17,1,95,2,3,3
11097,1593,2,17,2,27,1,3,2
8142,1065,2,20,1,62,6,3,2
7847,1469,2,17,2,37,2,1,2
13438,1305,1,19,2,81,6,1,3
12103,1750,2,19,2,14,2,2,3
10746,673,2,20,2,11,3,2,1
9444,636,1,21,1,16,6,2,3
4043,886,2,17,1,23,1,3,3
11062,965,2,19,1,66,2,4,4
12650,832,1,18,1,98,6,2,2
8395,656,1,17,2,70,4,3,1
10763,1307,1,19,1,36,1,3,4
13139,621,1,19,2,25,1,1,1
13812,907,1,20,2,51,6,3,3
8407,960,1,18,1,23,4,4,4
9590,1307,1,18,2,26,2,1,2
7552,1472,2,21,2,83,1,4,3
14790,813,2,21,2,59,2,4,3
12785,842,2,20,2,69,3,1,1
7630,1877,2,21,2,90,6,2,2
10000,1999,2,21,1,98,5,1,1
4809,1406,2,19,2,33,5,4,2
13544,1730,2,18,1,100,5,1,3
13409,1777,1,18,1,15,4,1,1
10326,607,2,20,2,85,6,2,2
13534,1154,2,21,2,56,4,2,3
10712,1901,1,20,2,67,3,1,2
6166,1884,1,21,2,87,5,3,2
10125,756,2,19,1,56,5,1,1
10294,741,1,20,1,40,5,2,3
14189,964,2,19,2,65,5,2,4
4846,1660,1,20,2,28,4,4,1
4541,860,1,20,2,30,1,1,4
12464,1003,1,19,1,21,3,4,4
8152,1566,1,20,2,8,4,2,4
4325,2042,2,21,1,52,1,4,4
9290,1401,1,21,1,6,4,4,3
9207,1093,2,19,2,47,2,4,2
11436,1296,1,21,2,72,5,3,1
11990,1025,2,21,1,47,4,3,1
6548,2001,1,20,1,49,2,1,4
12347,1441,1,18,1,51,6,3,3
8197,1219,2,19,2,4,4,2,4
