website,socialmedia,contact
55,273,262
232,299,41
72,189,296
321,232,118
136,204,224
106,278,275
300,171,200
241,143,56
272,220,288
61,139,128
256,296,49
26,279,94
155,297,67
356,179,57
24,209,58
336,59,180
301,150,258
296,154,69
52,234,262
190,46,243
295,219,95
265,158,74
209,246,177
381,268,90
394,8,8
52,280,290
47,103,3
127,122,291
384,77,264
169,198,205
343,236,222
73,51,190
345,160,205
205,129,152
55,148,250
190,279,162
110,2,5
55,263,56
92,120,74
122,53,283
369,76,15
34,239,19
165,227,89
134,114,120
269,81,118
276,273,276
180,117,97
208,97,75
275,11,99
373,189,135
15,129,118
84,91,48
164,116,87
91,170,126
211,15,162
72,236,63
92,250,109
214,19,80
259,277,260
197,300,213
83,275,295
171,17,168
57,286,205
221,147,117
358,127,90
8,180,124
280,153,224
127,80,206
393,42,39
240,255,75
163,295,74
57,75,144
155,77,195
102,24,177
324,139,70
82,119,279
104,268,152
321,99,162
174,82,179
294,99,239
400,35,175
284,4,179
168,213,76
273,153,157
395,177,190
121,259,216
173,281,206
65,121,93
131,115,238
294,245,151
148,282,29
167,237,229
16,101,49
82,296,149
346,263,289
50,47,92
76,43,293
45,207,154
371,26,201
124,98,46
299,181,203
183,153,289
174,23,105
117,154,120
6,295,95
174,156,250
212,240,177
5,137,58
287,284,18
209,227,141
2,253,166
249,19,267
283,214,193
85,246,107
270,288,47
393,217,200
114,32,84
176,265,130
391,33,200
43,97,49
357,91,70
92,36,161
143,165,219
335,187,55
244,278,145
166,69,122
396,177,86
161,258,43
374,269,30
21,282,15
177,43,255
360,9,67
74,234,174
371,221,250
139,42,88
157,136,276
96,56,81
4,13,128
247,11,294
130,106,242
205,131,237
31,93,138
137,24,229
49,17,63
345,153,204
396,22,165
250,206,138
367,139,24
74,179,203
267,238,266
100,100,58
51,217,45
311,159,273
201,137,125
49,156,112
385,150,13
278,174,220
261,176,64
315,229,31
87,250,221
100,235,149
353,279,109
132,51,139
369,251,215
24,134,39
58,250,234
45,213,80
281,61,245
339,119,111
234,244,240
205,124,238
150,282,142
100,88,189
207,207,18
135,145,10
337,261,172
303,149,118
129,291,139
82,46,179
354,55,24
62,129,2
230,255,1
219,167,274
39,259,210
289,131,124
354,73,264
353,177,19
400,258,243
268,128,276
317,270,187
363,38,207
55,226,95
204,121,134
184,289,142
214,80,37
175,121,71
365,166,290
46,90,254
79,146,299
233,239,25
47,33,155
170,126,187
324,168,239
237,13,255
50,66,73
324,66,15
382,207,74
270,159,120
222,218,23
381,284,281
169,44,68
190,134,78
76,113,8
50,297,202
258,28,126
301,180,283
231,66,30
386,60,66
127,93,211
109,209,237
274,290,300
264,16,188
139,204,292
37,86,26
69,271,12
242,175,239
375,180,19
185,89,237
366,187,113
354,299,112
121,152,289
229,274,222
367,5,95
13,47,46
371,8,33
362,81,207
145,224,254
189,35,115
158,124,111
120,253,19
248,165,274
214,174,186
241,129,139
126,182,107
324,86,44
239,15,259
43,278,205
285,63,190
57,191,62
134,96,221
192,178,119
269,250,179
38,164,215
9,270,145
331,281,46
92,123,227
187,245,287
172,98,208
329,111,14
230,170,263
192,141,192
109,74,78
192,94,179
71,89,218
298,107,266
17,186,218
29,205,93
306,181,189
81,141,217
293,74,84
365,24,265
156,281,254
71,38,134
288,86,287
162,196,298
69,132,43
85,76,114
334,62,89
233,294,148
86,230,162
225,128,195
301,31,277
230,220,84
54,79,14
19,103,212
367,173,66
99,49,223
117,35,180
223,62,265
240,48,258
109,52,299
345,235,123
224,198,17
99,145,34
68,174,167
150,72,162
186,269,178
241,204,97
154,115,48
119,276,57
61,300,163
327,253,27
320,150,229
234,238,3
219,1,126
18,165,26
53,238,235
105,123,109
295,153,40
158,210,193
34,170,200
77,214,195
83,258,205
167,24,240
26,79,180
246,144,153
398,48,37
213,250,56
344,22,60
209,231,144
226,72,79
143,237,257
396,141,230
366,2,60
69,150,145
389,261,185
313,257,5
286,12,75
328,122,157
9,216,195
265,175,67
217,82,298
25,260,9
384,107,121
52,61,165
22,203,262
175,277,11
234,223,93
24,77,132
124,222,97
159,50,58
395,282,92
110,149,248
17,169,131
188,290,143
368,281,280
81,214,246
156,226,273
375,98,58
101,104,167
362,48,206
126,96,80
366,83,45
217,185,175
178,52,66
43,114,69
61,143,159
33,266,10
59,186,28
10,50,282
366,263,131
294,72,155
49,84,178
397,277,248
95,57,6
185,77,234
226,94,137
251,192,246
145,48,53
174,196,215
86,69,294
4,287,53
353,212,34
368,187,165
327,60,245
225,150,142
116,126,211
21,211,187
259,56,31
194,95,126
106,232,86
266,119,83
133,279,218
184,166,67
357,6,259
255,110,57
45,128,158
10,55,10
238,147,197
351,42,67
197,235,242
334,92,289
208,35,253
213,65,187
20,148,242
263,135,33
192,26,282
345,112,146
9,275,103
18,286,6
221,220,30
239,191,116
130,196,271
123,81,55
185,23,271
355,278,161
186,219,133
320,188,189
236,2,165
48,218,96
100,24,184
315,36,272
149,113,58
240,281,207
224,205,127
313,277,190
197,292,113
225,202,259
73,115,255
317,214,61
246,223,289
193,86,7
193,46,202
44,148,60
207,199,221
91,240,9
333,30,99
316,82,15
57,16,164
372,183,6
200,197,220
142,293,143
372,206,111
34,202,263
22,200,92
143,169,84
150,107,49
100,51,5
13,173,78
266,58,192
226,116,2
209,237,252
108,277,132
212,50,220
276,169,3
65,115,164
273,91,242
128,154,92
138,139,188
378,251,114
179,264,90
55,45,231
2,110,286
355,222,102
236,138,191
199,47,216
12,81,53
52,89,96
329,234,205
164,33,272
210,69,264
240,102,30
257,38,50
386,167,172
394,262,136
198,231,259
115,281,233
246,212,248
24,274,269
83,254,207
84,225,237
126,156,87
231,229,69
198,291,38
33,7,114
313,245,107
351,36,260
3,96,267
44,276,100
113,255,82
297,170,27
379,106,47
218,221,75
113,37,18
95,243,237
62,56,199
65,246,298
345,181,5
255,192,186
334,73,244
149,191,27
126,244,300
141,94,171
120,267,72
245,190,103
314,129,169
228,28,96
117,282,218
130,230,70
48,141,199
71,196,39
18,90,199
251,4,174
113,239,70
245,30,86
177,6,224
37,197,140
104,49,205
386,61,297
258,293,27
142,65,80
223,183,196
361,109,210
84,81,262
299,78,253
235,25,232
240,50,124
190,293,237
1,199,234
348,96,252
127,116,97
102,250,230
23,41,56
174,187,110
199,144,281
163,89,185
91,25,239
373,75,56
311,100,136
282,123,239
352,151,117
121,62,205
143,260,47
74,277,275
265,136,286
223,175,45
244,203,6
39,265,37
155,12,121
207,60,32
105,199,69
295,44,143
397,292,134
186,74,131
50,288,151
399,155,100
18,66,193
87,12,122
30,180,34
13,18,82
119,151,275
227,77,63
38,36,85
366,190,78
178,218,214
363,87,132
290,187,235
348,263,201
314,2,105
345,290,115
375,90,157
323,32,229
106,50,12
32,8,118
217,226,178
355,15,110
301,207,62
39,91,206
140,232,127
252,14,133
138,76,117
139,7,222
299,171,292
122,146,229
249,209,257
269,140,152
281,206,239
219,71,186
382,12,131
48,266,227
360,16,151
327,31,82
312,275,249
375,191,199
285,46,221
198,203,144
207,148,266
34,22,62
151,278,56
323,222,1
33,230,36
92,51,158
4,195,1
332,261,259
156,75,89
32,190,2
148,226,70
176,291,239
302,241,94
327,154,254
154,165,41
338,53,268
356,299,195
47,42,226
242,218,44
170,119,41
45,131,293
138,201,189
288,220,188
88,82,300
158,153,202
79,187,82
225,63,28
400,255,281
182,261,129
56,232,60
156,7,276
300,295,87
209,36,178
226,154,79
243,130,85
19,180,50
183,117,97
112,103,125
156,50,218
259,49,4
263,195,108
1,201,250
252,179,101
130,60,117
303,15,157
386,105,251
325,188,277
360,194,219
387,54,231
194,108,49
22,173,175
306,76,180
133,4,157
336,280,189
306,29,149
272,3,95
250,120,98
118,280,18
225,148,82
373,109,253
400,37,281
55,70,264
29,153,221
379,284,268
231,52,286
288,278,246
387,99,18
287,220,235
254,214,213
196,237,24
246,284,226
2,96,145
108,98,282
83,221,65
163,195,84
201,96,218
258,51,224
252,100,68
385,47,101
15,199,260
287,71,148
152,161,172
256,104,280
98,69,205
400,60,24
317,22,99
242,128,294
88,176,84
232,283,283
164,161,234
214,242,120
31,15,15
208,159,34
24,251,231
58,232,236
333,223,225
180,271,97
104,125,188
276,140,211
52,241,69
277,226,116
310,36,13
297,102,286
155,250,50
41,249,76
135,92,226
115,87,240
258,195,59
42,178,26
261,242,15
148,297,177
38,175,80
133,279,154
373,90,40
26,292,93
299,249,185
20,120,83
156,6,189
96,114,146
336,230,14
132,119,88
298,26,287
3,33,254
339,227,18
179,217,183
255,66,95
34,55,198
112,130,36
194,115,21
122,120,240
297,251,285
92,90,10
260,98,142
92,262,104
302,281,233
239,216,80
157,267,31
31,184,52
109,33,30
78,78,28
21,216,146
236,282,41
353,12,276
254,295,222
127,120,48
102,172,280
29,121,34
351,140,256
168,129,78
249,3,207
43,78,21
184,138,117
319,151,29
286,106,223
54,206,202
226,17,141
180,187,168
94,232,27
169,84,145
48,157,154
341,217,246
308,52,50
173,177,171
217,6,135
161,77,161
91,72,102
7,111,270
281,208,30
88,190,87
360,126,26
349,66,265
197,70,193
353,159,116
381,209,6
180,32,46
361,103,39
180,195,268
220,266,69
400,102,77
147,37,31
273,116,228
317,265,293
389,43,276
157,291,46
129,229,253
300,220,141
196,229,122
219,251,160
215,39,259
313,108,84
304,3,140
335,285,188
204,299,41
159,299,45
329,81,179
346,186,129
320,289,223
97,210,226
184,73,71
34,100,133
4,184,183
100,245,107
29,168,166
157,278,70
277,199,114
370,104,252
233,258,266
286,100,215
368,89,191
304,11,296
196,102,228
336,83,34
365,149,122
120,155,1
15,269,152
309,193,299
248,27,178
174,60,162
341,15,143
202,160,122
266,139,192
362,114,174
27,276,111
306,24,282
46,87,138
277,295,222
272,120,3
237,130,281
199,149,237
368,138,167
109,56,55
382,3,204
307,205,64
254,163,182
52,250,248
182,298,40
247,230,59
257,5,273
159,102,171
336,236,170
365,226,125
95,16,16
324,210,262
127,284,205
296,242,165
35,96,234
289,21,229
395,214,240
152,125,96
18,173,15
88,1,113
352,5,18
6,78,55
25,278,227
115,86,5
227,244,96
342,188,230
369,178,250
107,147,149
297,272,170
360,265,31
194,254,221
102,130,243
126,39,154
178,276,290
153,269,278
208,153,18
67,245,11
248,86,205
155,271,105
90,14,95
98,207,93
21,183,274
276,200,107
36,120,226
251,217,242
120,76,105
95,209,50
243,240,104
205,195,138
318,71,212
76,152,161
204,145,247
149,283,73
18,241,262
297,215,231
67,298,234
135,203,119
202,139,87
99,63,114
263,38,11
26,214,12
164,54,2
7,50,176
115,87,215
78,123,244
400,102,214
266,45,166
379,281,205
335,3,190
355,177,125
20,268,166
209,188,172
198,57,193
300,297,151
20,79,80
297,183,284
17,15,295
378,40,158
178,38,1
256,298,103
317,68,237
262,296,29
371,2,86
110,281,29
364,37,186
345,19,106
265,196,199
247,206,183
27,254,182
181,8,122
18,167,162
278,259,270
79,182,248
214,48,126
204,153,294
153,115,44
93,51,104
144,98,192
334,80,134
207,239,251
171,291,261
159,27,185
253,66,53
240,176,107
72,101,104
14,260,42
105,127,192
86,183,28
397,253,252
323,213,118
8,207,213
343,208,139
274,162,5
350,160,1
88,61,143
7,143,223
115,102,177
61,29,2
271,66,117
215,113,50
175,63,65
251,110,216
72,11,160
153,58,292
11,200,124
160,84,134
119,217,41
201,200,230
171,210,239
212,31,89
220,64,114
152,243,100
297,266,218
266,157,236
66,295,113
50,69,237
107,37,120
53,217,250
368,178,276
98,13,123
199,200,35
14,184,198
16,16,262
59,86,8
276,161,287
66,254,214
91,90,9
102,225,266
144,144,86
370,25,204
307,226,136
284,288,37
111,270,234
172,291,19
269,7,114
76,46,107
243,8,93
139,70,109
176,189,144
163,189,134
134,143,177
83,217,174
199,150,98
108,149,24
73,97,68
291,130,257
97,157,261
126,148,245
64,296,135
74,124,242
261,33,38
295,115,164
264,195,173
93,14,137
274,130,67
300,282,148
70,84,123
211,2,10
351,221,50
308,194,106
130,35,77
112,213,244
360,174,193
206,79,205
378,66,242
350,131,65
305,10,257
164,206,85
341,198,252
77,54,114
301,168,28
400,60,16
1,103,252
40,255,3
290,276,144
325,126,214
262,294,180
368,196,185
305,14,140
356,248,206
128,280,52
3,267,76
249,120,258
168,86,154
276,268,45
55,284,156
359,239,211
271,210,289
216,94,147
386,256,148
77,90,64
399,167,156
376,157,29
260,51,207
367,162,269
194,143,132
11,60,174
151,81,255
183,207,45
34,116,290
83,124,44
349,108,126
181,144,110
100,22,150
58,139,169
77,76,96
397,74,89
233,50,278
241,159,208
329,210,203
115,137,258
361,137,9
247,155,214
251,84,15
176,243,37
385,185,248
349,121,82
100,46,75
254,255,41
92,226,57
35,105,242
41,218,206
167,75,22
114,6,142
191,127,43
302,35,2
44,202,268
75,153,126
222,281,42
399,69,190
136,91,117
73,166,248
396,169,117
102,160,83
362,143,144
382,4,52
369,260,79
300,176,255
262,110,66
210,182,195
48,31,230
85,48,139
44,158,36
372,16,160
238,291,203
63,299,284
283,163,36
387,112,15
233,260,257
34,71,20
203,246,137
169,12,17
258,114,161
114,4,110
180,297,264
34,33,126
290,93,278
362,110,210
237,289,279
88,43,291
377,236,16
184,21,205
280,276,134
51,214,277
336,246,237
191,265,70
113,230,271
207,282,228
227,210,290
400,134,23
45,263,104
395,292,92
68,66,86
375,204,4
10,88,293
344,287,102
70,278,137
144,76,1
105,69,221
277,31,5
291,32,144
229,244,88
272,175,201
191,166,66
28,144,184
99,280,103
8,4,200
78,248,95
369,238,253
46,246,94
254,79,202
83,21,186
195,267,105
146,274,282
396,289,276
202,255,130
95,75,265
45,115,60
36,123,157
285,8,162
113,225,142
101,265,187
113,100,105
342,277,247
55,16,188
374,52,101
103,252,259
165,237,233
104,124,243
248,275,245
106,229,74
221,196,153
318,36,48
272,168,176
289,109,155
25,226,15
194,218,8
15,280,266
219,188,61
336,80,64
254,38,265
382,196,96
295,157,270
207,233,6
271,16,52
179,293,21
357,96,24
338,282,114
253,293,92
340,4,147
205,54,289
351,271,276
140,76,242
308,45,20
121,196,54
392,85,67
313,264,247
283,139,196
289,191,181
161,208,35
386,136,106
136,36,106
378,232,250
352,287,141
392,246,46
291,213,29
167,203,37
239,10,53
179,73,154
90,38,107
71,195,290
31,47,112
171,23,179
206,227,126
237,297,260
164,289,269
176,134,64
224,230,148
177,69,160
399,28,124
37,74,72
71,18,139
385,104,138
395,207,29
361,156,73
196,219,138
301,166,34
174,35,84
390,99,92
259,109,170
10,233,266
6,175,30
333,83,194
237,71,252
142,135,264
231,68,198
15,252,35
143,178,238
63,266,67
227,174,102
209,123,12
199,141,283
293,143,69
219,256,261
27,59,39
217,162,102
228,130,285
121,114,241
293,12,101
47,99,194
12,269,84
362,166,61
289,112,208
55,77,48
155,206,159
150,14,178
58,89,134
276,105,229
255,224,174
368,180,228
168,284,240
326,168,46
353,41,72
250,211,25
32,241,113
92,280,3
254,223,76
328,221,46
366,104,226
319,286,291
307,190,5
319,278,265
49,175,77
84,114,122
335,96,17
224,159,251
122,198,2
24,235,132
227,39,59
89,65,233
122,100,277
273,43,73
27,253,291
238,131,224
245,178,24
340,168,133
318,71,15
269,291,183
159,123,282
314,220,287
297,53,53
398,85,41
120,182,94
229,53,68
49,232,117
329,22,282
329,110,253
44,299,156
192,153,83
239,75,289
197,68,272
291,255,79
196,147,65
300,135,73
99,111,148
202,238,45
347,82,299
127,281,163
282,12,160
214,239,87
287,16,193
45,75,252
284,218,33
154,103,174
336,165,174
266,45,117
294,124,28
173,18,298
239,121,41
121,280,196
127,94,112
290,139,87
139,110,121
14,68,298
182,179,164
249,123,89
368,260,7
359,246,135
66,130,153
136,223,7
197,290,78
262,153,72
145,186,98
251,177,56
43,194,49
238,175,280
255,85,126
187,120,54
226,190,59
202,55,193
315,80,191
382,26,277
159,268,252
167,21,265
82,283,92
303,68,249
175,85,210
331,239,40
97,278,133
34,111,53
169,190,44
366,40,73
400,4,275
5,113,193
163,19,102
393,151,67
86,193,246
332,214,282
193,262,11
269,168,83
154,270,2
322,56,214
144,270,197
43,2,77
89,160,133
225,155,254
388,128,297
56,157,32
126,176,222
372,237,147
369,71,225
358,158,79
139,246,79
314,61,117
1,202,237
226,122,210
53,27,62
342,239,154
339,267,142
335,201,84
348,228,289
140,48,238
130,95,50
161,127,71
68,159,81
176,264,214
24,166,254
96,50,108
328,249,265
67,5,34
205,253,280
201,108,265
266,210,218
124,285,178
28,212,43
261,157,247
163,47,250
393,42,44
247,173,98
310,276,28
250,275,56
128,119,188
373,54,190
294,287,3
286,275,113
279,166,222
145,196,224
370,20,111
37,27,183
256,109,205
122,31,236
129,278,11
375,162,21
113,253,166
147,250,23
206,223,26
23,216,110
183,71,70
256,19,265
306,275,195
113,153,229
164,106,231
47,222,252
312,232,193
20,232,44
393,16,133
280,74,8
253,292,283
393,264,249
375,191,38
86,77,194
88,165,137
100,283,201
59,30,3
76,164,226
16,77,256
236,27,195
107,287,111
381,216,239
397,209,226
65,251,111
88,48,289
54,153,199
392,259,163
376,288,125
90,155,166
62,253,230
237,233,182
92,37,245
325,41,58
142,264,183
46,87,96
9,188,147
325,135,51
264,223,136
78,188,208
146,146,108
230,155,94
153,2,21
287,5,27
214,186,159
324,266,33
176,154,218
53,290,203
47,118,182
384,178,30
21,72,5
172,155,223
99,149,95
155,263,122
30,99,192
141,45,72
84,118,76
366,272,280
285,41,168
361,233,174
47,86,256
243,62,19
7,24,268
185,159,270
306,242,263
386,192,234
319,251,88
192,30,2
165,110,164
35,271,206
42,141,81
21,237,195
276,88,23
400,166,47
155,248,118
264,22,40
97,252,5
121,252,92
153,218,30
303,23,252
71,84,172
382,99,115
252,144,193
138,195,17
61,134,150
278,122,256
201,16,294
79,209,259
158,138,276
194,38,193
68,62,176
367,252,49
123,119,86
67,250,78
361,167,202
72,254,126
340,79,114
370,298,216
285,123,157
222,150,89
238,290,212
33,154,128
111,293,286
331,167,239
247,242,121
230,173,254
36,276,264
112,254,67
237,45,4
199,260,132
211,208,262
387,88,244
111,179,43
358,166,41
129,160,66
119,1,95
206,203,268
51,138,37
259,246,115
1,187,42
355,36,73
333,226,117
272,69,262
258,177,15
145,72,72
252,99,92
156,6,91
320,139,90
146,150,233
170,274,37
351,271,284
42,212,9
299,52,7
247,275,3
391,235,132
166,20,242
323,250,40
389,182,141
365,118,179
186,1,62
277,29,64
113,275,283
324,11,220
74,77,205
348,44,220
222,28,184
221,11,127
397,98,105
102,278,102
288,152,195
101,152,48
67,81,218
372,287,118
245,121,155
211,62,1
246,276,6
144,282,132
150,178,42
186,110,27
4,281,261
208,9,120
281,30,213
295,5,172
391,266,92
43,9,249
368,54,190
399,108,34
263,258,171
20,237,75
279,101,200
158,135,149
128,249,64
301,112,105
398,215,8
184,226,265
85,2,234
392,190,184
341,37,50
78,127,31
106,196,4
9,98,21
338,131,70
298,231,130
171,76,98
264,183,108
357,284,103
160,99,211
8,118,24
143,126,270
341,280,172
200,220,82
244,270,106
114,177,66
243,265,246
105,45,239
67,288,145
206,195,275
135,33,81
224,243,106
129,108,280
297,134,170
186,5,149
13,220,117
323,169,119
103,127,187
302,96,277
250,275,240
138,129,75
191,142,134
165,74,110
139,63,24
261,13,170
139,185,40
279,152,240
345,141,198
199,4,45
223,63,299
219,5,17
215,110,51
387,100,230
388,2,27
67,227,260
357,160,53
372,36,136
297,101,276
181,264,35
199,145,32
300,106,182
174,105,25
229,265,161
85,6,11
197,91,179
135,284,83
299,109,106
233,271,252
134,146,276
350,72,83
33,198,200
219,205,98
262,148,111
383,200,23
100,129,28
305,169,81
232,45,77
233,138,72
182,108,24
375,87,179
170,6,275
134,239,53
210,25,101
54,143,145
92,143,33
16,34,15
231,204,289
385,48,276
372,157,258
377,240,286
129,191,213
312,4,262
42,13,82
277,255,131
359,87,69
315,116,158
325,203,283
383,202,91
169,223,63
43,203,221
394,104,17
55,213,206
319,160,31
308,62,46
304,202,271
64,221,228
398,118,103
142,54,174
144,84,255
251,32,46
151,90,137
226,153,17
105,22,91
3,247,37
252,278,208
271,275,15
50,128,53
26,54,90
389,36,84
399,188,47
186,208,51
357,242,131
108,288,60
125,222,300
280,193,159
80,261,276
386,269,84
274,241,48
400,134,183
192,175,264
17,17,262
347,7,208
135,224,269
290,14,243
299,192,254
328,158,168
12,162,89
26,112,150
345,132,130
282,174,143
16,93,187
99,105,151
73,200,261
275,87,153
321,150,203
2,111,245
220,185,270
21,169,46
259,196,108
22,47,74
223,139,269
162,281,298
255,251,39
41,87,231
328,212,113
315,55,297
27,267,13
349,14,146
205,82,18
167,238,148
203,113,231
168,259,106
2,34,15
337,99,17
182,144,3
41,167,98
290,89,73
278,51,75
361,124,33
277,164,268
237,95,74
233,42,1
71,166,255
338,272,117
104,63,235
33,161,286
165,225,193
85,176,285
103,115,154
281,245,72
372,239,225
143,222,151
106,13,136
251,190,172
371,250,135
371,83,252
34,194,122
76,4,210
11,12,20
188,185,113
223,10,250
3,114,64
334,23,117
254,163,6
346,248,156
55,234,265
365,138,222
253,266,7
160,174,175
127,81,37
231,26,235
234,85,252
326,55,145
20,125,119
328,244,224
139,281,54
351,295,270
338,272,70
211,238,268
338,222,120
239,70,53
173,273,246
262,185,53
35,207,297
122,207,146
66,56,11
79,4,165
222,250,2
335,201,162
220,106,113
209,34,110
282,110,281
354,247,280
263,47,34
231,90,126
346,274,34
104,275,89
112,115,118
274,63,262
159,65,19
98,143,156
230,91,53
297,38,119
85,107,210
287,88,206
384,99,222
178,113,16
321,258,74
322,210,148
62,265,86
131,95,9
275,132,114
220,189,67
87,246,184
208,84,89
319,129,21
355,290,282
340,295,180
112,131,250
128,125,92
296,264,265
235,89,117
184,291,61
348,252,157
55,51,236
28,110,131
218,51,263
209,81,232
192,150,54
153,226,68
373,95,83
168,34,295
255,205,110
2,238,34
237,67,200
11,278,183
28,291,212
114,72,230
15,151,283
116,272,29
203,83,23
121,106,18
100,209,89
275,81,269
27,247,282
125,290,180
284,227,80
71,249,242
302,152,43
247,283,96
303,276,147
265,209,119
339,300,3
142,12,32
150,53,79
148,294,243
98,85,178
307,215,125
311,193,37
146,100,148
331,282,115
277,87,112
133,159,2
205,253,39
172,255,263
160,42,276
233,293,157
132,224,4
59,229,280
338,272,120
305,273,180
47,192,243
298,290,17
255,103,40
216,19,61
46,263,121
20,264,186
225,134,156
165,225,220
275,243,282
68,237,33
37,277,238
250,263,179
308,113,280
85,208,26
87,245,167
60,112,15
309,54,48
367,281,27
136,115,34
20,142,223
287,196,80
63,108,200
75,131,31
373,68,47
62,47,240
122,51,235
399,8,91
72,43,156
64,32,137
338,204,102
312,219,131
290,221,217
93,19,121
7,256,202
392,289,79
301,266,247
280,241,133
261,250,236
49,136,144
309,10,76
129,157,19
111,244,297
258,28,87
91,8,256
231,7,60
224,21,182
241,59,181
136,39,56
112,232,130
4,195,246
345,262,71
290,272,266
52,6,217
93,24,226
173,225,12
132,181,236
274,111,163
125,287,52
331,109,77
302,137,6
240,124,198
103,122,129
231,161,178
216,282,46
162,141,187
354,106,50
220,245,24
147,112,177
363,135,282
161,13,40
95,63,226
199,250,231
81,101,229
74,298,189
232,234,182
374,255,270
193,150,123
24,135,89
293,61,40
85,234,254
338,56,113
345,74,67
6,168,238
90,222,210
280,215,43
14,192,112
57,97,190
361,229,220
135,30,206
202,195,82
86,33,191
125,46,206
176,137,185
49,108,112
52,292,61
230,92,44
208,299,34
385,77,182
53,85,134
68,233,91
396,261,14
45,274,247
373,172,99
152,51,167
18,196,113
205,222,231
163,70,137
191,60,118
271,32,14
195,259,225
176,118,26
271,276,153
330,47,148
51,97,193
386,10,117
141,280,41
320,126,86
239,238,186
335,210,80
247,278,267
268,23,158
112,160,235
92,189,230
26,100,61
285,271,123
220,225,282
321,74,102
34,145,98
54,298,171
300,76,16
337,19,203
16,274,283
196,233,159
348,196,44
73,10,225
82,115,23
290,214,295
257,265,153
81,246,145
234,208,21
117,262,252
280,145,257
248,234,70
187,106,217
333,19,23
165,27,50
341,154,203
86,147,115
139,84,77
153,141,168
125,285,207
215,250,240
68,220,170
210,162,121
214,17,153
23,71,11
219,225,86
86,274,157
383,57,136
234,239,283
86,98,188
24,280,22
365,39,200
197,279,62
186,214,24
142,138,195
320,96,160
310,276,153
264,51,93
208,59,181
272,142,139
1,79,112
202,223,210
80,125,32
118,103,127
323,12,131
260,97,69
338,29,184
92,162,94
4,244,265
302,16,97
356,122,271
337,162,122
205,245,293
159,108,187
314,3,15
39,181,89
333,270,141
7,60,192
241,194,217
377,132,125
279,234,60
192,124,297
147,94,288
86,191,159
227,140,208
191,286,118
133,60,196
371,218,130
45,194,49
291,298,50
295,200,161
177,259,195
186,163,29
50,146,152
27,68,287
247,162,285
324,79,55
204,128,258
100,80,108
380,196,236
390,11,241
204,146,61
276,250,172
90,293,106
343,87,174
84,294,73
283,262,34
109,225,101
10,22,247
189,103,278
385,290,292
135,4,277
89,194,32
105,260,248
351,14,73
177,112,57
183,276,179
18,195,216
256,291,254
111,74,262
206,32,179
171,113,28
381,77,251
43,87,88
10,293,130
145,203,131
165,57,270
37,241,69
194,209,230
163,194,185
53,215,150
369,60,197
177,162,107
222,206,175
338,71,250
351,89,170
391,216,10
111,262,57
205,119,20
201,229,92
11,107,207
155,174,18
204,62,212
277,173,125
27,277,192
24,136,39
89,54,273
66,32,117
280,296,251
187,125,236
322,263,90
289,92,9
87,11,137
144,116,156
178,228,268
215,29,21
108,4,3
181,278,65
191,203,57
205,75,250
353,163,182
171,251,226
38,123,189
370,147,50
56,300,201
328,245,175
365,99,4
264,230,125
123,134,185
340,278,123
250,111,1
231,277,221
369,52,244
140,98,121
119,169,232
149,273,153
60,259,76
19,253,44
201,244,226
86,294,77
51,1,56
294,33,137
379,173,218
385,202,158
104,82,243
235,99,42
354,193,132
70,88,5
353,300,104
119,156,31
345,227,226
78,9,129
107,227,209
179,169,95
159,116,24
127,205,138
1,24,90
11,233,266
198,222,45
276,34,58
277,22,281
247,258,164
138,284,181
145,12,93
390,233,201
276,299,163
133,262,273
253,123,85
47,296,201
311,272,266
36,49,114
247,33,97
361,39,43
205,247,87
97,224,161
358,65,156
134,21,40
328,17,33
24,72,19
284,143,85
276,282,258
30,111,77
41,244,33
128,19,83
129,9,153
122,257,195
136,4,95
29,61,88
55,63,202
263,283,273
296,11,246
382,48,226
257,290,69
281,234,132
294,56,204
9,5,62
195,43,178
366,96,4
264,177,160
125,101,106
262,118,24
209,109,228
201,114,225
252,60,83
43,9,285
18,136,67
299,229,43
170,56,165
395,159,44
132,258,207
391,12,187
181,138,212
373,2,195
30,278,122
251,258,169
187,106,252
392,144,260
168,174,115
190,62,94
155,169,221
154,132,6
375,73,34
234,270,76
57,153,198
285,255,94
361,191,266
117,111,65
263,285,295
352,228,53
10,196,272
398,281,110
160,274,271
205,218,133
256,46,45
54,175,109
247,227,230
90,106,29
321,194,155
221,72,57
306,249,252
194,152,68
233,150,299
56,142,88
57,85,67
118,274,292
313,94,66
191,106,228
65,159,198
322,27,282
116,149,86
58,82,201
185,119,30
3,17,184
185,100,254
208,291,85
45,18,88
307,27,16
169,48,227
87,282,41
106,186,110
286,129,58
25,217,99
198,65,249
252,207,197
100,284,51
163,129,216
75,12,39
218,151,194
245,289,239
6,270,62
228,185,60
192,260,155
338,160,169
362,299,170
76,12,228
271,230,51
51,283,153
37,16,164
218,116,118
389,12,66
235,280,157
106,14,281
241,259,140
381,149,289
323,205,83
10,127,62
296,42,282
328,28,272
217,67,40
221,23,126
120,255,84
132,69,205
295,173,99
278,123,260
265,286,71
253,188,43
206,60,75
337,181,185
143,217,1
242,69,113
192,56,25
3,169,30
180,266,273
6,59,87
326,110,7
197,260,153
387,33,109
295,127,136
71,234,206
81,194,141
284,111,40
205,211,174
341,278,209
369,139,180
235,277,65
368,118,22
371,233,199
385,32,195
317,270,184
