wage,yearlywage,thirdyw,tuition,signup,scholarship30,scholarship50,scholarship70,afford1,afford2,reduction,grade,afford3,afford4
4288,810,654,30000,3000,21000,15000,9000,636,258,50,4,58,879
18966,766,339,30000,3000,21000,15000,9000,533,761,50,1,448,127
14064,388,119,30000,3000,21000,15000,9000,901,910,50,2,291,634
9500,61,302,30000,3000,21000,15000,9000,188,457,50,1,780,602
5837,601,644,30000,3000,21000,15000,9000,672,324,50,1,574,573
14124,784,838,30000,3000,21000,15000,9000,562,308,50,4,545,673
11449,132,237,30000,3000,21000,15000,9000,114,712,50,1,402,346
14076,337,785,30000,3000,21000,15000,9000,689,607,50,1,385,424
4322,470,609,30000,3000,21000,15000,9000,249,292,50,3,247,719
19311,607,865,30000,3000,21000,15000,9000,65,507,50,3,277,625
8114,565,798,30000,3000,21000,15000,9000,466,900,50,3,348,159
19842,434,160,30000,3000,21000,15000,9000,239,347,50,3,637,74
9676,191,63,30000,3000,21000,15000,9000,71,459,50,4,737,791
4022,768,447,30000,3000,21000,15000,9000,735,286,50,3,249,364
5593,815,594,30000,3000,21000,15000,9000,348,806,50,2,171,583
17858,12,333,30000,3000,21000,15000,9000,475,263,50,3,836,971
16586,640,35,30000,3000,21000,15000,9000,358,997,50,2,769,723
6283,267,416,30000,3000,21000,15000,9000,108,651,50,4,326,461
19395,473,199,30000,3000,21000,15000,9000,418,321,50,4,759,950
6721,656,837,30000,3000,21000,15000,9000,360,564,50,2,591,497
6372,80,986,30000,3000,21000,15000,9000,893,886,50,4,783,67
9514,46,176,30000,3000,21000,15000,9000,146,760,50,1,546,850
12913,154,637,30000,3000,21000,15000,9000,37,50,50,3,462,666
16282,201,551,30000,3000,21000,15000,9000,648,353,50,2,625,622
10026,696,619,30000,3000,21000,15000,9000,3,240,50,2,155,533
12964,899,284,30000,3000,21000,15000,9000,192,882,50,3,52,387
10833,608,918,30000,3000,21000,15000,9000,793,318,50,1,569,34
12106,783,697,30000,3000,21000,15000,9000,973,883,50,4,272,31
13876,859,951,30000,3000,21000,15000,9000,449,175,50,1,867,732
4809,878,180,30000,3000,21000,15000,9000,483,996,50,2,547,953
7303,221,784,30000,3000,21000,15000,9000,620,21,50,2,754,704
17123,604,981,30000,3000,21000,15000,9000,948,179,50,1,105,916
18607,97,63,30000,3000,21000,15000,9000,119,583,50,3,525,725
9731,397,487,30000,3000,21000,15000,9000,129,805,50,2,661,460
18488,538,432,30000,3000,21000,15000,9000,316,760,50,2,136,281
12907,602,974,30000,3000,21000,15000,9000,784,687,50,4,330,464
16930,951,616,30000,3000,21000,15000,9000,793,881,50,1,358,477
12557,608,58,30000,3000,21000,15000,9000,812,205,50,1,412,742
12928,907,573,30000,3000,21000,15000,9000,340,557,50,4,162,978
16960,469,588,30000,3000,21000,15000,9000,987,327,50,4,897,228
8135,791,887,30000,3000,21000,15000,9000,662,185,50,4,262,430
16041,719,570,30000,3000,21000,15000,9000,923,192,50,1,72,847
17156,153,566,30000,3000,21000,15000,9000,695,111,50,2,183,873
13916,703,183,30000,3000,21000,15000,9000,349,520,50,1,637,280
7641,817,878,30000,3000,21000,15000,9000,841,452,50,3,316,408
15973,969,484,30000,3000,21000,15000,9000,70,860,50,4,544,466
15059,12,438,30000,3000,21000,15000,9000,939,663,50,4,820,334
18886,220,779,30000,3000,21000,15000,9000,415,112,50,1,207,284
18147,394,803,30000,3000,21000,15000,9000,287,375,50,1,723,368
7395,448,42,30000,3000,21000,15000,9000,686,429,50,1,606,832
7393,858,386,30000,3000,21000,15000,9000,327,58,50,1,421,491
12356,9,165,30000,3000,21000,15000,9000,88,213,50,2,93,948
17807,772,650,30000,3000,21000,15000,9000,382,627,50,1,223,36
8875,642,415,30000,3000,21000,15000,9000,14,557,50,1,192,700
6345,268,78,30000,3000,21000,15000,9000,267,581,50,2,405,397
9078,42,556,30000,3000,21000,15000,9000,147,592,50,3,146,148
11983,441,619,30000,3000,21000,15000,9000,20,731,50,3,978,196
16887,805,15,30000,3000,21000,15000,9000,634,814,50,2,378,620
6670,844,73,30000,3000,21000,15000,9000,252,767,50,3,728,304
4550,470,192,30000,3000,21000,15000,9000,416,334,50,3,170,147
4113,348,741,30000,3000,21000,15000,9000,768,935,50,1,667,480
10634,362,898,30000,3000,21000,15000,9000,761,284,50,1,975,860
17382,110,226,30000,3000,21000,15000,9000,225,209,50,2,43,496
15891,36,521,30000,3000,21000,15000,9000,94,435,50,3,959,58
6764,596,221,30000,3000,21000,15000,9000,885,738,50,1,167,959
9100,541,472,30000,3000,21000,15000,9000,363,829,50,1,511,871
19174,599,50,30000,3000,21000,15000,9000,91,869,50,3,726,186
13024,35,569,30000,3000,21000,15000,9000,287,582,50,2,841,433
4100,695,898,30000,3000,21000,15000,9000,448,992,50,2,292,815
14510,132,913,30000,3000,21000,15000,9000,948,230,50,4,919,663
8057,773,558,30000,3000,21000,15000,9000,409,303,50,2,713,901
13603,503,703,30000,3000,21000,15000,9000,128,472,50,1,549,47
17888,12,229,30000,3000,21000,15000,9000,64,443,50,3,385,325
13284,984,81,30000,3000,21000,15000,9000,924,262,50,3,91,25
8355,405,219,30000,3000,21000,15000,9000,235,24,50,3,23,800
14854,226,238,30000,3000,21000,15000,9000,1000,556,50,2,181,692
8141,104,873,30000,3000,21000,15000,9000,720,489,50,4,389,658
8815,594,998,30000,3000,21000,15000,9000,477,606,50,3,604,242
10563,843,931,30000,3000,21000,15000,9000,631,464,50,1,841,53
10679,288,172,30000,3000,21000,15000,9000,474,421,50,4,121,819
10691,882,130,30000,3000,21000,15000,9000,320,254,50,4,705,848
14031,874,591,30000,3000,21000,15000,9000,572,125,50,4,953,167
12779,475,265,30000,3000,21000,15000,9000,635,135,50,4,835,670
10362,994,631,30000,3000,21000,15000,9000,444,587,50,3,866,829
5181,426,486,30000,3000,21000,15000,9000,781,748,50,4,56,990
6073,934,246,30000,3000,21000,15000,9000,893,73,50,4,125,154
4641,89,32,30000,3000,21000,15000,9000,406,778,50,4,838,198
6527,774,767,30000,3000,21000,15000,9000,274,889,50,2,763,886
13093,190,225,30000,3000,21000,15000,9000,485,788,50,2,430,423
7298,792,92,30000,3000,21000,15000,9000,156,845,50,3,678,994
8067,413,669,30000,3000,21000,15000,9000,17,158,50,3,670,759
17035,33,755,30000,3000,21000,15000,9000,321,391,50,3,35,237
5899,967,253,30000,3000,21000,15000,9000,527,760,50,3,254,226
18253,532,677,30000,3000,21000,15000,9000,93,95,50,3,425,979
10193,18,940,30000,3000,21000,15000,9000,961,695,50,3,547,559
15967,337,122,30000,3000,21000,15000,9000,691,600,50,4,935,179
11679,966,71,30000,3000,21000,15000,9000,433,975,50,4,989,344
18577,818,665,30000,3000,21000,15000,9000,541,997,50,2,497,932
17288,671,919,30000,3000,21000,15000,9000,476,296,50,4,890,124
19538,706,843,30000,3000,21000,15000,9000,382,424,50,4,760,719
19267,32,23,30000,3000,21000,15000,9000,924,519,50,1,636,322
16904,322,959,30000,3000,21000,15000,9000,241,663,50,3,592,664
12543,174,163,30000,3000,21000,15000,9000,710,1000,50,1,341,537
16534,271,156,30000,3000,21000,15000,9000,316,600,50,4,981,20
6299,55,60,30000,3000,21000,15000,9000,697,595,50,2,462,119
6740,868,499,30000,3000,21000,15000,9000,526,154,50,4,513,888
12819,355,95,30000,3000,21000,15000,9000,884,231,50,2,419,866
6629,6,230,30000,3000,21000,15000,9000,173,918,50,3,850,961
10416,328,307,30000,3000,21000,15000,9000,290,366,50,4,984,312
7105,115,347,30000,3000,21000,15000,9000,242,397,50,2,566,659
8333,266,359,30000,3000,21000,15000,9000,557,446,50,1,562,818
6228,318,109,30000,3000,21000,15000,9000,341,463,50,1,829,463
4758,247,585,30000,3000,21000,15000,9000,805,909,50,1,794,815
19446,672,807,30000,3000,21000,15000,9000,12,327,50,2,944,276
12176,69,884,30000,3000,21000,15000,9000,168,495,50,4,92,724
5450,781,473,30000,3000,21000,15000,9000,130,311,50,4,225,962
14383,17,765,30000,3000,21000,15000,9000,490,793,50,2,329,208
14969,780,11,30000,3000,21000,15000,9000,458,135,50,4,26,511
18480,748,873,30000,3000,21000,15000,9000,89,932,50,2,159,600
17954,833,844,30000,3000,21000,15000,9000,574,239,50,1,27,219
18059,537,572,30000,3000,21000,15000,9000,622,523,50,1,596,684
12726,274,758,30000,3000,21000,15000,9000,33,532,50,3,385,922
8528,233,105,30000,3000,21000,15000,9000,642,24,50,4,208,736
13742,281,431,30000,3000,21000,15000,9000,1000,159,50,2,980,535
7708,614,145,30000,3000,21000,15000,9000,543,4,50,1,364,244
7196,98,592,30000,3000,21000,15000,9000,513,526,50,1,637,500
16274,697,908,30000,3000,21000,15000,9000,505,138,50,2,741,760
11505,182,643,30000,3000,21000,15000,9000,142,602,50,4,941,459
15091,372,234,30000,3000,21000,15000,9000,404,471,50,1,998,554
9411,767,269,30000,3000,21000,15000,9000,680,20,50,1,803,964
19825,347,550,30000,3000,21000,15000,9000,292,950,50,2,329,679
10145,78,264,30000,3000,21000,15000,9000,869,870,50,4,755,791
11517,936,398,30000,3000,21000,15000,9000,835,516,50,4,575,868
15043,450,792,30000,3000,21000,15000,9000,112,519,50,2,295,877
16527,783,501,30000,3000,21000,15000,9000,858,783,50,1,776,816
10722,561,833,30000,3000,21000,15000,9000,877,325,50,3,278,157
6852,440,114,30000,3000,21000,15000,9000,881,571,50,4,453,527
10363,862,467,30000,3000,21000,15000,9000,506,669,50,3,917,275
4178,137,911,30000,3000,21000,15000,9000,575,604,50,4,441,199
16038,185,68,30000,3000,21000,15000,9000,145,956,50,3,227,456
7017,256,744,30000,3000,21000,15000,9000,529,270,50,1,32,855
13774,331,382,30000,3000,21000,15000,9000,647,490,50,2,613,717
7971,610,482,30000,3000,21000,15000,9000,504,359,50,1,721,64
10823,483,647,30000,3000,21000,15000,9000,510,40,50,4,282,904
8742,595,271,30000,3000,21000,15000,9000,909,75,50,3,792,299
17502,580,93,30000,3000,21000,15000,9000,19,189,50,1,289,777
10309,455,519,30000,3000,21000,15000,9000,788,116,50,1,870,783
4258,644,492,30000,3000,21000,15000,9000,529,264,50,4,553,621
5668,279,674,30000,3000,21000,15000,9000,85,289,50,3,699,290
18460,529,218,30000,3000,21000,15000,9000,198,840,50,1,706,461
18993,253,159,30000,3000,21000,15000,9000,95,907,50,1,696,180
10303,416,489,30000,3000,21000,15000,9000,462,254,50,4,20,581
14452,580,453,30000,3000,21000,15000,9000,811,882,50,2,939,25
9774,362,574,30000,3000,21000,15000,9000,24,932,50,3,22,871
8886,188,827,30000,3000,21000,15000,9000,91,240,50,4,106,849
15550,665,80,30000,3000,21000,15000,9000,351,282,50,3,526,803
17317,162,290,30000,3000,21000,15000,9000,948,849,50,1,225,468
12301,63,3,30000,3000,21000,15000,9000,123,131,50,2,134,66
13009,417,610,30000,3000,21000,15000,9000,931,856,50,4,719,553
18186,572,423,30000,3000,21000,15000,9000,697,813,50,4,468,412
18125,622,313,30000,3000,21000,15000,9000,60,500,50,3,285,323
14218,526,799,30000,3000,21000,15000,9000,599,998,50,1,432,448
4610,518,310,30000,3000,21000,15000,9000,260,360,50,3,372,650
6106,463,282,30000,3000,21000,15000,9000,962,582,50,2,619,210
14782,71,675,30000,3000,21000,15000,9000,935,456,50,1,545,189
7234,459,644,30000,3000,21000,15000,9000,441,277,50,2,191,718
7002,502,316,30000,3000,21000,15000,9000,383,176,50,1,438,790
7575,644,982,30000,3000,21000,15000,9000,170,434,50,1,448,97
15280,760,261,30000,3000,21000,15000,9000,93,941,50,4,188,252
6937,79,708,30000,3000,21000,15000,9000,814,378,50,4,457,437
19720,846,437,30000,3000,21000,15000,9000,400,900,50,4,890,17
12181,107,882,30000,3000,21000,15000,9000,774,207,50,1,322,209
11233,193,941,30000,3000,21000,15000,9000,471,219,50,1,913,870
17213,257,610,30000,3000,21000,15000,9000,980,522,50,1,687,649
11710,650,30,30000,3000,21000,15000,9000,656,201,50,2,179,62
8116,589,124,30000,3000,21000,15000,9000,357,401,50,2,361,281
5311,658,255,30000,3000,21000,15000,9000,848,270,50,4,44,564
5717,422,914,30000,3000,21000,15000,9000,830,640,50,3,814,376
8879,711,965,30000,3000,21000,15000,9000,854,390,50,3,185,372
6618,518,414,30000,3000,21000,15000,9000,994,216,50,4,462,868
13838,303,605,30000,3000,21000,15000,9000,158,787,50,2,466,145
8740,493,252,30000,3000,21000,15000,9000,408,679,50,1,655,481
12963,69,320,30000,3000,21000,15000,9000,496,540,50,4,439,755
16624,593,905,30000,3000,21000,15000,9000,502,359,50,1,257,751
11918,164,68,30000,3000,21000,15000,9000,569,554,50,3,137,118
12699,116,36,30000,3000,21000,15000,9000,637,656,50,3,524,546
17645,197,140,30000,3000,21000,15000,9000,116,685,50,3,855,148
14530,108,762,30000,3000,21000,15000,9000,896,754,50,4,683,212
9398,469,88,30000,3000,21000,15000,9000,927,844,50,4,729,544
10673,672,181,30000,3000,21000,15000,9000,949,360,50,3,235,469
15379,786,473,30000,3000,21000,15000,9000,759,565,50,1,239,153
14121,241,330,30000,3000,21000,15000,9000,676,222,50,1,143,20
18798,159,571,30000,3000,21000,15000,9000,976,723,50,3,118,490
18827,803,833,30000,3000,21000,15000,9000,71,3,50,2,633,260
17855,862,391,30000,3000,21000,15000,9000,401,930,50,3,279,556
17046,432,236,30000,3000,21000,15000,9000,972,925,50,3,313,998
11510,5,249,30000,3000,21000,15000,9000,150,750,50,2,613,509
16967,158,876,30000,3000,21000,15000,9000,296,105,50,3,501,298
8328,162,938,30000,3000,21000,15000,9000,456,297,50,2,662,16
11858,484,714,30000,3000,21000,15000,9000,452,940,50,4,483,334
13829,914,383,30000,3000,21000,15000,9000,251,213,50,1,5,350
19116,778,235,30000,3000,21000,15000,9000,446,46,50,4,475,139
8449,742,285,30000,3000,21000,15000,9000,654,686,50,2,886,263
5054,915,19,30000,3000,21000,15000,9000,6,790,50,2,419,415
16059,724,55,30000,3000,21000,15000,9000,40,557,50,1,73,973
13696,190,148,30000,3000,21000,15000,9000,898,736,50,1,779,493
14749,527,14,30000,3000,21000,15000,9000,922,641,50,3,165,226
10065,60,355,30000,3000,21000,15000,9000,172,53,50,3,102,443
13426,827,872,30000,3000,21000,15000,9000,320,373,50,3,724,488
15203,179,858,30000,3000,21000,15000,9000,152,41,50,3,848,796
10742,602,501,30000,3000,21000,15000,9000,404,533,50,3,264,770
6490,297,771,30000,3000,21000,15000,9000,540,985,50,4,529,203
10464,681,360,30000,3000,21000,15000,9000,482,690,50,1,663,295
16574,834,603,30000,3000,21000,15000,9000,158,550,50,1,442,152
19901,558,744,30000,3000,21000,15000,9000,674,327,50,1,642,860
14223,540,173,30000,3000,21000,15000,9000,850,884,50,3,791,370
14179,301,703,30000,3000,21000,15000,9000,559,808,50,3,66,1000
5715,916,859,30000,3000,21000,15000,9000,940,758,50,4,370,661
16176,123,115,30000,3000,21000,15000,9000,80,40,50,3,835,536
8007,884,459,30000,3000,21000,15000,9000,946,560,50,3,985,663
17887,652,25,30000,3000,21000,15000,9000,391,42,50,2,328,919
11302,2,93,30000,3000,21000,15000,9000,504,593,50,4,88,891
6074,529,193,30000,3000,21000,15000,9000,877,801,50,4,374,645
14660,353,510,30000,3000,21000,15000,9000,671,566,50,2,851,505
6103,115,804,30000,3000,21000,15000,9000,993,581,50,4,57,725
6027,28,646,30000,3000,21000,15000,9000,190,774,50,1,360,983
18909,810,474,30000,3000,21000,15000,9000,595,346,50,1,159,114
11202,860,209,30000,3000,21000,15000,9000,335,6,50,1,615,878
7882,269,842,30000,3000,21000,15000,9000,734,187,50,3,259,880
13049,136,126,30000,3000,21000,15000,9000,264,557,50,2,818,965
12832,297,983,30000,3000,21000,15000,9000,896,101,50,1,969,917
11253,230,514,30000,3000,21000,15000,9000,555,41,50,2,569,456
10862,90,818,30000,3000,21000,15000,9000,547,647,50,2,61,92
7527,477,865,30000,3000,21000,15000,9000,426,889,50,3,528,490
12369,689,386,30000,3000,21000,15000,9000,344,342,50,1,370,159
10582,705,269,30000,3000,21000,15000,9000,971,414,50,2,810,654
17152,221,592,30000,3000,21000,15000,9000,82,334,50,1,111,565
15906,544,267,30000,3000,21000,15000,9000,329,822,50,1,614,491
13000,783,547,30000,3000,21000,15000,9000,842,2,50,3,802,844
13808,128,695,30000,3000,21000,15000,9000,140,172,50,1,940,829
10585,883,561,30000,3000,21000,15000,9000,798,470,50,2,208,46
12552,78,81,30000,3000,21000,15000,9000,182,162,50,2,61,54
15298,148,164,30000,3000,21000,15000,9000,235,790,50,3,646,158
17709,469,932,30000,3000,21000,15000,9000,560,102,50,4,860,223
14990,217,252,30000,3000,21000,15000,9000,51,931,50,1,221,259
16945,455,760,30000,3000,21000,15000,9000,627,7,50,4,822,314
14953,624,448,30000,3000,21000,15000,9000,591,523,50,1,266,831
6641,595,856,30000,3000,21000,15000,9000,539,889,50,3,103,978
11035,11,971,30000,3000,21000,15000,9000,548,176,50,3,248,913
15626,421,485,30000,3000,21000,15000,9000,442,430,50,3,397,424
14001,725,901,30000,3000,21000,15000,9000,384,920,50,4,258,988
11118,7,922,30000,3000,21000,15000,9000,97,198,50,3,549,368
12283,503,840,30000,3000,21000,15000,9000,834,181,50,1,142,67
11615,759,398,30000,3000,21000,15000,9000,929,754,50,4,656,426
14093,686,185,30000,3000,21000,15000,9000,100,296,50,2,53,246
6251,919,794,30000,3000,21000,15000,9000,505,17,50,1,490,607
15058,174,296,30000,3000,21000,15000,9000,390,531,50,4,456,271
8752,477,369,30000,3000,21000,15000,9000,192,378,50,3,553,983
5329,800,668,30000,3000,21000,15000,9000,963,6,50,1,19,198
11208,394,691,30000,3000,21000,15000,9000,825,551,50,2,147,864
11877,933,230,30000,3000,21000,15000,9000,665,969,50,2,15,344
5874,960,467,30000,3000,21000,15000,9000,104,153,50,2,591,900
14390,284,862,30000,3000,21000,15000,9000,548,147,50,3,576,734
12340,21,602,30000,3000,21000,15000,9000,715,405,50,3,764,693
11796,66,380,30000,3000,21000,15000,9000,112,806,50,1,15,730
11771,882,766,30000,3000,21000,15000,9000,418,574,50,4,645,945
5412,238,26,30000,3000,21000,15000,9000,624,647,50,3,639,607
7623,294,741,30000,3000,21000,15000,9000,824,352,50,2,217,850
7290,100,289,30000,3000,21000,15000,9000,202,213,50,3,454,809
6596,931,275,30000,3000,21000,15000,9000,81,153,50,2,937,673
6245,656,772,30000,3000,21000,15000,9000,755,527,50,2,41,502
10664,899,469,30000,3000,21000,15000,9000,430,949,50,1,390,971
17246,166,18,30000,3000,21000,15000,9000,637,486,50,2,688,238
17868,23,88,30000,3000,21000,15000,9000,953,645,50,3,896,628
10151,921,588,30000,3000,21000,15000,9000,686,144,50,2,485,336
14548,570,41,30000,3000,21000,15000,9000,817,473,50,1,370,389
14609,364,247,30000,3000,21000,15000,9000,297,625,50,1,294,627
5160,985,627,30000,3000,21000,15000,9000,573,475,50,4,894,115
16831,100,356,30000,3000,21000,15000,9000,887,47,50,2,330,330
8945,939,213,30000,3000,21000,15000,9000,653,964,50,1,358,671
9009,532,683,30000,3000,21000,15000,9000,13,254,50,4,499,343
15469,259,362,30000,3000,21000,15000,9000,936,179,50,1,990,587
14692,73,626,30000,3000,21000,15000,9000,289,872,50,1,903,899
9962,315,615,30000,3000,21000,15000,9000,885,713,50,3,993,551
17135,566,49,30000,3000,21000,15000,9000,145,897,50,1,736,427
7332,680,984,30000,3000,21000,15000,9000,175,435,50,4,515,154
5102,270,746,30000,3000,21000,15000,9000,57,458,50,1,141,368
19953,775,481,30000,3000,21000,15000,9000,29,160,50,4,177,448
13832,848,305,30000,3000,21000,15000,9000,869,938,50,3,160,830
14710,602,688,30000,3000,21000,15000,9000,682,562,50,4,268,863
14627,418,800,30000,3000,21000,15000,9000,14,748,50,2,468,711
10320,48,346,30000,3000,21000,15000,9000,354,93,50,3,228,800
8725,402,642,30000,3000,21000,15000,9000,871,249,50,2,918,714
14617,677,864,30000,3000,21000,15000,9000,688,620,50,1,480,286
18158,868,98,30000,3000,21000,15000,9000,751,208,50,3,247,166
4371,274,132,30000,3000,21000,15000,9000,264,735,50,4,43,471
5472,44,47,30000,3000,21000,15000,9000,14,538,50,4,672,779
7533,839,446,30000,3000,21000,15000,9000,719,641,50,4,874,391
11223,178,823,30000,3000,21000,15000,9000,381,423,50,2,62,771
11065,824,300,30000,3000,21000,15000,9000,466,96,50,2,143,539
7747,275,99,30000,3000,21000,15000,9000,384,690,50,4,58,373
8417,367,11,30000,3000,21000,15000,9000,973,91,50,4,346,740
12622,454,820,30000,3000,21000,15000,9000,462,592,50,2,963,244
4890,658,641,30000,3000,21000,15000,9000,737,964,50,1,467,659
15256,522,443,30000,3000,21000,15000,9000,858,999,50,4,825,571
8699,285,177,30000,3000,21000,15000,9000,484,922,50,1,372,39
15568,114,241,30000,3000,21000,15000,9000,322,932,50,4,109,605
6376,306,952,30000,3000,21000,15000,9000,372,886,50,1,801,26
16970,656,721,30000,3000,21000,15000,9000,356,721,50,3,259,427
14477,848,606,30000,3000,21000,15000,9000,825,981,50,4,602,602
6653,339,531,30000,3000,21000,15000,9000,881,908,50,1,930,228
15571,270,55,30000,3000,21000,15000,9000,160,582,50,1,23,24
13287,648,549,30000,3000,21000,15000,9000,455,78,50,2,357,521
5805,814,510,30000,3000,21000,15000,9000,209,106,50,1,683,652
4926,799,94,30000,3000,21000,15000,9000,676,312,50,1,950,302
12954,721,904,30000,3000,21000,15000,9000,831,452,50,1,996,621
11848,322,66,30000,3000,21000,15000,9000,124,293,50,3,981,248
17214,493,420,30000,3000,21000,15000,9000,438,465,50,2,669,89
6639,676,419,30000,3000,21000,15000,9000,762,89,50,2,752,629
9707,996,820,30000,3000,21000,15000,9000,979,92,50,3,440,489
15540,263,173,30000,3000,21000,15000,9000,846,518,50,4,594,389
18826,928,641,30000,3000,21000,15000,9000,187,769,50,3,744,320
8959,238,161,30000,3000,21000,15000,9000,251,42,50,1,690,268
7247,206,671,30000,3000,21000,15000,9000,990,326,50,1,44,944
6903,313,94,30000,3000,21000,15000,9000,368,751,50,4,940,44
19993,44,274,30000,3000,21000,15000,9000,512,702,50,3,383,342
13098,706,270,30000,3000,21000,15000,9000,552,880,50,1,740,725
10836,766,796,30000,3000,21000,15000,9000,840,267,50,4,709,66
12303,786,82,30000,3000,21000,15000,9000,227,478,50,4,962,411
6543,309,403,30000,3000,21000,15000,9000,102,212,50,2,570,637
16311,759,700,30000,3000,21000,15000,9000,383,204,50,4,793,74
14731,910,303,30000,3000,21000,15000,9000,27,523,50,2,295,572
13257,311,692,30000,3000,21000,15000,9000,859,953,50,1,884,610
8254,791,503,30000,3000,21000,15000,9000,859,721,50,4,113,413
6634,681,910,30000,3000,21000,15000,9000,557,196,50,1,715,650
12054,583,277,30000,3000,21000,15000,9000,3,632,50,4,464,716
15115,38,719,30000,3000,21000,15000,9000,65,733,50,4,745,656
16469,214,285,30000,3000,21000,15000,9000,249,401,50,4,758,834
8859,448,521,30000,3000,21000,15000,9000,724,315,50,2,381,331
18779,526,312,30000,3000,21000,15000,9000,636,627,50,2,693,409
19052,631,465,30000,3000,21000,15000,9000,918,195,50,3,152,966
5113,104,969,30000,3000,21000,15000,9000,552,20,50,1,970,630
7270,761,210,30000,3000,21000,15000,9000,628,299,50,3,822,630
9002,263,756,30000,3000,21000,15000,9000,643,391,50,2,102,935
11790,766,461,30000,3000,21000,15000,9000,779,438,50,1,294,94
10118,484,58,30000,3000,21000,15000,9000,670,607,50,4,147,283
9144,969,457,30000,3000,21000,15000,9000,847,513,50,3,251,403
5729,971,254,30000,3000,21000,15000,9000,403,503,50,3,314,570
12028,269,904,30000,3000,21000,15000,9000,186,307,50,1,618,495
14847,479,729,30000,3000,21000,15000,9000,143,747,50,4,465,659
11298,319,655,30000,3000,21000,15000,9000,867,932,50,1,546,296
18450,518,808,30000,3000,21000,15000,9000,838,327,50,4,955,258
10380,255,371,30000,3000,21000,15000,9000,401,768,50,3,561,444
14653,276,65,30000,3000,21000,15000,9000,865,650,50,1,362,887
14832,384,859,30000,3000,21000,15000,9000,764,946,50,3,393,161
17334,893,585,30000,3000,21000,15000,9000,135,598,50,2,284,972
4756,96,697,30000,3000,21000,15000,9000,261,883,50,1,855,808
8311,741,403,30000,3000,21000,15000,9000,795,518,50,2,447,901
19912,829,732,30000,3000,21000,15000,9000,4,382,50,3,303,724
17161,132,789,30000,3000,21000,15000,9000,40,45,50,4,872,934
7523,159,373,30000,3000,21000,15000,9000,776,427,50,4,803,983
13343,299,93,30000,3000,21000,15000,9000,609,951,50,4,917,760
18542,294,384,30000,3000,21000,15000,9000,617,507,50,3,418,388
10201,573,165,30000,3000,21000,15000,9000,427,932,50,1,17,274
15530,934,343,30000,3000,21000,15000,9000,877,575,50,4,949,833
10923,591,183,30000,3000,21000,15000,9000,345,479,50,4,905,989
9793,852,608,30000,3000,21000,15000,9000,496,293,50,4,346,108
10449,732,17,30000,3000,21000,15000,9000,563,135,50,3,432,420
5881,55,979,30000,3000,21000,15000,9000,25,55,50,4,620,69
12586,929,641,30000,3000,21000,15000,9000,397,48,50,2,786,60
15859,556,765,30000,3000,21000,15000,9000,428,760,50,3,838,53
18853,937,181,30000,3000,21000,15000,9000,798,128,50,1,407,174
10120,839,101,30000,3000,21000,15000,9000,819,37,50,2,711,208
5550,99,938,30000,3000,21000,15000,9000,296,665,50,2,392,630
16558,310,925,30000,3000,21000,15000,9000,896,373,50,3,720,853
15399,75,728,30000,3000,21000,15000,9000,891,387,50,1,806,511
10037,780,309,30000,3000,21000,15000,9000,573,719,50,2,128,243
10284,700,800,30000,3000,21000,15000,9000,256,18,50,3,565,534
11436,48,717,30000,3000,21000,15000,9000,175,40,50,2,918,614
11249,412,112,30000,3000,21000,15000,9000,567,249,50,4,579,46
19158,843,850,30000,3000,21000,15000,9000,133,173,50,2,686,145
11894,389,847,30000,3000,21000,15000,9000,39,247,50,3,863,596
18551,459,690,30000,3000,21000,15000,9000,554,169,50,4,422,418
6242,775,195,30000,3000,21000,15000,9000,391,237,50,1,97,353
8428,482,846,30000,3000,21000,15000,9000,766,644,50,3,470,945
4836,410,535,30000,3000,21000,15000,9000,685,711,50,4,517,293
5163,631,75,30000,3000,21000,15000,9000,248,767,50,3,670,557
7946,619,562,30000,3000,21000,15000,9000,760,539,50,3,857,217
10485,290,191,30000,3000,21000,15000,9000,536,329,50,2,275,683
8389,500,545,30000,3000,21000,15000,9000,84,392,50,2,423,33
14145,27,871,30000,3000,21000,15000,9000,247,84,50,2,568,610
14535,909,83,30000,3000,21000,15000,9000,83,447,50,2,821,824
9724,463,453,30000,3000,21000,15000,9000,442,807,50,3,484,226
12925,876,466,30000,3000,21000,15000,9000,665,417,50,1,818,958
11421,479,268,30000,3000,21000,15000,9000,269,195,50,1,38,304
4046,551,626,30000,3000,21000,15000,9000,421,626,50,4,924,297
14588,946,195,30000,3000,21000,15000,9000,495,324,50,3,779,478
16799,582,192,30000,3000,21000,15000,9000,277,186,50,3,38,896
14585,669,173,30000,3000,21000,15000,9000,956,756,50,1,239,141
16510,245,678,30000,3000,21000,15000,9000,331,732,50,2,755,343
15468,665,755,30000,3000,21000,15000,9000,912,685,50,1,824,426
6850,743,406,30000,3000,21000,15000,9000,453,689,50,4,316,520
19091,686,210,30000,3000,21000,15000,9000,478,535,50,3,160,144
15995,482,902,30000,3000,21000,15000,9000,335,92,50,4,794,996
19730,652,172,30000,3000,21000,15000,9000,933,428,50,3,456,174
18557,586,434,30000,3000,21000,15000,9000,40,827,50,4,296,474
11478,171,108,30000,3000,21000,15000,9000,384,91,50,3,684,794
11280,635,33,30000,3000,21000,15000,9000,540,658,50,1,242,222
10809,558,800,30000,3000,21000,15000,9000,785,602,50,2,217,197
