gender,age,city,institution,userexperience
6,26,4,20,919
9,22,7,38,687
20,21,13,11,651
12,26,20,56,967
11,26,15,12,293
1,21,10,4,800
13,23,3,39,346
4,22,6,34,721
18,26,2,26,275
12,25,2,20,278
20,21,18,50,84
4,18,7,40,957
1,25,4,58,628
2,22,14,26,55
3,23,16,54,924
16,23,10,16,589
7,18,7,43,894
16,23,8,30,938
17,19,3,18,932
6,22,11,23,971
18,20,1,17,763
6,22,17,47,108
13,23,6,28,85
10,20,10,58,232
3,23,13,30,851
19,26,15,46,232
4,21,8,47,357
14,21,6,44,986
14,20,6,36,25
13,21,17,2,661
18,25,16,29,131
19,24,15,26,42
2,20,4,51,71
18,20,8,40,68
8,26,18,35,992
13,24,19,23,529
7,23,11,39,465
20,23,2,41,758
4,26,12,14,929
11,26,20,22,978
2,26,4,7,524
10,21,3,57,423
19,19,1,54,437
17,24,5,43,853
6,18,4,43,234
8,25,15,19,657
2,25,17,29,661
13,18,3,33,216
13,21,15,19,552
12,21,20,14,32
18,21,6,55,267
18,19,2,3,765
3,19,20,47,748
14,20,3,53,317
1,23,14,16,10
2,22,2,3,322
20,18,18,51,627
18,18,1,21,603
17,22,11,29,58
7,24,20,9,793
16,25,3,34,708
12,22,8,59,700
16,18,11,1,818
6,23,7,22,259
9,26,9,52,737
3,21,4,8,258
17,23,13,7,685
2,26,17,33,317
20,23,11,21,851
14,26,15,17,517
6,20,20,33,789
17,24,6,20,900
13,19,17,27,452
15,18,18,15,524
18,22,6,4,361
10,24,4,47,281
13,19,5,58,141
10,22,3,44,505
13,24,6,32,246
12,24,14,33,786
9,20,1,30,798
1,18,1,32,672
4,24,17,5,501
2,23,7,31,894
7,19,18,51,273
13,26,9,21,33
5,20,15,13,28
7,24,18,52,180
14,26,11,31,132
15,25,5,32,26
14,22,13,9,795
16,26,10,21,350
14,21,2,41,517
15,20,8,53,82
12,20,17,19,918
11,19,10,30,110
8,18,4,47,920
15,22,13,13,554
5,22,5,46,655
1,21,18,53,708
9,20,11,9,101
8,21,16,26,382
18,24,20,47,968
10,20,2,54,995
14,22,16,6,970
18,25,9,29,863
2,23,6,40,355
8,24,11,16,960
15,20,14,46,999
8,20,3,1,897
11,25,4,27,496
4,22,10,45,610
14,26,4,55,787
1,24,5,59,73
3,19,9,13,370
7,19,6,46,34
9,20,3,29,1
7,19,6,2,266
7,24,10,21,764
5,25,15,8,918
3,20,11,39,80
17,19,3,26,832
3,22,9,16,95
11,26,16,47,940
17,25,15,2,469
2,21,16,17,347
12,23,1,14,845
14,20,13,12,325
14,20,6,18,125
12,19,10,50,71
15,19,13,49,411
9,26,13,12,720
14,20,3,56,28
7,19,6,39,975
13,23,3,48,397
14,19,2,59,859
6,20,18,20,695
2,20,1,28,752
5,24,16,16,332
13,21,4,8,67
16,22,15,6,905
20,20,3,23,989
6,23,20,32,616
1,24,6,9,536
4,25,4,24,987
6,20,9,37,754
11,26,12,36,943
4,26,17,7,79
18,19,9,33,125
17,25,20,11,655
14,21,9,44,708
9,25,8,10,916
4,25,18,15,126
4,19,2,18,130
7,25,16,23,315
3,23,17,7,824
5,26,13,49,9
2,23,15,35,875
10,18,7,12,545
16,18,3,30,27
17,26,1,22,917
1,24,7,36,61
18,21,9,1,96
7,22,13,2,692
16,20,9,15,813
6,21,18,57,580
1,26,4,44,583
20,23,5,15,245
17,20,11,22,791
1,26,15,51,374
10,19,11,7,33
15,19,2,8,136
4,20,18,16,190
11,25,5,19,925
13,24,13,18,346
10,18,6,40,977
10,21,11,26,395
10,24,8,43,875
4,18,12,5,942
2,18,15,5,916
3,21,2,11,547
15,22,2,56,290
6,21,20,52,531
16,23,14,3,364
12,25,1,13,350
9,26,10,15,151
13,26,5,43,334
3,25,19,12,355
9,26,3,14,340
4,18,16,13,358
4,21,8,14,231
16,18,12,38,546
3,26,8,58,569
16,26,9,40,219
1,18,1,26,231
1,25,1,47,525
16,24,7,49,500
8,19,9,18,647
12,23,1,31,107
5,23,11,43,144
15,25,14,42,986
3,18,8,11,543
2,19,8,19,424
11,19,13,18,626
3,25,9,27,999
8,22,15,57,39
19,24,19,29,871
10,21,17,9,454
18,20,5,34,884
1,19,6,45,898
3,24,10,57,858
15,18,5,44,15
18,18,20,26,368
3,20,16,9,922
11,22,1,49,632
12,21,10,16,612
10,19,14,11,873
2,20,17,27,718
16,20,4,42,135
8,25,4,29,472
5,19,19,27,898
8,25,14,45,412
3,23,10,20,656
12,23,9,30,416
5,23,6,16,103
7,20,7,38,819
9,18,20,4,283
19,20,12,1,170
19,25,1,29,57
2,23,16,15,966
7,19,5,33,281
16,21,8,22,806
18,21,19,52,575
1,19,16,36,718
4,21,8,8,430
18,18,7,34,41
9,20,13,12,41
2,24,9,46,501
16,23,9,47,331
14,24,11,50,793
18,22,1,39,79
14,21,4,14,338
17,26,20,49,388
19,19,16,45,719
2,24,20,17,359
8,22,18,58,95
8,19,20,55,704
3,20,14,18,702
19,25,17,56,657
8,19,9,22,129
6,21,8,29,924
1,22,3,41,831
11,25,11,25,597
7,24,3,33,426
9,24,12,57,593
6,19,18,27,529
3,23,10,44,588
11,25,13,41,775
20,19,13,13,11
17,24,18,57,54
8,19,10,20,852
4,22,18,12,680
15,19,1,16,383
19,25,12,38,829
13,24,6,4,392
1,18,16,42,138
1,21,18,48,165
3,26,7,28,48
17,24,8,31,553
6,25,12,54,571
5,23,13,21,654
2,21,8,25,473
3,23,1,3,521
17,21,4,21,999
10,24,19,43,279
9,19,14,31,669
12,23,11,7,152
5,24,15,27,50
3,23,13,11,837
5,22,5,19,455
11,24,2,24,540
17,18,19,18,234
9,21,16,31,908
18,21,20,44,15
8,19,18,4,134
10,20,2,13,743
19,20,10,23,416
3,20,18,10,523
5,24,10,15,564
17,23,15,25,276
19,18,7,22,354
3,25,4,50,133
5,19,13,10,29
3,24,10,45,793
3,18,15,6,109
18,18,20,12,423
16,26,20,3,66
11,19,20,31,974
20,20,3,38,259
12,18,4,37,13
19,26,1,21,789
10,18,14,4,987
1,26,6,9,287
3,19,11,26,655
13,18,7,27,680
14,18,16,15,397
13,23,9,10,194
7,18,15,9,518
3,22,19,59,212
18,26,4,11,284
14,25,18,35,367
16,26,6,56,298
12,23,14,33,758
4,21,2,60,346
3,21,12,18,407
11,24,18,12,810
8,24,13,24,243
18,22,15,30,314
2,21,12,25,667
10,22,16,29,157
5,24,9,16,546
1,20,5,13,933
16,21,3,23,207
9,20,11,26,95
6,18,20,59,15
13,20,12,57,13
12,25,20,40,281
14,25,8,45,150
6,24,13,35,71
7,24,6,4,102
4,22,15,59,890
8,20,19,48,163
9,25,8,35,232
14,22,6,40,846
5,21,10,58,507
1,19,4,48,51
8,20,14,13,776
16,19,6,14,460
10,22,5,35,111
10,20,2,7,799
1,20,19,4,330
6,24,9,43,450
12,21,14,25,880
19,18,4,60,732
12,22,9,12,107
11,21,10,2,538
9,21,10,41,124
14,18,12,31,792
15,21,15,1,26
9,22,5,17,31
11,23,5,47,45
11,24,17,40,251
12,21,20,24,151
4,21,12,7,330
3,25,12,40,523
17,25,7,55,215
11,18,13,3,465
9,20,14,1,431
13,22,4,21,337
4,18,13,40,618
7,20,8,30,633
13,21,17,51,324
17,21,3,59,252
19,25,17,50,247
6,22,20,32,651
15,25,17,17,493
7,20,13,18,553
7,22,15,54,561
10,20,7,33,824
20,18,2,39,858
8,23,16,55,233
18,20,15,21,644
15,22,4,38,80
15,23,17,33,748
17,26,1,6,579
16,26,12,37,649
8,18,9,31,463
3,23,2,43,484
16,24,14,33,329
17,24,4,55,928
9,21,5,6,437
1,21,12,42,727
12,22,9,50,703
8,19,11,55,564
3,26,12,18,866
2,26,19,51,149
1,22,19,26,370
15,20,19,27,805
7,23,10,53,718
11,21,13,24,880
7,24,3,25,367
3,24,7,32,312
2,22,18,50,486
2,18,9,51,435
20,25,4,6,2
8,18,13,5,980
6,25,18,16,502
19,24,7,17,606
6,19,2,25,407
5,23,15,39,742
7,23,17,25,249
1,22,18,21,315
12,24,13,10,96
5,23,12,40,666
16,19,9,41,654
2,19,15,24,322
1,18,4,2,196
18,22,6,31,246
4,25,16,59,954
18,22,7,37,605
13,18,12,46,547
3,26,8,15,974
9,23,4,37,285
11,18,8,21,594
18,26,7,53,590
15,23,10,22,81
2,22,18,40,135
1,21,17,50,555
6,19,16,44,248
20,18,5,44,760
3,20,19,39,375
2,23,20,36,792
14,25,7,12,771
10,22,15,6,530
1,19,2,47,188
7,18,16,16,578
19,18,10,3,730
8,19,6,11,153
1,24,19,26,641
13,19,15,16,943
19,18,6,60,625
17,24,4,20,450
19,22,11,13,535
4,25,19,21,200
9,20,6,7,136
7,26,14,20,969
9,21,14,52,973
19,23,8,22,700
18,26,8,1,348
17,23,18,22,243
2,24,16,35,581
11,18,9,23,974
12,23,13,27,30
12,22,14,25,245
10,21,5,22,427
1,21,14,19,13
9,22,18,17,408
2,20,17,42,990
2,19,12,32,641
3,20,15,36,604
8,20,4,51,541
10,20,12,26,627
17,19,9,18,827
1,20,15,40,843
3,23,3,46,830
8,22,6,42,862
16,24,14,12,246
4,25,17,20,146
1,21,20,41,889
19,26,4,38,502
3,24,8,42,589
2,26,14,25,407
3,22,13,33,1
16,25,15,4,957
17,23,15,21,60
8,20,18,5,627
12,22,11,56,91
9,23,20,16,448
10,22,10,37,485
16,26,15,57,434
15,23,2,37,198
5,21,8,1,780
19,24,16,12,73
17,25,19,55,292
4,22,15,22,130
15,18,2,42,302
13,18,10,57,891
19,23,12,51,195
6,24,19,33,528
17,18,4,28,154
10,24,2,17,450
14,23,11,60,765
13,20,16,32,597
16,22,10,22,645
6,20,6,39,808
9,22,3,27,133
18,26,3,58,902
13,26,15,46,737
4,25,20,30,447
13,26,8,36,61
15,24,2,28,224
11,21,14,29,442
18,22,17,1,142
19,20,5,50,704
8,26,18,54,658
6,18,18,38,249
5,25,18,54,94
5,21,12,3,144
2,21,10,46,938
11,23,5,56,819
6,26,1,40,231
1,23,1,22,645
17,24,1,55,955
10,25,20,32,82
5,23,9,24,336
10,20,14,43,193
9,21,12,21,925
10,26,18,39,661
1,18,12,58,82
2,25,1,32,449
15,24,12,53,309
9,25,4,34,240
20,22,6,56,209
1,24,8,41,119
7,25,3,58,171
20,25,20,56,188
16,23,8,8,147
16,19,3,17,786
9,25,20,53,944
6,24,3,23,184
12,22,8,10,347
2,21,3,35,378
15,24,19,51,923
8,26,4,22,697
17,26,1,60,423
5,19,11,60,472
3,25,15,26,561
11,26,20,32,713
20,24,19,1,826
16,18,6,54,766
2,24,12,2,474
18,19,14,3,154
10,24,14,20,668
15,20,18,10,353
14,26,5,58,440
14,21,20,56,542
15,21,4,53,343
16,18,11,11,103
5,18,2,46,725
8,22,3,41,265
14,21,6,35,417
15,22,15,40,369
12,18,18,12,202
16,21,19,44,712
9,20,19,32,788
11,23,15,17,240
2,21,7,46,193
3,25,5,24,936
3,20,6,21,304
15,22,12,36,419
15,24,14,1,148
19,21,1,10,109
7,20,5,51,711
16,25,10,19,597
14,23,2,3,630
11,20,20,44,606
18,23,7,1,595
1,21,14,48,684
1,19,18,4,483
8,18,14,27,191
11,23,15,28,188
7,21,2,7,626
14,20,2,7,571
6,18,19,51,932
10,20,18,53,613
17,25,9,20,399
16,20,14,21,558
4,21,6,58,532
13,25,1,5,66
17,18,3,16,935
13,24,2,33,871
9,20,14,46,881
12,25,10,52,846
11,26,1,25,776
5,18,17,48,258
14,23,8,37,965
6,19,17,57,546
17,18,6,34,246
2,23,1,56,482
1,26,7,24,642
6,26,7,50,778
19,23,3,4,650
13,25,3,24,695
4,26,18,17,729
15,26,3,31,860
7,25,5,30,71
20,25,10,16,12
10,25,14,58,407
10,26,6,51,672
1,19,1,32,585
10,21,18,19,305
4,22,7,26,52
16,20,17,11,812
5,24,9,52,173
8,22,2,5,499
6,25,13,32,112
4,24,8,59,871
7,19,1,29,535
6,24,7,4,919
20,22,1,19,679
13,26,17,32,658
6,23,1,16,577
4,22,5,44,116
11,26,14,52,228
3,22,17,12,151
3,24,7,29,260
12,18,10,28,118
3,23,2,38,231
1,19,7,25,769
3,26,9,9,201
5,24,5,28,656
5,21,15,52,304
11,22,17,8,518
20,23,19,38,132
3,22,12,10,243
15,20,4,13,891
18,20,13,46,112
20,20,20,49,111
16,24,2,32,496
7,23,9,50,570
7,23,1,6,689
2,24,10,22,896
16,23,1,34,642
4,18,20,22,534
12,18,8,55,697
3,22,9,50,968
5,22,18,32,759
6,24,14,16,839
17,20,15,21,789
14,23,2,36,183
14,21,4,2,842
13,26,20,38,907
7,24,12,39,320
1,18,9,40,693
18,24,11,57,815
20,21,13,10,375
13,18,2,37,96
9,23,7,3,970
3,21,13,15,518
7,24,18,29,664
14,24,9,11,75
9,23,12,58,864
11,18,12,28,403
16,18,16,19,74
2,21,11,32,948
5,24,6,36,311
2,19,3,35,439
9,19,3,60,585
13,23,6,22,273
6,26,2,12,80
19,21,19,21,906
7,19,6,38,209
19,18,3,59,255
7,25,12,36,765
13,23,5,21,206
20,20,8,56,683
14,18,8,11,259
3,24,18,34,533
15,23,17,33,768
17,20,16,54,900
19,20,12,15,300
1,24,3,20,300
2,22,16,34,927
10,20,14,54,294
4,25,14,22,1
7,26,2,31,295
14,22,20,31,599
12,22,2,36,398
20,22,15,16,828
20,24,14,3,325
16,23,2,27,781
7,19,2,42,529
16,25,4,58,975
5,18,13,35,832
3,26,8,41,655
4,20,19,46,521
9,23,13,55,681
12,23,10,29,824
11,19,1,50,171
4,18,19,21,262
8,22,1,51,408
13,20,5,2,829
11,22,17,23,85
8,26,12,53,197
5,18,18,20,726
11,21,1,59,172
15,18,15,43,784
9,25,20,54,501
16,19,1,30,887
19,24,14,24,476
12,19,2,33,970
9,18,5,16,186
10,23,6,38,842
9,26,9,24,472
2,26,6,31,615
18,24,11,55,815
12,23,6,41,811
4,25,11,10,159
16,25,5,6,70
20,22,19,19,744
12,22,2,29,252
10,22,8,31,309
6,19,8,2,871
8,20,17,9,12
10,19,14,5,604
10,26,5,23,823
5,20,19,16,674
11,24,6,43,225
15,21,1,4,283
9,23,3,51,817
5,18,19,33,288
8,24,18,27,458
8,21,15,12,154
12,24,19,45,641
4,20,16,21,70
7,20,1,39,460
20,19,13,2,356
1,26,2,47,416
12,22,11,34,706
10,18,5,10,552
11,25,11,55,887
10,20,12,22,452
5,26,1,57,724
5,21,8,13,556
13,23,9,24,627
13,26,15,20,263
9,18,3,14,360
3,23,10,36,12
15,23,14,46,881
5,19,12,40,932
14,25,20,19,931
4,21,1,19,427
11,20,16,47,29
10,22,13,16,540
16,26,17,10,672
6,26,9,7,86
12,22,14,35,74
20,24,20,20,130
5,25,18,46,878
15,21,18,42,451
16,23,19,28,608
7,18,5,14,393
5,21,9,14,483
2,20,20,40,150
17,24,11,18,304
2,19,7,56,784
8,25,19,12,127
2,22,8,49,701
9,18,18,32,91
1,26,9,35,379
17,23,9,16,134
12,21,1,25,245
10,22,10,44,788
4,26,19,56,914
18,22,18,26,383
10,19,17,55,490
6,25,18,9,733
14,25,13,8,817
16,26,12,60,140
3,21,12,59,141
20,21,14,20,620
18,23,17,22,267
18,19,5,16,863
8,25,9,5,104
3,23,15,20,807
3,22,17,23,337
16,26,4,2,686
9,18,15,50,820
17,22,11,58,313
16,25,17,26,210
17,22,15,27,772
20,20,20,47,96
13,22,2,2,35
19,20,11,12,480
1,25,12,32,380
10,19,6,22,838
1,19,9,27,817
4,19,20,7,294
12,22,10,34,17
3,20,3,51,410
17,20,11,20,345
18,21,3,40,733
4,19,8,7,569
17,25,14,29,474
12,19,6,1,295
15,18,8,55,579
17,18,8,10,343
18,26,19,5,765
18,25,19,28,751
1,23,12,24,778
13,23,1,46,802
16,24,14,35,313
12,26,4,40,185
16,26,15,36,155
9,21,8,15,243
7,23,7,58,699
10,19,7,52,598
9,23,20,37,872
5,18,18,37,321
13,18,14,43,875
12,25,1,52,674
6,22,20,11,590
2,24,6,52,991
7,23,9,50,668
16,24,15,1,281
5,26,7,8,930
16,25,7,40,337
20,20,16,45,156
16,21,4,37,297
5,26,9,24,684
6,22,16,38,839
20,23,5,39,754
2,21,12,51,887
2,21,5,56,144
14,21,9,55,190
5,23,9,48,528
17,26,17,37,944
11,25,9,52,816
12,20,2,53,675
9,24,12,35,786
3,24,19,6,845
4,19,17,17,813
9,22,11,46,623
16,18,2,31,304
1,23,20,39,178
2,18,1,12,956
8,25,14,49,682
1,18,14,20,283
6,26,7,57,55
7,22,6,32,754
5,20,19,24,438
4,26,3,26,233
18,24,7,11,303
5,24,4,17,293
15,25,10,15,938
19,23,19,22,364
3,19,4,31,745
3,26,1,27,342
20,24,8,55,827
16,23,10,7,642
15,22,20,46,83
8,21,11,54,770
16,24,16,59,606
4,19,19,55,580
9,18,16,3,537
19,20,3,42,528
6,19,6,50,72
3,25,8,46,178
5,18,18,41,339
1,25,4,35,955
13,18,18,10,730
20,26,12,48,969
20,22,20,16,440
17,24,16,21,24
10,22,8,47,423
16,20,8,8,801
18,19,18,28,205
4,18,1,26,85
10,24,11,16,563
17,19,17,38,166
3,20,12,29,630
4,18,4,14,251
9,24,17,45,784
13,19,4,36,845
6,22,6,16,787
15,20,7,7,557
20,18,19,58,567
4,23,12,58,580
7,23,5,38,360
3,24,17,27,676
6,23,11,54,559
10,20,12,38,693
2,25,9,59,275
8,21,11,58,985
16,26,5,46,294
16,23,4,43,293
20,25,11,39,775
12,26,5,39,340
1,22,11,3,222
8,24,18,21,310
2,24,8,35,636
16,19,16,15,710
5,24,14,7,747
11,24,13,28,302
16,22,16,42,908
3,19,12,40,433
2,18,11,5,107
18,24,14,17,702
11,22,4,22,30
19,23,10,27,664
13,21,7,25,128
2,19,12,39,881
15,19,20,37,801
2,24,13,28,487
5,21,13,27,771
9,18,17,59,782
12,21,16,18,233
1,23,16,26,239
16,26,4,42,928
17,21,1,21,993
14,19,12,44,821
16,24,15,43,710
13,21,8,60,537
12,24,8,4,565
17,23,16,8,97
7,19,5,3,140
16,26,7,27,711
18,23,7,33,402
8,24,17,28,432
4,21,9,1,680
1,18,17,18,957
15,22,2,59,454
15,25,8,8,667
13,21,1,21,683
4,25,15,40,842
7,20,6,21,634
2,25,17,14,571
3,23,2,36,306
19,25,19,21,364
12,19,16,12,263
5,23,6,29,809
19,19,18,8,770
2,25,12,49,333
4,23,12,26,885
4,26,9,22,46
1,24,19,57,206
19,23,16,54,160
8,21,1,29,886
4,24,5,24,785
18,18,8,10,272
19,18,16,51,470
14,26,18,12,944
19,21,16,1,601
15,21,5,12,842
17,19,18,24,596
13,23,14,11,190
7,25,13,52,874
9,25,5,5,598
20,18,3,2,972
12,25,5,4,360
2,22,1,16,39
5,25,16,23,860
15,25,8,22,931
19,25,11,9,286
9,21,6,32,580
18,18,18,2,479
5,25,14,21,734
17,19,15,8,406
1,18,8,31,924
9,22,4,22,172
8,22,6,10,702
17,19,19,51,419
20,26,6,20,959
9,22,12,38,698
2,18,13,40,799
4,26,2,42,21
13,22,1,14,703
7,24,20,50,465
4,20,17,41,552
13,22,3,24,719
20,26,12,40,154
19,25,9,23,24
16,24,2,54,404
7,21,5,40,532
10,24,16,24,36
19,21,17,31,319
7,19,10,45,350
19,21,1,40,844
12,25,19,21,169
16,22,1,10,882
13,21,16,18,988
12,22,4,27,471
2,21,8,20,217
16,26,5,15,288
4,18,13,35,77
15,24,3,13,494
2,23,4,44,27
18,18,4,17,8
15,22,3,32,478
4,18,10,19,386
15,24,9,53,858
19,21,10,2,832
7,21,15,9,662
14,20,18,32,3
16,18,20,40,721
17,19,11,31,96
13,19,16,37,662
1,25,4,53,924
20,21,5,39,838
9,23,7,33,367
8,24,6,36,67
11,26,14,58,530
9,19,10,35,449
1,20,13,24,466
15,26,20,56,641
1,22,7,39,722
12,24,5,51,169
3,20,5,4,72
4,23,5,42,540
9,18,4,31,780
9,25,19,50,221
13,21,5,41,331
2,22,19,41,993
5,21,15,20,75
5,18,15,33,168
2,18,10,44,918
1,21,17,10,547
8,26,4,14,866
16,22,20,16,635
9,25,15,31,133
8,24,9,54,458
8,25,19,9,915
2,22,16,38,246
1,26,4,4,794
5,22,14,34,630
5,18,13,9,701
12,21,17,51,189
1,23,3,5,722
4,23,9,21,315
2,24,8,6,552
2,19,6,8,228
9,25,19,49,613
9,26,7,44,718
5,19,16,26,977
1,23,7,47,984
4,22,11,43,193
6,19,6,40,716
2,19,17,10,735
7,24,2,1,275
7,21,2,43,746
12,22,14,49,602
4,21,8,10,550
12,23,10,15,546
20,25,16,32,450
14,24,4,20,215
2,19,7,27,384
20,18,1,34,33
19,19,3,38,385
17,21,20,12,790
12,18,6,12,461
19,21,17,50,830
4,21,15,35,75
2,21,11,48,926
4,20,16,20,726
3,25,8,47,229
18,25,16,42,919
16,26,8,9,409
4,18,4,11,891
3,26,13,42,550
6,25,4,15,370
3,21,18,20,676
7,25,11,2,706
20,18,9,29,607
12,23,1,48,766
9,23,15,47,324
14,19,2,56,265
2,26,12,18,393
18,22,3,32,400
18,19,15,39,838
9,20,15,10,665
6,19,10,53,570
18,18,20,38,153
20,23,3,43,756
7,20,3,8,7
2,24,12,29,58
8,19,10,22,283
12,18,2,51,158
4,18,11,26,991
7,25,14,25,995
10,25,8,33,874
12,26,3,11,797
11,19,11,46,607
9,23,5,29,49
14,21,12,5,73
1,26,16,36,644
5,20,5,27,313
17,26,20,44,351
4,25,13,4,529
6,19,2,40,19
6,18,2,42,167
17,20,19,7,857
3,18,13,6,307
11,19,17,4,316
7,23,14,38,410
5,19,8,60,779
15,24,5,24,798
19,20,3,5,258
4,25,12,13,670
9,21,17,5,663
14,25,5,7,150
5,18,15,46,791
2,22,15,9,541
6,24,3,1,767
1,25,4,19,69
10,25,1,52,167
12,24,7,27,385
15,26,15,57,709
19,25,20,43,661
7,18,10,29,656
6,20,3,46,408
10,21,9,56,698
3,25,5,11,752
1,23,3,35,269
10,19,4,30,196
11,20,14,42,87
13,25,10,46,738
3,25,4,29,904
14,19,20,55,2
2,20,4,51,109
5,20,8,33,530
2,22,11,30,679
2,26,2,44,798
11,25,3,3,567
9,21,4,58,410
1,24,10,36,735
19,18,19,59,560
18,24,12,17,911
18,24,4,45,893
7,24,14,5,8
2,24,19,15,701
4,21,19,4,938
14,24,11,29,992
13,18,9,38,98
3,21,5,57,580
18,23,20,35,101
12,18,7,50,741
20,18,7,57,392
14,21,19,31,245
10,18,10,26,758
19,18,19,25,654
15,23,15,5,175
1,22,15,60,84
1,25,9,46,837
12,18,20,12,95
12,19,9,40,959
12,19,10,57,805
6,24,18,43,86
12,24,19,23,80
2,26,8,29,204
4,22,11,16,870
11,20,2,12,245
15,19,5,25,836
10,22,11,51,199
19,23,8,39,543
1,22,3,30,604
15,18,19,48,433
18,26,13,30,944
7,20,5,29,273
10,19,7,25,115
8,26,6,5,538
19,21,2,7,838
5,26,6,47,86
20,24,13,53,958
14,23,17,51,313
10,24,15,28,257
11,24,14,35,327
15,22,7,35,703
14,26,18,7,357
16,24,18,13,621
18,18,13,32,485
14,18,10,38,989
8,21,3,14,531
8,20,9,26,656
3,18,13,7,306
2,24,13,41,455
5,23,8,33,807
15,26,15,2,188
16,26,5,57,454
5,25,9,21,698
10,21,5,57,802
15,19,13,33,75
2,24,11,4,854
14,24,6,27,414
14,22,16,52,525
11,25,12,42,346
20,21,2,29,611
18,21,11,2,839
16,22,14,56,874
11,26,17,2,879
11,25,11,16,94
13,25,9,17,660
6,21,12,58,687
11,23,11,44,408
11,23,10,55,9
11,23,6,41,921
9,18,5,12,978
17,18,14,50,215
3,21,13,39,316
9,20,20,4,385
12,26,14,5,153
14,20,5,13,446
11,24,2,59,783
3,26,14,45,35
7,19,13,37,973
7,24,14,15,384
6,20,20,12,474
7,24,10,51,294
5,20,3,35,162
8,24,16,25,420
8,23,16,55,359
18,21,10,29,279
2,26,13,28,961
5,23,9,2,703
17,20,7,7,142
15,18,3,26,322
9,23,11,45,800
18,25,7,5,279
2,21,1,58,394
11,23,3,7,990
20,25,2,25,285
17,24,6,33,953
15,24,15,54,531
3,20,7,12,94
4,19,10,56,941
13,23,11,26,914
12,19,5,51,961
10,23,10,11,824
15,18,18,38,55
5,23,20,32,890
2,18,10,41,913
10,22,15,42,188
8,25,11,25,698
15,18,18,57,424
2,21,11,23,421
19,23,1,41,236
16,20,4,18,426
12,24,13,44,533
19,26,17,60,670
9,21,13,20,559
17,24,14,24,17
17,23,12,30,299
12,24,17,54,71
6,25,9,21,975
16,19,3,42,163
3,23,6,48,915
18,22,18,1,918
8,21,14,18,41
19,25,7,1,882
1,21,10,51,130
5,18,15,17,1
4,22,3,14,386
14,19,13,20,266
3,23,18,14,232
4,26,19,11,543
19,24,11,50,612
9,25,17,47,119
15,22,10,25,852
19,25,9,22,642
5,18,18,45,236
15,20,9,58,644
14,23,12,12,418
8,20,17,12,892
5,23,9,34,849
12,19,15,41,714
12,19,10,29,85
1,25,5,56,155
1,23,17,51,811
5,25,2,15,241
1,20,11,43,689
19,23,10,17,135
2,26,19,53,421
14,24,20,17,89
10,22,6,39,195
1,22,12,4,363
8,24,15,59,599
8,21,11,6,432
16,26,19,15,319
13,18,4,29,836
20,23,8,20,385
7,24,11,22,724
7,23,10,20,201
10,26,11,57,232
9,21,4,46,155
10,20,1,19,916
8,20,7,39,22
2,18,17,58,905
4,24,20,23,110
20,25,4,29,289
11,23,11,4,664
15,19,12,34,496
2,18,13,58,293
8,18,6,40,189
2,24,6,55,276
10,21,20,5,256
6,24,7,52,353
7,20,9,60,706
10,18,4,41,726
13,19,9,22,393
10,26,9,22,348
9,26,4,30,50
3,18,2,38,627
18,21,10,54,473
13,23,10,32,84
6,20,1,23,319
7,25,20,41,865
15,26,9,38,290
6,18,11,52,598
6,18,13,23,62
11,25,17,48,294
1,23,14,29,48
2,19,8,23,671
10,23,13,28,393
17,26,12,57,816
10,25,1,53,811
8,20,19,6,757
15,22,18,4,133
19,20,9,3,931
6,26,6,14,777
1,19,6,52,869
5,20,5,60,991
8,21,5,8,753
15,26,10,5,882
7,25,10,12,915
13,18,5,59,756
10,21,1,52,741
18,20,20,11,149
18,23,12,50,939
9,24,17,31,36
14,22,6,53,206
20,26,16,53,988
6,26,8,41,702
4,21,7,36,942
16,21,19,55,761
17,18,2,28,321
14,22,17,25,16
9,26,2,18,218
17,19,15,56,440
20,25,8,49,503
14,24,19,59,940
15,23,6,45,534
3,20,18,22,438
2,24,8,24,713
18,19,16,7,802
18,21,4,45,44
4,23,10,26,459
16,20,18,27,133
14,22,5,3,761
1,20,19,50,239
6,23,20,52,937
6,26,2,16,689
10,19,1,4,486
15,23,15,57,181
16,19,6,45,234
15,22,14,52,766
19,20,13,13,542
4,26,14,40,676
17,21,16,54,610
14,19,13,5,207
3,21,13,42,131
13,19,19,39,333
4,20,10,15,357
9,25,15,19,452
9,21,7,33,641
16,19,19,34,113
16,21,2,44,249
2,26,9,54,677
7,21,13,59,270
7,25,3,11,463
7,21,14,5,868
10,19,9,21,292
1,19,7,40,983
2,26,19,16,467
1,26,5,7,602
12,19,11,15,650
20,19,9,43,411
20,18,16,39,19
18,21,15,9,740
19,23,1,38,592
2,25,18,16,836
11,25,10,54,392
7,24,19,57,410
7,20,15,57,711
2,21,4,4,27
17,21,9,49,832
7,24,12,45,386
8,19,6,48,274
3,26,4,4,99
5,20,20,42,502
12,19,12,46,155
14,21,11,35,528
13,24,13,48,194
20,20,5,44,352
18,24,12,42,174
2,18,4,52,800
8,19,14,38,741
6,18,20,46,695
3,23,1,49,429
10,24,15,9,860
4,23,15,12,388
12,21,10,37,13
16,24,19,48,855
19,25,13,48,227
18,26,7,7,114
14,21,19,2,969
19,18,11,6,196
13,19,4,26,411
9,20,16,60,2
2,18,8,5,747
