wage,costliving,gender,age,bactype,branch,userexperience
13372,1729,1,26,1,2,25
6899,2086,1,24,1,1,7
12467,2359,2,24,1,1,76
14764,2254,1,23,1,1,34
6274,1776,1,26,1,2,65
6892,1622,2,26,1,1,39
9757,1841,1,22,1,1,18
11857,1511,1,25,1,1,41
7482,1964,2,24,1,2,93
9755,2295,1,22,1,1,31
12975,1853,1,20,1,2,26
12450,1928,1,25,1,2,69
11488,2415,1,19,1,1,57
6284,2370,1,18,1,1,68
3376,1432,2,23,1,1,78
6718,2232,1,18,1,2,92
5366,2129,1,17,1,1,44
5603,1947,2,19,1,1,81
7856,2059,1,24,1,2,26
6103,1578,1,26,1,2,82
13109,1810,2,18,1,2,67
11947,1666,1,22,1,2,54
12884,2105,2,19,1,2,14
7024,2054,1,19,1,1,39
12155,2429,1,18,1,1,90
4423,1932,1,25,1,1,12
5072,2013,1,20,1,1,73
13388,1712,1,19,1,1,60
3634,2203,2,24,1,1,43
5456,1474,1,20,1,2,46
3592,2173,2,24,1,1,33
9197,1727,2,19,1,2,73
11258,2061,1,21,1,2,41
3669,2383,1,23,1,1,52
6581,1824,1,17,1,1,75
11950,2418,1,19,1,2,41
6573,2101,2,23,1,1,72
10910,2472,1,18,1,2,85
7855,2341,2,18,1,1,59
9023,2142,1,20,1,2,99
5238,2349,2,25,1,1,44
4685,2338,1,24,1,1,84
7954,1981,2,18,1,2,60
5176,1827,1,26,1,1,17
3096,1551,1,26,1,1,86
7215,1431,2,17,1,2,87
9293,2070,1,18,1,1,8
5856,2177,1,20,1,1,33
14416,2173,2,22,1,2,24
11969,1496,2,23,1,2,34
5891,2340,2,22,1,2,64
6136,2354,2,17,1,1,58
11862,1716,1,26,1,1,55
3845,1662,2,18,1,2,40
8598,2083,1,19,1,1,27
14211,2259,1,20,1,1,55
12494,2236,1,24,1,1,1
9759,2309,2,20,1,1,1
5624,1628,2,22,1,1,44
9833,1703,2,22,1,2,51
4262,2149,2,24,1,1,23
14365,1599,2,22,1,1,94
12879,1445,2,17,1,1,37
11206,1821,1,17,1,1,8
6665,2328,2,25,1,1,2
3042,1472,2,19,1,1,5
11216,1665,1,24,1,1,20
7141,2033,1,17,1,2,100
14247,1712,1,24,1,2,4
12031,1794,2,26,1,1,49
5540,1661,1,24,1,1,75
4412,1934,1,22,1,1,62
13856,1886,2,23,1,1,68
4980,1990,2,24,1,1,87
7001,2281,1,21,1,2,54
14792,2018,2,25,1,1,37
14780,1580,1,18,1,1,49
8647,1831,1,26,1,1,7
8729,2307,2,26,1,1,94
4976,1811,1,25,1,1,34
11504,1748,2,17,1,1,10
6213,1749,2,26,1,1,31
3005,2315,1,19,1,1,53
3872,1497,2,18,1,2,40
10232,1581,2,26,1,1,61
13491,2239,1,25,1,1,19
4325,1531,2,25,1,2,65
14028,1596,2,25,1,1,31
9548,2124,1,18,1,2,46
14226,1707,2,21,1,2,94
13999,1446,2,18,1,1,39
10430,2302,1,22,1,1,92
5107,2364,1,20,1,2,65
12747,1897,2,21,1,2,35
9578,1871,1,20,1,1,60
8755,2363,1,17,1,2,87
10629,1460,1,19,1,2,6
7627,1559,1,23,1,1,54
10394,2449,2,26,1,2,28
13312,2341,1,24,1,1,85
4155,1692,2,20,1,1,77
14844,2423,1,18,1,2,86
12894,2427,1,18,1,2,20
14648,2360,2,22,1,1,16
7766,1642,2,19,1,2,96
3276,1884,1,21,1,1,90
13806,1810,2,17,1,2,49
13758,1894,1,24,1,1,70
10225,1982,1,17,1,2,46
14473,2018,2,18,1,1,20
11705,1493,1,26,1,1,50
7486,2044,2,26,1,1,6
14597,1959,1,17,1,2,46
5270,2170,1,18,1,1,2
11634,1496,1,19,1,2,47
12801,1625,1,25,1,1,80
7528,2388,1,22,1,2,24
5486,1946,2,20,1,1,8
6740,1857,1,18,1,1,65
7744,2467,2,21,1,1,72
8701,1932,2,19,1,1,89
5532,1450,2,24,1,1,89
7136,1581,2,20,1,2,17
11986,2414,1,18,1,2,64
5401,2088,1,24,1,1,41
11269,2432,2,21,1,2,62
13127,1708,2,17,1,1,90
5297,1802,1,18,1,1,14
12898,2474,2,26,1,2,20
8834,1827,1,24,1,2,30
7732,1621,1,19,1,2,58
10131,1746,2,19,1,1,26
12638,1773,1,19,1,1,10
4368,1895,2,26,1,2,18
14766,1543,2,20,1,1,85
11904,1409,2,24,1,1,51
4397,2143,2,26,1,1,6
12047,2461,1,25,1,2,6
13303,1749,1,25,1,2,36
9990,1523,1,26,1,1,91
5218,1804,1,25,1,1,88
3233,1733,1,24,1,1,31
9211,1483,2,18,1,2,28
4732,1933,1,22,1,2,91
7290,2185,2,25,1,2,34
10603,2315,2,18,1,2,90
5698,2480,1,21,1,1,85
11059,1531,2,21,1,2,60
14391,2296,1,19,1,2,61
11463,1725,2,19,1,1,91
8039,2437,1,22,1,2,21
12462,2003,1,18,1,2,70
14055,2440,2,19,1,1,49
6469,1546,2,25,1,1,8
5629,1930,2,17,1,1,17
14987,1479,2,21,1,1,62
9166,1418,2,19,1,1,15
14374,1807,1,19,1,1,77
13181,2348,2,19,1,1,49
12169,1877,2,24,1,1,34
7947,1710,2,21,1,1,27
7571,1677,2,21,1,2,59
7803,1711,2,25,1,2,79
5966,1583,2,22,1,2,24
9725,2370,2,23,1,2,23
13258,2384,2,26,1,1,37
8284,1778,2,23,1,2,6
11278,2020,1,22,1,2,100
3763,1988,2,23,1,1,86
7491,2159,1,19,1,2,21
11243,1548,1,17,1,2,62
5216,2418,2,25,1,1,58
6841,2204,1,17,1,1,60
6108,1726,2,24,1,2,61
9038,1854,2,20,1,1,23
5707,2068,1,24,1,2,85
9731,1943,1,22,1,1,21
13349,2392,2,18,1,1,17
11251,1538,1,26,1,2,76
9011,2363,2,22,1,1,51
9458,1918,2,22,1,2,52
4725,1750,1,26,1,2,84
3987,2313,1,22,1,1,26
8218,2034,1,17,1,1,8
14279,2294,2,20,1,2,29
9402,1845,2,17,1,2,56
6232,1584,2,20,1,1,24
4101,1884,2,25,1,1,20
5358,1649,2,23,1,1,61
14291,1401,2,20,1,1,56
4130,1591,1,17,1,2,12
3075,1430,1,26,1,1,37
10454,1764,1,23,1,2,38
11660,1999,1,17,1,1,1
9829,1849,1,26,1,2,49
6295,2201,1,25,1,2,37
10635,1975,1,17,1,1,68
9372,2470,1,21,1,2,6
13625,2084,1,20,1,2,62
13166,2392,2,25,1,2,82
8164,1862,1,17,1,1,7
8140,2101,2,21,1,2,72
14562,1605,1,21,1,1,21
12681,1998,1,24,1,2,29
3483,2240,2,21,1,1,39
10154,1693,1,20,1,1,81
5565,2268,2,23,1,1,65
7269,1424,2,23,1,1,38
12012,1869,1,26,1,2,11
8626,2358,2,19,1,1,14
3295,2302,1,21,1,2,28
6441,1670,2,22,1,2,77
10705,2314,2,21,1,1,34
11103,1436,2,25,1,2,33
3918,2466,2,17,1,1,80
6707,1539,2,17,1,2,68
13545,2059,2,21,1,2,16
10097,1933,2,17,1,1,12
11596,1990,2,19,1,1,19
12927,2351,2,23,1,1,51
3034,2378,2,20,1,1,29
6613,1507,1,17,1,1,67
11316,2249,2,26,1,1,72
8679,2423,1,21,1,2,26
10288,2209,2,25,1,2,73
4763,2218,1,23,1,1,4
13995,2394,2,21,1,2,51
14646,1673,2,18,1,1,74
14410,2002,1,24,1,2,86
9108,1872,1,17,1,2,88
5764,2456,2,25,1,1,28
14696,1650,2,19,1,1,49
11052,1454,1,17,1,1,39
14224,2217,1,19,1,1,29
12190,1594,2,20,1,1,83
14791,1793,1,26,1,1,92
13780,2050,2,20,1,2,8
11081,2183,2,17,1,1,30
7880,2465,2,19,1,1,68
5054,2149,2,26,1,1,32
14039,2064,2,18,1,2,11
7544,2144,2,26,1,2,51
3405,2076,1,18,1,2,64
8416,1562,1,21,1,1,59
14271,2035,2,24,1,2,48
6646,1957,2,23,1,1,69
14280,2404,2,17,1,2,47
9032,2323,1,23,1,1,95
14029,2415,1,20,1,1,35
8323,2151,1,25,1,1,16
13775,1505,1,17,1,2,61
9503,2364,1,17,1,2,29
8349,2281,2,20,1,2,19
3689,2215,2,17,1,1,71
3023,2033,1,17,1,1,97
11574,2080,1,17,1,1,49
4849,2089,2,20,1,2,93
7556,1790,2,19,1,1,61
7036,1938,2,23,1,1,50
6254,1872,1,20,1,1,6
6260,2066,1,24,1,2,81
7611,1600,2,19,1,2,31
9401,1749,2,23,1,2,20
10524,1898,2,23,1,1,5
7902,2410,2,24,1,2,53
11753,1501,1,26,1,1,20
8103,2342,2,19,1,1,54
4617,1795,2,23,1,2,85
9019,1810,1,21,1,1,83
13516,2209,1,21,1,2,28
3610,1461,2,25,1,2,73
13085,2350,2,19,1,1,83
3660,1401,1,18,1,2,15
7277,2286,1,26,1,1,37
8577,1728,1,23,1,2,40
6636,1807,2,21,1,2,50
4080,2049,2,18,1,1,36
3151,2344,1,24,1,1,76
9443,2014,2,21,1,2,13
9004,2092,1,19,1,2,73
10350,2319,2,22,1,1,92
4599,1401,1,21,1,2,58
3253,2433,2,17,1,1,10
7208,1852,1,18,1,2,8
12886,1686,2,18,1,2,36
5879,1405,2,23,1,2,18
3310,2320,1,23,1,1,40
7174,2474,2,25,1,1,61
8526,2045,2,17,1,2,49
12909,1956,1,23,1,1,19
8067,1618,2,23,1,2,53
7769,2220,1,20,1,1,88
14253,1514,2,19,1,2,39
9674,2261,1,26,1,1,87
11067,2349,2,26,1,2,93
6329,2073,1,26,1,1,74
6509,2053,1,19,1,2,85
7544,2135,1,24,1,2,54
11860,1971,2,21,1,2,55
11589,1664,2,21,1,2,37
12320,2259,2,19,1,1,87
4961,1549,1,21,1,1,25
10135,2342,1,23,1,2,10
7584,2268,2,24,1,1,79
9218,1732,2,26,1,2,64
12009,2072,2,26,1,1,68
3959,1431,1,26,1,2,25
5964,1733,1,19,1,1,33
9141,2499,2,19,1,2,63
9574,1467,2,23,1,1,30
13169,1516,2,17,1,2,18
9998,1540,1,25,1,1,69
8495,1718,1,22,1,2,1
12985,1801,2,21,1,1,83
14483,1669,2,26,1,2,42
5160,1802,1,18,1,2,86
7065,1975,2,25,1,2,99
11895,1815,2,25,1,1,89
3349,2046,2,22,1,1,35
3300,1457,1,26,1,2,81
11452,2163,2,20,1,2,43
7231,2387,1,20,1,1,81
5925,1993,2,25,1,1,55
3019,1708,2,26,1,1,100
5874,2486,1,25,1,1,11
12153,2422,2,23,1,1,56
3644,2159,2,18,1,1,20
6053,2306,1,17,1,1,56
4957,1731,2,24,1,2,79
11117,1827,1,17,1,2,46
10112,1980,1,25,1,1,92
13546,2213,1,20,1,1,31
10931,2402,2,18,1,1,26
10112,2460,1,24,1,2,89
9558,1569,1,17,1,1,9
8428,2357,1,26,1,2,14
14501,2308,2,17,1,1,69
6713,2327,2,17,1,2,23
5387,1531,2,24,1,1,76
5964,1950,2,18,1,1,16
7149,2092,2,21,1,2,82
8904,2409,2,24,1,2,66
12466,1782,1,23,1,1,75
13852,2361,2,24,1,1,22
13447,2429,1,26,1,1,81
6192,2336,2,19,1,1,57
6224,2237,1,18,1,1,100
3847,1918,2,26,1,1,52
10535,1939,2,25,1,1,83
8269,1852,1,17,1,2,45
4503,1809,1,25,1,2,11
3159,1700,2,22,1,2,76
11855,2145,2,22,1,2,36
11382,2007,1,24,1,1,72
14706,1511,1,20,1,2,25
5505,1801,2,18,1,1,62
13146,1896,1,21,1,1,10
5484,1442,1,19,1,2,14
7914,2263,1,26,1,2,81
14884,1900,2,17,1,2,44
13893,2082,2,23,1,2,96
6020,2103,1,21,1,2,6
8740,2136,2,21,1,1,29
3024,2164,2,18,1,2,99
9247,1585,2,23,1,1,97
5776,1955,2,17,1,1,19
3965,2228,1,21,1,1,5
9766,1456,1,25,1,1,70
12673,2384,2,19,1,2,56
12581,2185,1,26,1,2,27
9874,1625,1,23,1,2,9
14665,1974,1,25,1,1,40
9134,2472,1,22,1,2,94
4891,2456,2,18,1,2,13
8218,1502,2,24,1,1,56
14003,2114,2,17,1,1,95
12137,2421,1,21,1,1,62
4797,1567,1,23,1,1,37
5640,2114,1,18,1,2,11
11500,2302,1,23,1,2,43
7697,1906,2,23,1,1,22
9609,2264,1,24,1,1,1
4543,2467,2,22,1,2,80
8045,1805,1,20,1,1,99
6223,1737,1,17,1,1,65
10556,1426,2,18,1,2,59
4312,2348,1,24,1,1,35
3307,2158,1,25,1,1,33
14016,2073,1,24,1,2,83
7621,2301,1,20,1,1,84
9139,2095,1,24,1,2,13
4588,1415,1,21,1,2,5
11598,2141,1,20,1,2,24
5017,2465,2,23,1,2,77
14735,1428,2,19,1,1,94
14735,2424,1,20,1,2,89
9870,1962,2,21,1,2,9
14530,1522,2,19,1,2,86
9704,2401,2,24,1,1,63
12851,2253,1,20,1,1,86
5303,2441,1,20,1,1,83
13283,2290,2,18,1,2,64
3448,1819,2,19,1,1,67
7940,1599,2,17,1,1,12
3799,1483,2,20,1,1,100
3093,2357,2,18,1,1,34
12315,1766,1,23,1,1,85
12539,1609,1,26,1,2,91
14864,1664,1,22,1,1,66
3216,1897,1,26,1,1,55
9938,2484,2,25,1,1,31
3957,1416,1,17,1,1,98
4641,1855,2,25,1,2,79
11645,2466,1,21,1,1,55
14778,2206,1,20,1,1,58
7886,1834,1,19,1,1,27
13295,1787,1,24,1,1,13
11349,2080,2,22,1,1,54
11912,2138,1,18,1,1,34
6184,2354,2,20,1,2,31
12340,1782,2,24,1,1,68
8270,2305,2,21,1,1,86
14427,2128,1,26,1,1,28
4453,2108,1,21,1,2,42
13172,2407,1,26,1,1,35
11556,2420,2,17,1,2,91
5986,2169,2,18,1,2,24
12190,1731,1,19,1,1,60
7756,2224,2,21,1,1,77
12884,1830,2,23,1,2,11
12039,1473,1,26,1,1,59
7908,1964,1,21,1,2,22
13141,2495,1,23,1,1,69
6728,2231,2,21,1,1,51
9694,1906,2,18,1,1,41
9371,1701,1,17,1,2,73
5927,2412,1,21,1,2,19
12160,2106,2,25,1,2,90
5552,2484,1,21,1,1,93
5809,1484,2,20,1,2,1
4274,1795,2,25,1,2,71
7623,1469,1,17,1,2,61
12426,1720,1,23,1,2,8
12948,1704,1,22,1,2,58
11362,2181,2,23,1,2,84
9121,1789,1,18,1,1,87
7901,1753,2,24,1,1,80
14732,1695,1,23,1,1,56
6001,2141,1,26,1,2,27
8630,2373,2,25,1,2,42
8683,2493,1,18,1,1,91
8543,1814,1,20,1,1,1
13475,2156,2,19,1,1,36
4301,1731,2,21,1,1,24
12201,1853,2,22,1,1,47
9365,1806,2,17,1,2,43
9037,2079,1,20,1,1,51
6055,1411,2,19,1,1,54
11031,2424,1,20,1,1,55
6254,1577,2,26,1,1,35
8745,1904,1,22,1,2,42
9849,1642,2,24,1,1,32
7720,1589,2,18,1,2,24
12381,1451,1,18,1,2,43
11506,1433,1,21,1,1,26
6624,2220,2,21,1,2,25
13719,1554,2,21,1,1,100
4099,1864,1,26,1,2,97
6639,1698,2,18,1,1,83
14855,2335,1,20,1,1,31
10719,2178,1,17,1,2,98
5594,2170,2,23,1,1,71
11634,1882,2,24,1,2,18
3589,2405,2,23,1,1,52
6139,1674,1,20,1,1,13
12712,2082,1,24,1,2,53
5023,2294,1,17,1,1,49
5784,2485,1,23,1,1,74
7546,1778,1,26,1,2,41
7520,1680,1,21,1,2,5
13756,2323,1,26,1,1,91
3456,2332,1,23,1,1,49
9542,1719,1,25,1,1,67
4417,2374,2,26,1,2,80
8423,1428,1,23,1,2,85
6842,2150,2,19,1,1,84
5755,2009,1,23,1,2,59
13357,1772,1,25,1,1,73
11971,2237,2,24,1,2,72
7264,2223,1,17,1,2,68
14582,1846,1,25,1,2,66
6671,1658,2,17,1,2,75
7097,2461,2,19,1,1,79
5148,1745,2,20,1,2,99
11802,1542,1,24,1,2,58
6626,2028,1,24,1,1,98
6103,1458,1,20,1,1,19
9797,2355,1,17,1,2,1
10810,1630,2,19,1,1,8
6424,1838,2,21,1,1,57
11706,1889,2,17,1,2,30
4646,2247,1,24,1,1,35
9602,1842,1,17,1,1,41
3952,2271,2,17,1,2,52
8343,1870,2,20,1,1,3
13209,1857,1,25,1,2,39
11804,2009,1,24,1,2,12
4686,2267,2,19,1,2,78
10247,1784,2,26,1,2,96
8624,1744,2,26,1,2,35
6275,2069,2,21,1,1,74
7358,2495,1,22,1,2,51
8147,1647,2,26,1,2,42
7868,2225,2,23,1,1,49
14272,2394,2,24,1,2,14
10340,2229,2,24,1,1,72
10340,2098,2,19,1,1,11
13397,2445,2,22,1,1,95
8724,1629,1,17,1,1,29
5317,1459,1,26,1,1,62
11929,1541,1,20,1,2,78
14801,1718,2,19,1,2,30
8808,1482,2,22,1,2,91
11051,2076,1,19,1,2,92
11399,1528,2,21,1,1,97
3352,2291,2,23,1,1,93
5178,1660,1,26,1,2,26
14330,2110,1,20,1,2,80
7240,2410,2,17,1,1,65
13792,2172,1,23,1,2,95
5171,1995,2,24,1,1,79
3204,1989,2,21,1,2,84
10292,2283,2,22,1,2,9
7699,2036,1,22,1,2,81
10423,1810,1,21,1,1,6
12620,2361,2,25,1,2,38
7009,1998,2,22,1,1,4
6562,1450,2,26,1,1,49
6572,1712,1,24,1,2,19
10096,1808,1,22,1,1,39
8384,2195,1,19,1,2,70
11615,1636,2,23,1,1,36
4669,1484,2,24,1,1,88
8191,2091,1,26,1,1,27
4803,1623,1,26,1,2,21
5388,1583,2,19,1,2,17
3158,1936,2,18,1,1,25
5102,1776,1,20,1,1,43
11378,1722,1,23,1,1,53
6683,2134,2,18,1,2,82
14521,1542,1,20,1,2,61
10552,1734,1,22,1,2,99
9603,1849,2,19,1,1,54
4568,1885,1,19,1,1,70
5914,1577,1,20,1,2,50
4831,1583,1,18,1,1,35
13734,2454,1,24,1,1,14
5440,2431,1,18,1,1,60
5858,1624,1,26,1,1,71
10867,1670,1,17,1,2,58
9233,1997,1,21,1,1,24
10727,2175,2,26,1,2,48
10191,1853,2,20,1,1,56
9546,2129,1,17,1,1,66
14293,2411,1,24,1,1,91
11813,2450,2,23,1,1,76
7804,1917,1,21,1,1,94
8137,2204,2,26,1,2,86
4233,2087,1,17,1,2,64
8343,1617,1,24,1,2,60
8148,1483,2,21,1,1,19
11477,2423,1,20,1,1,41
6160,1623,1,22,1,1,11
11942,2380,1,21,1,2,72
13239,1439,2,25,1,1,15
12819,2040,1,19,1,1,67
9511,1783,2,26,1,2,79
7293,1536,1,24,1,1,70
6345,2089,2,20,1,2,32
12028,1410,1,23,1,1,42
9456,1418,1,23,1,1,20
9956,2017,1,21,1,1,39
9785,1728,1,17,1,1,49
3630,1849,1,25,1,2,12
11482,1824,1,19,1,1,45
7818,2248,1,24,1,2,16
9446,1510,1,25,1,2,32
5849,1992,2,25,1,1,81
9661,2004,1,25,1,1,99
13880,1475,1,20,1,2,33
10869,1758,2,20,1,1,44
6060,2339,1,23,1,2,43
5831,1849,2,20,1,2,91
7947,1819,2,23,1,2,30
12369,2081,1,21,1,2,39
10922,2082,1,25,1,2,63
14207,2459,1,19,1,1,27
14747,2379,2,25,1,1,9
10610,1781,2,24,1,1,34
7477,2228,1,26,1,1,100
13918,1764,2,17,1,2,60
3455,2486,1,23,1,1,11
14222,2071,1,23,1,2,37
5605,1974,1,23,1,2,18
7142,1664,2,18,1,2,94
4779,1631,1,23,1,1,10
11516,2162,2,24,1,1,97
3322,2423,1,22,1,1,52
8514,1649,1,21,1,2,98
5801,2433,2,25,1,2,100
6766,1844,2,23,1,2,49
4081,2429,2,20,1,2,40
7718,2113,2,21,1,1,17
10620,2480,2,24,1,2,67
12451,1768,2,25,1,2,96
7827,1932,2,20,1,2,86
8534,1465,1,17,1,2,23
13290,2009,1,23,1,1,88
8461,2230,2,22,1,1,16
12961,2177,1,18,1,1,59
12714,2474,1,19,1,2,32
12929,2220,1,22,1,1,47
10907,1820,1,22,1,2,86
7005,1519,1,25,1,2,65
13255,1804,1,24,1,1,7
14614,1709,1,19,1,2,97
6732,1711,2,17,1,2,26
5655,2217,2,23,1,1,17
14840,2380,2,25,1,2,98
8724,1823,1,19,1,2,42
10307,1849,1,17,1,2,66
10768,2199,1,26,1,1,2
3477,2163,1,20,1,2,72
13944,2220,2,26,1,2,54
14309,1564,2,24,1,2,45
10579,2126,1,26,1,1,23
6312,2166,1,21,1,2,86
8280,1946,1,20,1,2,75
8301,1994,2,20,1,1,86
5746,2147,2,20,1,2,44
4510,1485,1,23,1,1,6
4133,2448,1,24,1,1,17
14715,1916,2,17,1,1,5
8421,2498,1,25,1,1,15
8681,2225,2,26,1,2,58
13066,2126,2,22,1,1,82
4861,1436,2,18,1,2,93
10532,2267,1,21,1,2,30
3599,2253,2,20,1,2,64
4292,1856,1,20,1,2,33
5927,2176,1,24,1,2,46
10399,1637,2,20,1,2,37
4991,1405,1,17,1,2,4
3707,1579,2,25,1,2,88
9981,1769,1,20,1,2,47
7986,2267,2,25,1,1,21
5812,1773,1,21,1,1,83
11857,2495,1,20,1,2,66
11665,1986,2,23,1,2,33
11610,1742,2,17,1,1,46
13172,2301,2,23,1,2,25
7213,1449,1,20,1,2,53
4749,2354,2,23,1,1,3
13277,1690,2,24,1,2,21
10649,1562,2,23,1,2,12
13493,2138,2,22,1,1,50
8301,2160,1,20,1,2,23
12922,1591,2,24,1,1,64
13521,2389,2,18,1,2,41
11755,2135,1,17,1,2,64
12473,1838,1,26,1,1,65
7708,2038,2,22,1,1,48
13760,1693,1,26,1,2,73
13339,2209,1,18,1,2,60
6674,1953,2,20,1,1,91
5268,2010,1,19,1,2,99
11657,1852,1,22,1,1,100
3060,1587,1,26,1,2,10
8859,1960,1,24,1,2,41
6765,2354,1,20,1,2,22
5982,2198,2,19,1,2,85
14551,1470,1,22,1,1,83
12024,1483,1,18,1,1,75
7527,2227,1,23,1,2,34
8376,1944,1,23,1,2,24
7944,1490,1,19,1,1,100
11715,2343,2,26,1,1,42
11838,1684,1,24,1,1,8
12764,1845,2,26,1,2,83
5808,1451,1,21,1,2,23
5091,1529,2,23,1,1,29
6608,2330,1,20,1,1,2
5949,2018,1,21,1,1,84
5706,2181,1,22,1,1,80
4564,1441,1,25,1,2,44
13594,1669,2,24,1,1,54
11040,2465,2,20,1,1,67
5784,2163,2,18,1,1,10
14317,1683,2,20,1,2,95
12545,2272,2,19,1,1,60
11978,1808,2,19,1,2,43
10531,1894,2,25,1,2,65
12113,1629,2,20,1,1,60
7835,2131,1,19,1,2,20
10941,2173,1,20,1,2,36
8850,2389,2,17,1,2,91
7986,1890,1,20,1,2,1
11119,2071,2,17,1,1,24
8657,1469,2,24,1,1,8
6213,2349,1,21,1,1,68
8521,2458,2,23,1,1,62
13712,1428,1,19,1,1,71
3405,1846,2,19,1,1,40
5628,1430,2,17,1,1,27
8884,2259,2,21,1,1,55
7365,2172,2,20,1,2,72
11657,2295,1,22,1,2,71
12688,1717,2,21,1,2,75
6010,1667,2,17,1,2,100
11984,1653,2,21,1,1,87
12048,1868,1,23,1,1,5
10725,1865,2,23,1,1,65
14442,1816,1,22,1,1,86
6441,1958,2,19,1,1,35
14739,2394,1,22,1,1,29
3470,1458,1,23,1,2,35
7339,1951,1,22,1,2,23
7489,1926,1,21,1,2,77
9275,1471,2,21,1,1,28
5476,1876,2,20,1,2,22
7920,2056,2,24,1,1,71
11255,2039,1,18,1,1,22
12782,1910,2,23,1,2,36
4831,2084,2,20,1,2,92
5927,1932,1,22,1,1,75
12777,1501,1,19,1,2,22
5365,2071,1,21,1,1,18
6352,2173,2,23,1,1,27
3666,2259,1,19,1,1,99
11453,1624,2,20,1,2,62
13623,1450,2,23,1,1,40
6087,1650,2,23,1,1,77
7357,2111,1,24,1,2,95
13834,2184,2,22,1,2,51
9331,1918,2,26,1,2,84
8867,2321,2,21,1,2,47
10204,2460,1,26,1,1,71
14527,1965,1,22,1,1,71
10253,1805,1,20,1,1,6
14787,1618,2,18,1,2,50
10621,1942,2,23,1,1,38
4326,1493,1,24,1,1,6
7588,1496,2,24,1,2,89
13294,1909,2,25,1,2,75
10041,2182,2,22,1,2,87
7472,1961,2,26,1,2,18
3106,2069,2,17,1,2,53
4756,1818,1,26,1,1,46
8468,1872,2,24,1,2,19
13958,1575,1,17,1,1,83
12396,1545,2,25,1,2,67
9642,2212,2,22,1,2,17
10226,1759,2,22,1,1,1
11672,2192,2,24,1,2,16
14669,2390,1,17,1,1,79
7112,2471,2,18,1,1,31
8181,1632,2,24,1,1,58
4154,1760,1,26,1,2,3
7960,1498,2,17,1,1,45
13518,1737,2,20,1,1,46
4605,1429,1,25,1,2,98
8710,2222,2,26,1,2,27
13739,1590,1,25,1,2,91
9877,1512,1,24,1,2,68
6028,1508,2,18,1,1,19
3954,1887,2,18,1,1,6
10348,2323,2,17,1,1,47
9511,2259,2,25,1,1,13
3251,1417,2,26,1,2,68
3540,2417,2,17,1,2,100
14094,2451,1,20,1,2,54
5637,1553,2,22,1,1,87
9900,1634,1,26,1,1,47
14745,1797,1,19,1,2,97
14447,1499,1,23,1,2,26
12486,1822,1,19,1,2,49
5369,2093,1,19,1,1,55
13765,2066,1,20,1,1,69
5909,2350,1,26,1,2,63
8254,1570,1,26,1,1,36
11163,2100,2,20,1,2,21
5959,1887,1,24,1,2,28
5872,2345,1,22,1,1,21
10598,1541,1,24,1,2,97
11868,1947,1,23,1,1,5
12625,2136,1,17,1,1,43
12417,2268,2,23,1,2,43
12256,1429,2,22,1,1,79
8841,1821,1,18,1,1,35
4885,2187,1,23,1,1,31
10460,2103,1,18,1,1,39
6861,1465,1,21,1,2,30
7203,1915,2,20,1,2,48
7246,2191,2,20,1,2,43
9833,2103,2,17,1,1,36
5587,1528,2,22,1,1,97
14473,1981,1,26,1,2,62
3701,1834,2,20,1,2,98
12346,1712,2,20,1,1,79
6537,2434,1,19,1,1,66
6063,2295,1,22,1,1,70
4089,2407,2,19,1,1,38
10334,1942,2,25,1,2,36
9501,1931,1,21,1,1,75
11587,1581,2,21,1,2,87
10993,1854,1,17,1,1,42
12320,2319,1,21,1,1,81
10826,2151,1,19,1,1,99
6947,2344,2,23,1,1,28
10240,1816,1,20,1,2,87
3464,2267,1,18,1,2,97
8208,2036,2,24,1,2,6
14417,1783,1,19,1,2,25
9866,1908,2,25,1,1,2
9941,1533,1,19,1,2,15
6051,2494,1,20,1,1,98
10401,2069,2,17,1,2,88
8461,2041,1,26,1,2,68
14887,1612,1,24,1,2,15
8214,1793,2,25,1,1,64
11905,1542,2,23,1,1,83
14442,2419,1,17,1,2,74
6134,2198,2,20,1,1,13
12312,1556,2,22,1,2,63
6886,1876,1,20,1,1,60
9637,2205,2,23,1,2,56
6088,2436,1,21,1,2,61
13966,1806,2,23,1,2,40
10982,2161,1,18,1,1,86
9039,2413,2,23,1,1,61
5971,1409,1,25,1,2,52
14977,1720,1,22,1,2,39
7655,1764,1,19,1,2,91
11828,2322,1,26,1,1,37
7628,1425,2,22,1,1,14
5458,2178,1,26,1,1,50
5194,1831,2,22,1,2,66
9024,2439,2,19,1,1,14
12377,1856,1,21,1,2,41
7537,1574,1,24,1,1,45
3491,1601,1,18,1,2,59
9515,1875,2,26,1,2,87
14295,2161,1,21,1,1,66
6762,2204,2,18,1,2,96
13501,2364,2,26,1,2,7
5635,2309,2,19,1,2,11
3655,1453,1,23,1,1,18
10668,1807,2,21,1,2,51
7083,2325,2,21,1,1,80
10373,1698,1,17,1,2,61
8678,1515,2,20,1,1,27
13110,1815,1,18,1,1,53
4311,1827,1,18,1,1,9
13367,2326,1,26,1,2,62
6117,2370,2,25,1,2,28
5937,2431,1,19,1,2,99
9750,1518,1,25,1,1,61
13354,2213,2,23,1,2,42
3539,1404,2,18,1,1,16
8132,1733,1,18,1,2,22
6305,2393,1,18,1,1,65
7661,1745,2,20,1,1,90
14528,2490,2,22,1,2,45
