wage,costliving,gender,age,branch,userexperience
5440,1509,2,18,2,95
3235,692,2,19,1,29
5280,1918,2,20,1,20
4205,1789,1,17,1,77
4677,1369,2,19,2,1
9936,606,2,21,1,61
10632,1806,1,19,2,39
10687,1936,1,19,1,24
14481,1258,1,18,1,33
11973,1669,1,17,1,42
8391,862,2,19,1,40
4652,1243,1,18,1,64
5626,749,2,20,1,9
10331,1350,1,19,1,95
11917,1999,1,21,2,91
14865,1639,2,18,2,4
9699,773,1,21,2,63
12292,1367,2,20,1,13
7391,921,2,19,2,13
4936,1938,2,19,1,69
14469,775,2,18,2,44
3260,1072,1,18,1,35
3884,662,1,19,2,6
13494,1767,1,18,2,39
11956,2084,1,19,1,38
3726,1078,1,18,1,46
8366,1930,2,21,2,63
7089,666,1,18,1,60
11346,823,2,17,2,48
12943,1554,2,20,1,95
8066,884,2,17,1,10
10644,1622,1,17,1,17
5317,1331,2,19,1,56
10859,772,1,20,1,4
10537,1163,2,21,2,20
5803,1055,1,18,1,3
12125,1346,2,17,1,59
11982,1864,1,19,2,24
7127,1729,2,19,1,38
11416,2074,1,17,1,25
14653,933,2,18,1,29
13096,1321,1,17,1,18
5590,2039,1,20,2,62
12979,681,2,21,2,79
9170,1296,1,19,2,83
6745,1772,1,20,2,90
3437,1708,1,20,1,83
14231,861,1,18,2,43
13455,1649,1,21,2,67
8776,1095,2,20,2,10
6075,2017,1,20,1,78
10033,1978,1,19,1,94
5930,1521,1,21,2,45
7053,1079,2,20,1,69
14455,634,1,18,2,23
13759,1679,2,17,1,44
14249,1935,1,17,1,34
12854,1087,1,21,1,58
10812,899,2,17,1,8
10614,2094,2,18,2,61
14952,789,1,19,2,16
12404,1321,1,20,2,9
14004,644,1,17,2,35
10078,1344,2,21,1,95
13244,913,1,18,2,4
11100,871,1,19,2,53
6649,1463,2,18,1,9
12246,685,1,18,1,10
8688,1541,1,18,1,79
10576,1849,1,21,1,60
8944,1362,1,20,2,31
11780,1255,1,20,2,21
5001,1627,2,21,2,76
9859,966,2,17,2,66
13356,1671,1,17,1,66
6510,2080,1,18,2,17
6395,1396,2,19,1,91
3775,1740,2,18,2,4
6628,2003,2,18,2,86
13996,603,1,18,2,6
4287,1659,1,18,2,57
3011,1676,2,19,2,28
5978,1085,2,17,1,61
10802,1003,2,20,2,68
5231,1642,1,20,1,3
6079,1762,1,20,1,16
5774,778,2,17,2,31
14758,1808,1,20,2,1
10467,2075,2,20,1,97
13742,1354,1,19,2,38
11021,649,2,17,1,66
11181,1030,1,17,1,51
5979,1394,1,18,1,26
3140,1584,2,20,1,12
7305,1220,2,18,2,46
11025,1079,2,18,1,75
8964,1411,2,21,2,84
7457,998,2,18,2,80
14631,1145,2,19,2,44
7610,1776,2,17,2,86
7058,1255,2,17,2,33
13704,722,2,20,1,89
7235,1686,1,19,2,95
4911,1466,1,17,1,40
13753,1689,1,20,1,37
6301,1377,1,19,1,66
5323,1320,2,21,2,38
9233,1472,2,18,2,95
9767,1074,2,18,1,71
3985,1599,1,21,1,65
11665,1031,2,20,2,30
7945,1778,1,20,2,1
10237,1423,1,20,2,26
11572,1248,1,21,2,30
3732,1266,2,19,1,9
11542,1580,2,21,1,98
13891,801,2,18,2,98
4641,1085,2,19,1,52
14237,836,2,19,1,41
6663,2058,2,18,2,85
14566,1847,1,20,2,100
11694,925,1,19,2,17
9041,1648,1,18,2,41
3601,1007,2,21,1,6
5509,1107,1,21,2,51
11041,822,2,20,1,31
7991,1180,1,21,1,69
6044,1704,1,17,2,84
13890,1966,1,17,1,2
14547,1843,2,19,2,92
8933,1937,1,18,2,8
8170,1961,2,17,2,32
6561,1446,2,17,1,20
4468,688,2,21,2,81
8737,1436,2,19,1,56
8710,1831,1,19,2,81
9921,1347,1,19,1,53
14966,1397,2,20,1,49
5141,1380,2,21,1,59
7729,1584,1,21,2,11
14301,1339,1,17,2,63
6950,1200,1,18,2,31
3103,1097,2,19,2,86
6321,1321,1,19,1,2
5323,1223,1,20,1,65
13635,1652,2,19,1,58
7200,1422,1,17,2,92
5974,1317,2,17,1,91
9685,668,1,18,1,80
8697,873,1,19,2,58
4814,1070,1,19,2,67
13146,1607,2,19,2,12
14876,1523,2,17,1,48
10934,1378,2,21,2,29
6450,1456,2,18,2,76
8670,1601,1,20,1,62
6352,1239,2,19,1,23
3007,1311,2,21,1,60
7623,906,2,20,2,42
10112,910,2,18,2,10
7737,994,2,18,2,39
12777,1738,1,20,2,76
4879,1222,2,17,1,87
3662,1038,1,19,1,57
8421,1711,1,18,2,53
4886,1083,1,19,2,92
12661,630,2,19,2,37
12495,1364,1,21,2,61
5675,766,1,17,1,74
5377,1838,1,17,1,19
4558,1458,2,17,1,77
9975,648,1,17,1,75
8957,1231,2,20,2,55
12384,1066,2,21,2,10
13425,814,1,17,2,78
7126,1932,2,17,2,17
4843,1538,1,18,2,37
4412,1096,1,21,1,6
7250,1171,2,20,1,75
14809,1840,1,17,2,32
11796,1214,2,20,1,99
12727,1919,1,20,1,90
8010,605,1,21,2,37
14195,1444,2,18,1,5
4853,1943,2,18,2,100
14965,2092,1,21,1,23
5720,1966,2,17,1,27
8004,841,1,20,2,62
12801,1057,2,17,1,91
7520,1373,1,17,1,85
6572,979,2,19,1,63
13208,1288,1,21,2,45
5630,1162,2,21,2,66
10664,688,2,19,1,52
9306,2083,2,18,2,40
5982,1370,2,21,1,68
3370,830,1,19,1,96
9068,1962,1,20,1,60
7669,1205,2,20,2,76
5071,1110,1,21,1,48
3974,1284,1,20,2,54
8775,2053,2,21,2,83
12935,1526,1,21,1,26
11953,616,1,21,2,89
4365,800,1,21,2,45
13319,773,2,19,2,58
14688,1832,2,19,1,85
10415,854,1,19,1,27
12022,1135,2,19,2,51
14090,1296,2,19,2,81
3385,1371,2,18,2,88
7309,795,2,21,2,81
10426,725,1,18,2,12
5145,1446,2,19,2,23
3936,1909,1,17,1,52
13946,1366,2,18,2,2
11849,1315,2,21,2,91
10465,681,2,20,2,88
3797,1706,2,17,1,30
3970,840,1,18,1,38
11782,1670,2,19,1,82
11062,934,2,19,2,49
8023,1443,2,18,1,28
12348,654,2,21,2,68
8034,906,1,19,2,87
9425,1101,1,19,2,8
11036,1389,1,19,1,2
13339,2068,2,20,2,71
14594,888,1,18,1,17
7843,1569,2,19,1,28
3584,845,1,17,2,32
4193,902,2,17,2,65
13513,2046,1,21,1,43
5321,1177,1,21,2,48
10243,1163,2,17,2,43
4412,1337,1,18,1,78
12394,745,2,19,2,90
9532,746,2,21,1,78
5697,1896,1,20,1,61
12895,2003,2,19,2,34
9773,1179,1,19,2,36
10037,1295,1,18,1,62
11940,1627,1,20,1,93
6883,1565,2,21,2,86
5114,1759,2,20,1,75
12442,1675,2,19,2,75
4730,691,1,19,1,21
8903,1556,1,19,1,23
11774,1822,1,21,2,25
13448,723,1,18,2,38
3488,1359,2,17,2,85
3229,1970,2,18,1,11
6913,765,2,17,1,31
10371,1126,2,18,1,66
6543,1375,2,21,1,55
7056,721,1,20,2,80
10128,1009,2,19,2,56
10646,1034,1,18,2,82
13240,683,2,17,2,15
4055,1551,1,21,2,53
10430,1339,2,21,1,57
12702,1921,2,18,2,40
3695,782,2,19,2,45
8406,1248,2,17,1,82
12469,1679,2,18,1,76
5549,1739,2,19,1,40
9305,1843,2,21,1,80
9836,1016,1,18,1,65
5758,937,1,17,1,53
12970,1377,1,17,2,98
4305,849,1,18,1,70
4274,1667,2,17,1,64
7217,1512,1,19,1,78
9623,789,2,19,1,99
6118,2060,2,18,2,41
7001,1746,2,18,2,5
5391,1206,2,18,2,67
5788,2056,2,20,2,31
10540,1568,1,18,1,21
3325,2067,1,21,2,88
3114,725,2,17,2,98
12357,1766,2,20,2,73
7916,1339,2,18,2,90
11026,1915,1,20,2,63
14011,948,2,19,2,18
6318,1097,1,17,2,76
4590,1710,1,21,1,80
9617,1057,1,19,2,40
14455,959,1,20,1,32
7565,1348,1,20,1,97
9990,1726,1,18,2,31
7913,1025,2,17,2,52
9751,1254,2,21,1,61
13487,1352,2,18,1,31
3529,861,1,20,1,85
3478,715,1,17,2,98
11875,1961,2,20,1,64
12701,953,2,19,1,17
6606,1012,1,21,1,62
13830,1731,2,21,1,20
7856,1111,2,19,1,2
4988,1117,2,18,1,36
5663,1222,1,17,1,69
12294,1228,2,19,2,70
3987,2052,2,20,2,77
8179,899,2,20,2,64
10525,1632,1,17,1,31
10129,922,1,19,1,35
5492,1526,2,19,1,5
13067,1424,2,18,1,52
9899,1576,2,21,2,66
9608,1828,2,20,2,21
4700,919,1,17,1,4
13752,1480,1,18,2,16
6240,2016,1,18,1,28
14953,730,1,17,1,31
14468,1388,2,21,2,93
12699,1150,2,21,1,92
7144,1809,1,21,2,64
14874,2091,1,20,2,34
8399,1315,1,20,1,16
6652,706,2,21,1,32
7738,1398,2,17,2,81
5769,838,2,17,1,5
3160,694,2,18,2,1
14827,1921,2,21,2,78
6682,1253,2,21,2,73
5366,1102,2,19,2,16
7140,1621,1,19,2,37
13358,773,1,17,2,62
6023,1595,1,18,2,74
8159,909,2,21,2,3
11033,908,2,20,1,30
5898,1512,1,18,2,16
3996,1194,1,20,1,86
12800,1955,1,17,1,16
5787,668,2,17,1,12
6046,1348,1,21,2,49
12020,1554,1,17,2,3
14811,1968,1,20,2,99
7704,645,1,21,1,63
14278,1128,2,21,2,37
14309,1905,1,20,1,53
4653,1324,2,18,2,15
10708,687,1,18,2,29
13311,1977,2,17,2,93
9638,1607,1,19,1,89
10332,1914,2,19,1,60
10267,1955,2,20,1,82
14100,962,2,20,2,11
7648,1652,1,19,2,92
9712,1170,1,21,1,37
11380,1070,1,18,1,88
6966,1334,1,17,1,64
3036,955,1,21,2,34
13967,1170,1,21,1,1
5534,1062,1,21,1,97
5063,1303,2,18,2,67
13913,1408,1,20,2,46
14003,1157,2,20,1,8
10291,1191,2,19,2,57
10076,758,1,20,1,16
14202,1854,2,18,1,34
5179,1195,1,21,1,70
13978,1469,1,21,2,11
9011,1224,2,20,2,4
12621,1119,1,20,2,47
8243,671,2,19,2,80
6161,669,2,19,2,97
7702,816,2,21,2,83
9539,1878,2,17,2,63
13629,1468,2,17,1,100
6793,1860,2,21,1,17
7227,1498,2,17,2,88
8208,1038,1,17,1,14
9180,1780,1,21,2,29
9189,1873,2,21,1,63
12992,1438,1,21,1,96
11471,979,2,20,1,90
11906,912,1,18,2,15
7631,1424,2,21,2,4
4537,673,1,19,2,13
9200,1923,1,17,1,94
12567,997,1,18,1,6
10931,842,2,19,2,74
14573,1682,1,19,2,20
8101,647,1,21,1,21
5384,752,1,20,1,47
14370,1735,1,20,1,75
6590,1077,2,20,2,76
13961,978,2,19,2,31
3763,1881,1,20,2,37
8492,1664,2,21,1,48
11927,1515,1,21,1,94
10614,931,2,21,2,98
9463,912,2,18,1,48
7455,1085,1,17,2,9
12241,1052,2,17,1,44
4889,1674,2,19,2,38
14675,1797,2,21,1,71
4931,798,1,17,1,41
12085,2044,2,19,2,59
9682,792,2,17,2,72
9018,1173,1,20,1,23
14344,1636,1,17,1,5
9150,1104,2,20,1,96
8909,929,1,19,1,2
4157,1341,1,19,1,45
12125,992,2,20,2,1
5028,1032,2,20,1,38
13559,1300,1,18,1,31
3218,1157,2,20,1,15
11399,916,2,19,2,91
7992,969,1,20,1,9
12665,696,2,21,1,9
5266,1510,1,21,1,10
11930,841,1,21,1,64
3811,1858,1,17,1,93
9787,990,1,17,1,32
6899,863,1,19,2,35
14215,1387,1,18,2,73
6896,1812,1,19,1,100
11306,2004,2,20,1,67
8042,1452,1,18,1,92
3683,1573,1,21,1,38
14764,1472,2,20,2,4
12178,1335,2,21,1,88
4881,1205,1,19,2,45
7323,1814,2,19,2,75
10246,1790,2,21,2,22
4152,1475,2,17,1,63
13928,653,1,17,2,94
13182,1358,2,20,2,60
3786,1293,1,19,2,48
5916,1865,2,19,1,51
5047,1308,2,19,2,64
10670,2022,1,21,2,52
14627,1026,2,17,1,6
10075,1004,1,19,2,43
5543,1061,2,21,2,92
5926,833,1,21,1,44
9233,608,1,19,1,32
9383,1742,1,17,1,30
6977,725,1,17,1,31
9762,1596,1,21,2,57
9252,1075,2,19,1,28
11160,1778,2,19,1,55
13320,736,2,17,1,84
4086,1955,1,20,1,37
12332,1257,2,18,2,11
9440,1505,2,19,1,71
9840,1398,1,17,1,54
7277,693,2,21,2,16
7536,1469,1,18,1,49
14480,1756,2,21,2,33
3274,1159,2,20,1,25
12831,654,1,21,2,18
13802,1669,1,20,1,10
5748,1264,2,17,2,49
4963,1868,2,17,1,27
12670,692,1,18,1,87
14075,1799,1,19,1,63
13686,1020,2,19,1,45
11093,1775,1,20,1,63
5759,1906,1,19,2,3
8872,1865,1,17,1,57
10066,1716,1,21,1,43
9241,1040,1,20,2,42
8335,2061,1,17,2,10
4499,1017,1,18,2,91
10299,1441,1,18,1,8
11394,1634,1,17,2,90
8743,1065,2,19,2,11
13894,612,2,18,2,56
12404,1406,2,21,1,63
11311,1387,2,20,2,81
11365,876,1,20,2,60
8014,825,1,21,1,69
10728,1694,1,17,2,56
13606,1716,2,18,2,35
13582,1926,1,17,1,51
4008,776,1,21,1,94
13754,1920,1,19,2,42
9680,1681,2,20,1,34
8444,790,2,21,2,66
12763,1696,1,18,1,67
9531,888,2,20,1,84
5534,1772,1,20,1,5
6731,1254,2,21,2,41
5006,1427,2,21,2,94
11210,835,1,19,1,82
10140,1816,2,18,2,7
13543,653,2,17,2,23
8275,2032,1,21,2,5
7911,869,2,17,2,1
11584,1286,1,18,2,97
14750,1790,2,19,1,43
4889,1452,2,19,1,93
4699,805,1,17,1,62
6699,921,2,21,2,21
7625,1015,2,19,2,87
4963,1221,1,21,1,87
14938,809,2,19,2,81
12494,667,1,18,1,84
13462,1404,2,18,2,100
6385,1590,2,17,1,34
8129,840,1,21,1,4
7733,996,2,19,2,37
7610,1098,2,17,1,45
8442,1132,1,18,2,28
13768,1954,1,19,1,52
7414,1030,1,21,2,27
5626,1973,1,20,1,15
12569,866,2,18,1,2
11379,1062,2,21,2,59
4488,1907,1,18,1,34
10828,2085,1,17,2,31
3709,2067,2,21,1,19
10669,725,1,18,1,65
4885,2038,2,18,1,98
12472,2088,1,17,2,41
10941,1240,2,18,1,6
4372,935,2,20,1,85
11472,1452,1,17,2,15
13335,1544,1,18,1,35
11596,1731,2,18,1,21
4541,1048,2,21,1,13
14993,735,1,18,2,65
12894,768,2,21,1,53
5065,734,2,17,1,26
7303,681,1,19,2,13
5396,1143,2,21,1,97
8972,684,1,17,1,87
3430,1849,1,20,2,32
3313,856,1,21,1,77
9030,739,1,18,1,12
6173,1260,1,21,1,80
9595,1892,1,19,1,65
10910,1112,2,20,1,25
13715,1979,2,18,1,76
11807,1046,2,21,1,2
9658,869,1,21,1,6
10190,1080,2,19,1,16
10940,1018,2,21,1,89
6941,782,1,17,2,2
6095,771,1,18,1,56
13071,1089,1,20,2,68
4142,727,2,17,1,83
13563,821,1,18,1,68
4333,1952,2,17,2,95
11763,1832,2,17,2,77
9890,1198,1,20,2,8
13874,1846,1,17,1,67
3853,1543,1,18,2,94
13363,1951,2,19,1,3
7306,947,2,20,2,49
10724,1213,2,18,2,96
7067,1495,2,20,2,7
3873,1005,2,21,1,4
7693,1965,2,20,1,55
5613,1972,2,19,1,2
12709,1881,2,21,2,13
12549,1928,1,20,1,29
3228,1385,2,18,1,14
6970,1861,2,21,2,92
4873,1625,2,20,2,69
4247,641,2,21,1,54
10669,790,2,21,2,94
5682,1192,2,18,1,12
14859,837,2,18,2,56
9276,1718,2,18,2,78
11452,719,1,20,1,53
9667,2023,2,17,1,82
4784,1569,2,17,1,19
6389,1418,2,18,2,75
4832,846,2,19,1,68
14721,961,2,20,1,36
9405,1087,1,17,2,42
14646,1568,1,19,1,12
11841,1263,1,21,2,89
7401,1144,1,19,1,32
4781,644,2,17,2,15
6939,622,2,18,1,73
6909,823,2,17,2,74
7109,2097,2,20,2,8
5575,1665,2,19,2,67
5677,2014,1,19,2,72
7283,741,1,19,2,84
11043,1495,2,20,2,34
11140,1446,2,19,2,76
5644,1819,1,21,1,98
12213,1534,1,19,1,27
14733,1400,1,18,2,49
7955,1418,2,17,1,40
10836,615,2,17,1,69
6565,1738,1,21,2,28
7428,1084,1,20,1,61
10274,1444,1,19,1,54
14961,1143,2,19,2,92
7002,2037,1,19,2,93
11656,1740,2,20,1,12
5204,708,2,17,1,25
7379,1755,2,18,2,69
3573,1144,2,17,2,100
8015,846,2,21,1,96
7457,723,2,18,1,42
11837,700,1,20,2,48
5052,1539,2,17,2,62
14275,1910,1,18,1,54
13970,2040,2,20,1,50
14099,1120,2,20,2,8
4597,1323,1,17,1,95
14576,1924,2,18,1,79
8170,959,2,21,2,11
7645,1409,1,18,1,31
9027,1951,2,21,2,20
11905,2063,2,21,2,99
9584,1500,1,21,2,93
9931,744,2,17,1,32
13430,1926,2,17,2,100
7669,1542,2,19,2,7
4838,1904,2,20,2,61
14216,1180,1,20,1,21
12373,2091,1,17,1,53
11340,1774,2,18,1,42
11172,784,2,19,1,96
12918,1756,2,18,2,50
8967,984,1,20,1,76
8295,1524,1,21,1,58
14079,822,1,20,2,22
12582,782,2,20,2,65
6944,1112,1,18,1,46
7146,1202,1,17,2,37
5133,1913,2,21,2,96
9811,1631,2,17,1,61
3371,1306,1,21,1,41
13023,1162,1,18,1,48
11007,964,2,19,2,58
4170,1881,1,21,1,40
6113,1442,1,19,2,65
9089,1106,1,18,2,41
5972,1727,2,18,2,68
9364,2083,2,19,1,60
13869,750,2,17,2,16
14406,659,1,21,2,58
8921,1245,2,18,2,99
13395,1827,2,21,2,42
7593,1378,1,17,1,38
4330,1176,1,17,1,79
7817,1573,2,21,2,54
5239,708,2,21,2,64
10304,1651,2,19,1,51
10195,1466,2,18,1,91
10798,1727,1,18,2,88
11710,1541,2,21,1,43
8476,1937,1,21,2,83
4489,1472,1,19,1,53
14305,2095,2,17,1,84
13042,1402,1,21,2,53
10938,1789,2,17,1,53
6309,1058,1,17,2,100
12366,1301,2,20,2,92
5884,818,1,19,1,3
4630,1679,2,21,2,74
6170,1438,1,17,2,53
4882,1218,1,17,1,77
9407,1095,1,21,2,50
12369,1874,1,18,2,42
7456,711,2,20,2,98
6389,1643,2,19,1,94
6148,2056,1,19,1,6
13500,768,2,21,2,71
4918,930,2,19,2,4
6882,2009,2,21,2,32
12344,1966,1,18,2,20
10717,1566,1,18,1,40
12048,722,1,21,2,83
9150,1843,1,21,1,51
14482,1629,2,18,1,89
11038,1939,1,19,2,9
5460,1724,2,21,1,57
10705,1807,2,18,1,35
4123,1802,2,20,1,36
5854,1546,1,20,2,59
8348,1661,2,17,1,21
12908,1356,2,20,1,98
9333,923,1,18,1,22
13391,866,2,20,1,44
13327,1085,2,20,1,68
14833,742,1,19,1,91
4071,1227,2,20,2,73
10961,847,1,18,2,10
14129,1607,1,21,1,85
9501,871,2,19,2,8
5554,1521,2,21,2,52
14666,1791,1,21,1,32
13534,1355,2,17,1,62
13154,1020,2,17,2,41
9513,1697,2,17,1,30
9111,1359,1,17,1,54
7494,1025,2,17,1,97
9796,989,1,18,1,41
8358,1674,2,19,1,87
3740,628,2,20,2,86
13971,864,1,18,2,94
5300,1840,1,18,1,40
14199,768,1,18,1,44
11956,751,1,19,2,60
13468,1524,1,18,2,57
12532,986,2,17,1,62
11306,1190,1,18,1,40
7526,1072,2,17,1,40
13675,937,2,17,2,77
3669,1547,1,18,2,79
4655,1504,1,18,1,64
4457,1716,2,19,2,28
4294,922,1,19,2,42
5562,724,1,17,2,52
9445,1825,2,17,1,53
10586,1546,2,20,1,14
11642,1589,2,20,2,20
13144,1152,2,21,1,17
5584,787,2,21,2,64
10422,697,2,17,1,97
9886,1268,2,17,2,29
10416,1017,2,19,2,100
4694,826,1,18,1,59
14359,1169,1,20,1,59
8286,1867,1,19,1,24
4982,1467,1,18,1,47
12087,1016,2,17,1,57
6788,1655,2,18,1,50
12864,1371,1,19,1,12
5748,1886,2,17,1,7
11766,1089,1,19,2,70
5503,752,2,17,1,4
6976,754,2,19,2,27
4663,966,2,21,1,8
5867,795,1,19,2,57
3964,805,1,17,2,39
8615,1677,2,21,2,15
14949,852,1,17,2,31
3345,1779,1,17,1,89
10097,1989,2,18,1,82
7389,1082,2,20,1,53
3569,2014,1,20,2,88
12849,1057,2,17,1,68
4610,1716,2,19,2,90
9954,1082,1,18,1,57
13615,1453,2,17,1,27
6827,730,2,18,1,32
8844,1561,1,17,1,92
9373,825,1,20,1,45
8430,986,1,19,2,25
9979,1544,2,19,2,25
7659,1200,2,19,2,95
9804,796,1,20,2,42
11019,1281,2,19,1,27
5374,1623,1,17,2,3
3096,1010,2,19,2,2
6868,706,2,21,2,14
14458,1769,2,19,1,19
4670,1451,1,21,1,67
12032,1141,2,19,1,18
6260,1876,2,21,2,76
8108,683,1,21,1,23
12359,1195,1,21,2,56
7524,1703,2,20,1,72
12755,1262,2,20,2,97
9915,1515,2,18,2,63
6146,911,1,20,1,46
10569,638,2,19,2,64
12425,1749,2,19,2,59
6495,1964,2,21,2,15
8524,819,2,19,1,79
9132,1029,1,21,1,3
3342,1637,1,18,1,67
10504,1253,1,19,1,11
4458,2024,1,17,2,55
6435,1726,2,20,2,26
4077,1685,1,18,1,22
10669,1839,1,19,2,76
11396,1323,2,17,2,23
13337,623,2,20,2,74
12298,874,2,19,1,100
3597,1107,1,20,2,36
12607,1613,2,18,2,50
7327,701,2,17,2,97
8286,941,1,17,1,23
11114,797,1,18,1,43
13149,1057,2,17,1,87
13687,1323,1,17,1,42
13359,1675,2,18,1,71
7092,2002,1,19,1,34
3864,826,2,18,2,57
13705,813,2,20,1,32
5094,1830,1,20,2,38
5124,893,1,17,2,70
6846,769,1,20,2,88
3502,772,2,21,1,78
14650,739,2,18,2,15
14128,1946,1,21,2,29
14178,1297,1,17,1,16
9180,1702,2,18,2,18
4728,1110,2,19,1,61
6045,742,2,20,1,27
4243,712,2,21,1,97
8348,867,1,21,2,84
9395,1631,1,21,2,68
4475,770,2,19,2,36
6534,2012,1,21,2,89
11536,1153,2,19,1,55
8141,891,2,17,2,3
5339,956,1,18,1,73
10219,877,2,20,1,31
6345,1615,2,18,1,27
7964,1650,2,18,1,9
4392,1586,2,19,1,58
10269,1396,2,19,1,31
14774,1905,1,17,2,98
13414,1270,2,21,2,1
8545,737,2,17,1,19
13582,1957,2,20,1,99
4705,668,1,18,1,30
6398,1052,1,21,1,39
12637,963,1,19,2,47
6208,1611,2,20,2,55
4856,1803,1,18,2,22
11718,1472,2,18,1,75
4020,1048,1,21,1,93
8418,1102,2,17,1,30
7172,1590,1,18,1,6
10221,1151,1,17,1,65
3392,2086,2,19,2,11
13712,1446,1,17,1,46
3684,1296,1,18,2,72
6507,1766,1,17,2,30
3124,1957,1,21,2,18
6834,1467,2,17,1,15
7033,1334,2,21,1,82
8553,1726,2,21,2,20
14140,1461,2,21,2,37
5354,1989,2,17,1,7
12286,1983,1,17,2,97
9883,929,2,21,1,79
7148,1868,2,17,1,17
5045,821,2,18,1,30
13212,1313,1,17,1,68
4112,1288,2,18,1,92
11202,794,1,20,1,52
10603,1084,2,21,1,84
11301,1466,2,20,1,13
11533,679,1,18,2,93
6261,1812,2,19,1,66
5122,1354,1,20,1,61
4946,1269,1,20,1,77
4859,1180,2,19,2,52
13494,2066,2,18,1,30
4653,1061,2,17,1,82
5611,1479,2,19,2,35
12977,1966,2,21,1,98
11935,1207,2,20,1,44
6817,1430,2,19,1,5
8138,665,1,19,1,7
7725,834,1,17,1,56
5178,1054,2,20,2,8
8331,893,2,17,2,52
3751,671,1,21,1,74
10084,1817,2,20,2,63
14433,1105,1,18,2,91
9269,1455,2,21,1,36
9443,1618,2,18,2,63
13175,1007,2,17,2,73
7923,1177,1,17,2,76
6443,1335,1,20,1,86
3518,1734,2,20,1,71
14498,1160,1,21,1,90
11832,1842,1,19,2,92
11097,1525,1,21,2,89
9261,1818,2,20,1,55
7189,1039,2,18,1,71
14364,831,2,18,2,11
13460,1712,1,17,1,70
6098,2003,2,20,2,35
6156,1120,1,21,2,96
14249,768,2,17,1,55
14695,1804,1,18,1,98
11328,996,2,17,1,86
4509,1922,2,20,1,42
9171,1884,1,20,1,88
8794,729,2,17,1,21
7566,1408,1,18,2,54
4154,1237,2,18,1,20
3430,642,1,19,1,1
4102,1329,2,17,1,92
6413,1435,2,21,1,94
9216,1599,1,18,2,52
6149,852,1,21,1,10
13214,1479,2,19,2,87
10853,1822,2,19,2,67
12858,1822,2,18,2,80
3913,696,2,20,2,82
12837,1624,2,19,1,15
10705,1803,1,21,1,86
6114,1711,2,20,1,11
11577,1699,2,19,1,54
14076,1285,1,21,2,20
13110,1410,2,17,2,16
9494,736,2,17,2,78
8454,1132,2,18,2,82
3487,601,1,19,1,41
13024,2049,2,18,2,82
9826,914,1,17,2,31
6065,805,1,20,1,100
4833,1600,1,18,1,9
6482,1799,1,21,2,66
7588,956,2,19,1,27
8908,1249,2,19,2,90
10385,802,1,20,1,39
6604,795,2,17,2,78
13535,921,2,18,1,31
3929,1425,1,20,2,26
9994,1145,1,18,1,43
11227,1183,2,19,1,79
8902,1694,1,20,1,62
8124,1916,1,18,2,20
8506,943,2,21,1,24
12344,884,2,18,2,8
4248,1078,2,20,2,98
10156,1225,1,21,2,63
8338,1470,2,19,1,56
7864,1952,2,20,2,3
10517,1318,1,18,2,27
12247,811,2,21,2,99
12299,1994,1,17,1,86
11508,1718,2,21,1,100
14497,1842,2,19,2,4
8811,661,1,21,1,63
3676,1394,2,17,2,45
7144,874,1,20,1,33
12820,916,2,17,1,71
12684,1806,2,19,2,95
5184,937,1,17,2,13
5269,1666,1,19,1,70
9195,999,1,19,1,68
10503,1066,2,21,1,90
11789,1094,2,18,2,80
5592,1503,2,20,1,35
4530,1785,1,21,1,42
8428,1877,1,17,1,52
8303,970,1,20,1,50
3775,1700,1,18,1,19
3143,753,2,17,1,52
3741,1093,2,19,2,38
5111,2085,1,17,2,80
13984,1157,2,20,2,30
3163,1348,2,20,1,64
5404,1561,2,21,1,59
5544,1748,2,21,1,23
7284,1051,1,17,1,26
14330,1082,1,20,2,22
10944,1060,2,18,2,54
12144,1930,2,20,2,38
11775,980,1,18,1,38
10383,1116,2,21,2,46
14558,1009,1,20,2,32
9311,786,2,19,1,63
7680,1443,1,20,1,8
6715,715,1,17,2,85
11794,957,1,18,2,57
14282,1695,2,18,1,58
6174,1561,1,18,1,7
4988,1979,2,19,1,98
8155,862,1,20,2,32
7227,987,1,18,1,47
10138,1989,2,17,2,89
5787,1003,1,21,1,12
9574,1416,1,19,2,58
5651,1895,2,18,1,49
12478,2071,1,18,1,5
5328,639,2,17,1,4
8079,907,1,17,1,32
12420,1331,1,21,1,100
14506,1177,2,21,2,34
5617,1854,2,21,2,100
12207,1745,1,20,2,3
9903,672,1,17,2,76
3646,624,2,21,1,15
3880,1021,1,18,2,28
12921,1705,1,18,1,18
10577,1007,1,17,2,20
7194,1156,1,18,1,92
14156,1880,2,20,1,73
7133,1025,1,21,1,19
8707,1713,1,18,2,89
4847,1173,2,21,1,96
13623,737,1,20,1,40
13421,1032,1,19,1,66
14422,862,1,17,1,53
3638,1114,1,20,2,90
3948,1900,1,19,1,55
3608,1851,1,18,1,30
6492,1141,2,17,2,14
12767,2062,1,19,2,51
3468,785,1,19,1,38
13882,1822,2,21,1,9
8170,732,1,20,2,87
3803,1291,1,19,1,16
4721,2099,1,18,2,66
14513,1081,2,17,1,13
3496,1483,2,17,2,21
14978,1491,1,18,1,21
7305,1491,2,17,1,65
9027,626,1,18,1,64
11039,1174,1,19,2,31
14652,1758,2,18,1,50
3134,1478,2,19,1,6
3241,1694,1,18,1,5
8950,1343,2,20,2,97
