age,gender,city,branch,mention,tuition,school,competence,socialmedia,website,contact,wage,costliving,rural,INTEREST
25,1,3,1,4,30000,56,3,4,6,7,4290,2283,1,1
20,1,7,1,3,30000,40,4,19,13,30,7628,2524,1,0
21,2,1,1,1,30000,51,1,24,1,24,14731,2536,1,1
20,2,3,1,2,30000,15,1,33,18,31,11694,1875,0,1
23,2,4,1,2,30000,18,3,6,17,29,3231,2115,1,1
24,1,3,1,4,30000,18,2,9,18,2,11694,2850,0,1
20,1,5,1,4,30000,39,2,7,29,6,13645,2260,0,0
24,2,3,1,4,30000,27,3,9,27,21,11824,2063,0,1
26,2,1,1,4,30000,36,3,16,24,10,12377,2202,1,1
25,1,6,1,4,30000,5,4,16,12,18,10646,2560,0,1
23,2,5,1,4,30000,11,2,20,22,32,3016,2955,0,0
26,1,7,1,4,30000,56,3,14,12,18,11593,2118,0,0
23,1,4,1,3,30000,2,2,21,17,31,11609,1886,1,0
25,1,6,1,2,30000,56,2,16,6,13,10071,2413,1,1
23,1,1,1,3,30000,4,3,12,11,16,11109,2490,1,1
25,2,5,1,2,30000,17,4,15,20,31,6646,2292,1,0
24,1,3,1,4,30000,30,3,20,30,9,14768,2204,0,1
25,2,2,1,1,30000,3,2,24,30,24,8516,1846,1,0
20,2,7,1,1,30000,7,2,16,4,15,6547,2785,1,1
18,2,8,1,1,30000,56,2,18,16,31,10094,2477,1,0
20,2,5,1,2,30000,56,3,23,32,22,7143,2352,0,1
25,2,8,1,4,30000,21,2,33,30,2,13800,2868,1,1
20,2,6,1,2,30000,15,2,23,3,16,7910,2204,1,1
20,1,7,1,2,30000,4,2,9,15,22,10543,2682,1,1
20,1,3,1,2,30000,55,3,10,13,17,3643,1829,1,0
25,2,3,1,4,30000,44,3,10,11,15,14995,1889,0,1
26,2,7,1,2,30000,50,2,18,23,9,4426,2655,0,0
25,2,1,1,3,30000,52,3,15,7,3,9940,2128,1,0
24,2,4,1,4,30000,14,4,3,21,4,11022,1815,1,0
19,2,8,1,2,30000,1,2,15,8,8,8016,2217,0,0
25,1,4,1,4,30000,24,1,6,28,23,4476,2944,1,0
24,1,4,1,1,30000,28,4,4,9,15,10981,2725,0,1
22,2,5,1,1,30000,28,3,24,19,24,4644,2795,1,0
25,2,1,1,4,30000,51,3,14,32,27,13640,2378,0,0
20,2,1,1,4,30000,51,2,19,20,4,4931,2657,1,0
25,2,7,1,3,30000,44,1,4,8,16,12656,2246,0,1
18,1,8,1,1,30000,40,1,33,12,5,13744,1955,0,1
22,1,1,1,4,30000,11,1,1,9,8,4267,2722,1,1
24,1,4,1,1,30000,36,3,2,6,5,5571,2413,1,0
19,2,2,1,4,30000,1,2,18,18,16,6039,2256,1,0
19,1,8,1,1,30000,7,3,28,8,15,5275,2808,1,0
18,1,2,1,3,30000,6,4,2,15,2,9705,1968,0,1
26,1,5,1,1,30000,55,4,9,14,27,8041,2699,0,0
26,2,6,1,1,30000,27,1,20,25,18,7927,2884,1,0
25,1,7,1,2,30000,31,3,17,31,14,5103,2214,1,0
26,2,6,1,3,30000,21,2,30,28,15,7496,2189,1,1
26,1,8,1,1,30000,34,2,26,24,34,11708,2717,0,0
20,2,5,1,4,30000,30,1,4,11,26,14519,2533,1,1
21,1,7,1,3,30000,53,1,10,6,9,4144,2305,1,0
23,2,7,1,2,30000,38,2,9,24,5,14302,2455,1,0
24,1,8,1,4,30000,51,1,13,4,28,14772,2947,0,0
20,2,7,1,3,30000,14,1,29,30,27,5858,2484,1,1
20,2,2,1,3,30000,21,4,4,22,11,11031,2803,1,1
20,1,3,1,3,30000,56,3,14,19,20,14346,2831,0,1
18,2,2,1,1,30000,52,3,15,27,3,7976,2924,1,0
26,1,4,1,3,30000,46,3,17,7,25,9440,2352,0,1
19,1,3,1,1,30000,36,1,13,20,3,5186,2260,0,0
21,1,3,1,3,30000,27,4,21,9,2,10338,2304,0,0
20,2,7,1,2,30000,43,1,26,26,5,14785,2375,0,0
20,2,2,1,2,30000,14,1,31,7,17,3397,2089,1,1
24,1,2,1,4,30000,48,2,27,33,7,4969,2483,0,1
25,1,2,1,4,30000,4,3,31,15,6,8816,2936,0,1
26,2,7,1,2,30000,54,3,5,30,6,9521,2794,1,0
23,2,1,1,4,30000,55,4,33,6,26,7569,1998,1,0
19,2,7,1,3,30000,42,2,23,11,25,8863,1949,0,1
25,2,1,1,4,30000,25,4,12,29,30,10433,2385,1,1
25,2,7,1,3,30000,15,4,19,17,33,11754,1850,0,0
24,2,1,1,4,30000,25,3,13,23,22,6899,2960,1,0
25,1,1,1,1,30000,40,3,32,23,29,8696,2836,0,1
21,2,3,1,1,30000,51,4,22,33,19,12472,2830,0,0
20,2,3,1,1,30000,11,4,32,18,30,13904,2762,1,0
19,1,6,1,1,30000,9,3,4,18,34,4810,2085,0,1
25,2,3,1,3,30000,17,1,8,33,9,8479,2403,1,0
22,2,7,1,3,30000,9,2,2,15,1,13935,2301,1,1
25,1,6,1,3,30000,23,3,27,31,11,10064,1988,1,1
20,2,6,1,2,30000,40,3,24,31,3,9112,2089,0,0
26,2,1,1,2,30000,29,3,29,7,7,6307,2368,1,1
18,2,1,1,3,30000,25,1,32,31,32,6761,2826,0,1
23,2,5,1,1,30000,22,1,23,14,11,14087,2758,0,1
21,2,3,1,2,30000,10,2,29,21,16,6344,2389,0,1
19,2,6,1,1,30000,9,3,14,21,33,14278,2761,1,0
19,1,4,1,2,30000,14,2,31,25,31,12741,2296,1,1
25,2,6,1,4,30000,32,4,2,10,11,10821,2320,1,0
20,1,2,1,1,30000,3,2,27,25,11,12261,2760,1,1
24,2,4,1,2,30000,52,2,1,4,17,14906,2299,1,1
21,2,8,1,3,30000,6,4,31,29,8,12794,2468,1,0
25,2,8,1,2,30000,6,3,1,18,23,4136,2102,1,1
20,2,1,1,3,30000,33,4,19,9,10,4434,1804,0,1
18,1,3,1,3,30000,34,2,10,28,23,13955,2434,0,1
26,2,5,1,3,30000,3,3,33,28,14,14384,2088,0,0
25,2,4,1,4,30000,45,2,25,10,5,14200,2462,1,1
23,2,8,1,2,30000,2,3,30,17,22,9358,2020,0,1
25,1,8,1,4,30000,45,2,31,18,25,6773,2673,0,0
18,2,8,1,3,30000,29,3,1,12,11,8806,2754,1,0
24,1,7,1,3,30000,47,1,17,19,20,7970,2770,0,0
20,2,1,1,2,30000,10,3,5,21,9,10533,2540,0,1
25,1,5,1,4,30000,36,1,31,25,13,8157,2157,1,1
23,2,4,1,3,30000,16,3,15,1,22,13210,2463,0,0
22,1,6,1,1,30000,29,2,2,12,21,7811,2425,0,1
26,2,4,1,1,30000,10,4,33,26,31,6333,1894,1,0
24,2,1,1,1,30000,25,4,28,27,2,4820,2223,0,1
26,1,6,1,4,30000,32,4,6,22,33,9498,1995,0,0
19,1,5,1,4,30000,51,4,32,24,18,4135,1867,0,0
18,1,1,1,2,30000,51,3,11,19,1,11977,2683,1,1
23,1,8,1,4,30000,33,4,6,7,4,3704,1953,1,0
19,2,4,1,3,30000,47,3,3,17,22,5365,2751,0,1
21,2,8,1,4,30000,19,2,24,25,6,11119,2261,1,0
23,2,2,1,3,30000,54,1,20,13,32,8022,2059,1,0
26,1,1,1,3,30000,33,3,31,32,2,12753,2167,1,0
23,2,6,1,4,30000,44,3,28,32,23,4585,1841,0,0
23,1,5,1,3,30000,40,2,31,31,5,5471,2933,1,0
22,2,2,1,3,30000,2,2,17,7,24,7801,2803,0,0
21,2,4,1,1,30000,25,4,17,16,10,12057,2857,1,1
26,1,7,1,3,30000,41,4,19,5,31,6330,2537,1,0
26,2,6,1,1,30000,28,3,28,21,31,14968,2045,1,0
25,2,5,1,1,30000,3,4,7,27,7,12766,2336,1,1
22,1,3,1,3,30000,5,3,12,12,22,3661,2586,0,0
23,2,2,1,2,30000,1,4,25,33,19,5373,2018,0,1
23,1,8,1,1,30000,32,3,19,7,11,11574,2648,0,1
21,2,3,1,3,30000,54,3,17,6,25,5554,2566,0,1
21,1,2,1,2,30000,4,3,11,4,17,11994,2800,1,0
25,1,8,1,2,30000,50,1,28,2,18,3340,2865,1,0
22,2,6,1,2,30000,6,3,29,32,2,11461,2814,0,0
20,1,1,1,1,30000,48,1,22,1,32,5871,2096,1,1
26,1,1,1,2,30000,50,1,9,30,6,10064,2089,1,0
25,1,4,1,4,30000,14,2,5,31,21,9751,2088,1,1
25,1,5,1,2,30000,19,2,32,12,23,6019,2598,0,1
18,2,2,1,2,30000,13,4,6,13,30,9549,2577,1,1
24,1,6,1,1,30000,4,2,4,11,30,6727,2518,1,1
23,1,3,1,1,30000,28,3,29,12,9,11675,2010,1,1
25,1,1,1,1,30000,44,2,16,27,20,8851,2341,0,0
21,2,8,1,1,30000,8,3,28,19,27,9172,2385,0,0
18,2,2,1,4,30000,3,3,19,31,27,9784,2101,0,0
22,2,3,1,3,30000,30,2,23,8,12,4131,1850,1,0
19,1,8,1,3,30000,1,4,1,21,5,3508,2561,1,1
20,2,8,1,2,30000,31,4,31,17,14,10595,2887,0,1
19,2,2,1,2,30000,14,2,29,11,12,10730,2632,0,0
22,2,4,1,1,30000,41,3,12,10,29,10230,2852,1,1
21,2,2,1,2,30000,1,3,30,29,11,10870,1964,1,0
22,1,7,1,3,30000,46,2,21,8,22,8005,2649,0,1
24,1,3,1,1,30000,37,1,3,24,31,11863,2030,0,1
19,2,3,1,3,30000,14,2,9,11,7,6935,2225,1,1
20,1,5,1,2,30000,51,2,26,15,30,14297,2659,1,0
23,2,2,1,1,30000,42,1,26,26,4,7099,2852,1,0
23,1,5,1,1,30000,47,3,11,29,31,12137,2888,1,1
25,1,3,1,3,30000,23,1,25,4,15,3975,2548,1,1
20,2,8,1,4,30000,56,1,33,24,3,11956,2998,0,1
24,1,6,1,4,30000,40,3,33,1,21,8998,2064,1,1
23,2,5,1,3,30000,36,4,3,9,30,13070,2994,0,0
24,1,2,1,4,30000,38,4,16,21,16,7256,2175,1,1
25,1,2,1,1,30000,42,4,7,3,27,10314,1818,0,0
18,2,8,1,2,30000,12,2,1,28,31,5858,2261,0,1
22,2,6,1,3,30000,23,3,11,28,11,3025,2158,0,1
25,1,1,1,2,30000,55,2,12,20,10,14194,2847,0,0
22,2,2,1,2,30000,3,2,22,32,28,6472,2945,0,0
23,1,8,1,3,30000,29,3,22,33,32,13074,2803,0,0
18,2,6,1,4,30000,52,4,4,13,17,5019,1824,0,0
19,1,1,1,1,30000,54,4,19,14,30,7934,2937,1,0
25,1,8,1,1,30000,4,3,9,24,20,14301,1944,1,0
20,2,6,1,4,30000,46,2,3,2,29,3321,2370,0,1
24,2,5,1,1,30000,48,3,31,18,21,8723,2299,1,0
26,1,4,1,4,30000,5,4,3,12,10,9204,1857,0,1
18,1,7,1,2,30000,10,4,15,28,3,12927,2781,1,0
22,1,1,1,1,30000,54,3,32,30,29,14653,2135,0,1
25,2,1,1,3,30000,22,3,25,7,25,8061,2538,1,1
23,1,7,1,1,30000,24,3,30,13,2,9568,1934,0,0
24,2,2,1,4,30000,16,2,12,25,15,3316,2612,1,1
25,1,5,1,4,30000,2,4,10,17,31,14296,2655,0,1
25,1,3,1,1,30000,54,1,12,26,15,11732,2772,0,1
20,1,2,1,4,30000,18,3,21,3,13,10582,2625,1,0
24,2,4,1,4,30000,31,4,12,3,27,6163,2871,1,0
22,2,2,1,2,30000,7,3,12,1,1,9612,2810,1,1
23,1,1,1,4,30000,19,4,15,27,21,7319,2136,1,1
19,1,7,1,1,30000,50,2,23,3,8,9226,2733,1,1
22,1,3,1,3,30000,42,4,11,10,33,3283,2001,1,1
25,2,2,1,1,30000,11,2,31,4,34,11277,1884,0,1
26,2,8,1,1,30000,24,4,31,27,24,6179,2635,1,1
25,1,3,1,3,30000,8,4,12,33,17,8453,2339,0,0
22,2,3,1,3,30000,28,1,31,33,28,9584,2465,1,1
22,1,4,1,4,30000,1,2,5,17,12,12956,2616,0,0
26,1,1,1,4,30000,15,1,16,19,6,7111,2238,0,0
25,1,3,1,4,30000,32,3,26,32,5,10450,2920,0,1
25,2,5,1,1,30000,26,3,29,18,19,4271,2896,0,1
26,1,5,1,1,30000,12,1,25,29,34,11677,2388,1,0
24,2,5,1,1,30000,37,3,14,27,26,13622,2467,1,1
22,1,1,1,3,30000,17,1,18,20,8,12099,2323,1,1
24,2,8,1,3,30000,53,1,5,29,31,4599,2831,1,1
18,2,4,1,2,30000,44,2,4,25,5,9869,2507,0,0
25,1,5,1,1,30000,45,2,23,1,13,14988,2937,0,0
19,1,3,1,2,30000,25,4,33,7,23,9441,1808,0,1
22,2,3,1,1,30000,28,3,25,27,18,7404,2437,0,1
22,2,8,1,4,30000,7,3,13,21,31,3921,2920,0,0
19,2,6,1,4,30000,5,3,24,17,31,9904,1840,0,1
22,2,4,1,3,30000,1,1,31,3,4,3371,2482,0,1
23,1,7,1,4,30000,48,2,19,12,16,3686,2726,0,0
19,2,6,1,4,30000,23,3,21,14,30,10782,2588,1,1
22,1,6,1,1,30000,44,3,32,21,9,9005,2704,1,1
25,1,4,1,3,30000,53,4,1,28,22,7930,1980,1,0
22,1,2,1,2,30000,48,3,5,2,26,7272,2737,1,0
22,1,4,1,2,30000,20,4,20,24,29,5372,2292,0,1
21,2,2,1,4,30000,28,3,15,4,20,11281,2992,1,0
22,2,3,1,4,30000,40,2,22,2,29,7164,2318,0,0
22,2,4,1,1,30000,45,2,20,8,23,12372,2468,1,1
21,1,6,1,4,30000,55,3,17,10,3,10681,1921,0,0
23,1,6,1,2,30000,14,4,8,14,20,11410,2841,1,1
26,2,2,1,2,30000,28,4,24,12,29,13663,2895,1,0
21,1,1,1,4,30000,32,4,19,13,30,14125,2581,1,1
23,2,4,1,4,30000,14,2,4,6,25,3434,2828,1,1
21,1,6,1,4,30000,29,2,16,8,30,3565,2321,1,1
20,1,1,1,3,30000,4,2,2,7,15,11982,2351,0,0
25,1,8,1,1,30000,51,1,23,31,14,8281,2742,1,0
24,1,3,1,4,30000,41,4,6,6,15,10578,2691,0,1
25,1,4,1,4,30000,28,3,5,10,30,10571,1857,1,0
23,1,2,1,3,30000,18,2,3,23,19,5470,2782,0,0
26,1,6,1,2,30000,33,1,3,8,16,11570,2475,0,1
22,1,6,1,1,30000,35,4,33,32,16,7106,2540,0,0
26,2,3,1,3,30000,40,3,2,9,33,8102,2920,1,1
25,1,7,1,3,30000,3,3,9,1,32,12375,2526,0,1
23,1,8,1,4,30000,34,3,32,25,30,3871,2085,0,0
21,1,8,1,4,30000,55,1,21,29,3,5738,1855,1,1
24,2,7,1,2,30000,19,1,18,17,3,13099,2501,0,0
20,2,8,1,2,30000,44,1,15,23,31,6259,2969,1,1
26,1,4,1,4,30000,17,1,32,2,14,14454,2594,0,0
25,1,5,1,2,30000,3,3,33,32,22,12596,2281,0,0
20,1,2,1,3,30000,46,3,33,2,25,11638,2761,0,1
18,2,1,1,1,30000,46,3,21,16,34,11387,2487,1,0
25,2,7,1,2,30000,55,3,23,27,26,5061,1969,1,0
21,2,4,1,3,30000,1,3,11,18,29,11956,2938,0,1
19,2,8,1,3,30000,17,2,22,31,24,4685,2414,1,1
21,2,2,1,2,30000,16,4,12,25,26,13707,2030,1,1
19,1,1,1,2,30000,55,4,19,26,23,8346,2414,1,1
21,1,3,1,3,30000,33,2,10,8,22,5341,2310,0,1
23,1,6,1,4,30000,19,4,30,28,15,10824,2078,1,1
23,2,2,1,1,30000,24,4,20,31,18,12069,2977,0,1
19,1,1,1,1,30000,40,3,1,10,24,13219,2345,1,1
22,2,6,1,2,30000,24,3,27,6,20,7412,2479,1,1
20,2,2,1,2,30000,54,4,2,16,18,10247,2012,1,1
20,2,7,1,1,30000,25,3,19,25,31,6285,2433,1,0
20,2,1,1,4,30000,27,3,19,5,31,11983,2788,0,0
24,1,5,1,1,30000,34,2,9,25,13,6220,2291,1,1
18,2,4,1,1,30000,10,1,20,10,18,11013,2155,0,0
19,1,1,1,1,30000,50,1,13,17,13,7336,2630,1,1
23,2,8,1,4,30000,53,3,9,18,8,8777,1967,1,0
21,2,7,1,2,30000,13,2,31,20,5,6251,2402,1,1
22,1,8,1,3,30000,9,3,31,11,8,10373,2297,1,0
24,1,3,1,2,30000,34,2,32,25,11,10487,2524,0,0
21,2,3,1,2,30000,1,3,24,17,12,13568,2721,0,1
24,2,8,1,1,30000,15,1,25,25,24,7335,2331,0,1
19,1,2,1,3,30000,17,1,4,33,3,13058,2529,1,1
23,2,6,1,1,30000,37,4,29,31,32,14345,2231,1,1
23,1,5,1,2,30000,3,1,10,1,25,3173,1972,0,0
20,1,5,1,4,30000,49,4,19,15,22,6220,2748,1,0
23,1,1,1,1,30000,12,2,24,23,25,5981,1859,0,0
24,1,4,1,1,30000,44,4,6,20,32,5623,2081,0,0
23,2,8,1,3,30000,51,3,30,17,22,4095,2707,0,1
18,1,7,1,4,30000,4,2,1,18,6,3198,2334,0,0
24,1,1,1,1,30000,38,1,1,13,8,8919,2756,1,1
22,1,3,1,4,30000,31,1,18,29,13,11765,2307,1,1
23,1,3,1,1,30000,28,4,9,27,1,5702,2100,0,1
21,1,1,1,1,30000,39,3,14,9,15,3059,2545,0,1
24,2,7,1,1,30000,23,4,21,30,22,14825,1922,1,0
22,2,3,1,3,30000,34,2,11,5,19,12872,2090,1,1
26,1,4,1,3,30000,27,1,28,8,26,11287,2100,1,0
23,2,4,1,1,30000,49,4,7,31,19,12164,2601,0,1
21,2,1,1,2,30000,21,2,3,26,13,8612,1981,1,0
20,1,1,1,2,30000,24,4,33,16,6,9209,2999,1,1
25,1,5,1,3,30000,44,1,17,21,20,11234,2387,1,0
24,1,8,1,4,30000,9,1,33,26,1,7242,1802,0,1
24,2,2,1,1,30000,44,2,10,25,17,14468,1860,1,0
20,2,4,1,3,30000,22,1,19,3,34,6508,2390,1,0
22,2,4,1,3,30000,14,2,2,25,2,14121,2303,0,1
24,1,1,1,4,30000,8,3,25,32,9,6889,2759,0,1
20,1,8,1,2,30000,54,2,12,2,8,6390,1859,1,0
25,2,7,1,2,30000,1,3,13,12,25,6436,2213,0,1
21,2,1,1,1,30000,56,1,17,30,16,6954,2734,1,1
19,1,4,1,2,30000,19,2,25,8,19,7938,2236,0,1
21,1,7,1,3,30000,13,4,33,15,14,8648,2477,1,0
20,2,4,1,4,30000,48,1,3,10,6,8446,2177,0,0
26,1,6,1,2,30000,11,1,31,14,16,8974,2687,1,1
20,1,1,1,1,30000,54,3,27,29,19,10813,2251,1,1
26,2,3,1,1,30000,31,3,30,28,10,6364,2345,0,0
22,2,6,1,1,30000,48,1,3,19,12,13563,2527,1,0
20,1,5,1,2,30000,41,1,14,14,32,6509,1820,0,0
20,2,7,1,1,30000,33,4,12,2,22,10513,2425,1,1
21,2,6,1,2,30000,56,3,26,4,1,12898,2454,1,1
20,1,3,1,3,30000,1,1,4,14,23,3142,2299,1,0
20,1,8,1,1,30000,40,2,21,12,17,14763,2827,1,1
26,1,7,1,3,30000,41,1,6,28,13,11128,2335,1,0
19,2,8,1,2,30000,8,4,6,15,17,5971,2081,0,0
22,1,8,1,1,30000,40,2,3,7,16,12692,2133,1,0
26,1,6,1,4,30000,30,1,32,6,8,12174,2558,1,1
25,1,1,1,3,30000,15,3,23,18,31,10750,2469,1,1
24,1,2,1,1,30000,16,3,32,1,25,3366,1902,1,1
25,1,4,1,4,30000,6,4,9,10,28,11374,2353,0,0
24,1,6,1,1,30000,39,3,9,27,23,5449,2406,1,0
25,2,8,1,3,30000,45,1,8,30,4,3992,2035,0,0
18,2,2,1,2,30000,41,2,2,5,18,12103,2906,1,0
19,1,7,1,3,30000,35,2,9,17,8,7206,2295,0,0
20,1,1,1,1,30000,15,1,4,24,6,13007,2311,0,1
19,2,3,1,3,30000,24,3,28,12,23,3359,2027,1,1
24,1,8,1,1,30000,41,3,23,24,31,5292,2826,0,0
23,2,1,1,3,30000,39,2,11,29,5,8838,2159,1,0
25,2,3,1,3,30000,48,4,30,2,3,14641,2048,1,0
20,2,5,1,4,30000,42,2,27,16,21,5648,2996,1,1
18,2,8,1,1,30000,30,2,8,25,23,9581,2216,0,1
18,2,6,1,2,30000,44,4,32,12,34,12139,2675,1,1
18,1,2,1,1,30000,34,4,1,9,24,12305,1961,1,1
23,2,7,1,4,30000,14,1,4,16,21,4458,2407,0,1
21,1,5,1,2,30000,42,4,10,24,7,8046,2980,0,0
22,1,8,1,2,30000,16,4,14,11,17,9175,2723,0,0
26,1,1,1,4,30000,14,2,20,7,21,10028,1833,0,1
18,2,6,1,1,30000,52,4,7,31,27,13794,2217,0,0
23,2,5,1,2,30000,11,2,11,10,4,5837,2451,0,0
18,1,2,1,3,30000,13,4,29,4,7,9935,2790,1,0
22,2,6,1,1,30000,49,2,17,33,26,7986,2023,0,0
22,1,2,1,1,30000,44,3,4,14,25,14108,2201,1,1
18,2,7,1,4,30000,5,4,16,23,6,13632,2342,1,1
24,2,6,1,4,30000,55,2,27,32,16,13795,1878,1,0
21,2,4,1,2,30000,29,1,23,26,31,7998,2518,1,1
19,2,8,1,1,30000,4,3,1,10,12,14443,2004,0,0
19,1,2,1,3,30000,55,3,33,24,13,3493,2534,1,0
25,1,3,1,4,30000,20,3,26,24,2,13743,2870,1,1
21,2,5,1,4,30000,17,3,27,5,5,10513,2262,0,0
20,1,5,1,3,30000,21,2,20,15,33,5479,2748,0,0
24,1,3,1,2,30000,45,4,2,7,8,5471,2510,0,1
21,2,4,1,1,30000,19,1,21,22,23,7979,2988,0,1
22,1,4,1,1,30000,29,4,17,21,17,6682,2587,0,1
24,2,3,1,3,30000,28,4,29,7,14,12820,1816,1,0
25,1,6,1,2,30000,13,3,32,7,23,3426,2799,0,1
23,2,6,1,4,30000,53,3,18,9,34,11484,2192,1,1
21,1,4,1,2,30000,47,4,23,19,25,9868,2406,1,1
23,2,2,1,4,30000,27,2,10,22,2,14674,1922,1,0
21,1,8,1,1,30000,32,2,1,30,8,13957,2040,0,1
24,2,3,1,3,30000,29,3,19,14,26,11077,2658,0,0
24,2,4,1,4,30000,6,1,12,7,8,13882,2611,0,1
26,1,4,1,1,30000,20,1,27,24,22,14087,2199,1,0
23,1,6,1,3,30000,46,4,1,32,14,14478,1839,0,0
24,1,6,1,2,30000,43,3,26,6,15,5152,1824,1,0
21,2,4,1,3,30000,5,2,6,17,25,13809,1961,1,1
26,1,1,1,4,30000,25,4,31,3,22,14785,2987,0,0
23,2,8,1,2,30000,23,4,8,19,6,5407,2002,0,1
18,1,4,1,4,30000,51,1,17,31,11,5962,2708,1,1
22,2,4,1,1,30000,27,1,4,24,18,11278,2734,0,1
26,2,4,1,4,30000,56,2,32,7,4,9443,1993,0,0
23,1,7,1,3,30000,56,3,21,7,28,10410,2063,0,0
20,2,4,1,2,30000,5,2,33,27,9,3714,2368,0,1
19,2,7,1,2,30000,6,3,33,20,29,6063,2469,0,1
21,2,6,1,2,30000,44,1,17,8,32,7117,2262,0,1
26,1,7,1,3,30000,54,2,3,22,17,12623,2353,1,1
23,1,6,1,3,30000,33,3,31,10,15,13209,2057,1,0
26,2,8,1,1,30000,56,4,4,30,18,13906,2042,1,0
25,2,5,1,2,30000,28,2,19,23,3,11749,2000,0,1
19,2,4,1,2,30000,41,3,33,19,19,7524,2869,0,1
26,1,3,1,2,30000,53,4,11,16,7,13490,2738,1,0
23,2,1,1,1,30000,46,2,5,15,33,10480,2952,1,0
23,1,7,1,3,30000,23,2,7,15,34,5496,2062,0,1
20,2,3,1,3,30000,40,1,15,18,6,14760,2067,1,0
24,2,8,1,1,30000,48,1,11,5,20,4542,1884,1,1
21,2,4,1,4,30000,37,2,21,3,2,7740,2623,1,1
26,1,3,1,3,30000,41,1,32,30,8,5362,2225,0,1
18,1,8,1,1,30000,19,1,13,22,18,4951,2037,1,1
19,2,7,1,4,30000,38,3,8,17,12,3876,2434,0,0
25,2,2,1,4,30000,28,3,19,16,27,6245,2638,1,1
26,1,1,1,1,30000,8,3,11,32,16,4460,2316,0,1
19,2,3,1,2,30000,5,3,19,16,23,12987,1875,0,1
20,1,8,1,4,30000,23,3,17,17,4,8062,2389,0,0
20,1,1,1,2,30000,21,3,10,26,12,14429,2545,0,1
22,1,7,1,4,30000,7,3,16,17,7,3478,1802,0,0
26,1,4,1,4,30000,19,3,11,3,33,12551,2250,1,0
23,1,4,1,2,30000,46,4,2,1,3,9514,2786,0,1
19,2,4,1,1,30000,30,4,17,30,21,8869,2543,0,1
24,1,5,1,1,30000,23,3,18,24,22,11972,1996,0,1
26,2,8,1,2,30000,8,2,25,16,7,9161,2206,0,1
21,1,6,1,2,30000,30,1,21,28,18,13267,2588,0,0
21,2,1,1,1,30000,41,2,26,30,32,14110,2636,1,0
26,1,3,1,2,30000,43,4,21,24,16,6190,1933,1,1
25,2,5,1,2,30000,28,1,31,15,5,14270,2926,1,0
18,2,1,1,3,30000,51,3,26,15,18,5444,2390,1,1
20,2,3,1,4,30000,39,2,23,29,5,7957,2126,0,0
26,1,8,1,2,30000,41,3,27,20,22,3474,1938,1,1
19,2,2,1,3,30000,33,1,20,31,22,11132,1815,0,1
25,2,8,1,4,30000,43,3,7,7,4,5110,2167,1,0
21,1,2,1,2,30000,7,3,9,1,32,7881,2622,1,1
25,2,1,1,2,30000,39,3,32,28,20,7934,2675,1,1
24,2,1,1,4,30000,50,2,2,3,25,7417,2345,1,1
26,2,3,1,1,30000,45,4,22,13,33,11827,2089,0,1
22,1,2,1,2,30000,31,1,23,18,30,7020,1952,1,0
25,1,6,1,1,30000,41,2,25,10,21,6917,2148,1,0
25,2,7,1,4,30000,23,4,15,8,7,8566,1938,1,1
18,1,6,1,4,30000,40,1,2,27,3,7966,2961,1,0
19,2,4,1,2,30000,48,1,23,12,15,4735,2903,0,0
24,1,2,1,3,30000,28,2,6,3,6,10350,2524,1,1
25,2,8,1,4,30000,21,3,14,5,32,7613,2727,1,0
25,1,1,1,3,30000,18,3,29,16,27,5861,2624,1,0
18,2,5,1,4,30000,1,3,3,22,30,7589,2651,1,0
22,1,4,1,3,30000,11,2,15,7,10,3775,1947,1,0
20,1,7,1,1,30000,6,2,8,11,21,14140,2107,0,1
19,2,8,1,2,30000,1,1,1,27,24,8720,2730,0,0
21,1,8,1,4,30000,40,3,21,3,6,4851,2773,1,1
25,2,7,1,4,30000,51,4,2,5,19,3070,2571,1,1
25,2,6,1,2,30000,20,3,20,14,18,14460,2296,1,1
19,1,6,1,4,30000,1,4,9,3,1,13931,2032,0,0
21,2,3,1,4,30000,8,4,26,33,26,6785,2542,0,1
23,1,7,1,1,30000,46,1,26,4,23,9564,2780,1,1
25,1,2,1,3,30000,19,1,24,21,9,5940,2417,0,1
25,1,7,1,1,30000,12,2,23,22,3,5643,2857,1,1
23,1,7,1,3,30000,6,3,5,14,1,9257,2537,0,0
26,2,3,1,2,30000,39,1,7,28,26,4136,2713,1,0
19,1,4,1,3,30000,21,4,33,30,26,5989,2530,1,1
25,1,4,1,1,30000,25,2,27,21,34,4661,2354,1,0
24,1,6,1,3,30000,12,3,16,27,3,12315,2950,0,1
20,1,6,1,4,30000,27,4,13,31,16,3090,2239,0,0
25,2,6,1,4,30000,18,4,27,6,26,14435,2264,0,0
23,1,3,1,4,30000,2,3,33,32,4,14125,2426,1,1
26,1,8,1,4,30000,3,1,14,13,5,4365,2401,1,0
23,2,2,1,1,30000,22,3,32,5,1,8241,2441,1,1
23,2,7,1,1,30000,50,3,7,1,34,3746,2451,0,1
22,1,1,1,1,30000,17,4,21,28,2,3081,2571,1,0
22,1,1,1,3,30000,14,3,3,21,11,4093,1958,1,1
24,2,8,1,2,30000,50,2,30,29,32,4471,2225,0,0
20,1,7,1,2,30000,30,1,25,27,28,3950,2176,0,0
19,1,7,1,1,30000,53,2,5,15,3,6488,2747,1,0
