wage,costliving,gender,age,branch,city,merite,afford1,afford2,afford3
6179,1702,1,19,1,3,1,0,0,0
12638,1592,2,19,1,4,2,0,0,0
4494,1751,2,21,1,5,3,0,0,0
11417,1606,1,17,1,4,4,0,1,1
11264,1295,1,19,1,4,1,0,0,0
7252,1080,2,20,1,4,3,0,0,0
8360,1771,2,21,1,3,3,0,0,0
13884,652,2,20,1,6,4,1,1,1
6994,1775,1,21,1,4,4,0,0,0
4667,1315,2,18,1,2,3,0,0,0
6230,1268,2,20,1,4,3,0,0,0
4032,1800,2,17,1,5,4,0,0,0
13458,734,1,20,1,1,3,1,1,1
7771,2096,1,21,1,3,3,0,0,0
14255,1059,2,21,1,1,4,1,1,1
4146,660,1,18,1,6,2,0,0,0
14374,1354,1,19,1,2,4,0,1,1
13380,2096,2,20,1,1,2,0,0,0
14486,1320,1,18,1,1,2,1,1,1
5888,1445,2,21,1,3,2,0,0,0
9507,916,2,20,1,4,1,0,0,0
8872,1098,1,20,1,1,2,0,0,0
10987,1378,1,18,1,4,3,0,0,1
6604,666,1,18,1,2,3,0,0,0
9318,1463,1,20,1,1,4,0,0,1
10213,1814,2,21,1,6,3,0,0,0
4869,1928,2,17,1,2,1,0,0,0
10269,1490,2,18,1,6,1,0,0,0
14778,1226,2,19,1,5,3,1,1,1
13294,927,2,18,1,5,2,1,1,1
9973,2090,1,21,1,5,4,0,0,1
14352,739,2,20,1,2,3,1,1,1
4155,1368,2,17,1,2,1,0,0,0
8680,1700,2,20,1,6,2,0,0,0
6862,1183,2,20,1,6,2,0,0,0
12517,1438,1,20,1,6,4,0,1,1
12092,970,1,19,1,1,2,0,0,0
11998,2013,2,21,1,4,4,0,1,1
10242,1999,2,18,1,4,1,0,0,0
12756,805,1,20,1,4,4,1,1,1
8519,1703,2,21,1,3,3,0,0,0
13657,1656,1,20,1,4,4,0,1,1
14485,2014,2,17,1,6,3,0,1,1
6398,1555,2,18,1,1,1,0,0,0
13664,1694,2,20,1,2,2,0,0,0
10440,1314,1,18,1,1,4,0,1,1
12430,2022,1,20,1,1,1,0,0,0
9081,723,2,20,1,5,1,0,0,0
7088,1043,2,19,1,4,1,0,0,0
14868,1486,1,19,1,4,2,0,0,0
4370,1195,1,19,1,1,3,0,0,0
8828,1277,1,17,1,2,2,0,0,0
4543,1567,2,17,1,3,3,0,0,0
13405,630,1,19,1,3,1,1,1,1
6116,1816,1,21,1,3,1,0,0,0
10819,1817,2,21,1,2,2,0,0,0
13611,929,1,21,1,5,3,1,1,1
14810,1225,1,19,1,3,2,1,1,1
14851,1496,1,21,1,1,4,0,1,1
10404,2028,1,20,1,1,2,0,0,0
4052,1778,2,19,1,4,2,0,0,0
13988,1147,1,18,1,2,3,1,1,1
13037,2006,1,20,1,5,1,0,0,0
9008,1646,1,17,1,3,2,0,0,0
10019,2016,2,21,1,5,3,0,0,0
10132,638,2,18,1,4,1,0,0,0
13556,1886,1,19,1,5,1,0,0,0
11365,1866,1,21,1,4,4,0,1,1
14780,1236,2,19,1,6,1,1,1,1
8907,1005,2,19,1,3,4,0,1,1
12442,780,1,19,1,4,1,0,0,0
12187,1355,1,21,1,6,2,0,0,0
8265,1119,2,20,1,3,3,0,0,0
6896,1024,2,19,1,6,3,0,0,0
5165,1342,1,19,1,6,1,0,0,0
5696,892,2,20,1,1,2,0,0,0
12548,1864,2,17,1,1,2,0,0,0
5631,1848,1,21,1,2,2,0,0,0
10099,2029,1,21,1,5,1,0,0,0
10330,1122,2,17,1,3,1,0,0,0
5003,1618,2,17,1,6,1,0,0,0
13482,1586,2,18,1,1,2,0,0,0
12749,861,2,19,1,5,3,0,1,1
13917,1117,1,18,1,1,3,1,1,1
8215,1994,1,20,1,1,1,0,0,0
6093,1070,1,20,1,4,2,0,0,0
9591,1399,1,19,1,5,2,0,0,0
10674,1434,1,21,1,1,3,0,0,1
14828,1703,2,18,1,4,1,0,0,0
4675,889,2,17,1,2,3,0,0,0
8658,1184,1,18,1,6,4,0,0,1
13788,2095,1,20,1,5,1,0,0,0
7301,611,2,18,1,1,3,0,0,1
7977,626,1,20,1,5,2,0,0,0
6327,1125,2,20,1,1,4,0,0,0
9907,1122,1,20,1,6,3,0,0,1
9898,664,2,17,1,3,2,0,0,0
7181,1043,1,20,1,5,2,0,0,0
10592,1050,1,17,1,2,2,0,0,0
11309,822,2,21,1,5,2,0,0,0
14869,1876,1,17,1,4,2,0,0,0
5174,1631,2,18,1,5,4,0,0,0
10437,941,2,18,1,3,4,0,1,1
14764,1072,1,21,1,3,2,1,1,1
8555,916,2,18,1,3,4,0,1,1
4569,2034,1,19,1,6,4,0,0,0
5288,713,1,19,1,5,3,0,0,0
4887,1522,1,18,1,2,1,0,0,0
6674,854,2,17,1,4,3,0,0,0
9314,1368,2,20,1,3,1,0,0,0
11004,1095,2,21,1,1,2,0,0,0
10308,1224,1,21,1,5,3,0,0,1
11809,2074,2,20,1,2,3,0,0,0
5210,793,2,18,1,2,2,0,0,0
7413,1205,2,20,1,1,1,0,0,0
6489,623,1,18,1,3,2,0,0,0
10371,756,2,20,1,2,1,0,0,0
4292,1114,2,19,1,1,2,0,0,0
12682,1799,1,18,1,6,2,0,0,0
4108,989,2,19,1,1,2,0,0,0
4280,1804,2,18,1,2,4,0,0,0
13388,1478,2,20,1,6,2,0,0,0
12677,1132,1,17,1,3,4,0,1,1
6061,1213,2,20,1,1,1,0,0,0
4641,1159,2,21,1,6,4,0,0,0
8098,1111,1,17,1,2,1,0,0,0
6242,928,2,21,1,1,2,0,0,0
9270,703,1,19,1,1,1,0,0,0
4866,1053,1,21,1,6,2,0,0,0
7900,1824,1,19,1,4,4,0,0,0
9393,1479,2,21,1,6,1,0,0,0
10177,1192,2,21,1,3,3,0,0,1
9156,943,2,17,1,6,2,0,0,0
13575,1939,2,17,1,2,1,0,0,0
8614,942,1,21,1,6,3,0,0,1
7245,1560,2,17,1,1,2,0,0,0
10999,873,1,20,1,4,2,0,0,0
4247,773,1,19,1,2,4,0,0,0
12400,1306,2,19,1,5,2,0,0,0
11610,1445,2,19,1,4,3,0,0,1
10525,1928,2,19,1,2,4,0,0,1
14379,870,1,20,1,2,4,1,1,1
12298,1584,2,19,1,2,1,0,0,0
9726,1223,2,18,1,3,4,0,1,1
4893,1701,2,21,1,2,3,0,0,0
8642,1481,2,18,1,3,1,0,0,0
12274,876,1,18,1,5,4,0,1,1
11690,1542,1,20,1,6,1,0,0,0
4494,1489,1,20,1,3,2,0,0,0
9858,1295,1,21,1,2,1,0,0,0
6812,1397,1,19,1,4,3,0,0,0
11117,2002,1,20,1,2,4,0,0,1
5357,1831,1,20,1,5,3,0,0,0
6444,648,1,17,1,4,3,0,0,0
10912,1465,2,18,1,4,2,0,0,0
9041,1583,2,19,1,2,3,0,0,0
4654,1125,2,21,1,6,4,0,0,0
11177,690,1,19,1,4,4,0,1,1
10858,1126,2,21,1,2,1,0,0,0
7163,1744,2,18,1,6,2,0,0,0
12309,1464,2,21,1,2,2,0,0,0
4177,2028,1,20,1,4,2,0,0,0
12990,696,1,21,1,3,4,1,1,1
10611,1831,1,19,1,5,1,0,0,0
6211,698,2,17,1,3,1,0,0,0
8021,1801,1,19,1,6,3,0,0,0
5594,2069,1,20,1,1,2,0,0,0
5382,878,1,20,1,5,1,0,0,0
4346,2050,2,21,1,1,1,0,0,0
6767,2006,2,18,1,2,4,0,0,0
6383,1562,1,17,1,3,4,0,0,0
9351,1250,1,17,1,1,2,0,0,0
5131,1134,1,17,1,6,3,0,0,0
10102,686,2,20,1,2,2,0,0,0
9733,608,1,21,1,5,2,0,0,0
6641,888,1,18,1,6,3,0,0,0
13565,1934,1,21,1,4,1,0,0,0
11464,820,2,21,1,5,4,0,1,1
4681,1719,1,20,1,4,3,0,0,0
10710,611,1,18,1,2,2,0,0,0
13952,1070,1,19,1,5,2,1,1,1
7193,1474,2,21,1,3,1,0,0,0
6601,776,2,20,1,6,4,0,0,1
6077,844,1,19,1,2,2,0,0,0
5461,804,2,18,1,1,3,0,0,0
11642,1361,2,19,1,2,3,0,1,1
6427,958,2,21,1,6,2,0,0,0
14701,1224,2,20,1,4,4,1,1,1
14897,1260,2,19,1,4,3,1,1,1
12667,1312,1,20,1,1,4,0,1,1
14887,876,1,20,1,3,4,1,1,1
6821,1783,2,20,1,5,4,0,0,0
14041,1022,2,19,1,2,1,1,1,1
7634,1895,1,20,1,1,2,0,0,0
5128,1561,1,20,1,6,2,0,0,0
13794,1969,2,20,1,5,2,0,0,0
14236,1375,2,17,1,6,2,0,0,0
10662,1834,2,17,1,5,4,0,0,1
13784,1159,2,19,1,2,1,0,0,0
14910,1275,2,21,1,4,3,1,1,1
6780,736,2,17,1,5,4,0,0,1
7764,1589,2,21,1,6,2,0,0,0
11299,795,2,19,1,6,4,0,1,1
9886,1940,2,19,1,2,2,0,0,0
8570,1991,1,18,1,1,2,0,0,0
9691,1353,1,17,1,1,4,0,1,1
6837,675,2,18,1,6,4,0,0,1
4729,1278,2,20,1,5,1,0,0,0
5113,1724,2,19,1,6,3,0,0,0
8314,1791,1,20,1,6,3,0,0,0
8098,1770,2,18,1,1,1,0,0,0
14205,644,1,20,1,4,4,1,1,1
5288,775,2,18,1,2,3,0,0,0
4299,1705,2,21,1,2,2,0,0,0
8427,851,2,21,1,1,1,0,0,0
12802,1375,2,20,1,3,3,0,1,1
5208,681,1,17,1,1,4,0,0,0
10905,1947,2,21,1,6,1,0,0,0
8534,1318,2,20,1,3,3,0,0,0
10297,934,1,18,1,6,3,0,1,1
5833,1144,1,17,1,4,2,0,0,0
11053,1299,2,21,1,2,1,0,0,0
8810,1960,1,18,1,6,4,0,0,0
11879,905,1,21,1,4,3,0,1,1
5378,860,1,17,1,4,3,0,0,0
7367,638,1,18,1,4,2,0,0,0
5376,1926,2,19,1,6,1,0,0,0
4517,1623,2,18,1,5,1,0,0,0
5447,1711,2,21,1,3,4,0,0,0
7783,2018,1,17,1,4,4,0,0,0
14753,926,1,20,1,3,3,1,1,1
6255,846,1,17,1,1,4,0,0,1
7628,926,1,17,1,2,4,0,0,1
8177,1477,2,20,1,6,4,0,0,1
14780,926,2,17,1,3,2,1,1,1
4552,1240,2,19,1,4,3,0,0,0
12629,1335,2,18,1,1,2,0,0,0
14498,1795,1,19,1,1,3,0,1,1
14449,2029,2,18,1,5,1,0,0,0
11845,945,2,19,1,5,1,0,0,0
4848,1789,1,20,1,2,4,0,0,0
6246,979,1,20,1,4,4,0,0,0
8461,796,1,20,1,5,1,0,0,0
12106,1464,2,20,1,5,2,0,0,0
10752,1529,1,20,1,1,2,0,0,0
8758,1274,1,18,1,6,3,0,0,0
7198,1796,2,18,1,4,1,0,0,0
5264,1413,2,17,1,6,2,0,0,0
8429,812,2,19,1,3,2,0,0,0
13805,1752,1,17,1,3,2,0,0,0
5579,1399,1,18,1,2,1,0,0,0
9088,1605,2,19,1,5,3,0,0,0
10337,1836,2,19,1,6,1,0,0,0
7250,2096,2,18,1,3,1,0,0,0
10824,742,2,17,1,2,1,0,0,0
9390,1662,1,19,1,1,3,0,0,0
12065,856,1,17,1,6,4,0,1,1
8843,678,1,17,1,2,2,0,0,0
10404,1505,2,20,1,5,4,0,1,1
14312,629,1,20,1,5,3,1,1,1
14906,839,1,17,1,5,1,1,1,1
9297,766,2,20,1,5,3,0,0,1
10811,980,2,17,1,6,2,0,0,0
9122,1424,1,18,1,3,2,0,0,0
12779,1781,2,18,1,5,2,0,0,0
12769,854,1,17,1,6,3,0,1,1
6551,1694,1,20,1,5,2,0,0,0
6859,1038,1,21,1,3,3,0,0,0
9824,1837,1,20,1,3,4,0,0,1
12520,1476,1,21,1,4,1,0,0,0
9594,2001,2,19,1,3,4,0,0,0
7720,1055,1,18,1,6,2,0,0,0
4700,1376,1,20,1,1,4,0,0,0
6091,1437,2,20,1,2,4,0,0,0
12086,1373,2,18,1,3,2,0,0,0
8406,1926,1,18,1,1,2,0,0,0
11420,630,2,18,1,3,3,0,1,1
10213,1206,1,20,1,1,3,0,0,1
5333,1546,2,21,1,2,2,0,0,0
11145,1172,1,19,1,5,4,0,1,1
14009,2061,2,17,1,2,2,0,0,0
4375,755,2,17,1,2,4,0,0,0
10028,1945,1,20,1,1,4,0,0,1
9771,688,1,19,1,1,4,0,1,1
13461,828,1,20,1,2,3,1,1,1
11759,941,2,18,1,6,4,0,1,1
7627,662,1,20,1,1,3,0,0,1
9181,2064,1,21,1,4,1,0,0,0
8516,1407,1,17,1,1,4,0,0,1
9967,957,1,19,1,5,4,0,1,1
7579,1131,2,17,1,5,1,0,0,0
11359,1755,1,19,1,5,4,0,1,1
14479,1199,1,18,1,6,2,1,1,1
8064,1100,1,20,1,5,1,0,0,0
10527,1734,1,17,1,4,1,0,0,0
4383,1147,2,20,1,6,3,0,0,0
12832,1135,2,18,1,3,2,0,0,0
9800,2063,1,18,1,4,1,0,0,0
12263,1689,1,19,1,4,2,0,0,0
6112,891,1,21,1,2,1,0,0,0
10553,809,1,18,1,1,1,0,0,0
10056,1007,1,18,1,6,2,0,0,0
12544,629,2,17,1,4,1,1,1,1
5673,835,2,17,1,2,4,0,0,0
5823,1398,2,19,1,1,4,0,0,0
12270,1507,2,21,1,4,1,0,0,0
8671,1048,2,18,1,1,2,0,0,0
10043,688,2,20,1,5,1,0,0,0
8207,1018,1,19,1,2,4,0,0,1
9873,1543,1,17,1,1,3,0,0,0
4706,988,1,20,1,1,2,0,0,0
7223,2024,2,17,1,6,4,0,0,0
5493,2019,2,18,1,6,1,0,0,0
14321,966,1,20,1,4,4,1,1,1
11662,1482,1,20,1,6,3,0,0,1
7876,966,2,21,1,4,3,0,0,0
10979,1389,1,19,1,3,4,0,1,1
14948,1256,2,20,1,6,2,1,1,1
13713,1206,2,21,1,6,2,0,0,0
6914,1825,1,21,1,2,3,0,0,0
11427,2012,2,17,1,2,1,0,0,0
14083,834,2,21,1,6,3,1,1,1
7764,1376,2,19,1,1,1,0,0,0
7550,722,2,19,1,6,1,0,0,0
4286,1319,1,18,1,1,2,0,0,0
6626,1752,2,17,1,6,4,0,0,0
4609,748,2,17,1,3,4,0,0,0
6119,1370,2,18,1,1,2,0,0,0
11453,1800,1,18,1,3,4,0,1,1
13421,1648,1,18,1,3,4,0,1,1
11097,1390,1,19,1,2,1,0,0,0
8373,1962,2,19,1,6,3,0,0,0
5678,1557,1,17,1,3,2,0,0,0
11789,1289,2,17,1,3,3,0,1,1
6837,2000,2,21,1,1,3,0,0,0
4543,1425,2,18,1,5,1,0,0,0
8611,893,2,19,1,3,1,0,0,0
14939,1788,1,19,1,5,3,0,1,1
14609,1970,1,21,1,6,3,0,1,1
9595,1798,1,17,1,2,2,0,0,0
6219,738,2,17,1,1,2,0,0,0
11867,1626,1,21,1,4,2,0,0,0
10503,797,1,20,1,2,4,0,1,1
7677,2069,1,21,1,1,2,0,0,0
7288,1222,2,17,1,6,2,0,0,0
7264,1789,1,18,1,5,4,0,0,0
8867,1411,2,20,1,6,1,0,0,0
9018,1791,2,20,1,6,1,0,0,0
11608,1206,2,19,1,1,4,0,1,1
11288,1712,1,18,1,6,4,0,1,1
12074,950,1,20,1,6,3,0,1,1
5237,685,1,21,1,3,1,0,0,0
6088,864,2,19,1,3,4,0,0,1
13568,2087,2,17,1,6,1,0,0,0
11225,1024,2,19,1,4,4,0,1,1
7193,680,2,21,1,6,2,0,0,0
7974,925,2,20,1,3,1,0,0,0
6725,753,2,17,1,4,2,0,0,0
13471,2081,1,19,1,6,2,0,0,0
6266,819,1,19,1,3,1,0,0,0
9041,1987,2,17,1,3,3,0,0,0
7339,2085,2,18,1,3,3,0,0,0
11240,986,1,21,1,3,4,0,1,1
8102,1177,1,21,1,5,1,0,0,0
9031,1022,2,18,1,2,1,0,0,0
9288,916,1,17,1,3,3,0,0,1
6402,1980,2,19,1,3,1,0,0,0
7821,1498,1,18,1,6,3,0,0,0
11526,1932,1,21,1,6,3,0,0,1
4511,967,1,20,1,6,4,0,0,0
13738,823,1,21,1,4,2,1,1,1
14967,1271,1,19,1,3,1,1,1,1
5293,988,2,21,1,5,4,0,0,0
6319,1156,2,18,1,1,2,0,0,0
14260,1858,1,21,1,3,3,0,1,1
10585,1766,1,19,1,3,3,0,0,0
5826,1580,2,21,1,2,4,0,0,0
6065,1324,1,18,1,6,4,0,0,0
6617,1605,1,18,1,3,2,0,0,0
10283,1134,2,17,1,2,4,0,1,1
14695,1878,1,21,1,2,2,0,0,0
12915,1753,2,20,1,3,2,0,0,0
6896,1850,1,21,1,1,2,0,0,0
10497,1957,1,17,1,4,1,0,0,0
13215,646,1,17,1,5,3,1,1,1
5318,702,2,21,1,3,3,0,0,0
4320,1545,2,21,1,4,1,0,0,0
12182,2020,2,20,1,3,3,0,0,1
10400,1971,2,19,1,3,4,0,0,1
14533,709,1,18,1,5,2,1,1,1
7355,1314,2,18,1,5,1,0,0,0
5688,1328,1,21,1,3,4,0,0,0
7443,1025,1,20,1,5,4,0,0,1
4199,945,1,17,1,2,3,0,0,0
11375,1871,1,21,1,4,2,0,0,0
4591,1939,1,19,1,6,4,0,0,0
5385,691,1,19,1,1,1,0,0,0
4442,1624,2,17,1,1,3,0,0,0
13408,1069,1,18,1,5,1,0,0,0
5106,1279,2,18,1,2,3,0,0,0
8741,2081,2,17,1,5,3,0,0,0
10938,937,2,19,1,1,3,0,1,1
12930,1359,2,21,1,6,2,0,0,0
8848,1552,2,18,1,3,1,0,0,0
7837,1284,1,19,1,4,4,0,0,1
5970,1490,1,18,1,3,3,0,0,0
11060,1045,2,21,1,5,2,0,0,0
5088,1696,2,17,1,6,1,0,0,0
6684,1327,1,21,1,1,2,0,0,0
8155,1268,1,21,1,2,1,0,0,0
10739,1705,2,17,1,2,4,0,1,1
8970,1435,2,20,1,2,2,0,0,0
7728,1853,2,19,1,2,4,0,0,0
14300,1553,2,18,1,6,3,0,1,1
11905,1983,2,20,1,2,3,0,0,1
8935,1643,2,18,1,5,2,0,0,0
13582,685,2,20,1,4,1,1,1,1
12359,1165,2,18,1,4,2,0,0,0
8305,1202,1,20,1,2,4,0,0,1
8234,1372,2,18,1,1,3,0,0,0
14230,1505,1,19,1,6,2,0,0,0
6435,1179,2,19,1,4,1,0,0,0
6887,1367,2,20,1,5,4,0,0,0
7722,1723,2,21,1,6,1,0,0,0
4404,1654,1,21,1,3,1,0,0,0
7327,906,2,20,1,3,3,0,0,0
11123,1404,2,19,1,3,4,0,1,1
11173,1498,1,19,1,5,4,0,1,1
9513,1800,1,21,1,5,1,0,0,0
11838,1968,1,19,1,1,4,0,1,1
7070,1834,1,21,1,6,1,0,0,0
6550,1107,1,19,1,2,3,0,0,0
7214,683,1,21,1,3,3,0,0,0
8926,1317,2,17,1,1,4,0,0,1
9069,608,1,18,1,3,4,0,1,1
11182,1107,1,18,1,6,1,0,0,0
14777,2078,1,19,1,3,2,0,0,0
10637,852,1,20,1,4,3,0,1,1
9293,1508,1,19,1,4,3,0,0,0
14537,880,2,17,1,3,2,1,1,1
7817,938,1,19,1,3,2,0,0,0
8428,1291,1,20,1,6,1,0,0,0
7385,894,1,21,1,5,1,0,0,0
6160,2014,2,17,1,5,2,0,0,0
11007,1207,1,17,1,2,3,0,0,1
14407,632,1,21,1,3,3,1,1,1
9726,1002,1,20,1,6,3,0,0,1
8345,1589,2,21,1,6,1,0,0,0
8229,1537,2,20,1,3,1,0,0,0
4561,1085,2,17,1,1,1,0,0,0
5678,1371,2,21,1,6,2,0,0,0
6243,829,1,19,1,2,2,0,0,0
13934,1684,1,19,1,1,4,0,1,1
6534,1520,2,21,1,1,2,0,0,0
4381,795,2,20,1,3,3,0,0,0
14116,1765,1,20,1,5,1,0,0,0
6315,675,2,20,1,6,3,0,0,0
4418,827,2,20,1,6,4,0,0,0
11329,1052,1,20,1,1,1,0,0,0
9102,1081,1,20,1,3,1,0,0,0
8545,1227,2,19,1,3,2,0,0,0
5103,1191,2,21,1,4,3,0,0,0
8254,1395,2,20,1,3,2,0,0,0
12427,1260,2,21,1,2,2,0,0,0
14174,1983,2,20,1,1,2,0,0,0
8495,793,1,20,1,6,3,0,0,1
12594,1289,1,21,1,1,1,0,0,0
14410,1691,2,21,1,2,4,0,1,1
8016,1815,1,20,1,1,3,0,0,0
7691,1191,2,20,1,5,4,0,0,1
14413,817,2,19,1,4,3,1,1,1
5553,872,1,18,1,1,4,0,0,0
5656,1940,2,20,1,2,3,0,0,0
14251,1451,2,19,1,4,3,0,1,1
6240,1598,2,19,1,3,3,0,0,0
9989,618,1,18,1,4,3,0,1,1
8926,893,2,20,1,4,3,0,0,1
8365,612,2,21,1,1,4,0,1,1
8873,958,2,17,1,3,2,0,0,0
8240,1245,2,18,1,5,4,0,0,1
10749,2087,1,17,1,5,3,0,0,0
4289,1079,2,19,1,1,2,0,0,0
11944,1830,1,18,1,2,3,0,0,1
12389,1028,1,18,1,2,1,0,0,0
5576,1854,2,21,1,4,3,0,0,0
4579,1282,2,20,1,2,4,0,0,0
8200,1113,2,18,1,2,4,0,0,1
11245,2003,2,18,1,1,3,0,0,0
10566,1200,1,20,1,2,2,0,0,0
8162,1030,2,19,1,4,3,0,0,0
13068,858,1,21,1,4,1,1,1,1
9206,2039,1,17,1,1,3,0,0,0
13417,830,2,21,1,4,3,1,1,1
9997,1375,2,17,1,1,2,0,0,0
11043,1216,1,20,1,2,4,0,1,1
5225,1387,1,20,1,6,4,0,0,0
11994,1097,1,18,1,2,2,0,0,0
12967,1306,2,20,1,4,2,0,0,0
11894,1441,1,18,1,3,4,0,1,1
5555,1995,2,17,1,4,1,0,0,0
12364,874,1,21,1,5,1,0,0,0
6961,1662,2,21,1,2,2,0,0,0
9201,1695,1,18,1,3,3,0,0,0
8165,1464,2,18,1,5,4,0,0,1
5499,1564,1,19,1,6,4,0,0,0
13516,847,2,17,1,1,1,1,1,1
14476,1517,1,19,1,3,3,0,1,1
5318,2039,2,19,1,3,4,0,0,0
6821,1757,2,20,1,6,1,0,0,0
7750,1120,2,21,1,3,3,0,0,0
13419,1322,2,17,1,4,3,0,1,1
12306,783,2,17,1,1,2,0,0,0
14379,1460,1,19,1,4,3,0,1,1
5149,1389,2,18,1,1,3,0,0,0
9107,1453,1,21,1,6,3,0,0,0
10619,1261,2,21,1,3,2,0,0,0
10960,1619,2,21,1,2,3,0,0,1
12888,673,1,19,1,6,3,1,1,1
14544,1305,2,19,1,5,3,1,1,1
12864,1080,2,21,1,2,4,0,1,1
8594,1524,1,21,1,6,2,0,0,0
4851,2055,2,21,1,4,2,0,0,0
7016,1936,2,18,1,2,4,0,0,0
12075,842,2,18,1,6,4,0,1,1
4581,1140,1,20,1,6,3,0,0,0
14116,1163,2,21,1,2,2,1,1,1
7940,886,1,17,1,1,1,0,0,0
6830,972,1,18,1,6,4,0,0,1
4339,2094,2,19,1,5,1,0,0,0
12061,969,1,17,1,4,2,0,0,0
12427,687,2,17,1,6,3,1,1,1
5344,658,1,21,1,6,2,0,0,0
13579,1185,1,21,1,5,1,0,0,0
9702,1192,1,21,1,6,2,0,0,0
9576,1367,2,18,1,5,4,0,1,1
9650,877,1,21,1,2,1,0,0,0
7886,1971,2,17,1,5,4,0,0,0
10527,628,2,20,1,6,3,0,1,1
14208,1141,1,20,1,3,2,1,1,1
14349,1351,1,18,1,4,1,0,0,0
10249,950,1,17,1,3,1,0,0,0
11151,1052,2,21,1,3,1,0,0,0
10532,1842,1,17,1,2,4,0,0,1
10013,1916,2,20,1,6,3,0,0,0
12853,687,2,18,1,4,1,1,1,1
11046,1238,2,21,1,6,3,0,0,1
14265,884,1,19,1,4,2,1,1,1
4539,1264,1,18,1,2,2,0,0,0
12097,1417,2,20,1,4,2,0,0,0
7859,825,1,21,1,4,1,0,0,0
6974,1096,1,20,1,1,4,0,0,1
6680,1006,2,18,1,2,1,0,0,0
9105,706,1,19,1,6,4,0,1,1
11091,763,2,19,1,1,3,0,1,1
12464,808,2,17,1,1,2,0,0,0
12393,1410,1,17,1,1,4,0,1,1
13537,661,1,17,1,6,3,1,1,1
5591,1019,1,18,1,6,2,0,0,0
7092,1159,2,19,1,5,3,0,0,0
14105,1054,1,19,1,3,3,1,1,1
11541,793,1,18,1,1,1,0,0,0
10193,1069,2,20,1,2,4,0,1,1
10488,1127,2,20,1,2,1,0,0,0
13664,943,1,20,1,3,2,1,1,1
4550,1987,2,20,1,4,4,0,0,0
12288,836,1,21,1,6,1,0,0,0
6893,1155,2,18,1,5,4,0,0,1
12586,1491,2,18,1,2,3,0,1,1
14060,1553,2,20,1,2,3,0,1,1
10954,829,1,20,1,4,1,0,0,0
11037,1663,2,18,1,5,1,0,0,0
13525,1972,1,19,1,4,3,0,0,1
10590,1295,1,20,1,5,4,0,1,1
14335,1427,2,19,1,5,3,0,1,1
13478,1636,1,18,1,5,4,0,1,1
10328,914,1,20,1,3,4,0,1,1
5493,1835,2,18,1,2,4,0,0,0
6662,1121,1,21,1,4,1,0,0,0
6018,1067,2,21,1,2,3,0,0,0
10214,1643,1,21,1,3,4,0,0,1
14459,1762,1,18,1,1,3,0,1,1
12247,1290,2,21,1,3,4,0,1,1
9839,1809,2,21,1,3,3,0,0,0
6799,1052,2,17,1,5,2,0,0,0
7595,780,2,20,1,1,2,0,0,0
7727,613,2,19,1,6,2,0,0,0
4261,1008,2,18,1,6,3,0,0,0
7405,1131,2,18,1,4,2,0,0,0
10295,779,1,20,1,4,3,0,1,1
12448,2007,2,19,1,4,4,0,1,1
7810,985,1,20,1,3,3,0,0,0
11266,1837,2,18,1,5,2,0,0,0
5555,1900,2,20,1,3,2,0,0,0
8897,1580,2,20,1,3,2,0,0,0
14096,1883,2,19,1,6,1,0,0,0
5652,1229,2,20,1,2,3,0,0,0
7887,1579,1,19,1,4,1,0,0,0
4770,1934,1,21,1,4,4,0,0,0
7200,1893,2,20,1,5,4,0,0,0
7021,1021,2,18,1,5,4,0,0,1
4903,1465,1,17,1,6,2,0,0,0
13559,1804,1,18,1,4,3,0,1,1
10893,1724,2,18,1,2,3,0,0,1
14818,1181,1,21,1,5,2,1,1,1
13951,2072,1,18,1,1,1,0,0,0
14773,1782,2,17,1,2,1,0,0,0
12634,1614,1,21,1,5,4,0,1,1
11527,1356,2,20,1,5,3,0,1,1
11116,976,1,17,1,6,1,0,0,0
4756,935,2,17,1,4,1,0,0,0
13522,995,1,18,1,2,1,1,1,1
12050,1713,1,19,1,1,3,0,0,1
14714,617,2,18,1,5,1,1,1,1
13395,1592,1,20,1,1,1,0,0,0
4880,1872,1,17,1,3,4,0,0,0
14111,2072,1,21,1,3,4,0,1,1
4139,1596,2,17,1,1,2,0,0,0
7368,1954,2,17,1,6,1,0,0,0
6161,927,1,19,1,4,3,0,0,0
13020,1562,2,18,1,5,1,0,0,0
8477,1422,1,19,1,1,1,0,0,0
12257,771,1,20,1,6,4,0,1,1
6307,1692,1,17,1,5,2,0,0,0
7798,1162,2,20,1,1,2,0,0,0
12031,1775,1,18,1,5,3,0,0,1
12234,996,2,17,1,4,3,0,1,1
10394,1075,2,21,1,6,2,0,0,0
6701,1744,1,21,1,4,1,0,0,0
9469,1531,2,20,1,4,3,0,0,0
8451,1465,2,20,1,3,3,0,0,0
5231,1634,2,18,1,5,1,0,0,0
13614,1495,2,17,1,6,3,0,1,1
8526,1225,1,18,1,2,2,0,0,0
6911,1334,2,20,1,5,2,0,0,0
13642,1780,2,21,1,6,4,0,1,1
14949,828,2,17,1,4,2,1,1,1
6858,1110,2,17,1,1,4,0,0,1
4340,825,1,18,1,3,2,0,0,0
4372,1666,2,20,1,4,3,0,0,0
9225,1417,2,17,1,1,1,0,0,0
6628,614,2,18,1,3,4,0,0,1
7220,1675,2,18,1,3,2,0,0,0
8486,628,2,20,1,2,3,0,0,1
