wage,costliving,gender,age,branch,userexperience,city,competence,merite,afford1,afford2,afford3
6952,1117,1,20,1,31,1,2,2,0,0,0
7347,1351,1,19,1,45,1,3,2,0,0,0
10229,1649,1,20,1,67,6,1,1,0,0,0
4628,1913,2,17,1,50,4,2,1,0,0,0
5716,1813,1,19,2,43,4,3,4,0,0,0
14428,940,1,17,2,55,3,2,2,1,1,1
9785,658,1,18,1,64,5,2,3,0,1,1
6741,1413,2,20,1,90,3,3,3,0,0,0
8212,1672,1,18,2,58,1,1,3,0,0,0
8696,1799,2,21,2,68,5,3,2,0,0,0
11792,635,1,21,2,98,5,3,1,0,0,0
13084,826,2,20,1,52,1,3,3,1,1,1
6086,1959,2,20,1,79,6,4,1,0,0,0
4994,1331,1,18,2,21,5,4,2,0,0,0
9026,885,1,18,2,89,4,3,2,0,0,0
11337,959,1,17,1,25,3,3,1,0,0,0
5678,1685,1,20,1,94,5,2,2,0,0,0
9661,616,2,21,2,54,4,2,1,0,0,0
5244,2004,1,19,2,53,1,4,1,0,0,0
9559,1479,2,18,2,7,2,2,2,0,0,0
11156,1327,2,19,1,15,3,3,4,0,1,1
9675,666,2,21,1,18,4,2,1,0,0,0
6484,888,2,20,2,47,6,2,3,0,0,0
8823,668,2,21,1,44,1,1,1,0,0,0
10100,2091,1,19,2,9,1,2,4,0,0,1
4022,1712,1,18,2,63,2,4,3,0,0,0
4387,943,2,18,2,50,1,3,1,0,0,0
5053,865,1,20,2,10,6,3,3,0,0,0
4938,1821,2,21,1,32,1,3,3,0,0,0
9475,614,1,19,1,24,1,1,1,0,0,0
13742,721,1,18,2,54,6,4,4,1,1,1
5560,1994,2,20,1,54,6,4,3,0,0,0
13434,1567,1,18,2,98,3,3,3,0,1,1
13518,1370,2,21,2,28,3,2,2,0,0,0
12023,865,2,21,1,8,4,2,4,0,1,1
13587,639,1,19,1,68,6,4,1,1,1,1
14768,1404,1,18,1,54,1,4,4,1,1,1
13034,975,2,20,2,98,2,4,1,0,0,0
12012,1411,2,17,1,64,1,2,4,0,1,1
14903,807,1,19,2,45,3,1,1,1,1,1
6652,1304,1,18,2,87,4,1,3,0,0,0
10638,1033,1,21,1,4,3,2,1,0,0,0
7690,2083,1,18,2,84,1,3,1,0,0,0
9542,944,1,18,2,87,5,4,4,0,1,1
7210,1633,2,19,2,44,5,4,1,0,0,0
4614,1622,2,17,1,15,5,4,4,0,0,0
13516,1012,1,17,1,16,3,3,1,1,1,1
14214,1645,1,20,2,53,4,3,4,0,1,1
6668,1807,2,19,2,4,6,2,1,0,0,0
14372,2031,2,17,1,32,4,1,4,0,1,1
8600,1079,2,17,2,24,2,4,2,0,0,0
7525,680,2,17,2,81,3,1,4,0,1,1
13688,1253,2,20,1,20,2,1,4,0,1,1
10350,1318,2,18,1,48,1,2,1,0,0,0
4178,1905,2,21,2,14,3,1,2,0,0,0
9620,1614,2,18,2,61,2,2,1,0,0,0
13646,902,2,19,1,12,3,3,1,1,1,1
7006,1316,1,17,2,18,5,1,2,0,0,0
13026,2025,1,20,2,82,2,1,2,0,0,0
5484,1120,1,20,1,31,4,1,3,0,0,0
4458,1626,1,18,1,43,3,4,2,0,0,0
4305,1385,2,21,1,72,3,2,3,0,0,0
9124,1825,2,20,1,95,6,3,4,0,0,1
10913,1503,1,18,1,40,4,2,3,0,0,1
9750,1798,1,17,1,78,1,4,2,0,0,0
10460,923,1,18,2,52,5,2,4,0,1,1
7714,1902,1,20,1,11,3,2,1,0,0,0
4028,1149,1,18,2,90,3,1,1,0,0,0
5982,1855,2,18,2,6,4,4,4,0,0,0
12564,1165,2,20,2,99,2,3,4,0,1,1
14372,2018,1,17,2,67,5,4,4,0,1,1
10132,1740,2,18,2,82,4,3,1,0,0,0
12844,742,2,21,1,45,6,4,2,1,1,1
10952,1118,1,21,1,39,5,4,3,0,1,1
4479,650,2,20,1,42,2,4,2,0,0,0
4280,972,1,21,2,39,2,2,4,0,0,0
7583,1300,2,21,2,67,4,4,4,0,0,1
5476,1414,1,19,1,80,1,1,2,0,0,0
8149,1686,1,20,2,27,1,4,1,0,0,0
14831,1506,2,17,2,57,1,2,1,0,0,0
4749,1370,1,18,2,97,5,4,2,0,0,0
9577,1021,2,20,1,47,2,1,3,0,0,1
5478,1987,2,20,2,4,6,3,3,0,0,0
5125,1129,1,20,1,23,5,3,1,0,0,0
14902,1417,2,19,1,48,3,2,2,1,1,1
11368,2010,1,20,2,13,5,4,2,0,0,0
7245,1462,2,18,2,29,6,4,4,0,0,0
10263,1071,1,21,2,78,5,1,3,0,0,1
10394,2034,1,18,1,57,3,2,4,0,0,1
4722,1450,1,19,1,51,4,3,3,0,0,0
11022,1625,2,20,1,81,4,4,1,0,0,0
14676,2097,2,18,1,43,1,1,3,0,1,1
14314,1425,2,17,1,79,2,1,1,0,0,0
9857,1950,1,20,1,15,2,2,2,0,0,0
7208,2064,1,20,2,56,5,4,4,0,0,0
5862,1464,2,21,2,27,4,3,3,0,0,0
8800,867,2,19,2,48,2,4,2,0,0,0
9604,1070,1,20,2,22,1,1,4,0,1,1
13624,1421,1,17,2,61,2,2,3,0,1,1
13660,1634,1,20,1,48,1,2,1,0,0,0
10287,1819,2,18,1,61,2,3,2,0,0,0
9444,1146,2,19,1,14,3,4,3,0,0,1
12118,700,2,21,2,5,4,4,4,0,1,1
8819,786,2,18,2,25,2,3,3,0,0,1
7022,1885,2,21,2,42,6,1,3,0,0,0
9769,1153,2,19,2,46,1,4,2,0,0,0
9087,983,1,20,1,51,2,2,3,0,0,1
5340,1655,1,18,1,99,6,1,2,0,0,0
6230,1040,1,19,2,62,6,3,2,0,0,0
4927,1419,1,21,2,23,2,3,2,0,0,0
5657,1373,2,20,1,56,2,3,2,0,0,0
14730,1458,2,21,2,39,2,2,2,0,0,0
8641,1422,2,19,2,94,1,1,2,0,0,0
7695,857,2,17,2,48,4,1,1,0,0,0
13103,2088,1,20,2,85,4,1,1,0,0,0
6810,1894,2,20,1,74,4,1,3,0,0,0
13799,777,2,17,1,40,4,2,4,1,1,1
10826,767,2,18,2,13,3,4,1,0,0,0
4227,1341,1,18,2,27,3,4,4,0,0,0
14928,742,2,21,1,82,5,4,2,1,1,1
14926,1456,1,18,1,99,1,4,2,1,1,1
4153,1262,1,20,2,14,4,1,3,0,0,0
12805,958,1,17,1,80,2,3,3,0,1,1
4882,934,2,18,1,5,3,4,1,0,0,0
7801,656,1,18,1,10,3,3,3,0,0,1
7423,1949,1,21,1,74,2,2,1,0,0,0
11427,1781,1,18,1,41,3,3,1,0,0,0
4053,1713,2,21,2,2,4,1,3,0,0,0
11080,790,1,19,2,71,2,4,1,0,0,0
5477,1678,2,18,2,17,6,1,4,0,0,0
14859,1080,1,17,1,88,2,1,1,1,1,1
9612,783,2,19,1,57,2,2,3,0,1,1
11285,2012,2,17,2,45,6,4,3,0,0,0
8737,1137,2,18,1,1,4,2,2,0,0,0
14232,965,2,21,1,60,4,3,4,1,1,1
10861,1290,2,20,2,95,1,2,1,0,0,0
13956,821,1,18,2,36,3,2,4,1,1,1
10341,1553,2,19,1,25,4,2,2,0,0,0
12335,1232,1,19,1,15,5,2,4,0,1,1
14740,1352,2,19,2,17,5,1,4,1,1,1
13759,825,2,17,1,10,3,3,3,1,1,1
13658,1849,1,20,2,24,3,2,2,0,0,0
13780,760,1,20,2,67,2,3,2,1,1,1
7513,1877,1,19,1,67,1,2,2,0,0,0
14244,1241,1,17,1,12,4,4,3,1,1,1
5270,1029,1,20,1,53,2,1,3,0,0,0
9625,1764,2,19,1,13,4,1,2,0,0,0
13045,1585,2,20,2,63,6,1,1,0,0,0
7106,1566,2,20,1,18,2,1,1,0,0,0
14669,1578,2,18,1,11,3,2,4,0,1,1
10374,1798,2,19,1,91,5,3,3,0,0,0
4995,2003,1,18,2,72,2,1,2,0,0,0
9460,2100,1,19,1,31,3,1,1,0,0,0
4378,790,2,20,1,50,2,3,3,0,0,0
6704,973,1,20,2,84,3,4,3,0,0,0
4571,1178,2,18,2,36,5,4,3,0,0,0
11731,1084,2,19,1,59,2,4,2,0,0,0
6352,1187,2,18,2,11,6,1,4,0,0,0
8690,1858,2,19,2,3,1,1,3,0,0,0
10518,1648,1,21,1,40,2,1,1,0,0,0
4739,1308,1,18,2,73,3,4,2,0,0,0
11459,1133,1,21,2,81,1,2,4,0,1,1
7658,1347,2,18,2,40,4,4,4,0,0,1
13966,1787,2,20,1,46,5,3,3,0,1,1
11529,1517,1,21,1,76,4,3,1,0,0,0
4198,1458,1,18,2,60,1,3,3,0,0,0
11485,1288,2,19,1,95,1,1,4,0,1,1
4110,1889,2,18,2,20,1,4,1,0,0,0
4082,1271,2,20,2,100,4,1,3,0,0,0
7040,1647,2,18,2,58,3,1,3,0,0,0
4048,785,1,18,2,57,4,3,4,0,0,0
8944,1695,2,20,2,15,3,1,1,0,0,0
8924,1971,2,17,2,84,1,3,1,0,0,0
10371,1366,2,20,1,11,4,4,3,0,0,1
11443,1060,1,19,1,20,3,4,3,0,1,1
5377,894,2,17,2,19,5,1,4,0,0,0
8151,1822,1,21,2,68,2,1,3,0,0,0
4164,1605,1,21,1,43,1,4,3,0,0,0
9375,1002,1,20,2,18,3,2,4,0,1,1
12187,1714,2,20,2,44,3,1,2,0,0,0
11680,980,1,18,1,55,3,3,2,0,0,0
11409,1733,2,19,2,56,3,2,4,0,1,1
4162,1267,2,19,1,25,1,4,3,0,0,0
9421,1466,1,19,2,12,4,3,1,0,0,0
12017,1244,2,17,2,91,2,2,3,0,1,1
11521,1001,1,20,2,36,2,1,2,0,0,0
12561,788,1,17,1,34,3,4,3,0,1,1
6795,2008,2,20,1,61,1,3,4,0,0,0
8498,1086,1,21,1,31,5,3,4,0,0,1
8173,1834,1,19,1,98,5,4,1,0,0,0
6980,2083,1,20,2,27,4,3,4,0,0,0
12589,1931,2,17,2,75,2,3,4,0,1,1
13218,918,1,18,1,60,6,3,2,1,1,1
8772,812,2,20,1,14,3,4,2,0,0,0
10350,1146,1,18,1,72,6,4,2,0,0,0
9206,1136,1,18,2,77,4,2,4,0,1,1
11124,859,2,20,2,45,1,1,4,0,1,1
12962,1786,1,18,2,38,1,1,2,0,0,0
14689,1671,1,17,2,46,2,4,3,0,1,1
5465,879,1,18,1,83,1,4,4,0,0,0
13560,1725,1,19,2,57,1,2,4,0,1,1
13086,1264,1,17,2,39,4,4,4,0,1,1
14302,1972,1,21,1,44,4,3,1,0,0,0
11839,737,2,19,2,13,6,3,4,0,1,1
7635,1803,2,17,2,9,6,4,2,0,0,0
4543,1533,2,21,1,95,3,1,3,0,0,0
8933,1585,1,20,2,34,4,2,2,0,0,0
7460,880,1,21,1,95,5,4,2,0,0,0
6887,1818,2,19,1,65,6,1,4,0,0,0
8438,1964,1,19,2,42,1,2,3,0,0,0
8601,1953,2,19,1,86,3,3,3,0,0,0
10289,1417,1,18,2,81,6,1,3,0,0,1
5868,832,2,18,1,12,2,1,1,0,0,0
14770,2008,1,20,2,36,3,4,3,0,1,1
14633,1940,1,21,1,35,4,1,2,0,0,0
5777,783,1,20,2,99,1,4,4,0,0,1
12708,1702,2,21,1,34,1,4,2,0,0,0
14152,821,1,18,1,44,6,1,1,1,1,1
9975,965,1,20,2,24,2,1,3,0,0,1
6213,673,2,21,1,22,6,3,2,0,0,0
6949,1830,2,17,2,28,5,3,3,0,0,0
8994,687,2,18,2,72,1,1,3,0,0,1
8992,916,1,18,1,37,1,4,4,0,1,1
5747,1115,1,19,1,80,6,2,2,0,0,0
13691,1203,2,19,1,94,4,1,2,0,0,0
9055,703,1,17,2,51,5,3,4,0,1,1
12166,1593,2,18,2,8,6,3,3,0,0,1
12419,1181,1,20,1,49,4,2,3,0,1,1
7675,1305,1,18,2,77,6,3,2,0,0,0
9048,1585,2,18,2,98,6,1,1,0,0,0
14747,855,1,21,2,68,3,4,2,1,1,1
12007,995,1,19,1,18,6,2,1,0,0,0
12935,1440,1,17,1,48,5,2,4,0,1,1
9777,1452,2,18,1,87,4,2,3,0,0,0
13224,623,1,18,1,83,3,1,1,1,1,1
5977,667,1,21,2,6,1,4,4,0,0,1
4480,1996,2,20,1,24,2,2,3,0,0,0
5565,1717,2,21,2,90,2,4,2,0,0,0
5079,922,1,20,2,31,2,4,1,0,0,0
11829,1338,1,20,1,20,5,1,1,0,0,0
10453,1363,1,21,1,80,6,3,2,0,0,0
14980,994,2,21,1,56,2,2,3,1,1,1
10259,986,1,18,2,40,1,4,2,0,0,0
5292,882,2,17,2,19,1,4,1,0,0,0
11688,647,2,17,1,18,5,3,2,0,0,0
8416,798,1,18,2,79,2,4,3,0,0,1
5578,2017,2,21,2,78,2,3,3,0,0,0
13117,1257,2,18,1,73,2,1,3,0,1,1
10471,1719,2,17,2,35,6,3,4,0,0,1
6680,1294,1,20,1,34,1,1,1,0,0,0
12872,1840,2,18,1,36,2,2,1,0,0,0
10801,1005,1,21,2,48,5,1,2,0,0,0
13721,872,2,17,2,54,5,2,4,1,1,1
8713,1278,1,17,1,77,6,2,3,0,0,0
13959,1763,1,17,1,47,5,1,2,0,0,0
7418,1875,2,21,2,68,3,2,3,0,0,0
11337,745,2,18,2,91,4,1,4,0,1,1
6665,1371,1,20,2,23,4,4,1,0,0,0
4235,1722,1,17,2,89,5,3,1,0,0,0
6570,978,2,21,2,74,4,3,4,0,0,1
13603,1199,1,20,1,63,5,4,4,0,1,1
8748,658,1,21,2,10,1,3,2,0,0,0
8234,1222,1,18,2,55,1,1,4,0,0,1
11442,1925,1,17,2,76,4,2,3,0,0,1
11349,707,1,19,2,42,1,2,3,0,1,1
9421,852,1,21,2,72,2,1,1,0,0,0
5824,1593,1,20,2,37,5,4,3,0,0,0
6301,1341,1,20,1,69,4,4,2,0,0,0
8766,1174,1,19,1,17,5,4,3,0,0,0
4157,1366,1,17,2,36,6,1,1,0,0,0
4490,1507,1,20,2,45,1,2,4,0,0,0
6651,1053,1,18,1,40,2,4,2,0,0,0
6158,1925,1,20,2,99,5,1,4,0,0,0
8110,1969,2,21,2,71,2,4,2,0,0,0
8375,1013,2,17,2,72,2,1,2,0,0,0
13214,2063,1,20,2,90,4,4,4,0,1,1
11488,1510,1,21,1,14,1,2,4,0,1,1
10059,1580,1,21,2,48,1,1,4,0,0,1
9927,1280,2,20,2,19,4,3,2,0,0,0
11388,887,2,18,2,4,5,4,3,0,1,1
14303,1615,2,19,1,54,1,2,2,0,0,0
6220,1733,1,21,2,41,5,2,3,0,0,0
11993,1662,1,18,1,98,3,3,3,0,0,1
11031,1318,2,18,2,41,4,4,1,0,0,0
4392,1498,1,19,2,34,5,2,2,0,0,0
11813,872,2,20,2,66,3,2,4,0,1,1
12157,1825,1,20,1,32,2,1,3,0,0,1
7513,1593,1,20,1,90,4,1,4,0,0,0
14467,1281,1,18,1,82,3,3,1,1,1,1
4874,1462,1,19,2,95,5,2,1,0,0,0
10282,1710,2,17,2,7,4,1,4,0,0,1
11247,1848,2,17,2,68,1,1,3,0,0,1
7952,1537,1,21,2,92,4,2,2,0,0,0
6596,1085,2,20,1,3,1,3,2,0,0,0
11608,1198,1,19,2,67,4,3,4,0,1,1
7160,1160,2,20,2,5,3,1,4,0,0,1
10113,1809,1,18,1,53,1,4,3,0,0,0
9743,1638,2,21,2,64,6,3,3,0,0,0
7991,1907,2,17,1,24,5,3,1,0,0,0
7572,1981,1,17,2,81,3,3,3,0,0,0
8005,1674,2,17,2,40,5,1,3,0,0,0
9171,1819,1,20,2,12,6,1,4,0,0,1
5046,740,1,19,2,96,2,1,2,0,0,0
12251,1500,1,19,1,51,6,1,3,0,1,1
11982,1718,2,19,2,18,5,1,3,0,0,1
5989,2074,2,20,2,54,6,3,4,0,0,0
10911,1417,1,18,1,93,5,3,2,0,0,0
12879,1239,2,20,1,65,3,2,2,0,0,0
6269,1752,1,18,2,7,1,3,1,0,0,0
12243,1419,2,21,2,61,1,4,4,0,1,1
14471,2037,1,18,1,90,4,4,2,0,0,0
5369,1279,2,18,2,36,2,3,2,0,0,0
7557,909,2,20,2,25,2,4,4,0,0,1
5187,1675,2,19,1,15,2,1,2,0,0,0
12683,1191,1,20,2,83,2,1,1,0,0,0
5638,634,1,19,1,8,6,2,1,0,0,0
11799,650,2,18,2,7,2,1,4,0,1,1
4582,936,2,21,1,75,5,4,3,0,0,0
13938,1557,2,21,2,92,3,2,3,0,1,1
4310,985,2,17,2,20,5,4,4,0,0,0
11518,1171,2,21,1,28,5,3,2,0,0,0
9883,1380,2,20,2,43,4,3,3,0,0,1
8900,1144,1,20,2,69,5,2,4,0,1,1
7818,1431,1,19,1,50,1,1,4,0,0,1
12477,1799,1,19,1,97,6,4,3,0,0,1
6662,1158,1,21,1,90,2,1,2,0,0,0
5011,2069,1,17,1,50,6,4,2,0,0,0
5316,765,1,21,2,10,2,3,3,0,0,0
4423,1290,2,17,2,24,2,2,3,0,0,0
8367,889,1,19,1,70,4,2,3,0,0,1
8537,629,2,17,2,37,5,3,4,0,1,1
7083,1730,2,20,2,18,5,3,3,0,0,0
11994,1031,2,19,2,43,4,3,1,0,0,0
5396,1645,1,18,1,22,2,4,1,0,0,0
7955,1172,2,18,1,63,6,3,4,0,0,1
8642,1350,1,17,1,38,5,4,4,0,0,1
6997,1293,2,19,1,5,4,1,2,0,0,0
11236,851,1,20,1,98,6,3,2,0,0,0
14010,1986,2,17,2,84,6,3,4,0,1,1
9097,1867,2,19,2,28,3,2,1,0,0,0
10626,1827,2,21,2,64,4,4,3,0,0,0
5077,731,2,21,2,37,3,3,3,0,0,0
7377,1717,1,18,2,36,4,2,2,0,0,0
7392,1333,2,21,1,16,2,1,2,0,0,0
6329,1439,2,21,1,53,2,4,2,0,0,0
10680,1552,2,18,2,22,5,1,1,0,0,0
11824,1751,2,21,1,6,6,3,2,0,0,0
13336,1755,1,19,2,93,2,4,2,0,0,0
10116,1155,2,17,1,62,1,4,4,0,1,1
13130,1500,2,19,2,8,1,2,1,0,0,0
9284,1017,1,21,2,100,4,4,2,0,0,0
13157,1398,1,18,2,22,5,4,1,0,0,0
8569,1222,2,20,1,69,3,4,1,0,0,0
7402,1332,2,18,1,9,2,4,3,0,0,0
5606,790,1,19,1,74,6,2,2,0,0,0
4211,1375,1,20,2,21,1,4,4,0,0,0
14972,842,1,19,2,66,1,1,4,1,1,1
9098,1881,1,18,1,2,4,1,2,0,0,0
5174,1501,1,19,1,51,6,4,2,0,0,0
5495,1492,2,21,1,50,6,3,3,0,0,0
10832,749,1,19,2,82,6,3,1,0,0,0
4247,1574,1,19,1,79,5,4,1,0,0,0
4418,1520,2,17,1,10,4,4,3,0,0,0
8299,645,2,20,2,20,4,1,3,0,0,1
14576,1120,1,20,1,10,5,3,2,1,1,1
9066,1535,2,20,1,6,5,3,3,0,0,0
6399,1347,1,19,2,91,2,4,3,0,0,0
4032,1358,1,20,2,3,4,1,3,0,0,0
6496,1271,2,18,1,97,1,3,4,0,0,0
8003,650,1,20,1,49,3,3,3,0,0,1
14141,1787,2,21,1,85,1,2,1,0,0,0
13763,1889,2,17,2,77,1,1,3,0,1,1
6010,1055,2,21,2,41,3,4,3,0,0,0
14317,1286,2,19,1,68,5,2,3,1,1,1
4410,1768,1,19,1,97,6,1,1,0,0,0
12866,1789,1,20,2,36,5,3,3,0,0,1
5857,698,1,19,1,77,5,1,4,0,0,1
7615,2058,2,19,1,98,2,3,4,0,0,0
9518,1646,2,21,1,82,4,1,3,0,0,0
10764,2002,1,20,2,45,2,3,3,0,0,0
7279,1793,2,19,2,97,1,4,4,0,0,0
9040,1306,2,21,1,16,5,2,3,0,0,0
10125,1204,1,18,2,64,5,1,3,0,0,1
7388,1863,2,21,1,95,6,2,3,0,0,0
12691,1397,2,20,1,61,3,2,2,0,0,0
4744,822,1,21,1,33,5,4,4,0,0,0
12420,1801,2,18,1,65,3,4,3,0,0,1
13325,876,1,18,1,55,2,3,3,1,1,1
14506,799,2,21,2,64,2,4,1,1,1,1
5806,1042,2,20,1,21,1,1,1,0,0,0
7780,1447,2,20,1,49,1,2,2,0,0,0
5194,1439,2,18,2,92,2,2,1,0,0,0
12346,1937,1,17,2,46,2,4,1,0,0,0
6275,1590,2,17,2,8,6,3,2,0,0,0
6032,1508,1,20,1,10,1,2,2,0,0,0
14061,856,2,18,2,92,3,4,3,1,1,1
13992,1035,1,18,1,56,5,3,1,1,1,1
14553,1791,1,20,1,14,4,3,4,0,1,1
13743,1636,1,19,1,74,5,3,1,0,0,0
4904,805,1,20,1,74,2,1,1,0,0,0
7249,1992,1,19,2,43,1,2,1,0,0,0
13101,1589,2,18,2,35,1,2,4,0,1,1
14391,1760,2,21,1,69,1,4,2,0,0,0
13574,1049,1,20,1,67,5,3,3,1,1,1
8782,766,1,17,1,10,1,3,1,0,0,0
6856,847,1,20,2,13,1,4,4,0,0,1
9897,1497,2,18,1,88,3,4,4,0,0,1
10606,1068,2,18,1,31,3,2,2,0,0,0
5925,1596,1,19,2,92,4,2,4,0,0,0
10632,991,2,19,2,84,4,4,3,0,1,1
9699,1398,2,17,2,8,3,4,1,0,0,0
4231,1261,2,21,1,2,6,2,4,0,0,0
6721,946,2,20,1,86,4,2,1,0,0,0
8562,1141,2,19,2,1,5,4,1,0,0,0
13743,1863,2,19,1,78,6,3,4,0,1,1
13421,1415,2,19,1,45,2,3,1,0,0,0
4721,1719,2,18,2,98,6,1,2,0,0,0
11419,1686,1,18,2,76,4,1,4,0,1,1
11575,1129,1,17,1,29,1,2,4,0,1,1
10950,1545,2,20,2,67,2,2,3,0,0,1
4888,813,1,18,2,67,6,1,3,0,0,0
6200,1232,2,17,1,51,1,1,1,0,0,0
8583,2041,1,21,2,63,2,1,1,0,0,0
11632,910,2,20,1,39,5,4,3,0,1,1
4514,1576,1,20,2,9,3,3,3,0,0,0
8753,1921,2,19,2,41,6,2,4,0,0,0
14770,815,1,19,2,93,4,3,3,1,1,1
6863,871,1,21,1,77,3,3,1,0,0,0
10672,886,1,19,2,42,3,4,1,0,0,0
4493,818,1,21,1,77,1,2,2,0,0,0
10502,2010,2,19,2,57,3,2,1,0,0,0
11668,763,1,21,2,71,1,1,2,0,0,0
5495,1276,1,17,1,76,6,3,1,0,0,0
11274,935,1,18,2,2,3,3,1,0,0,0
13123,1952,1,18,2,70,5,3,4,0,1,1
7023,1452,2,21,2,79,2,2,2,0,0,0
9738,1452,2,17,2,91,2,1,1,0,0,0
7335,791,2,17,1,39,4,2,2,0,0,0
4708,1336,1,18,2,9,2,4,2,0,0,0
8118,1395,2,21,2,80,5,4,1,0,0,0
14189,1731,1,20,1,52,3,2,1,0,0,0
6750,922,1,21,1,84,4,3,4,0,0,1
7261,964,1,17,2,32,3,4,3,0,0,0
7417,603,1,19,1,95,6,2,3,0,0,1
13092,1415,1,21,1,59,5,4,3,0,1,1
5539,1486,2,20,2,68,5,4,3,0,0,0
12687,1372,1,21,2,34,4,4,2,0,0,0
12117,851,2,18,2,34,3,2,4,0,1,1
12911,1749,2,20,1,61,3,4,3,0,1,1
9492,1648,2,17,2,56,3,2,3,0,0,0
11260,1080,2,17,2,58,2,1,1,0,0,0
7873,694,1,21,1,5,5,1,4,0,1,1
13156,1121,2,17,2,41,6,1,3,0,1,1
8026,2004,1,17,1,98,1,1,1,0,0,0
8299,628,2,21,1,16,4,3,3,0,0,1
4460,1135,2,17,1,50,1,1,3,0,0,0
14341,1952,2,18,2,72,2,4,1,0,0,0
5132,1460,1,17,2,90,5,3,2,0,0,0
12255,1106,2,18,2,83,4,3,4,0,1,1
13193,1381,1,17,1,37,3,3,1,0,0,0
14208,1690,2,21,1,41,6,3,1,0,0,0
10127,864,2,21,2,92,6,1,4,0,1,1
4338,1777,2,18,1,37,6,1,2,0,0,0
8883,2033,2,21,1,47,5,1,1,0,0,0
14592,1448,2,18,2,1,5,1,3,0,1,1
11420,1470,1,21,1,1,3,4,1,0,0,0
14436,1820,1,20,1,48,5,1,4,0,1,1
5796,1657,1,21,2,26,1,1,4,0,0,0
9472,1415,2,19,1,12,2,3,3,0,0,0
9715,1369,1,18,1,64,5,1,2,0,0,0
10779,1586,2,21,2,95,4,1,3,0,0,1
8884,1914,2,19,1,23,3,1,3,0,0,0
11488,1298,1,21,2,40,4,1,2,0,0,0
5326,1161,2,19,1,21,3,1,1,0,0,0
13099,1947,2,18,2,58,3,1,3,0,0,1
8138,1421,1,17,2,98,6,2,1,0,0,0
8701,1181,2,18,2,52,6,1,2,0,0,0
11579,737,2,18,2,26,5,4,2,0,0,0
6135,1239,2,17,2,29,1,1,1,0,0,0
8447,1558,1,19,1,47,4,1,3,0,0,0
8050,797,2,21,2,1,4,4,2,0,0,0
5830,895,2,21,2,36,6,1,4,0,0,0
12773,1223,2,21,1,96,6,3,2,0,0,0
8315,1721,2,21,2,27,4,3,2,0,0,0
13539,1255,1,21,2,69,6,4,1,0,0,0
11389,1229,1,17,2,97,4,3,2,0,0,0
9403,832,2,21,1,4,1,3,2,0,0,0
11768,926,1,17,2,50,2,1,4,0,1,1
5974,727,1,21,2,97,2,2,2,0,0,0
12732,1508,1,19,1,49,6,3,1,0,0,0
8438,790,2,18,1,75,6,4,3,0,0,1
10037,1860,2,21,2,44,4,3,1,0,0,0
10648,2081,1,19,1,14,4,2,2,0,0,0
6587,1103,2,21,2,73,4,1,4,0,0,0
5134,1924,2,17,2,55,5,4,4,0,0,0
8146,1013,1,19,2,78,1,3,3,0,0,0
6297,1832,2,21,2,33,1,4,2,0,0,0
6314,2031,1,19,1,56,5,4,3,0,0,0
7196,699,2,18,2,48,4,1,4,0,0,1
4252,1736,1,18,2,7,3,2,1,0,0,0
5910,671,2,18,2,42,1,1,4,0,0,1
11609,1730,1,18,2,18,3,1,3,0,0,1
12548,834,1,19,1,95,4,2,1,0,0,0
4060,729,2,21,2,39,1,4,3,0,0,0
8721,914,2,21,1,86,3,1,3,0,0,1
8271,652,1,18,2,92,5,4,2,0,0,0
6698,1415,1,19,1,37,5,1,1,0,0,0
5647,1118,2,20,2,23,4,2,2,0,0,0
6193,1303,1,21,2,12,3,1,1,0,0,0
9408,1741,1,20,2,28,4,1,3,0,0,0
10436,2066,1,21,2,3,5,4,3,0,0,0
11023,1600,2,21,1,81,5,3,1,0,0,0
11501,631,1,19,1,39,6,4,3,0,1,1
7470,845,2,18,1,59,6,3,3,0,0,0
14224,600,2,18,1,42,2,3,2,1,1,1
8150,1552,2,18,1,52,1,2,2,0,0,0
11773,742,2,20,2,20,6,2,1,0,0,0
6271,1207,2,18,2,54,3,3,1,0,0,0
5930,1000,2,20,1,17,1,1,3,0,0,0
8463,632,1,21,1,31,3,2,4,0,1,1
4897,605,2,18,1,18,4,4,4,0,0,0
9137,1133,2,19,1,35,5,1,3,0,0,1
7457,621,1,20,1,82,5,2,1,0,0,0
12067,796,2,19,1,92,3,1,3,0,1,1
13634,1538,2,17,1,94,3,4,1,0,0,0
12439,1433,1,18,1,79,3,1,2,0,0,0
8758,867,1,17,2,35,2,2,2,0,0,0
14375,821,2,19,1,92,2,4,4,1,1,1
6007,1721,2,17,2,87,1,1,2,0,0,0
11856,2036,1,19,2,89,4,1,3,0,0,1
9789,1287,1,17,1,51,3,4,4,0,1,1
5935,1529,2,19,1,49,4,1,3,0,0,0
7505,1371,1,21,2,73,6,4,4,0,0,0
11317,640,1,20,2,99,3,2,1,0,0,0
7569,1004,1,18,1,44,5,1,3,0,0,0
5636,853,1,20,2,42,6,2,4,0,0,0
5584,1893,2,18,1,52,4,1,2,0,0,0
8203,1097,1,20,2,49,6,3,4,0,0,1
12391,640,2,19,1,17,6,4,1,1,1,1
8047,1723,1,21,2,94,4,4,1,0,0,0
10491,1295,1,21,2,47,4,2,1,0,0,0
8009,1616,1,18,2,50,4,1,1,0,0,0
